correct	correct_response	count_exp_sequence	leksikalnost	rec	response	response_time	trial_number	naziv_fajla	exp_title
1	1	197	rec	MRAČNOG	1	521	41	subject-51.csv	PRIDEVI_B
1	3	198	pseudorec	RIJENOG	3	667	120	subject-51.csv	PRIDEVI_B
1	3	199	pseudorec	KILENOM	3	609	159	subject-51.csv	PRIDEVI_B
1	1	200	rec	LAŽNOG	1	536	32	subject-51.csv	PRIDEVI_B
1	1	201	rec	VLAŽNOM	1	525	99	subject-51.csv	PRIDEVI_B
1	3	202	pseudorec	VELITOJ	3	530	189	subject-51.csv	PRIDEVI_B
1	1	203	rec	BUDNOG	1	558	5	subject-51.csv	PRIDEVI_B
1	1	204	rec	MUTNOM	1	425	42	subject-51.csv	PRIDEVI_B
1	3	205	pseudorec	TULAVOM	3	531	152	subject-51.csv	PRIDEVI_B
1	3	206	pseudorec	HAČNOJ	3	579	182	subject-51.csv	PRIDEVI_B
1	1	207	rec	SELJAČKOM	1	553	75	subject-51.csv	PRIDEVI_B
1	1	208	rec	GRADSKOJ	1	536	22	subject-51.csv	PRIDEVI_B
0	1	209	rec	NEVIDLJIVOJ	3	832	49	subject-51.csv	PRIDEVI_B
1	1	210	rec	JUŽNOJ	1	625	25	subject-51.csv	PRIDEVI_B
1	1	211	rec	KRATKOJ	1	712	28	subject-51.csv	PRIDEVI_B
0	1	212	rec	JAKOM	3	679	24	subject-51.csv	PRIDEVI_B
1	1	213	rec	PLEMENITOM	1	700	60	subject-51.csv	PRIDEVI_B
1	1	214	rec	PROKLETOM	1	608	69	subject-51.csv	PRIDEVI_B
1	1	215	rec	SLIČNOG	1	674	80	subject-51.csv	PRIDEVI_B
1	1	216	rec	SLOBODNOM	1	571	81	subject-51.csv	PRIDEVI_B
1	1	217	rec	GUSTOG	1	558	23	subject-51.csv	PRIDEVI_B
1	1	218	rec	DNEVNOG	1	529	14	subject-51.csv	PRIDEVI_B
1	1	219	rec	GORSKOM	1	479	21	subject-51.csv	PRIDEVI_B
1	1	220	rec	ZIMSKOJ	1	705	103	subject-51.csv	PRIDEVI_B
1	1	221	rec	SPORTSKOG	1	660	83	subject-51.csv	PRIDEVI_B
1	1	222	rec	KULTURNOM	1	513	30	subject-51.csv	PRIDEVI_B
1	3	223	pseudorec	NORAVOM	3	683	158	subject-51.csv	PRIDEVI_B
1	1	224	rec	STRAŠNOG	1	545	86	subject-51.csv	PRIDEVI_B
1	1	225	rec	TEHNIČKOM	1	520	93	subject-51.csv	PRIDEVI_B
1	3	226	pseudorec	LJITKOM	3	726	173	subject-51.csv	PRIDEVI_B
1	1	227	rec	ČUDESNOJ	1	579	10	subject-51.csv	PRIDEVI_B
1	3	228	pseudorec	STROSOM	3	678	176	subject-51.csv	PRIDEVI_B
1	3	229	pseudorec	LURIVOG	3	535	116	subject-51.csv	PRIDEVI_B
1	3	230	pseudorec	NIROVOJ	3	553	195	subject-51.csv	PRIDEVI_B
1	3	231	pseudorec	RELENOG	3	603	136	subject-51.csv	PRIDEVI_B
1	1	20	rec	MUZIČKOG	1	674	43	subject-50.csv	PRIDEVI_A
1	1	21	rec	MRAČNOM	1	550	41	subject-50.csv	PRIDEVI_A
0	3	22	pseudorec	ZEGENOJ	1	674	207	subject-50.csv	PRIDEVI_A
1	3	23	pseudorec	BUTOJ	3	1052	209	subject-50.csv	PRIDEVI_A
1	1	24	rec	DUBOKOG	1	752	16	subject-50.csv	PRIDEVI_A
1	1	25	rec	ŽIVOTNOM	1	682	104	subject-50.csv	PRIDEVI_A
1	3	26	pseudorec	FLARATOJ	3	858	203	subject-50.csv	PRIDEVI_A
1	3	27	pseudorec	CUKAVOJ	3	871	181	subject-50.csv	PRIDEVI_A
1	3	28	pseudorec	GUJAFOJ	3	777	211	subject-50.csv	PRIDEVI_A
1	1	29	rec	MORSKOG	1	743	40	subject-50.csv	PRIDEVI_A
1	1	30	rec	TANKOM	1	649	92	subject-50.csv	PRIDEVI_A
1	1	31	rec	VRELOG	1	1026	100	subject-50.csv	PRIDEVI_A
1	3	32	pseudorec	BUŽNOM	3	653	174	subject-50.csv	PRIDEVI_A
1	1	33	rec	SEVERNOG	1	571	76	subject-50.csv	PRIDEVI_A
1	1	34	rec	ZNAČAJNOG	1	559	106	subject-50.csv	PRIDEVI_A
1	1	35	rec	STAKLENOJ	1	635	84	subject-50.csv	PRIDEVI_A
1	3	36	pseudorec	MUŽIVOG	3	901	118	subject-50.csv	PRIDEVI_A
1	3	37	pseudorec	BLANOJ	3	789	202	subject-50.csv	PRIDEVI_A
1	3	38	pseudorec	NOLENOG	3	761	112	subject-50.csv	PRIDEVI_A
1	3	39	pseudorec	FRKENOJ	3	665	206	subject-50.csv	PRIDEVI_A
1	3	40	pseudorec	SULNOM	3	533	150	subject-50.csv	PRIDEVI_A
1	1	41	rec	ZIMSKOG	1	656	103	subject-50.csv	PRIDEVI_A
1	3	42	pseudorec	TULAVOM	3	586	152	subject-50.csv	PRIDEVI_A
1	3	43	pseudorec	SUDAVOM	3	523	161	subject-50.csv	PRIDEVI_A
1	1	44	rec	DRUŠTVENOJ	1	714	15	subject-50.csv	PRIDEVI_A
1	3	45	pseudorec	URTIVOJ	3	703	199	subject-50.csv	PRIDEVI_A
1	1	46	rec	TUŽNOG	1	1012	94	subject-50.csv	PRIDEVI_A
1	3	47	pseudorec	RISOKOM	3	747	149	subject-50.csv	PRIDEVI_A
1	3	48	pseudorec	VEDNOJ	3	1277	185	subject-50.csv	PRIDEVI_A
1	3	49	pseudorec	LOTIVOM	3	851	144	subject-50.csv	PRIDEVI_A
1	1	50	rec	SLAVNOG	1	592	79	subject-50.csv	PRIDEVI_A
1	1	51	rec	RODNOM	1	1064	74	subject-50.csv	PRIDEVI_A
1	3	52	pseudorec	NELAHOJ	3	627	186	subject-50.csv	PRIDEVI_A
1	1	53	rec	ŠIROKOM	1	643	77	subject-50.csv	PRIDEVI_A
1	1	54	rec	BESKRAJNOM	1	712	2	subject-50.csv	PRIDEVI_A
1	3	55	pseudorec	TENOKOG	3	782	140	subject-50.csv	PRIDEVI_A
1	1	56	rec	SLIČNOM	1	628	80	subject-50.csv	PRIDEVI_A
1	3	57	pseudorec	NIROVOJ	3	774	195	subject-50.csv	PRIDEVI_A
1	3	58	pseudorec	KLAKNOJ	3	683	188	subject-50.csv	PRIDEVI_A
1	1	59	rec	PRIVREDNOG	1	934	67	subject-50.csv	PRIDEVI_A
1	1	60	rec	BUDNOM	1	717	5	subject-50.csv	PRIDEVI_A
1	3	61	pseudorec	SIRANOG	3	726	129	subject-50.csv	PRIDEVI_A
1	3	62	pseudorec	HAČNOJ	3	726	182	subject-50.csv	PRIDEVI_A
1	1	63	rec	DAVNOJ	1	683	12	subject-50.csv	PRIDEVI_A
1	1	64	rec	ČUDNOJ	1	499	9	subject-50.csv	PRIDEVI_A
1	1	65	rec	ODLIČNOM	1	690	56	subject-50.csv	PRIDEVI_A
1	3	66	pseudorec	UHTIVOJ	3	596	190	subject-50.csv	PRIDEVI_A
1	3	67	pseudorec	LOZANOG	3	962	137	subject-50.csv	PRIDEVI_A
1	1	68	rec	JUŽNOG	1	546	25	subject-50.csv	PRIDEVI_A
1	1	69	rec	TEHNIČKOJ	1	561	93	subject-50.csv	PRIDEVI_A
1	3	70	pseudorec	KESANOM	3	693	145	subject-50.csv	PRIDEVI_A
1	3	71	pseudorec	FELENOM	3	642	172	subject-50.csv	PRIDEVI_A
1	1	72	rec	OZBILJNOM	1	640	59	subject-50.csv	PRIDEVI_A
1	3	73	pseudorec	LANKOJ	3	554	200	subject-50.csv	PRIDEVI_A
1	1	74	rec	SMRTNOG	1	648	82	subject-50.csv	PRIDEVI_A
1	1	75	rec	ZLOJ	1	658	102	subject-50.csv	PRIDEVI_A
1	1	76	rec	SELJAČKOJ	1	648	75	subject-50.csv	PRIDEVI_A
1	3	77	pseudorec	BLETANOJ	3	881	212	subject-50.csv	PRIDEVI_A
1	3	78	pseudorec	PEFENOM	3	1004	170	subject-50.csv	PRIDEVI_A
1	1	79	rec	NEVIDLJIVOG	1	617	49	subject-50.csv	PRIDEVI_A
1	1	80	rec	DNEVNOM	1	601	14	subject-50.csv	PRIDEVI_A
1	3	81	pseudorec	LJITKOM	3	950	173	subject-50.csv	PRIDEVI_A
1	3	82	pseudorec	BLUGAVOJ	3	867	193	subject-50.csv	PRIDEVI_A
1	1	83	rec	VLAŽNOJ	1	633	99	subject-50.csv	PRIDEVI_A
1	1	84	rec	GLAVNOG	1	583	19	subject-50.csv	PRIDEVI_A
1	1	85	rec	PLEMENITOJ	1	577	60	subject-50.csv	PRIDEVI_A
1	3	86	pseudorec	CUSNOJ	3	674	178	subject-50.csv	PRIDEVI_A
1	3	87	pseudorec	KILENOM	3	1130	159	subject-50.csv	PRIDEVI_A
1	1	88	rec	GRADSKOG	1	534	22	subject-50.csv	PRIDEVI_A
1	1	89	rec	OTVORENOG	1	544	58	subject-50.csv	PRIDEVI_A
1	1	90	rec	VISOKOM	1	588	98	subject-50.csv	PRIDEVI_A
1	3	91	pseudorec	ČILKOM	3	707	155	subject-50.csv	PRIDEVI_A
0	1	92	rec	GORSKOJ	3	616	21	subject-50.csv	PRIDEVI_A
1	1	93	rec	STRUČNOJ	1	772	87	subject-50.csv	PRIDEVI_A
1	1	94	rec	MIRISNOM	1	558	38	subject-50.csv	PRIDEVI_A
1	1	95	rec	UPORNOJ	1	587	96	subject-50.csv	PRIDEVI_A
1	1	96	rec	MUTNOJ	1	572	42	subject-50.csv	PRIDEVI_A
1	1	97	rec	LAKOG	1	553	31	subject-50.csv	PRIDEVI_A
1	3	98	pseudorec	ROTANOG	3	769	122	subject-50.csv	PRIDEVI_A
1	3	99	pseudorec	NETERNOJ	3	808	194	subject-50.csv	PRIDEVI_A
1	1	100	rec	LAŽNOM	1	688	32	subject-50.csv	PRIDEVI_A
1	1	101	rec	ŠUMSKOG	1	646	88	subject-50.csv	PRIDEVI_A
1	1	102	rec	KUĆNOM	1	413	29	subject-50.csv	PRIDEVI_A
1	3	103	pseudorec	RIGONOG	3	681	128	subject-50.csv	PRIDEVI_A
1	3	104	pseudorec	MRGAVOM	3	677	163	subject-50.csv	PRIDEVI_A
0	3	105	pseudorec	MISANOG	1	809	108	subject-50.csv	PRIDEVI_A
1	1	106	rec	UMORNOM	1	845	95	subject-50.csv	PRIDEVI_A
1	1	107	rec	SVETSKOJ	1	1085	90	subject-50.csv	PRIDEVI_A
1	1	108	rec	SUROVOM	1	669	89	subject-50.csv	PRIDEVI_A
1	3	109	pseudorec	LOKAVOG	3	1076	115	subject-50.csv	PRIDEVI_A
1	1	110	rec	POZNATOG	1	816	64	subject-50.csv	PRIDEVI_A
1	1	111	rec	ČELIČNOG	1	782	7	subject-50.csv	PRIDEVI_A
1	1	112	rec	EKONOMSKOM	1	566	17	subject-50.csv	PRIDEVI_A
1	1	113	rec	MEKOG	1	698	37	subject-50.csv	PRIDEVI_A
1	3	114	pseudorec	ZORAVOG	3	809	119	subject-50.csv	PRIDEVI_A
1	3	115	pseudorec	PITOROM	3	645	166	subject-50.csv	PRIDEVI_A
1	3	116	pseudorec	LAPANOJ	3	870	197	subject-50.csv	PRIDEVI_A
0	1	117	rec	NEPOZNATOJ	3	592	48	subject-50.csv	PRIDEVI_A
1	1	118	rec	POSEBNOM	1	676	62	subject-50.csv	PRIDEVI_A
1	3	119	pseudorec	STROSOM	3	620	176	subject-50.csv	PRIDEVI_A
1	3	120	pseudorec	ŠODNOM	3	866	160	subject-50.csv	PRIDEVI_A
1	3	121	pseudorec	SUČENOM	3	668	169	subject-50.csv	PRIDEVI_A
0	1	122	rec	NOĆNOJ	3	561	54	subject-50.csv	PRIDEVI_A
1	1	123	rec	NEŽNOJ	1	567	51	subject-50.csv	PRIDEVI_A
1	1	124	rec	PRLJAVOM	1	927	68	subject-50.csv	PRIDEVI_A
1	1	125	rec	GORKOM	1	645	20	subject-50.csv	PRIDEVI_A
1	3	126	pseudorec	PANANOM	3	611	146	subject-50.csv	PRIDEVI_A
1	3	127	pseudorec	NISJOJ	3	1267	191	subject-50.csv	PRIDEVI_A
1	3	128	pseudorec	NJERNOM	3	1255	171	subject-50.csv	PRIDEVI_A
1	1	129	rec	ATOMSKOG	1	788	1	subject-50.csv	PRIDEVI_A
1	3	130	pseudorec	TILBINOJ	3	790	210	subject-50.csv	PRIDEVI_A
1	3	131	pseudorec	DORANOG	3	799	110	subject-50.csv	PRIDEVI_A
1	3	132	pseudorec	NORAVOM	3	611	158	subject-50.csv	PRIDEVI_A
1	3	133	pseudorec	NECNOJ	3	859	177	subject-50.csv	PRIDEVI_A
1	1	134	rec	NEVINOM	1	818	50	subject-50.csv	PRIDEVI_A
1	3	135	pseudorec	GANKOJ	3	663	204	subject-50.csv	PRIDEVI_A
1	1	136	rec	NEZNANOG	1	659	52	subject-50.csv	PRIDEVI_A
1	3	137	pseudorec	HURNOM	3	650	175	subject-50.csv	PRIDEVI_A
1	3	138	pseudorec	DUMAVOG	3	759	109	subject-50.csv	PRIDEVI_A
1	1	139	rec	SPORTSKOM	1	945	83	subject-50.csv	PRIDEVI_A
1	1	140	rec	OGROMNOJ	1	683	57	subject-50.csv	PRIDEVI_A
1	3	141	pseudorec	NUSIVOG	3	894	138	subject-50.csv	PRIDEVI_A
1	1	142	rec	NEMIRNOM	1	910	47	subject-50.csv	PRIDEVI_A
1	1	143	rec	NEBESKOJ	1	667	45	subject-50.csv	PRIDEVI_A
1	1	144	rec	ZLATNOJ	1	576	105	subject-50.csv	PRIDEVI_A
1	3	145	pseudorec	VILAVOM	3	668	165	subject-50.csv	PRIDEVI_A
1	3	146	pseudorec	RIROKOG	3	791	126	subject-50.csv	PRIDEVI_A
1	3	147	pseudorec	KISAVOM	3	1059	153	subject-50.csv	PRIDEVI_A
1	1	148	rec	KONKRETNOJ	1	998	27	subject-50.csv	PRIDEVI_A
1	3	149	pseudorec	SRLAVOJ	3	513	184	subject-50.csv	PRIDEVI_A
1	3	150	pseudorec	DURAVOM	3	854	156	subject-50.csv	PRIDEVI_A
1	3	151	pseudorec	MORNOM	3	887	151	subject-50.csv	PRIDEVI_A
1	1	152	rec	STALNOG	1	777	85	subject-50.csv	PRIDEVI_A
1	1	153	rec	REDOVNOG	1	696	73	subject-50.csv	PRIDEVI_A
1	3	154	pseudorec	LURIVOG	3	615	116	subject-50.csv	PRIDEVI_A
1	3	155	pseudorec	PUMNOG	3	720	132	subject-50.csv	PRIDEVI_A
0	3	156	pseudorec	HUPENOJ	None	1500	179	subject-50.csv	PRIDEVI_A
1	3	157	pseudorec	RELENOG	3	652	136	subject-50.csv	PRIDEVI_A
1	1	158	rec	MOĆNOJ	1	668	39	subject-50.csv	PRIDEVI_A
1	3	159	pseudorec	FLABOJ	3	727	208	subject-50.csv	PRIDEVI_A
1	1	160	rec	JAKOJ	1	649	24	subject-50.csv	PRIDEVI_A
1	3	161	pseudorec	VELITOJ	3	666	189	subject-50.csv	PRIDEVI_A
0	1	162	rec	BURNOJ	None	1500	6	subject-50.csv	PRIDEVI_A
1	1	163	rec	LJUDSKOG	1	790	34	subject-50.csv	PRIDEVI_A
1	3	164	pseudorec	SILKIMOG	3	844	133	subject-50.csv	PRIDEVI_A
1	3	165	pseudorec	VURNOG	3	685	117	subject-50.csv	PRIDEVI_A
1	3	166	pseudorec	KUJANOG	3	726	127	subject-50.csv	PRIDEVI_A
1	3	167	pseudorec	FUKAVOJ	3	591	187	subject-50.csv	PRIDEVI_A
1	3	168	pseudorec	RIZANOM	3	580	143	subject-50.csv	PRIDEVI_A
0	1	169	rec	NEČUJNOG	3	527	46	subject-50.csv	PRIDEVI_A
1	3	170	pseudorec	PIKANOG	3	801	125	subject-50.csv	PRIDEVI_A
1	3	171	pseudorec	LATNOG	3	933	134	subject-50.csv	PRIDEVI_A
1	1	172	rec	DESNOG	1	660	13	subject-50.csv	PRIDEVI_A
1	3	173	pseudorec	ČUPAKOM	3	679	167	subject-50.csv	PRIDEVI_A
1	1	174	rec	ČUDESNOG	1	654	10	subject-50.csv	PRIDEVI_A
1	1	175	rec	SLOBODNOJ	1	790	81	subject-50.csv	PRIDEVI_A
1	3	176	pseudorec	NORNOM	3	633	162	subject-50.csv	PRIDEVI_A
1	3	177	pseudorec	GILANOG	3	677	121	subject-50.csv	PRIDEVI_A
1	1	178	rec	BOLESNOG	1	704	4	subject-50.csv	PRIDEVI_A
1	1	179	rec	POVOLJNOJ	1	793	63	subject-50.csv	PRIDEVI_A
1	1	180	rec	RADOSNOG	1	625	70	subject-50.csv	PRIDEVI_A
1	1	181	rec	KONAČNOM	1	1118	26	subject-50.csv	PRIDEVI_A
1	3	182	pseudorec	FLAKOJ	3	525	192	subject-50.csv	PRIDEVI_A
1	3	183	pseudorec	TOLANOG	3	864	111	subject-50.csv	PRIDEVI_A
1	1	184	rec	PRAVILNOM	1	808	65	subject-50.csv	PRIDEVI_A
1	1	185	rec	RANJENOM	1	858	71	subject-50.csv	PRIDEVI_A
1	3	186	pseudorec	DILAVOG	3	581	135	subject-50.csv	PRIDEVI_A
0	1	187	rec	MASOVNOJ	3	1200	36	subject-50.csv	PRIDEVI_A
1	3	188	pseudorec	OTKENOJ	3	1020	196	subject-50.csv	PRIDEVI_A
1	1	189	rec	PROKLETOJ	1	592	69	subject-50.csv	PRIDEVI_A
1	1	190	rec	GUSTOM	1	593	23	subject-50.csv	PRIDEVI_A
1	1	191	rec	NAUČNOM	1	627	44	subject-50.csv	PRIDEVI_A
1	1	192	rec	NISKOM	1	1037	53	subject-50.csv	PRIDEVI_A
1	3	193	pseudorec	DEMITOM	3	694	168	subject-50.csv	PRIDEVI_A
1	1	194	rec	RATNOJ	1	750	72	subject-50.csv	PRIDEVI_A
1	1	195	rec	LIČNOJ	1	576	33	subject-50.csv	PRIDEVI_A
1	1	196	rec	PRIRODNOJ	1	628	66	subject-50.csv	PRIDEVI_A
1	3	197	pseudorec	PLOSTOM	3	1233	164	subject-50.csv	PRIDEVI_A
1	3	198	pseudorec	ŽUNAVOM	3	930	147	subject-50.csv	PRIDEVI_A
1	3	199	pseudorec	OSKENOJ	3	618	198	subject-50.csv	PRIDEVI_A
1	1	200	rec	ŽALOSNOM	1	905	101	subject-50.csv	PRIDEVI_A
1	1	201	rec	FILMSKOJ	1	574	18	subject-50.csv	PRIDEVI_A
1	3	202	pseudorec	GLOMNOM	3	789	154	subject-50.csv	PRIDEVI_A
1	1	203	rec	OBIČNOG	1	865	55	subject-50.csv	PRIDEVI_A
1	1	204	rec	MALENOM	1	581	35	subject-50.csv	PRIDEVI_A
0	1	205	rec	KULTURNOJ	None	1501	30	subject-50.csv	PRIDEVI_A
1	3	206	pseudorec	VETANOG	3	795	124	subject-50.csv	PRIDEVI_A
1	3	207	pseudorec	KLUSTOG	3	960	139	subject-50.csv	PRIDEVI_A
1	1	208	rec	KRATKOG	1	843	28	subject-50.csv	PRIDEVI_A
0	3	209	pseudorec	SAŽNOJ	1	906	180	subject-50.csv	PRIDEVI_A
1	3	210	pseudorec	RIJENOG	3	1002	120	subject-50.csv	PRIDEVI_A
1	3	211	pseudorec	MORIVOM	3	1342	148	subject-50.csv	PRIDEVI_A
1	3	212	pseudorec	FORKOJ	3	618	183	subject-50.csv	PRIDEVI_A
1	1	213	rec	POLITIČKOG	1	594	61	subject-50.csv	PRIDEVI_A
1	1	214	rec	STRAŠNOM	1	537	86	subject-50.csv	PRIDEVI_A
1	3	215	pseudorec	LASIVOM	3	633	157	subject-50.csv	PRIDEVI_A
1	3	216	pseudorec	TEZIVOG	3	602	123	subject-50.csv	PRIDEVI_A
1	3	217	pseudorec	SUVANOM	3	708	142	subject-50.csv	PRIDEVI_A
1	3	218	pseudorec	TIROKOJ	3	524	201	subject-50.csv	PRIDEVI_A
1	3	219	pseudorec	TORNOG	3	949	141	subject-50.csv	PRIDEVI_A
1	1	220	rec	ČVRSTOM	1	782	11	subject-50.csv	PRIDEVI_A
1	1	221	rec	BLISKOJ	1	841	3	subject-50.csv	PRIDEVI_A
1	3	222	pseudorec	MILATOG	3	681	131	subject-50.csv	PRIDEVI_A
1	1	223	rec	TAČNOG	1	610	91	subject-50.csv	PRIDEVI_A
1	3	224	pseudorec	SOROKOG	3	830	107	subject-50.csv	PRIDEVI_A
1	3	225	pseudorec	RILEMOG	3	608	113	subject-50.csv	PRIDEVI_A
0	3	226	pseudorec	KUDNOG	1	465	130	subject-50.csv	PRIDEVI_A
1	1	227	rec	SJAJNOJ	1	857	78	subject-50.csv	PRIDEVI_A
1	3	228	pseudorec	VOLENOJ	3	803	205	subject-50.csv	PRIDEVI_A
1	3	229	pseudorec	LARUTOG	3	701	114	subject-50.csv	PRIDEVI_A
0	1	230	rec	ČITAVOM	3	1027	8	subject-50.csv	PRIDEVI_A
1	1	231	rec	VAŽNOG	1	612	97	subject-50.csv	PRIDEVI_A
1	1	20	rec	GRADSKOM	1	659	22	subject-49.csv	PRIDEVI_C
1	1	21	rec	NISKOJ	1	422	53	subject-49.csv	PRIDEVI_C
1	3	22	pseudorec	OSKENOJ	3	623	198	subject-49.csv	PRIDEVI_C
1	1	23	rec	SJAJNOG	1	631	78	subject-49.csv	PRIDEVI_C
1	1	24	rec	MUZIČKOM	1	514	43	subject-49.csv	PRIDEVI_C
1	1	25	rec	GLAVNOM	1	538	19	subject-49.csv	PRIDEVI_C
1	1	26	rec	KULTURNOG	1	681	30	subject-49.csv	PRIDEVI_C
1	3	27	pseudorec	ČILKOM	3	664	155	subject-49.csv	PRIDEVI_C
1	3	28	pseudorec	DORANOG	3	705	110	subject-49.csv	PRIDEVI_C
1	3	29	pseudorec	LOKAVOG	3	926	115	subject-49.csv	PRIDEVI_C
1	1	30	rec	MORSKOM	1	573	40	subject-49.csv	PRIDEVI_C
1	1	31	rec	BOLESNOM	1	656	4	subject-49.csv	PRIDEVI_C
0	1	32	rec	NEZNANOM	3	769	52	subject-49.csv	PRIDEVI_C
1	3	33	pseudorec	STROSOM	3	967	176	subject-49.csv	PRIDEVI_C
1	1	34	rec	BUDNOJ	1	566	5	subject-49.csv	PRIDEVI_C
1	3	35	pseudorec	TULAVOM	3	744	152	subject-49.csv	PRIDEVI_C
0	3	36	pseudorec	VOLENOJ	1	713	205	subject-49.csv	PRIDEVI_C
1	3	37	pseudorec	NECNOJ	3	771	177	subject-49.csv	PRIDEVI_C
1	3	38	pseudorec	NORAVOM	3	656	158	subject-49.csv	PRIDEVI_C
1	1	39	rec	ATOMSKOM	1	807	1	subject-49.csv	PRIDEVI_C
1	3	40	pseudorec	GILANOG	3	792	121	subject-49.csv	PRIDEVI_C
1	1	41	rec	KUĆNOJ	1	487	29	subject-49.csv	PRIDEVI_C
1	1	42	rec	VISOKOJ	1	671	98	subject-49.csv	PRIDEVI_C
1	3	43	pseudorec	BUŽNOM	3	652	174	subject-49.csv	PRIDEVI_C
1	3	44	pseudorec	BLUGAVOJ	3	628	193	subject-49.csv	PRIDEVI_C
1	3	45	pseudorec	SUČENOM	3	1002	169	subject-49.csv	PRIDEVI_C
1	3	46	pseudorec	HAČNOJ	3	718	182	subject-49.csv	PRIDEVI_C
1	3	47	pseudorec	PIKANOG	3	1112	125	subject-49.csv	PRIDEVI_C
1	3	48	pseudorec	LASIVOM	3	968	157	subject-49.csv	PRIDEVI_C
1	1	49	rec	TANKOJ	1	749	92	subject-49.csv	PRIDEVI_C
1	1	50	rec	MRAČNOJ	1	567	41	subject-49.csv	PRIDEVI_C
1	3	51	pseudorec	PLOSTOM	3	640	164	subject-49.csv	PRIDEVI_C
1	1	52	rec	ODLIČNOJ	1	648	56	subject-49.csv	PRIDEVI_C
1	3	53	pseudorec	VILAVOM	3	595	165	subject-49.csv	PRIDEVI_C
1	1	54	rec	NEŽNOG	1	672	51	subject-49.csv	PRIDEVI_C
1	1	55	rec	ZLOG	1	537	102	subject-49.csv	PRIDEVI_C
1	1	56	rec	GUSTOJ	1	683	23	subject-49.csv	PRIDEVI_C
1	1	57	rec	DUBOKOM	1	664	16	subject-49.csv	PRIDEVI_C
1	1	58	rec	BURNOG	1	873	6	subject-49.csv	PRIDEVI_C
1	3	59	pseudorec	SOROKOG	3	631	107	subject-49.csv	PRIDEVI_C
1	1	60	rec	RANJENOJ	1	582	71	subject-49.csv	PRIDEVI_C
1	3	61	pseudorec	VELITOJ	3	860	189	subject-49.csv	PRIDEVI_C
1	1	62	rec	ZNAČAJNOM	1	579	106	subject-49.csv	PRIDEVI_C
1	1	63	rec	SLIČNOJ	1	586	80	subject-49.csv	PRIDEVI_C
1	1	64	rec	LAŽNOJ	1	491	32	subject-49.csv	PRIDEVI_C
1	1	65	rec	NOĆNOG	1	593	54	subject-49.csv	PRIDEVI_C
1	3	66	pseudorec	FORKOJ	3	988	183	subject-49.csv	PRIDEVI_C
1	3	67	pseudorec	CUSNOJ	3	663	178	subject-49.csv	PRIDEVI_C
1	3	68	pseudorec	VURNOG	3	1017	117	subject-49.csv	PRIDEVI_C
1	3	69	pseudorec	TENOKOG	3	718	140	subject-49.csv	PRIDEVI_C
1	1	70	rec	POLITIČKOM	1	679	61	subject-49.csv	PRIDEVI_C
1	3	71	pseudorec	BLETANOJ	3	634	212	subject-49.csv	PRIDEVI_C
1	3	72	pseudorec	FLABOJ	3	650	208	subject-49.csv	PRIDEVI_C
1	1	73	rec	MUTNOG	1	569	42	subject-49.csv	PRIDEVI_C
1	1	74	rec	OGROMNOG	1	650	57	subject-49.csv	PRIDEVI_C
1	1	75	rec	MIRISNOJ	1	744	38	subject-49.csv	PRIDEVI_C
0	1	76	rec	POVOLJNOG	3	754	63	subject-49.csv	PRIDEVI_C
1	1	77	rec	SPORTSKOJ	1	628	83	subject-49.csv	PRIDEVI_C
1	1	78	rec	SLAVNOM	1	577	79	subject-49.csv	PRIDEVI_C
0	3	79	pseudorec	RELENOG	1	1215	136	subject-49.csv	PRIDEVI_C
1	3	80	pseudorec	FLAKOJ	3	731	192	subject-49.csv	PRIDEVI_C
1	3	81	pseudorec	TEZIVOG	3	615	123	subject-49.csv	PRIDEVI_C
1	1	82	rec	NEČUJNOM	1	606	46	subject-49.csv	PRIDEVI_C
1	1	83	rec	DESNOM	1	601	13	subject-49.csv	PRIDEVI_C
1	3	84	pseudorec	SIRANOG	3	915	129	subject-49.csv	PRIDEVI_C
1	1	85	rec	LAKOM	1	579	31	subject-49.csv	PRIDEVI_C
0	1	86	rec	MASOVNOG	3	665	36	subject-49.csv	PRIDEVI_C
1	1	87	rec	ŽIVOTNOJ	1	532	104	subject-49.csv	PRIDEVI_C
1	1	88	rec	PRAVILNOJ	1	747	65	subject-49.csv	PRIDEVI_C
1	3	89	pseudorec	NIROVOJ	3	677	195	subject-49.csv	PRIDEVI_C
1	1	90	rec	ŽALOSNOJ	1	570	101	subject-49.csv	PRIDEVI_C
1	1	91	rec	JAKOG	1	517	24	subject-49.csv	PRIDEVI_C
1	3	92	pseudorec	HUPENOJ	3	695	179	subject-49.csv	PRIDEVI_C
1	3	93	pseudorec	PANANOM	3	1335	146	subject-49.csv	PRIDEVI_C
1	3	94	pseudorec	DURAVOM	3	796	156	subject-49.csv	PRIDEVI_C
1	3	95	pseudorec	NUSIVOG	3	667	138	subject-49.csv	PRIDEVI_C
0	3	96	pseudorec	PITOROM	None	1500	166	subject-49.csv	PRIDEVI_C
1	3	97	pseudorec	RISOKOM	3	990	149	subject-49.csv	PRIDEVI_C
1	3	98	pseudorec	MUŽIVOG	3	1063	118	subject-49.csv	PRIDEVI_C
1	1	99	rec	PROKLETOG	1	865	69	subject-49.csv	PRIDEVI_C
1	1	100	rec	KONAČNOJ	1	536	26	subject-49.csv	PRIDEVI_C
1	3	101	pseudorec	FRKENOJ	3	620	206	subject-49.csv	PRIDEVI_C
