correct	correct_response	count_exp_sequence	leksikalnost	rec	response	response_time	trial_number	naziv_fajla	exp_title
1	1	194	rec	ODLIČNOJ	1	1067	56	subject-68.csv	PRIDEVI_C
1	3	195	pseudorec	HUPENOJ	3	789	179	subject-68.csv	PRIDEVI_C
1	1	196	rec	ZNAČAJNOM	1	746	106	subject-68.csv	PRIDEVI_C
1	3	197	pseudorec	MILATOG	3	868	131	subject-68.csv	PRIDEVI_C
1	3	198	pseudorec	KUDNOG	3	733	130	subject-68.csv	PRIDEVI_C
1	1	199	rec	LJUDSKOM	1	550	34	subject-68.csv	PRIDEVI_C
1	1	200	rec	RADOSNOM	1	572	70	subject-68.csv	PRIDEVI_C
1	3	201	pseudorec	NJERNOM	3	762	171	subject-68.csv	PRIDEVI_C
1	3	202	pseudorec	PEFENOM	3	724	170	subject-68.csv	PRIDEVI_C
1	3	203	pseudorec	CUSNOJ	3	708	178	subject-68.csv	PRIDEVI_C
1	3	204	pseudorec	NECNOJ	3	918	177	subject-68.csv	PRIDEVI_C
1	1	205	rec	JAKOG	1	525	24	subject-68.csv	PRIDEVI_C
1	1	206	rec	OTVORENOM	1	559	58	subject-68.csv	PRIDEVI_C
1	1	207	rec	GLAVNOM	1	488	19	subject-68.csv	PRIDEVI_C
1	1	208	rec	MUZIČKOM	1	415	43	subject-68.csv	PRIDEVI_C
1	1	209	rec	GRADSKOM	1	448	22	subject-68.csv	PRIDEVI_C
1	3	210	pseudorec	ZORAVOG	3	686	119	subject-68.csv	PRIDEVI_C
1	1	211	rec	RODNOJ	1	507	74	subject-68.csv	PRIDEVI_C
1	1	212	rec	MALENOJ	1	606	35	subject-68.csv	PRIDEVI_C
1	3	213	pseudorec	FUKAVOJ	3	778	187	subject-68.csv	PRIDEVI_C
1	3	214	pseudorec	FRKENOJ	3	631	206	subject-68.csv	PRIDEVI_C
1	1	215	rec	PLEMENITOG	1	632	60	subject-68.csv	PRIDEVI_C
1	3	216	pseudorec	PITOROM	3	1177	166	subject-68.csv	PRIDEVI_C
1	1	217	rec	RATNOG	1	714	72	subject-68.csv	PRIDEVI_C
1	1	218	rec	SLOBODNOG	1	480	81	subject-68.csv	PRIDEVI_C
1	1	219	rec	SLAVNOM	1	449	79	subject-68.csv	PRIDEVI_C
0	3	220	pseudorec	MORIVOM	1	424	148	subject-68.csv	PRIDEVI_C
1	3	221	pseudorec	BUŽNOM	3	862	174	subject-68.csv	PRIDEVI_C
1	1	222	rec	POZNATOM	1	664	64	subject-68.csv	PRIDEVI_C
1	3	223	pseudorec	RIJENOG	3	729	120	subject-68.csv	PRIDEVI_C
1	3	224	pseudorec	GLOMNOM	3	1045	154	subject-68.csv	PRIDEVI_C
1	1	225	rec	TANKOJ	1	637	92	subject-68.csv	PRIDEVI_C
1	1	226	rec	STRUČNOG	1	480	87	subject-68.csv	PRIDEVI_C
1	3	227	pseudorec	URTIVOJ	3	872	199	subject-68.csv	PRIDEVI_C
0	1	228	rec	PRAVILNOJ	3	752	65	subject-68.csv	PRIDEVI_C
1	1	229	rec	ZLOG	1	620	102	subject-68.csv	PRIDEVI_C
1	1	230	rec	POLITIČKOM	1	521	61	subject-68.csv	PRIDEVI_C
1	3	231	pseudorec	NOLENOG	3	938	112	subject-68.csv	PRIDEVI_C
1	1	20	rec	MORSKOJ	1	647	40	subject-67.csv	PRIDEVI_B
1	1	21	rec	ATOMSKOJ	1	577	1	subject-67.csv	PRIDEVI_B
1	1	22	rec	SEVERNOJ	1	596	76	subject-67.csv	PRIDEVI_B
1	1	23	rec	OZBILJNOG	1	600	59	subject-67.csv	PRIDEVI_B
1	1	24	rec	BESKRAJNOG	1	630	2	subject-67.csv	PRIDEVI_B
1	3	25	pseudorec	TIROKOJ	3	600	201	subject-67.csv	PRIDEVI_B
1	3	26	pseudorec	RELENOG	3	617	136	subject-67.csv	PRIDEVI_B
1	3	27	pseudorec	FLABOJ	3	598	208	subject-67.csv	PRIDEVI_B
1	3	28	pseudorec	CUSNOJ	3	604	178	subject-67.csv	PRIDEVI_B
1	3	29	pseudorec	DORANOG	3	593	110	subject-67.csv	PRIDEVI_B
1	1	30	rec	JAKOM	1	551	24	subject-67.csv	PRIDEVI_B
1	1	31	rec	LJUDSKOJ	1	658	34	subject-67.csv	PRIDEVI_B
1	1	32	rec	GORSKOM	1	627	21	subject-67.csv	PRIDEVI_B
1	1	33	rec	NEVIDLJIVOJ	1	659	49	subject-67.csv	PRIDEVI_B
1	1	34	rec	OGROMNOM	1	714	57	subject-67.csv	PRIDEVI_B
1	3	35	pseudorec	PLOSTOM	3	636	164	subject-67.csv	PRIDEVI_B
1	1	36	rec	SJAJNOM	1	532	78	subject-67.csv	PRIDEVI_B
1	3	37	pseudorec	DURAVOM	3	618	156	subject-67.csv	PRIDEVI_B
1	1	38	rec	TAČNOJ	1	551	91	subject-67.csv	PRIDEVI_B
1	1	39	rec	SUROVOG	1	724	89	subject-67.csv	PRIDEVI_B
1	3	40	pseudorec	ZORAVOG	3	563	119	subject-67.csv	PRIDEVI_B
1	3	41	pseudorec	TILBINOJ	3	593	210	subject-67.csv	PRIDEVI_B
1	3	42	pseudorec	RISOKOM	3	625	149	subject-67.csv	PRIDEVI_B
1	3	43	pseudorec	ZEGENOJ	3	705	207	subject-67.csv	PRIDEVI_B
1	1	44	rec	JUŽNOJ	1	537	25	subject-67.csv	PRIDEVI_B
1	3	45	pseudorec	NELAHOJ	3	615	186	subject-67.csv	PRIDEVI_B
1	3	46	pseudorec	SULNOM	3	623	150	subject-67.csv	PRIDEVI_B
1	3	47	pseudorec	MILATOG	3	586	131	subject-67.csv	PRIDEVI_B
1	1	48	rec	GUSTOG	1	603	23	subject-67.csv	PRIDEVI_B
1	3	49	pseudorec	KILENOM	3	723	159	subject-67.csv	PRIDEVI_B
1	3	50	pseudorec	TORNOG	3	632	141	subject-67.csv	PRIDEVI_B
1	1	51	rec	VAŽNOJ	1	612	97	subject-67.csv	PRIDEVI_B
1	1	52	rec	MALENOG	1	665	35	subject-67.csv	PRIDEVI_B
1	1	53	rec	SLIČNOG	1	574	80	subject-67.csv	PRIDEVI_B
1	1	54	rec	POLITIČKOJ	1	664	61	subject-67.csv	PRIDEVI_B
1	1	55	rec	RATNOM	1	618	72	subject-67.csv	PRIDEVI_B
1	3	56	pseudorec	LOKAVOG	3	886	115	subject-67.csv	PRIDEVI_B
1	1	57	rec	NEBESKOM	1	592	45	subject-67.csv	PRIDEVI_B
1	3	58	pseudorec	FELENOM	3	873	172	subject-67.csv	PRIDEVI_B
1	3	59	pseudorec	PIKANOG	3	613	125	subject-67.csv	PRIDEVI_B
1	3	60	pseudorec	FORKOJ	3	742	183	subject-67.csv	PRIDEVI_B
1	1	61	rec	NEČUJNOJ	1	630	46	subject-67.csv	PRIDEVI_B
1	1	62	rec	EKONOMSKOG	1	618	17	subject-67.csv	PRIDEVI_B
1	3	63	pseudorec	LOZANOG	3	790	137	subject-67.csv	PRIDEVI_B
1	1	64	rec	NEŽNOM	1	579	51	subject-67.csv	PRIDEVI_B
1	1	65	rec	OTVORENOJ	1	663	58	subject-67.csv	PRIDEVI_B
1	3	66	pseudorec	LAPANOJ	3	618	197	subject-67.csv	PRIDEVI_B
1	1	67	rec	DNEVNOG	1	517	14	subject-67.csv	PRIDEVI_B
1	1	68	rec	BURNOM	1	650	6	subject-67.csv	PRIDEVI_B
1	3	69	pseudorec	RIGONOG	3	631	128	subject-67.csv	PRIDEVI_B
1	3	70	pseudorec	KISAVOM	3	796	153	subject-67.csv	PRIDEVI_B
1	3	71	pseudorec	SIRANOG	3	691	129	subject-67.csv	PRIDEVI_B
1	1	72	rec	DESNOJ	1	675	13	subject-67.csv	PRIDEVI_B
1	3	73	pseudorec	CUKAVOJ	3	635	181	subject-67.csv	PRIDEVI_B
1	1	74	rec	TANKOG	1	658	92	subject-67.csv	PRIDEVI_B
1	3	75	pseudorec	GLOMNOM	3	639	154	subject-67.csv	PRIDEVI_B
1	1	76	rec	NOĆNOM	1	644	54	subject-67.csv	PRIDEVI_B
1	3	77	pseudorec	PEFENOM	3	618	170	subject-67.csv	PRIDEVI_B
1	3	78	pseudorec	ROTANOG	3	556	122	subject-67.csv	PRIDEVI_B
1	3	79	pseudorec	FLAKOJ	3	550	192	subject-67.csv	PRIDEVI_B
1	3	80	pseudorec	VETANOG	3	648	124	subject-67.csv	PRIDEVI_B
1	1	81	rec	ZLOM	1	516	102	subject-67.csv	PRIDEVI_B
0	3	82	pseudorec	STROSOM	1	634	176	subject-67.csv	PRIDEVI_B
1	3	83	pseudorec	RIJENOG	3	650	120	subject-67.csv	PRIDEVI_B
1	1	84	rec	MRAČNOG	1	643	41	subject-67.csv	PRIDEVI_B
1	1	85	rec	ODLIČNOG	1	826	56	subject-67.csv	PRIDEVI_B
1	3	86	pseudorec	KLUSTOG	3	557	139	subject-67.csv	PRIDEVI_B
1	1	87	rec	NISKOG	1	672	53	subject-67.csv	PRIDEVI_B
1	1	88	rec	KULTURNOM	1	677	30	subject-67.csv	PRIDEVI_B
1	3	89	pseudorec	NOLENOG	3	640	112	subject-67.csv	PRIDEVI_B
1	1	90	rec	UMORNOG	1	819	95	subject-67.csv	PRIDEVI_B
1	3	91	pseudorec	BLUGAVOJ	3	647	193	subject-67.csv	PRIDEVI_B
1	3	92	pseudorec	SILKIMOG	3	657	133	subject-67.csv	PRIDEVI_B
1	3	93	pseudorec	LANKOJ	3	591	200	subject-67.csv	PRIDEVI_B
1	1	94	rec	SVETSKOM	1	953	90	subject-67.csv	PRIDEVI_B
1	1	95	rec	ZNAČAJNOJ	1	748	106	subject-67.csv	PRIDEVI_B
1	3	96	pseudorec	KLAKNOJ	3	622	188	subject-67.csv	PRIDEVI_B
0	1	97	rec	MEKOJ	3	544	37	subject-67.csv	PRIDEVI_B
1	3	98	pseudorec	FUKAVOJ	3	750	187	subject-67.csv	PRIDEVI_B
1	1	99	rec	DAVNOM	1	790	12	subject-67.csv	PRIDEVI_B
1	3	100	pseudorec	NETERNOJ	3	925	194	subject-67.csv	PRIDEVI_B
1	3	101	pseudorec	LARUTOG	3	666	114	subject-67.csv	PRIDEVI_B
1	1	102	rec	ŠUMSKOJ	1	1008	88	subject-67.csv	PRIDEVI_B
1	1	103	rec	PROKLETOM	1	724	69	subject-67.csv	PRIDEVI_B
1	3	104	pseudorec	MISANOG	3	584	108	subject-67.csv	PRIDEVI_B
1	1	105	rec	KONAČNOG	1	744	26	subject-67.csv	PRIDEVI_B
1	1	106	rec	TUŽNOJ	1	615	94	subject-67.csv	PRIDEVI_B
0	3	107	pseudorec	MORNOM	1	668	151	subject-67.csv	PRIDEVI_B
1	1	108	rec	BLISKOM	1	827	3	subject-67.csv	PRIDEVI_B
1	3	109	pseudorec	RILEMOG	3	566	113	subject-67.csv	PRIDEVI_B
1	1	110	rec	ŠIROKOG	1	570	77	subject-67.csv	PRIDEVI_B
1	1	111	rec	SMRTNOJ	1	599	82	subject-67.csv	PRIDEVI_B
1	1	112	rec	SLOBODNOM	1	625	81	subject-67.csv	PRIDEVI_B
1	3	113	pseudorec	LATNOG	3	707	134	subject-67.csv	PRIDEVI_B
1	3	114	pseudorec	RIROKOG	3	646	126	subject-67.csv	PRIDEVI_B
1	1	115	rec	VISOKOG	1	866	98	subject-67.csv	PRIDEVI_B
1	1	116	rec	GRADSKOJ	1	584	22	subject-67.csv	PRIDEVI_B
1	1	117	rec	SELJAČKOM	1	636	75	subject-67.csv	PRIDEVI_B
1	3	118	pseudorec	KUDNOG	3	651	130	subject-67.csv	PRIDEVI_B
1	1	119	rec	NAUČNOG	1	713	44	subject-67.csv	PRIDEVI_B
1	3	120	pseudorec	HUPENOJ	3	714	179	subject-67.csv	PRIDEVI_B
1	1	121	rec	RANJENOG	1	802	71	subject-67.csv	PRIDEVI_B
1	3	122	pseudorec	SUDAVOM	3	688	161	subject-67.csv	PRIDEVI_B
1	3	123	pseudorec	BLETANOJ	3	1038	212	subject-67.csv	PRIDEVI_B
1	1	124	rec	SPORTSKOG	1	592	83	subject-67.csv	PRIDEVI_B
1	3	125	pseudorec	ČILKOM	3	728	155	subject-67.csv	PRIDEVI_B
1	1	126	rec	ČVRSTOG	1	552	11	subject-67.csv	PRIDEVI_B
1	3	127	pseudorec	SUČENOM	3	666	169	subject-67.csv	PRIDEVI_B
1	1	128	rec	ŽALOSNOG	1	620	101	subject-67.csv	PRIDEVI_B
1	1	129	rec	RADOSNOJ	1	591	70	subject-67.csv	PRIDEVI_B
1	1	130	rec	KONKRETNOM	1	860	27	subject-67.csv	PRIDEVI_B
1	1	131	rec	NEMIRNOG	1	878	47	subject-67.csv	PRIDEVI_B
1	3	132	pseudorec	NORAVOM	3	533	158	subject-67.csv	PRIDEVI_B
1	1	133	rec	POVOLJNOM	1	667	63	subject-67.csv	PRIDEVI_B
1	3	134	pseudorec	NECNOJ	3	563	177	subject-67.csv	PRIDEVI_B
1	3	135	pseudorec	NISJOJ	3	641	191	subject-67.csv	PRIDEVI_B
1	1	136	rec	NEPOZNATOM	1	595	48	subject-67.csv	PRIDEVI_B
1	1	137	rec	OBIČNOJ	1	660	55	subject-67.csv	PRIDEVI_B
1	3	138	pseudorec	MUŽIVOG	3	871	118	subject-67.csv	PRIDEVI_B
1	3	139	pseudorec	ŽUNAVOM	3	753	147	subject-67.csv	PRIDEVI_B
1	3	140	pseudorec	ŠODNOM	3	633	160	subject-67.csv	PRIDEVI_B
1	3	141	pseudorec	MRGAVOM	3	729	163	subject-67.csv	PRIDEVI_B
1	1	142	rec	POSEBNOG	1	705	62	subject-67.csv	PRIDEVI_B
1	3	143	pseudorec	LURIVOG	3	605	116	subject-67.csv	PRIDEVI_B
1	1	144	rec	ČITAVOG	1	761	8	subject-67.csv	PRIDEVI_B
1	1	145	rec	TEHNIČKOM	1	644	93	subject-67.csv	PRIDEVI_B
1	1	146	rec	STAKLENOM	1	653	84	subject-67.csv	PRIDEVI_B
1	3	147	pseudorec	TENOKOG	3	624	140	subject-67.csv	PRIDEVI_B
1	3	148	pseudorec	GILANOG	3	639	121	subject-67.csv	PRIDEVI_B
1	3	149	pseudorec	BUTOJ	3	637	209	subject-67.csv	PRIDEVI_B
1	1	150	rec	KUĆNOG	1	568	29	subject-67.csv	PRIDEVI_B
1	3	151	pseudorec	SUVANOM	3	750	142	subject-67.csv	PRIDEVI_B
1	3	152	pseudorec	LASIVOM	3	786	157	subject-67.csv	PRIDEVI_B
1	3	153	pseudorec	SAŽNOJ	3	810	180	subject-67.csv	PRIDEVI_B
1	3	154	pseudorec	TEZIVOG	3	546	123	subject-67.csv	PRIDEVI_B
1	3	155	pseudorec	LOTIVOM	3	533	144	subject-67.csv	PRIDEVI_B
1	1	156	rec	ČUDESNOJ	1	780	10	subject-67.csv	PRIDEVI_B
1	1	157	rec	KRATKOJ	1	617	28	subject-67.csv	PRIDEVI_B
1	1	158	rec	VLAŽNOM	1	550	99	subject-67.csv	PRIDEVI_B
1	1	159	rec	MASOVNOM	1	977	36	subject-67.csv	PRIDEVI_B
1	3	160	pseudorec	DILAVOG	3	731	135	subject-67.csv	PRIDEVI_B
1	3	161	pseudorec	URTIVOJ	3	593	199	subject-67.csv	PRIDEVI_B
1	1	162	rec	PLEMENITOM	1	728	60	subject-67.csv	PRIDEVI_B
1	3	163	pseudorec	VURNOG	3	682	117	subject-67.csv	PRIDEVI_B
1	1	164	rec	DUBOKOJ	1	599	16	subject-67.csv	PRIDEVI_B
1	3	165	pseudorec	GANKOJ	3	619	204	subject-67.csv	PRIDEVI_B
1	3	166	pseudorec	VOLENOJ	3	553	205	subject-67.csv	PRIDEVI_B
1	1	167	rec	MIRISNOG	1	612	38	subject-67.csv	PRIDEVI_B
1	3	168	pseudorec	DUMAVOG	3	538	109	subject-67.csv	PRIDEVI_B
0	3	169	pseudorec	ČUPAKOM	1	603	167	subject-67.csv	PRIDEVI_B
1	3	170	pseudorec	BUŽNOM	3	795	174	subject-67.csv	PRIDEVI_B
1	1	171	rec	ZLATNOM	1	850	105	subject-67.csv	PRIDEVI_B
1	1	172	rec	ŽIVOTNOG	1	611	104	subject-67.csv	PRIDEVI_B
1	1	173	rec	PRLJAVOG	1	610	68	subject-67.csv	PRIDEVI_B
1	3	174	pseudorec	OSKENOJ	3	602	198	subject-67.csv	PRIDEVI_B
1	3	175	pseudorec	SOROKOG	3	615	107	subject-67.csv	PRIDEVI_B
1	1	176	rec	LAŽNOG	1	539	32	subject-67.csv	PRIDEVI_B
1	3	177	pseudorec	LJITKOM	3	682	173	subject-67.csv	PRIDEVI_B
1	3	178	pseudorec	TULAVOM	3	637	152	subject-67.csv	PRIDEVI_B
1	3	179	pseudorec	PITOROM	3	853	166	subject-67.csv	PRIDEVI_B
1	3	180	pseudorec	VILAVOM	3	539	165	subject-67.csv	PRIDEVI_B
1	3	181	pseudorec	NORNOM	3	504	162	subject-67.csv	PRIDEVI_B
1	3	182	pseudorec	HAČNOJ	3	558	182	subject-67.csv	PRIDEVI_B
1	1	183	rec	FILMSKOM	1	639	18	subject-67.csv	PRIDEVI_B
1	1	184	rec	REDOVNOJ	1	784	73	subject-67.csv	PRIDEVI_B
1	1	185	rec	MUTNOM	1	570	42	subject-67.csv	PRIDEVI_B
1	1	186	rec	ZIMSKOJ	1	763	103	subject-67.csv	PRIDEVI_B
1	3	187	pseudorec	MORIVOM	3	645	148	subject-67.csv	PRIDEVI_B
1	1	188	rec	LIČNOM	1	510	33	subject-67.csv	PRIDEVI_B
1	1	189	rec	MOĆNOM	1	983	39	subject-67.csv	PRIDEVI_B
1	3	190	pseudorec	PUMNOG	3	561	132	subject-67.csv	PRIDEVI_B
1	1	191	rec	DRUŠTVENOM	1	563	15	subject-67.csv	PRIDEVI_B
1	1	192	rec	BUDNOG	1	628	5	subject-67.csv	PRIDEVI_B
1	1	193	rec	ČUDNOM	1	493	9	subject-67.csv	PRIDEVI_B
1	1	194	rec	STRUČNOM	1	625	87	subject-67.csv	PRIDEVI_B
1	1	195	rec	PRIRODNOM	1	474	66	subject-67.csv	PRIDEVI_B
1	3	196	pseudorec	GUJAFOJ	3	588	211	subject-67.csv	PRIDEVI_B
1	1	197	rec	MUZIČKOJ	1	442	43	subject-67.csv	PRIDEVI_B
1	1	198	rec	SLAVNOJ	1	483	79	subject-67.csv	PRIDEVI_B
1	3	199	pseudorec	VEDNOJ	3	744	185	subject-67.csv	PRIDEVI_B
1	3	200	pseudorec	FLARATOJ	3	583	203	subject-67.csv	PRIDEVI_B
0	1	201	rec	VRELOJ	3	752	100	subject-67.csv	PRIDEVI_B
1	1	202	rec	NEVINOG	1	859	50	subject-67.csv	PRIDEVI_B
1	3	203	pseudorec	BLANOJ	3	632	202	subject-67.csv	PRIDEVI_B
1	3	204	pseudorec	HURNOM	3	638	175	subject-67.csv	PRIDEVI_B
1	1	205	rec	UPORNOM	1	677	96	subject-67.csv	PRIDEVI_B
1	1	206	rec	RODNOG	1	674	74	subject-67.csv	PRIDEVI_B
1	1	207	rec	NEZNANOJ	1	701	52	subject-67.csv	PRIDEVI_B
1	3	208	pseudorec	DEMITOM	3	557	168	subject-67.csv	PRIDEVI_B
1	3	209	pseudorec	VELITOJ	3	587	189	subject-67.csv	PRIDEVI_B
1	3	210	pseudorec	PANANOM	3	591	146	subject-67.csv	PRIDEVI_B
1	1	211	rec	ČELIČNOJ	1	536	7	subject-67.csv	PRIDEVI_B
1	3	212	pseudorec	UHTIVOJ	3	628	190	subject-67.csv	PRIDEVI_B
1	1	213	rec	LAKOJ	1	568	31	subject-67.csv	PRIDEVI_B
1	3	214	pseudorec	OTKENOJ	3	612	196	subject-67.csv	PRIDEVI_B
1	3	215	pseudorec	SRLAVOJ	3	568	184	subject-67.csv	PRIDEVI_B
1	3	216	pseudorec	TOLANOG	3	500	111	subject-67.csv	PRIDEVI_B
1	1	217	rec	POZNATOJ	1	640	64	subject-67.csv	PRIDEVI_B
1	1	218	rec	STRAŠNOG	1	640	86	subject-67.csv	PRIDEVI_B
1	3	219	pseudorec	FRKENOJ	3	634	206	subject-67.csv	PRIDEVI_B
1	1	220	rec	BOLESNOJ	1	575	4	subject-67.csv	PRIDEVI_B
1	3	221	pseudorec	NIROVOJ	3	628	195	subject-67.csv	PRIDEVI_B
1	3	222	pseudorec	KESANOM	3	551	145	subject-67.csv	PRIDEVI_B
1	1	223	rec	PRIVREDNOJ	1	572	67	subject-67.csv	PRIDEVI_B
1	1	224	rec	STALNOJ	1	796	85	subject-67.csv	PRIDEVI_B
1	1	225	rec	GLAVNOJ	1	579	19	subject-67.csv	PRIDEVI_B
1	1	226	rec	GORKOG	1	602	20	subject-67.csv	PRIDEVI_B
1	3	227	pseudorec	KUJANOG	3	801	127	subject-67.csv	PRIDEVI_B
1	1	228	rec	PRAVILNOG	1	622	65	subject-67.csv	PRIDEVI_B
1	3	229	pseudorec	NJERNOM	3	633	171	subject-67.csv	PRIDEVI_B
1	3	230	pseudorec	NUSIVOG	3	591	138	subject-67.csv	PRIDEVI_B
1	3	231	pseudorec	RIZANOM	3	619	143	subject-67.csv	PRIDEVI_B
1	3	20	pseudorec	NORNOM	3	902	162	subject-66.csv	PRIDEVI_A
1	1	21	rec	ŽIVOTNOM	1	641	104	subject-66.csv	PRIDEVI_A
1	1	22	rec	BLISKOJ	1	586	3	subject-66.csv	PRIDEVI_A
1	3	23	pseudorec	VETANOG	3	638	124	subject-66.csv	PRIDEVI_A
1	1	24	rec	EKONOMSKOM	1	747	17	subject-66.csv	PRIDEVI_A
1	1	25	rec	TANKOM	1	634	92	subject-66.csv	PRIDEVI_A
1	3	26	pseudorec	HAČNOJ	3	592	182	subject-66.csv	PRIDEVI_A
1	1	27	rec	ČITAVOM	1	721	8	subject-66.csv	PRIDEVI_A
1	3	28	pseudorec	TOLANOG	3	709	111	subject-66.csv	PRIDEVI_A
1	1	29	rec	VAŽNOG	1	480	97	subject-66.csv	PRIDEVI_A
1	3	30	pseudorec	GILANOG	3	482	121	subject-66.csv	PRIDEVI_A
1	1	31	rec	OGROMNOJ	1	600	57	subject-66.csv	PRIDEVI_A
1	1	32	rec	KRATKOG	1	672	28	subject-66.csv	PRIDEVI_A
1	3	33	pseudorec	VOLENOJ	3	564	205	subject-66.csv	PRIDEVI_A
1	3	34	pseudorec	CUKAVOJ	3	647	181	subject-66.csv	PRIDEVI_A
1	3	35	pseudorec	NORAVOM	3	783	158	subject-66.csv	PRIDEVI_A
1	3	36	pseudorec	SILKIMOG	3	1056	133	subject-66.csv	PRIDEVI_A
1	1	37	rec	KULTURNOJ	1	1071	30	subject-66.csv	PRIDEVI_A
1	3	38	pseudorec	SUČENOM	3	884	169	subject-66.csv	PRIDEVI_A
1	1	39	rec	STALNOG	1	965	85	subject-66.csv	PRIDEVI_A
1	1	40	rec	POZNATOG	1	594	64	subject-66.csv	PRIDEVI_A
1	3	41	pseudorec	DILAVOG	3	601	135	subject-66.csv	PRIDEVI_A
1	1	42	rec	PRLJAVOM	1	863	68	subject-66.csv	PRIDEVI_A
1	1	43	rec	POSEBNOM	1	598	62	subject-66.csv	PRIDEVI_A
0	3	44	pseudorec	BLUGAVOJ	1	447	193	subject-66.csv	PRIDEVI_A
1	1	45	rec	NEVIDLJIVOG	1	1310	49	subject-66.csv	PRIDEVI_A
1	1	46	rec	BURNOJ	1	915	6	subject-66.csv	PRIDEVI_A
1	1	47	rec	STAKLENOJ	1	638	84	subject-66.csv	PRIDEVI_A
1	1	48	rec	TUŽNOG	1	560	94	subject-66.csv	PRIDEVI_A
1	3	49	pseudorec	DORANOG	3	850	110	subject-66.csv	PRIDEVI_A
1	3	50	pseudorec	SOROKOG	3	764	107	subject-66.csv	PRIDEVI_A
1	1	51	rec	NEMIRNOM	1	673	47	subject-66.csv	PRIDEVI_A
1	3	52	pseudorec	LOKAVOG	3	877	115	subject-66.csv	PRIDEVI_A
1	1	53	rec	DAVNOJ	1	737	12	subject-66.csv	PRIDEVI_A
1	3	54	pseudorec	NELAHOJ	3	623	186	subject-66.csv	PRIDEVI_A
1	1	55	rec	MUZIČKOG	1	585	43	subject-66.csv	PRIDEVI_A
1	1	56	rec	LJUDSKOG	1	661	34	subject-66.csv	PRIDEVI_A
1	1	57	rec	ČUDESNOG	1	721	10	subject-66.csv	PRIDEVI_A
1	3	58	pseudorec	MILATOG	3	625	131	subject-66.csv	PRIDEVI_A
1	1	59	rec	VRELOG	1	740	100	subject-66.csv	PRIDEVI_A
1	1	60	rec	SLAVNOG	1	785	79	subject-66.csv	PRIDEVI_A
1	3	61	pseudorec	NUSIVOG	3	570	138	subject-66.csv	PRIDEVI_A
1	3	62	pseudorec	LJITKOM	3	1113	173	subject-66.csv	PRIDEVI_A
1	1	63	rec	DNEVNOM	1	695	14	subject-66.csv	PRIDEVI_A
1	1	64	rec	SPORTSKOM	1	651	83	subject-66.csv	PRIDEVI_A
1	1	65	rec	OTVORENOG	1	522	58	subject-66.csv	PRIDEVI_A
1	1	66	rec	MRAČNOM	1	553	41	subject-66.csv	PRIDEVI_A
0	3	67	pseudorec	MISANOG	1	686	108	subject-66.csv	PRIDEVI_A
1	1	68	rec	NISKOM	1	730	53	subject-66.csv	PRIDEVI_A
1	1	69	rec	NEPOZNATOJ	1	730	48	subject-66.csv	PRIDEVI_A
1	1	70	rec	POLITIČKOG	1	591	61	subject-66.csv	PRIDEVI_A
1	3	71	pseudorec	GLOMNOM	3	1254	154	subject-66.csv	PRIDEVI_A
1	3	72	pseudorec	SUVANOM	3	916	142	subject-66.csv	PRIDEVI_A
1	1	73	rec	RADOSNOG	1	827	70	subject-66.csv	PRIDEVI_A
1	1	74	rec	TEHNIČKOJ	1	603	93	subject-66.csv	PRIDEVI_A
1	1	75	rec	MOĆNOJ	1	846	39	subject-66.csv	PRIDEVI_A
1	3	76	pseudorec	LURIVOG	3	624	116	subject-66.csv	PRIDEVI_A
1	1	77	rec	NEŽNOJ	1	732	51	subject-66.csv	PRIDEVI_A
1	3	78	pseudorec	RIZANOM	3	650	143	subject-66.csv	PRIDEVI_A
1	3	79	pseudorec	LARUTOG	3	580	114	subject-66.csv	PRIDEVI_A
1	3	80	pseudorec	RIJENOG	3	655	120	subject-66.csv	PRIDEVI_A
1	3	81	pseudorec	NIROVOJ	3	646	195	subject-66.csv	PRIDEVI_A
1	3	82	pseudorec	KLUSTOG	3	704	139	subject-66.csv	PRIDEVI_A
1	3	83	pseudorec	TORNOG	3	712	141	subject-66.csv	PRIDEVI_A
1	3	84	pseudorec	VURNOG	3	826	117	subject-66.csv	PRIDEVI_A
1	1	85	rec	PROKLETOJ	1	608	69	subject-66.csv	PRIDEVI_A
1	3	86	pseudorec	VELITOJ	3	663	189	subject-66.csv	PRIDEVI_A
1	3	87	pseudorec	LATNOG	3	662	134	subject-66.csv	PRIDEVI_A
1	1	88	rec	DESNOG	1	785	13	subject-66.csv	PRIDEVI_A
1	3	89	pseudorec	NECNOJ	3	651	177	subject-66.csv	PRIDEVI_A
1	1	90	rec	SEVERNOG	1	603	76	subject-66.csv	PRIDEVI_A
1	3	91	pseudorec	PANANOM	3	1070	146	subject-66.csv	PRIDEVI_A
1	3	92	pseudorec	ROTANOG	3	786	122	subject-66.csv	PRIDEVI_A
1	1	93	rec	ČELIČNOG	1	635	7	subject-66.csv	PRIDEVI_A
1	3	94	pseudorec	URTIVOJ	3	690	199	subject-66.csv	PRIDEVI_A
1	1	95	rec	FILMSKOJ	1	551	18	subject-66.csv	PRIDEVI_A
0	1	96	rec	PLEMENITOJ	3	921	60	subject-66.csv	PRIDEVI_A
1	1	97	rec	SUROVOM	1	899	89	subject-66.csv	PRIDEVI_A
1	3	98	pseudorec	RISOKOM	3	726	149	subject-66.csv	PRIDEVI_A
