participant_id,trial_id,stimulus,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10,response11,response12,response13,response14,response15,response16,response17,response18,response19,response20
33,38,TORTOISE,animal,shell,hard,slow,race,people,children,books,lettuce,garden,wrinkly,pictures,creature,round,grass,park,zoo,,,
34,1,ALPHABET,song,vowels,constanants,letters,words,story,books,learning,nursery,teaching,blocks,soup,spaghetti,rhymes,reading,library,teacher,parents,storybook,music
34,3,CANNONBALL,gun powder,war,fighting,crime,swimming pool,splash,comedians,wet,loud,black,smoke,damage,destruction,castle,old,cannon,fired,firing,spark,bang
34,4,COUPON,voucher,discount,saving,deal,shopping,saving,money,dollars,american,supermarket,booklet,sales,stock,christmas,bargain,scan,smart,good,cheap,big
34,5,CUDDLE,hug,warm,hot,suffocating,touch,grief,love,close,arms,unwanted,smothering,friends,family,husband,wife,child,daughter,son,happy,excited
34,8,ENAMEL,paint,teeth,hard,solid,strong,long wearing,nail polish,colors,clear,tough,worn,decayed,damage,bath,chipped,white,shiny,solid,thinning,yellow
34,13,GEM,diamond,ruby,emerald,tamzanite,jewelry,ring,bracelet,pendant,expensive,cut,clarity,sapphire,money,sparkle,shine,wealth,fashion,special,gift,engagement
34,23,MOUNTAIN,climb,tall,hill,exercise,outdoors,boots,climbing,walking,clouds,grass,tress,views,steep,photos,beautiful,scenic,nature,fresh air,breezy,snow
34,26,PASTA,italy,shapes,spaghetti,sauce,bread,carbohydrate,carbonara,shells,spirals,food,lunch,dinner,tasty,filling,boiling,soft,whole wheat,bake,fresh,tomato
34,27,PEACOCK,bird,feather,bright,colorful,proud,blue,green,eyes,pattern,puff,strutting,big,scary,bite,scratch,pretty,elegant,male,tall,fast
34,28,PUKE,sick,vomit,illness,phobia,smell,disgusting,panic,exit,gag,gag,sweating,flu,hangover,nasty,phobia,bug,sickness,contagious,germs,poison
35,1,ALPHABET,letters,venacular,spelling,phonics,names,capital,lower case,constanant,verb,noun,adjective,sentence,words,language,literacy,reading,writing,books,chart,learning
35,3,CANNONBALL,cannon,war,ship,swimming,pool,dive,jump,diving board,gun powder,british,french,armada,ocean,devastation,destruction,power,force,flame,boat,drown
35,4,COUPON,voucher,cutting,collect,redemption,redeem,reuse,discount,offer,price,reduction,reduce,deal,discount,gift,free,saving,money,bill,receipt,cost
35,5,CUDDLE,hug,embrace,love,hope,comfort,warm,soft,happy,sad,friend,mother,father,relatives,touch,embrace,dream,together,one,reassure,help
35,8,ENAMEL,teeth,white,metal,glaze,protect,polish,film,front,cover,clean,erode,stain,scale,crockery,plate,bowl,bath,restore,replace,whiten
35,13,GEM,stone,precious,ice,midget,diamond,ruby,emerald,semi precious,precious,yellow,red,clarity,rare,value,price,cost,gold,ring,setting,depth
35,23,MOUNTAIN,tall,climb,high,schale,rocky,steep,gradient,snowy,peak,goat,alpine,oxygen,lake,boots,axe,mont blanc,skiing,snow,alps,skis
35,26,PASTA,italy,italian,penne,spaghetti,lasagne,sauce,carbonara,bolognese,pan,water,fork,strain,drain,roll,flour,machine,restaurant,tomato,savory,cheese
35,27,PEACOCK,bird,fancy,beautiful,blue,green,loud,squack,feathers,plume,plummage,eyes,crown,regal,resplendant,mesmerize,elegant,aloof,free,roaming,wild
35,28,PUKE,sick,vomit,spew,ill,boke,mess,clean,bleach,poorly,gross,smelly,carrots,horrible,unhealthy,bulimia,toilet,bowl,bed,water,rehydrate
36,2,BATTLE,fight,win,lose,conflict,clash,argue,combat,assault,castle,action,bombing,guns,armor,war,world war,hastings,spears,horses,struggle,blood
36,11,FOLD,napkin,paper,card,clothes,page,ironing,paper planes,,,,,,,,,,,,,
36,16,HEROIN,drugs,cocaine,weed,hero,canabis,death,overdose,needles,hiv,ecstasy,mushrooms,lsd,hospital,withdrawal,homeless,suffer,addiction,steroids,program,street
36,17,KIDNEY,stones,failure,disease,dialysis,beans,donor,infection,water,flush,pains,transplant,renal,drinking,li,,,,,,
36,20,MAGNIFY,enlarge,make big,deepen,amplify,enhance,magnifying glass,microscope,clear,expand,science,intensify,blow up,maximize,increase,burn,sunlight burn,fire,look,see,eyes
36,21,MONASTERY,monk,religious,abbey,castle,priory,boys,men,brother,prayers,robe,silence,hermit,lone,single,nun,community,vows,worship,god,abbot
36,29,RADIO,music,dj,transmit,record,wireless,waves,teleg,,,,,,,,,,,,,
36,32,SPANK,smack,erotic,slipper,belt,cane,wallop,wack,hit,clobber,cry,hide,hurt,pain,lash,punish,punch,whip,thrash,swipe,slap
36,36,STOMACH,ache,pain,full,bloated,hungry,chubby,belly button,stretch marks,hurt,rub,,,,,,,,,,
36,37,TEXTILE,clothing,cloth,fabric,fiber,cotton,yarn,linen,washing,satin,material,design,weave,tread,thread,silk,recycle,wool,polyester,nylon,bags
37,9,FARMYARD,animals,cows,sheep,horses,barn,hay,cockerel,chickens,eggs,lay,collect,farmer,wife,muck,early,tractor,fields,harvest,gather,feed
37,10,FIG,fruit,seeds,taste,pudding,dessert,breakfast,skin,peel,scoop,fruit salad,seasonal,,,,,,,,,
37,12,FRAGMENT,piece,broken,smash,tiny,broken,cut,sliver,glass,china,pottery,brush,sweep,careful,mind,,,,,,
37,14,GROUNDHOG,day,sad,repeat,boring,long,again,dark,deep,repeat,animal,long,frequent,always,daily,frequent,maybe,sometimes,,,
37,22,MOSQUITO,bite,itch,annoying,insect,buzz,night,blood,sucker,angry,kill,pain,weep,dark,swell,red,scratch,swat,net,abroad,heat
37,24,NAPKIN,table,dinner,lap,spill,clean,wipe,swan,design,setting,place,cutlery,wrap,pictures,cloth,paper,layers,fall,bib,bin,reusable
37,30,RHUBARB,grow,garden,crumble,custard,crown,sweet,sour,cut,red,leaves,sugar,pie,stalk,tasty,icecream,cream,stew,chop,eat,yummy
37,35,SPREAD,butter,knife,chocolate,jam,bread,cheese,cake mix,cream,filling,concrete,plaster,sandwich,toast,crackers,eagle,fingers,legs,,,
37,39,TOWER,high,round,princess,rapunzel,climb,stairs,bell,london,jewels,prisoner,tall,piza,leaning,famous,tourists,eiffel,blackpool,fun,dancing,ballroom
37,40,XYLOPHONE,tune,hit,bang,child,colors,colorful,metal,stick,hammer,beat,musician,music,orchestra,play,notes,tuneful,tuneless,toddler,toy,instrument
38,1,ALPHABET,greek,letters,words,order,numbers,company,google,spell,,,,,,,,,,,,
38,3,CANNONBALL,cannon,hard,heavy,weapon,attack,fort,pirates,ship,blast,boom,explode,shoot,round,dense,war,shoot,old,dangerous,scary,scary
38,4,COUPON,voucher,discount,code,money,happy,delighted,percentage,savings,good,scan,free,freebie,winner,,,,,,,
38,5,CUDDLE,hug,care,loving,embrace,intimate,warmth,love,comfort,content,happy,,,,,,,,,,
38,8,ENAMEL,tooth,decay,dentist,pain,protection,toothbrush,toothpaste,bathroom,ceramic,nerve,gum,brushing,sensitive,filling,hard,shiny,chew,brittle,wear,drill
38,13,GEM,precious,shiny,valuable,expensive,diamond,sapphire,emerald,ruby,crystal,jewelry,jewel,gemstone,opal,topaz,brilliant,,,,,
38,23,MOUNTAIN,peak,summit,climb,snow,avalanche,ice,rocks,sheer,cliff,high,clouds,dangerous,sherpa,oxygen,breathless,camping,cold,bitter,freezing,frozen
38,26,PASTA,fusilli,penne,spaghetti,linguine,italian,food,basic,garlic,onion,tomato,cream,pesto,,,,,,,,
38,27,PEACOCK,bird,beautiful,colorful,prideful,animal,avian,farm,,,,,,,,,,,,,
38,28,PUKE,sick,vomit,chunder,throw up,ill,poorly,unwell,bile,smelly,song,gip,gross,hangover,horrible,nasty,grim,unhygienic,food,alcohol,poison
39,6,DIAGRAM,axis,maths,science,data,plot,scatter,pie,line,bar,stack,simple,presentable,lecture,lesson,book,summary,analyze,,,
39,7,DOORMAT,shoes,hallway,home,clean,wipe,dirty,welcoming,hygienic,bristle,brown,,,,,,,,,,
39,15,GUST,air,wind,fresh,wet,refreshing,annoying,cold,winter,autumn,unpleasant,wind chimes,noisy,howling,mess,damage,nature,force,energy,,
39,18,KITCHEN,home,cook,food,appliances,worktop,marble,granite,laminate,mdf,units,flooring,tiling,dishwasher,stove,oven,freezer,plates,cutlery,coffee,tea
39,19,LEASE,car,finance,flat,home,rent,landlord,arrears,debt,mortgage,freehold,expense,,,,,,,,,
39,25,OAK,tree,furniture,table,brown,floor,forest,wood,nature,big,strong,beautiful,deluxe,axe,chainsaw,deforestation,sad,wildlife,,,
39,31,SLAUGHTER,animal,farm,cow,pig,lamb,scream,sadness,blood,murder,butcher,cruel,avoidable,room,sinister,evil,,,,,
39,33,SPOKESPERSON,ceo,meetings,interview,speech,audience,articulate,eloquent,charismatic,talkative,passionate,presentable,like,smart,charming,suave,smart,quick,composed,sophisticated,confident
39,34,SPRAIN,injury,pain,ice,bandage,,,,,,,,,,,,,,,,
39,38,TORTOISE,slow,small,friendly,cute,swim,walk,shell,defense,harmless,beach,sea,ocean,crawl,timid,scared,simple,round,reptile,shield,
40,2,BATTLE,war,fight,guns,swords,field,fight,army,legion,hastings,shield,armor,horses,general,soldiers,formation,siege,knights,kings,queens,castle
40,11,FOLD,paper,clothes,laundry,origami,half,quarter,protein,bend,crease,paper,,,,,,,,,,
40,16,HEROIN,drug,opioid,needle,pain,addiction,recovery,sober,addict,junkie,brown,blood,withdrawal,methadone,rehab,,,,,,
40,17,KIDNEY,organ,urine,cleanse,pie,offal,endocrine,transplant,donor,bean,,,,,,,,,,,
40,20,MAGNIFY,examine,close,big,large,small,enhance,spy,clues,zoom,glass,micro,microscopic,see,inspect,,,,,,
40,21,MONASTERY,monk,abbey,christian,catholic,nuns,church,jesus,religion,cross,crucifix,wine,stone,quiet,robes,cloister,peace,silence,cold,bare,prayer
40,29,RADIO,waves,music,talk,tune,charts,antenna,frequency,fm,am,signal,,,,,,,,,,
40,32,SPANK,hit,punishment,bottom,pain,kink,sex,whip,smack,naughty,red,hand,paddle,mark,skin,sting,slap,knee,masochist,sadist,
40,36,STOMACH,tummy,ulcer,food,eat,digest,churn,gurgle,cancer,lining,acid,rumble,cramp,pain,,,,,,,
40,37,TEXTILE,fabric,cloth,clothes,fiber,soft,woven,cotton,nylon,stitch,wear,sew,lace,mill,,,,,,,
