participant_id,trial_id,stimulus,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10,response11,response12,response13,response14,response15,response16,response17,response18,response19,response20
1,0,battle,war,fight,army,soldiers,countys,weapons,hurt,fighting,combat,casulties,hurtd,wounds,scars,wrong,bombs,destruction,cry,weap,avenge,reasons
1,1,fold,crease,paper,newspaer,book,envelope,wrap,bed,blanket,clothes,sheet,pillowcase,rug,pastry,small,action,card,crafts,duvet,jeans,tip
1,2,heroin,drug,bad,illness,habit,white,needle,drgs,poorly,high,effects,wean,pills,powder,syringe,hosptal,addiction,spots,unkempts,scruffy,bad
1,3,kidney,beans,red,black,chilli,cancer,blood,infection,water,drink,filter,machines,hurt,pain,infection,body,system,dialysis,transplant,illness,donate
1,4,magnify,glass,larger,bigger,read,see,enlarge,huge,clear,see,help,glasses,contacts,books,small,huge,specimen,biology,labs,cells,minute
1,5,monastery,monk,nuns,god,hills,old,building,prayers,service,habits,gong,church,religion,gardens,pray,bible,believe,castles,rooms,men,robes
1,6,radio,music,presenters,car,new,weasther,show,bbc,songs,artists,car,personal,stereo,heqadpjones,noise,loud,dance,hits,sing,morning,evening
1,7,spank,hit,slap,kinky,belt,hand,punch,blow,abuse,games,leather,whip,naughty,leather,bad,kinks,games,hurt,play,normal,hurt
1,8,stomach,ache,pain,pills,food,digestion,digestive,hungrey,eating,cancer,belly,button,tummy,bloated,fat,rumble,punch,drink,wind,dinner,belt
1,9,textile,mills,materia;,wool,factories,garments,machimes,material,clothes,sewing,workers,cotton,linen,wood,leather,bags,sheep,shoes,fabric,colours,knit
2,0,alphabet,letters,writing,words,reading,speech,communicate,communication,language,cyrillic,roman,greek,symbols,writings,poetry,books,thoughts,educated,learning,write,words
2,1,cannonball,round,circular,hard,weapon,arms,shoot,kill,main,heavy,arsenal,ammo,ammunition,dated,archaic,boom,noise,explode,explosion,detonate,bang
2,2,coupon,voucher,ticket,discount,paper,value,savings,shopping,label,save,print,printer,shop,booking,proof,keep,gift,bonus,savings,extra,bonus
2,3,cuddle,hug,snuggle,warm,love,snog,kiss,fondle,fond,like,care,caring,smooch,snuzzle,warmth,sympathy,sympathise,caring,loving,hold,hugging
2,4,enamel,hard,surface,teeth,white,coating,mouth,dentist,oral,dental,dentyne,lacquer,varnish,protection,protective,cover,outer,outside,molars,tooth,decay
2,5,gem,jewel,ring,stone,valuable,cherish,stones,ruby,diamond,sparkle,polish,lovely,beauty,prize,fashion,agate,colour,precious,love,wear,embellish
2,6,mountain,hill,everestpeak,summit,climb,conquer,reach,trek,hike,clamber,beat,defeat,overcome,adversity,challenge,beauty,nature,scenery,view,top,granite
2,7,pasta,noodles,spaghetti,italian,food,staple,basin,carbohydrates,filling,nourishing,flour,sauce,bolognaise,meat,vegetables,tomatoes,diet,healthy,filling,hearty,feed
2,8,peacock,proud,feather,blue,tail,bird,showy,elaborate,beautiful,nature,colourful,fly,cry,screech,call,wings,tail,prestige,boastful,royal,lavish
2,9,puke,sick,vomit,nausea,nasty,smelly,dislike,barf,baulk,belch,fart,sickness,vomiting,poison,hate,dislike,unpleasant,vile,rude,cough,choke
3,0,battle,1066,hastings,war,killing,saving,people,guns,ammunition,men,women,horses,bombs,granades,fight,flight,heros,noise,comotion,death,dying
3,1,fold,operation,crease,over,in,sheep,religious,material,,,,,,,,,,,,,
3,2,heroin,drug,bad,habit,spoon,fire,criminals,streets,gangs,addicts,help,medicine,coma,bad,nasty,killing,sleep,halucinations,trip,needle,arms
3,3,kidney,body,2,needed,organ,shaped,binary,transplant,operation,dialysis,hospital,doctor,nurse,machine,operation,disease,stones,blood,filter,lambs,sheep
3,4,magnify,lens,bigger,glass,handle,get bigger,increase,seeing,larger,eyes,tasks,shine,sun,fire,lights,home,hand,planets,sky,stars,galaxy
3,5,monastery,buildinh,monk,abbey,religious,vestment,cells,beer,wine,chocolate,bible,cross,abbot,men,cloth,healing,herbs,solitary,habit,stole,singing
3,6,radio,station,dial,knob,tuner,tune,dj,lights,bulbs,valves,digital,online,bbc,independent,satelite,presenters,music,opera,foreign,help,assistance
3,7,spank,hiy,smack,hit,bottom,school,teacher,cane,hand,book,leather,belt,harm,hurt,cry,like,bad,naughty,child,hurting,hitting
3,8,stomach,rumble,food,full,empty,organ,inside,sheep's,,,,,,,,,,,,,
3,9,textile,cloth,pattern,plain,dress,coat,mat,rough,smooth,colours,details,feel,reupholster,covers,sitting,seats,chairs,sofas,loom,manufacture,spin
4,0,farmyard,mud,farmer,pig,cow,duck,sheep,chicken,tractor,barn,machinery,footpath,smell,puddles,pond,labourers,eggs,field,sty,stable,coop
4,1,fig,tree,jam,chutney,fruit,brown,delicious,mascarpone,mediterranean,tasty,seeds,leaves,eden,rolls,pudding,food,treat,biblical,date,christmas,victorian
4,2,fragment,piece,part,little,broken,brittle,old,antique,crumb,deteriorated,break,apart,glass,china,fabric,precious,hammer,smithereen,,,
4,3,groundhog,film,same,animal,american,mammal,repetitive,burrow,routine,fur,brown,bill murray,musical,day,unfamiliar,small,rodent,cartoon,meme,,
4,4,mosquito,buzz,sting,malaria,nuisance,insect,flying,wings,nets,larvae,thorax,abdomen,africa,insect repellant,pest,horrible,tiny,swarming,bites,itching,disease
4,5,napkin,linen,paper,serviette,bib,cover,protection,po;ite,party,cocktails,canapes,napkin ring,wipe,spill,clean,fancy,patterned,plain,table,setting,decorative
4,6,rhubarb,tart,triangle,yorkshire,ginger,plant,red,leaves,bitter,yuck,jam,crumble,squeaky,chop,stew,sugar,garden,produce,country show,unpleasant,prolific
4,7,spread,smear,sandwich,butter,knife,soft,melting,share,thin,,,,,,,,,,,,
4,8,tower,london,bricks,castle,rapunzel,bridge,ravens,prison,dungeon,battlements,spiral staircase,high,tall,round,fairytale,tourist,glass,block,inferno,rainbow,flag
4,9,xylophone,instrument,musical,metal,chime,beaters,percussion,music,magical,school,plink,toy,alphabet,,,,,,,,
5,0,alphabet,letter,word,story,school,lesson,26,letters,learning,names,acronym,company,capitals,learning,rote,spaghetti,names,index,categories,spelling,home
5,1,cannonball,canon,gun,war,warship,round,spherical,battle,speed,cannonball run,battlements,ceremonial,death,injury,damage,blood,fear,history,past,weaponry,heavy
5,2,coupon,reward,paper,online,benefit,replacement,repayment,,,,,,,,,,,,,,
5,3,cuddle,nice,comforting,warm,loving,friendly,family,children,grandchildren,happy,partner,wife,husband,fiance,friends,meeting,greeting,good,cheering,together,joint
5,4,enamel,teeth,bath,paintwork,decoration,hard,resistant,scratch proof,white,bathroom,tiles,black,,,,,,,,,
5,5,gem,jewell,diamond,ruby ruby,emerald,sapphire,valuable,ring,necklace,tiara,wealth,valued,garnet,opal,lapis lazuli,craftsmanship,money,mining,child labour,work,craftsmanship
5,6,mountain,peak,valley,climbing,walking,scenery,danger,snow,ice,glaciers,camping,treking,gorge,cliff,precipice,rescue,hi,cold,windy,base jumping,paragliding
5,7,pasta,food,spaghetti,dinner,bolognese,sauce,penne,macaroni,wheat,cooking,kitchen,dinner,canned,italy,restaurant,olives,,,,,
5,8,peacock,bird,feathers,beauty,colour,pride,display,mail,female,,,,,,,,,,,,
5,9,puke,sick,ill,unpleasant,disgusting,alcohol,drunk,illness,fever,seasick,motion,pale,horrid,sweaty,unconscious,horizontal,toilet,bad,disliked,awful,
6,0,alphabet,letters,words,spaghetti,sentences,rhyme,children,learning,reading,writing,languages,26,phonetics,understanding,lists,english,maths equations,algebra,kisses,initials,capitals
6,1,cannonball,war,fighting,hard,metal,destroy,bomb,firing,army,cannon,shooting,kill,enemy,display,security,definse,harm,injury,soldiers,alight,harm
6,2,coupon,vouvher,dicount,money,present,gift,store,online,clothing,food,money,electronic,paper,loyalty,award,customer,reduction,vouvher,reward,high street,shopping
6,3,cuddle,hug,gentle,warm,emotional,upset,happy,big,squeeze,better,ill,care,love,want,kiss,need,crying,alone,people,animals,baby
6,4,enamel,paint,gloss,emulsion,nail,varnish,protection,colours,chipped,scrape,car,hard,setting,smoothj,brush,smell,toxic,hardwea,,,
6,5,gem,jewel,rich,colourful,stone,necklace,ring,birthstone,personal,spiritual,charkras,meditation,present,gift,meaningful,diamond,ruby,quartz,jade,pearl,ruby
6,6,mountain,hill,country,everest,cold,massive,small,pointed,flat,climbing,hiking,challenge,peak,snow,countryside,famous,boots,clothing,air,temperature,protection
6,7,pasta,food,italy,restuarant,meal,dish,sauce,tomato,meat,spaghetti,,,,,,,,,,,
6,8,peacock,bird,feathers,eyes,blue,colours,pehen,posh,fly,legs,farm,zoo,wings,tail,male,mating,uncommon,colours,heavy,mating,countryside
6,9,puke,vomit,sick,food,illness,drunk,messy,pregnancy,bile,carrots,unwell,toilet,wretch,stomach,poorly,sick,alcohol,over eating,bulimia,intolerance,upset stomach
7,0,diagram,venn,multiple,simple,simplify,illustrate,data,analysis,trend,explain,colour,info,information,knowledge,trend,visuaalise,explain,summary,info,standard,populate
7,1,doormat,tramp,trampled,outdoor,indoor,dirty,rub,foot,feet,stand,welcome,goodbye,rubber,carpet,velvet,lilac,essentials,grip,backing,colours,black
7,2,gust,wind,strong,blow,blown,away,natural,cold,weather,forecast,mph,kph,units,strength,invisible,chill,windy,air,presenter,pu;;,accident
7,3,kitchen,house,room,food,worktop,quartz,units,hob,microwave,cooker,toaster,kettle,tea,coffee,storage,dishwasher,fridge,freezer,bar,stool,chairs
7,4,lease,money,rent,finance,car,house,loan,monthly,payment,direct,debit,goods,cheap,expensive,rental,borrow,deposit,payment,down,costs,expense
7,5,oak,wood,tree,brown,furniture,pleasant,premium,expensive,good,pattern,items,carpentry,chop,oak furniture,chair,table,coffee table,colour,cabinet,durable,hard
7,6,slaughter,knife,blade,machete,slice,slit,chop,stab,man,meat,beef,lamb,chicken,fish,steak,pain,painless,industrial,halal,prayer,millions
7,7,spokesperson,male,female,mic,talking,radio,sports,entertainment,tv,audio,loud,clear,words,speach,rep,voice,loud,clear,articulate,well,presented
7,8,sprain,injury,pain,pull,muscle,back,body,bedriden,injured,recovery,physio,doctor,painkiller,assess,healing,massage,stretch,male,female,not nice,accident
7,9,tortoise,green,hard,shell,small,large,big,outdoors,slow,lazy,friendly,pet,brown,outdoors,feed,wildlife,park,greenery,grass,hare,sleep
8,0,diagram,picture,drawing,lessons,school,work,revision,image,chart,grid,table,information,people,sketch,,,,,,,
8,1,doormat,wet,rain,dry,door,entrance,house,building,wipe,shoes,boots,footwear,dirty,,,,,,,,
8,2,gust,wind,weather,lots,strong,winter,storm,stormy,cold,windy,,,,,,,,,,,
8,3,kitchen,table,chairs,island,stools,bar,oven,stove,hob,house,dining table,food,drinks,cups,plates,bowls,knives,forks,spoons,dinner,breakfast
8,4,lease,car,house,building,rent,pay,money,cheaper,work,vehicle,flat,apartment,,,,,,,,,
8,5,oak,tree,furniture,table,chair,cupboards,leaf,forest,house,trees,trunk,leaves,kitchen,worktop,doors,brown,wood,outside,outside,houses,tables
8,6,slaughter,manslaughter,murder,animals,pigs,food,cows,death,kill,murder,hurt,pain,dead,,,,,,,,
8,7,spokesperson,talk,speaking,audience,present,presentation,nervous,confident,notes,listeners,listening,team,working,,,,,,,,
8,8,sprain,hurt,leg,arm,injure,ankle,hurts,walking,sport,accident,painful,football,exercise,gym,hospital,doctor,resting,ice,fallen,gentle,careful
8,9,tortoise,green,slow,shell,legs,old,zoo,pets,turtle,animal,creature,fragile,brown,gentle,outside,animals,,,,,
9,0,farmyard,animals,cow,farmer,dung,tractor,chicken,scrapmetal,pigs,wellingtons,much,mud,combineharvester,trailer,sacks,cobbles,dogs,cats,rats,barbour,water trough
9,1,fig,leaf,statue,biscuit,grandmother,roll,tree,fruit,pips,jam,preserve,jus,brown,small,ripe,don't give a...,pudding,song,carol,christmas,ripe
9,2,fragment,bit,small,broken,part,shard,scrap,ancient,dig,museum,conserve,tapestry,material,roman,glass,pottery,jewellery,shoe,remains,delicate,mind
9,3,groundhog,animal,mammal,burrow,day,film,comedy,repeat,furry,brown,weather,forecast,america,usa,dan,punxatawny,nocturnal,hibernation,tail,nose,whiskers
9,4,mosquito,annoying,buzz,itch,bite,holiday,net,anti mozzie cream,malaria,illness,water,stagnant,insect,skin,pool,africa,india,antimalarials,nose,blood,nighttime
9,5,napkin,serviette,paper,ring,table,bib,protection,food,drop,wipe,plain,coloured,christmas,wedding,buffet,restaurant,dinner,hands,face,adult,spill
9,6,rhubarb,rubbish,blather,plant,garden,forced,planter,cover,spring,crumble,pie,custard,pink,stalks,sharp,organic,homegrown,rubbish,repetitive,gin,tonic
9,7,spread,butter,margarine,cheese,food,buffet,spreadsheet,money,sums,enlarge,soft,porkpie,wake,ooze,contagion,rumour,gossip,knife,,,
9,8,tower,london,beefeaters,jewels,brick,solid,fortress,tall,impregnable,hill,cemetary,over,building,ancient,modern,thin,storeys,loom,crenellations,guards,ravens
9,9,xylophone,music,dong,tone,hammer,sonorous,child,toy,colours,tunes,rubber,metal,scale,fun,melodic,noisy,loud,gentle,wood,shape,small
10,0,battle,hastings,harold,eye,glasses,vision,marvel,iron man,hero,fireman,fire,water,lake,fish,swimming,floating,dead,body,cold,fridge,milk
10,1,fold,poker,straight,bisexual,gay,pride,honest,truthful,lies,deceit,conman,lies,fake,forgery,art,museum,van gogh,ear,sunflowers,field,green
10,2,heroin,drug,cannabis,weed,chilled,relaxed,sitting,comfortable,sofa,house,night,dark,midnight,witches,spooky,halloween,autumn,cold,winter,xmas,presents
10,3,kidney,steak,pie,gravy,roast,beef,dripping,xmas,presentd,happy,warm,fireplace,stocking,suspenders,lingerie,married,family,children,home,comfortable,snug
10,4,magnify,bigger,smaller,tiny,ant,bug,insect,leaves,plats,trees,monkeys,rainforest,canopy,treetops,jungle,tiger,jungle book,mowgli,bagheera,panther,baloo
10,5,monastery,monks,nuns,holy,spiritual,jesus,church,god,pray,solemn,quiet,silence,deaf,nothing,void,space,vacuum,clean,shiny,reflective,glass
10,6,radio,music,happy,songs,odj,party,fun,dance,jive,swing,polka,dot,bikini,beach,sun,holiday,suncream,pool,cocktails,umbrella,lounger
10,7,spank,hurt,sad,cry,upset,cuddle,warm,helping,kind,loving,embrace,family,children,beautiful,flower,rose,blood,death,coffin,ground,cemetary
10,8,stomach,food,hungry,eat,tasty,dinner,chicken,fried,chips,mayonnaise,sauce,gravy,roast,potatoes,vegetables,carrots,brocolli,trees,forest,wildlife,animals
10,9,textile,fabric,weave,sewing,machine,factory,industrial,factory,smoke,stacks,building,blocks,stop,halt,refrain,nowhere,empty,vase,flower,tulip,amsterdam
11,0,battle,fight,hastings,ground,ww1,ww2,russia,ukraine,knights,army,calvery,soilders,death,dying,dead,won,lost,casualty,hospital,exchaliber,war
11,1,fold,paper,origami,money,money clip,folder,sheets,washing,laundry,,,,,,,,,,,,
11,2,heroin,drug,smack,hospital,overdose,spoons,needles,stab,death,woman,female hero,,,,,,,,,,
11,3,kidney,stones,beans,failure,transplant,organ,body,inside,pie,steak,ffel,animals,"hu,ans",operation,hospital,black market,surgeon,doctor,nurse,anastetic,medicien
11,4,magnify,glass,bigger,closer,insects,stars,planets,big eye,telescope,search,,,,,,,,,,,
11,5,monastery,priest,monk,religion,old building,sacred,belief,rightous,faith,hope,marriage,soul,mind,body,church,steeple,jesus,god,temple,buddist,buddah
11,6,radio,music,waves,antenna,bands,fm,truckers,song writers,am,signals,presenters,sound,speaker,volume,phone,base,treble,tempo,earphones,headphones,singers
11,7,spank,smack,hit,violent,,,,,,,,,,,,,,,,,
11,8,stomach,food,intestines,organs,ache,belly,tummy,acid,digestion,reflux,dinner,breakfast,lunch,body,fat,baby,baby,twins,operation,pains,tissue
11,9,textile,fabric,school,fabric,texture,wood,plasti,bags,shoes,fabrication,engineering,tools,box,silicon,ceramic,create,build,repair,new,old,metal
12,0,diagram,maths,demonstrative,words,figures,numbers,study,learn,visual,medical,universitys,school,teaching,teacher,colourful,slideshow,supplementary,revision,arrows,flow,reference
12,1,doormat,doorway,entrance,walk,dirty,feet,shoes,material,rectangle,phrase,individual,protect,floor,rug,submissive,non-dominant,walked-over,pushover,brown,spiky,house
12,2,gust,wind,fierce,strong,weather,cold,coat,scarf,ch,,,,,,,,,,,,
12,3,kitchen,house,counter,oven,kettle,microwave,hob,cooking,sink,dishwasher,chef,industrial,cultary,spoon,fork,knife,clean,food,preparation,storage,fridge
12,4,lease,rent,house,legal,landlord,tennant,contract,money,pay,monthly,yearly,extended,residential,residents,move in,co-habitants,business,workspace,offices,hire,real estate
12,5,oak,tree,nature,natural,wood,furniture,habitat,animals,paper,old,brown,bark,beige,leaves,table,chairs,houses,beams,purchase,obtaine,
12,6,slaughter,horrific,kill,murder,savage,animal,farming,murderer,crime,homicide,death,cruel,unfair,victim,mean,defendant,arrested,prison,punishment,,
12,7,spokesperson,voice,speaking,audience,statement,speech,conference,nominated,volunteer,confident,loud,articulate,opinion,group,hearing,language,,,,,
12,8,sprain,injure,hurt,exercise,ankle,wrist,back,hand,ice,doctor,recover,rest,bandage,splint,cast,elevate,mental,exhausted,overworked,tired,uncomfortable
12,9,tortoise,reptile,salmonella,pet,exotic,legs,shell,green,brown,animal,hot,basking,slow,hare,fable,herbivore,cold,blood,mouth,claws,silent
13,0,diagram,drawing,diagonal,maths,triangle,diaphragm,illustrate,explain,words,pictures,books,helpful,information,simple,simplify,visual,books,booksehlves,school,class,lesson
13,1,doormat,door,mat,shoes,wipe,house,home,wet,weather,helpful,dry,helpful,front door,home,doorbell,mats,materia,material,slippers,post,guests
13,2,gust,wind,autumn,cold,dark,rainy,thunder,storm,windy,autumn,august,september,leaves,trees,blown,strong,gusts,high speed,gusty,winter,chilly
13,3,kitchen,cook,cooking,food,fridge,cupboard,biscuits,snack,saucepan,frying pan,utensils,fork,spoon,knife,knives,prepare,chop,chopping board,fish,chicken,dairy
13,4,lease,house,tenancy,short,long,property,landlord,agreement,contract,binding,legal,accomodation,renting,mortgage,signed,tenant#,pets,refurbish,rules,home,break clause
13,5,oak,tree,material,sofa,autumn,forest,colour,furniture,sales,oaklands,acorn,squirrel,leaves,dirt,ground,trees,nature,wood,woodlands,climate,planet
13,6,slaughter,wrong,bad,extreme,dynamic,animals,kill,house,halloween,horror,films,dvd,blu ray,grim,dark,cold,mysterious,eerie,spooky,unknown,house
13,7,spokesperson,person,speech,words,present,presentation,stand,audience,powerpoint,speaker,microphone,issues,conversation,arguments,cameras,venue,guest,guest speaker,spokesman,spokeswoman,suit
13,8,sprain,bad,damage,hurt,injure,ankle,wrist,arm,leg,ice,heat,heal,medicine,hospital,cast,sympathy,spray,patience,rest,sports,danger
13,9,tortoise,animal,pet,turtle,slow,steady,teenage,mutant,ninja,shell,solid,strong,hibernate,habitat,swim,water,mamals,insects,aqua,turtles,nemo
14,0,alphabet,letters,song,language,learn,sequence,numbers,song,school,nursery,rhyme,reading,books,english,apple,daughter,son,young,toddler,playground,book
14,1,cannonball,castle,run,cannon,horse,cars,medievil,gilm,book,superhero,turret,drawbridge,mote,black knight,game of thrones,road trip,gumball rally,hard,ball,heavy,old
14,2,coupon,offer,cheap,deal,money off,money,free,paper,newspaper,scisors,perferation,cutting,knife,glossy paper,sticky,invalid,expiredd,supermarket,magazine,xmas,sale
14,3,cuddle,lovely,nice,warm,sexy,cute,love,sad,jumper,quilt,bed,marriage,sad,,,,,,,,
14,4,enamel,decorate,teeth,colorful,glossy,glassy,teeth,toothpaste,paint,coating,hard,art,craft,dentist,toothbrush,plate,cup,mug,paint,varse,old
14,5,gem,beautiful,rock,rare,expensive,stone,birth,birthstone,zodiac,star signs,earth,trasures,royalty,pirates,gold,expensive,mining,digging,prospecting,geode,colourful
14,6,mountain,everest,tall,big,cold,water,evian,dangerous,film,climbing,rock climbing,bouldering,rope,clip,snow,averlanch,blizzard,skiing,snow boarding,dangerous,death
14,7,pasta,italy,pizza,garlic,macorni,tomato,sauce,garlic bread,lady and the tramp,spaghetti,bowl,messy,carbonara,lasagne,tasty,cheese,mac cheese,salad,carbs,tuna,sweetcorn
14,8,peacock,bird,feathers,farmyard,colourfulk,colours,big,beautiful,peahen,eyes,purple,flying,pecky,farmyard,beautful,red,egg,rare,dirt,grass,camping
14,9,puke,poorly,sick,grose,unhealthy,messy,baby,drunk,hungover,ill,illness,covid,dislike,chunks,toilet,hair,unplesant,horible,bed,milk,nope
15,0,diagram,picture,graph,labels,information,textbook,school,captions,drawing,education,manual,helpful,instructive,tutorial,,,,,,,
15,1,doormat,house,home,keys,feet,mud,wiping,homely,sturdy,thick,trodden,durable,welcoming,rectangle,bristly,scraping,worn,pushover,weak,door,
15,2,gust,wind,quick,powerful,weather,unexpected,blowy,strong,harmful,newsworthy,damaging,movement,falling,momentum,unpredictable,sudden,pungent,worrying,fast,surprising,unusual
15,3,kitchen,food,cupboard,fridge,freezer,oven,microwave,lino,steam,pots,pans,sauces,herbs,meats,drinks,preparation,cooking,eating,serving,plates,forks
15,4,lease,house,home,rent,mortgage,agents,buying,selling,fees,solicitors,money,payment,terms,conditions,agreement,sanctions,rules,years,freehold,management,authority
15,5,oak,tree,large,old,sheltering,wood,pine,branches,trunks,forest,greenery,casket,strong,durable,luxurious,versitile,pubs,timber,felling,sustainable,planting
15,6,slaughter,kill,murder,maim,cruel,barbaric,sergant,meat,abitoire,cleaver,blood,guts,gory,death,finish,,,,,,
15,7,spokesperson,orator,leader,unionist,worker,authority,figurehead,speaker,talking,conveying,message,mouth,chosen,represents,articulate,dynamic,knowledgeable,clear,sincere,news,politics
15,8,sprain,injury,swelling,ankle,wrist,pain,disabling,sports,inflamed,doctors,hospitals,inconvenient,physio,rehab,sore,ice,recovery,,,,
15,9,tortoise,animal,slow,old,hare,race,plodding,deliberate,ugly,shell,hard,dull,,,,,,,,,
16,0,alphabet,school,student,learning,reading,letters,symbols,chart,game,routine,speech,language,development,english,novels,reading,understanding,growth,connections,pictures,animations
16,1,cannonball,symbolic,historic,war,violence,army,battle,fight,king,queen,kingdom,riches,poverty,heavy,soldiers,planning,strategy,goal,countries,weapom,striving
16,2,coupon,money,savings,supermarket,online,collection,organising,homemaker,frugal,careful,aware,thoughtful,planning,providing,food,meals,nourishment,time,savings,memory,paper
16,3,cuddle,partnership,romance,friend,partner,warmth,empathy,support,trust,comfort,home,safety,refuge,connection,understanding,support,cosy,movie,love,,
16,4,enamel,nail-polish,cups,plates,forks,knives,art,decoration,teeth,break,worn,robusgt,fragile,coverted,ignored,expensive,charitu,antique,home,family,heirlome
16,5,gem,priceless,luxury,jewlery,jewler,birthday,christmas,gift,romance,capitalism,empty,clothing,costume,wealth,poverty,factory,light,sibolic,gesture,stereotype,art
16,6,mountain,tall,journey,sky,snow,dirt,path,view,travel,fitness,ambition,determination,peaceful,birds,hiking,stones,nature,refuge,achievement,strength,courage
16,7,pasta,cheese,warm,meal,community,batch,cheap,delcious,versitle,nourishing,warming,cosy,winter,garlic,bread,family,together,meal,date,romance,comfort
16,8,peacock,rare,vibrant,animal,bird,luxury,strength,confidence,light,bright,art,feathers,beak,magestic,nature,capture,zoo,noticeable,guiding,prominent,viewed
16,9,puke,sick,unwell,food,virus,infection,medication,illness,disease,chronic,allergy,intolerance,bleach,toilet,sink,water,floor,soap,shower,sleep,
17,0,farmyard,animal,dirt,muck,manure,cluck,moo,oink,farmer,tractor,trailer,cows,pigs,hens,eggs,animals,farmhouse,cobbles,straw,dogs,cats
17,1,fig,roll,fruit,exotic,musty,jam,newton,tart,pastry,expensive,supermarket,tree,summer,hot,tropical,exclusive,gourmet,fresh,pizza,punnet,cream
17,2,fragment,piece,broken,document,china,information,corner,missing,broken,chipped,incomplete,pottery,shard,remains,leftovers,dig,archaeology,museum,exhibit,exhibition,manuscript
17,3,groundhog,day,hanks,film,again,repeat,animal,africa,snout,foraging,worms,creature,hot,digging,burrowing,dirty,fierce,dangerous,tunnelling,oscar,repeat
17,4,mosquito,malaria,bite,disease,quinine,buzz,dangerous,sting,swat,kill,africa,mozzie,africa,swamp,fatal,net,spray,plane,raf,typhoon,pilot
17,5,napkin,serviette,dinner,restaurant,lap,mouth,ring,table,restaurant,linen,cotton,paper,spills,crumbs,wipe,cover,crumpled,stained,neck,fold,plate
17,6,rhubarb,custard,tart,jam,ginger,plant,stalk,leaf,darkness,garden,compote,dessert,crumble,icecream,sweets,nonsense,chatter,laxative,zingy,fruit,red
17,7,spread,butter,margarine,betting,wings,toast,bread,sandwich,wide,food,dinner,knife,manure,tank,sandwich,creamy,thick,thin,oil,marmite,marmalade
17,8,tower,london,high,beefeaters,turret,castle,factory,smoke,pollution,monument,bridge,cooling,industrial,skyline,jenga,profiterole,above,climb,prison,rapunzel,babel
17,9,xylophone,music,sticks,wood,orchestra,musician,percussion,noise,difficult,band,school,loud,big,unusual,metal,africa,new zealand,children,horrible,,
18,0,battle,fight,soldier,army,navy,raf,cadets,war,punch,kick,hair pull,push,shove,courage,brave,win,lose,mental,physical,hard,sad
18,1,fold,half,quarter,bedding,material,washing,clothes,card,middle,quarter,origami,make,letter,way,create,difference,change,neat,angle,straight,bankrupt
18,2,heroin,drug,addict,evil,crime,veins,arm,den,dealer,,,,,,,,,,,,
18,3,kidney,body,human,function,organ,body,blood,filter,purrify,clean,dialysis,important,steak,pie,offal,eat,bean,bowl,oval,vital,animal
18,4,magnify,large,look,detail,big,glasses,glass,focus,study,real,expand,read,extreme,exagerate,accentuate,,,,,,
18,5,monastery,monk,religion,building,quiet,peace,haunting,silence,scary,men,worship,life,large,grand,old,stone,ceiling,windows,colour,books,peace
18,6,radio,listen,music,play,podcast,dj,dance,relax,car,dial,digital,arial,channels,rock,dance,jazz,classical,presenters,shows,24 hours,interviews
18,7,spank,hit,smack,whack,naughty,body,hand,hard,soft,playful,hurtful,puishment,fun,game,child,adult,wrong,threat,inappropriate,firm,
18,8,stomach,ache,digestion,bowels,intestine,tripe,food,drink,human,animal,full,hungry,indigestion,illness,sickness,overindulge,beer belly,waist,pregnancy,runble,gurgle
18,9,textile,material,rag,thread,clothes,rug,carpet,throw,cover,duvet,hat,weave,wool,knit,sew,dressmaking,study,fashion,home interior,fabric,texture
19,0,farmyard,animals,barn,farmer,hens,eggs,tractor,chickens,cows,gpats,jprses,fields,crops,stables,horses,workers,hay,gates,farmhouse,tools,harvest
19,1,fig,fruit,brown,luscious,stalk,dates,large,seeds,taste,texture,middle east,foreign,imported,box,cake,persian,food,treat,accompaniment,snack,muesli
19,2,fragment,rag,piece,tiny,material,paper,tiny,remains,torn,little,particle,mamory,fleeting,wisp,thread,strand,unreachable,little,wisp,only,few
19,3,groundhog,film,repetition,animal,boar,pigs,woods,forest,disgust,uncertain,animal,herd,countryside,shooting,hunting,grey,snout,wild,savage,running,avoidance
19,4,mosquito,insect,malaria,water,tropics,heat,dirty,dosease,biting,itchy,rash,climate,illness,dirty water,heat,abroad,insect cream,fright,avoidance,repellent,insect cream
19,5,napkin,dinner,white,starched,shapes,formal,dining talble,,,,,,,,,,,,,,
19,6,rhubarb,fruit,vegetable,red,leaves,green,stlaks,pudding,sauce,sour,acidic,sugar,garden,fields,manure,candlelight,sheds,growers,poisonous leaves,ornamental,tasty
19,7,spread,food,sandwich,sauce,tea,lunch,meat,vegetable,marmite,feast,party,special,wide,eating,friends,people,occasion,party,butter,savoury,tasty
19,8,tower,tall,church,ssteeple,large building,house,castle,countryside,bricks,stone,old,apartments,tower block,sky,view,past times,solid,thick,imposing,wealth,structure
19,9,xylophone,keys,stick,sound,colours,toy,music,playing,instrument,children,shape,gift,orchestra,instrumental,ringing,band,players,notes,music,nursery,playschool
20,0,farmyard,farm,chicken,manure,barn,hen,rooster,pig,cow,sheep,milk,hay,tractor,lamb,calf,kittens,cats,sheepdog,hearding,milking,goat
20,1,fig,fruit,passionfruit,raisin,sour#,peach,plum,pear,banana,grape,lemon,lime,raspberry,tasty,blackberry,blackcurrant,redcurrant,,,,
