participant_id,experiment,source_file,n_trials,n_complete_association_trials,text_n_chars,age,gender,nationality,first_language,occupation,stem_background
cfm_v6_1559214328b688d89e3f7d32f2705b63af7515a2af_s,stella2026_formamentis_data,cfm_v6_1559214328b688d89e3f7d32f2705b63af7515a2af_s.csv,10,10,3475,23,male,spanish,spanish,Student (Masters),2
cfm_v6_15592145501fa27aaf9f6cc53907e005d921b7ecce_s,stella2026_formamentis_data,cfm_v6_15592145501fa27aaf9f6cc53907e005d921b7ecce_s.csv,10,10,3446,24,female,indian,hindi,Science Communicator,3
cfm_v6_15592168252b42d8fb657d3bd05fd4d599c0abefd8_s,stella2026_formamentis_data,cfm_v6_15592168252b42d8fb657d3bd05fd4d599c0abefd8_s.csv,10,10,3458,68,male,english,english,Retired,1
cfm_v6_155921734824b1f7b9b8dbee549bd69007d8d85ea7_s,stella2026_formamentis_data,cfm_v6_155921734824b1f7b9b8dbee549bd69007d8d85ea7_s.csv,10,10,3463,57,male,uk,english,STEM Teacher,3
cfm_v6_155921767727728bed3b2556527a9e9ecd7d71215a_s,stella2026_formamentis_data,cfm_v6_155921767727728bed3b2556527a9e9ecd7d71215a_s.csv,10,10,3461,33,female,british,english,Public Engagement Manager,3
cfm_v6_15592195792a2d24fd9d37c9657f6ebc59d455915a_s,stella2026_formamentis_data,cfm_v6_15592195792a2d24fd9d37c9657f6ebc59d455915a_s.csv,10,10,3451,25,female,british,english,Tutor/science communicator,2
cfm_v6_15592195895efcf5292c4e57d67a89f001f91851cd_s,stella2026_formamentis_data,cfm_v6_15592195895efcf5292c4e57d67a89f001f91851cd_s.csv,10,10,3442,25,female,british,english,STEM public engagement,3
cfm_v6_1559223679f6242b830647bfd46145492fa484c816_s,stella2026_formamentis_data,cfm_v6_1559223679f6242b830647bfd46145492fa484c816_s.csv,10,10,3470,26,female,scottish,english,policy officer,3
cfm_v6_155922444354b5c2d8007d23f769d9ad7807ad97d6_s,stella2026_formamentis_data,cfm_v6_155922444354b5c2d8007d23f769d9ad7807ad97d6_s.csv,10,10,3444,49,female,british,english,Public Engagement Officer,3
cfm_v6_15592254694f0abd835973305702df0b3697abda4f_s,stella2026_formamentis_data,cfm_v6_15592254694f0abd835973305702df0b3697abda4f_s.csv,10,9,3527,49,male,british,english,Local Government Officer,2
cfm_v6_1559228219eca86e6d88eca722da3ff4bfc8e68ee1_s,stella2026_formamentis_data,cfm_v6_1559228219eca86e6d88eca722da3ff4bfc8e68ee1_s.csv,10,10,3445,32,female,british,english,Public Engagement Officer,3
cfm_v6_1559235782892f90235f1162b9423854f7d7ec476c_s,stella2026_formamentis_data,cfm_v6_1559235782892f90235f1162b9423854f7d7ec476c_s.csv,10,10,3500,45,female,american,english,University Teacher/Lecturer,3
cfm_v6_1559239083eaee16b289ac5f3d7cf3ebdbd46a9f5b_s,stella2026_formamentis_data,cfm_v6_1559239083eaee16b289ac5f3d7cf3ebdbd46a9f5b_s.csv,10,10,3490,23,non-binary,british,english,PGCE student,3
cfm_v6_15592453103ee5af94c62bc7a85e2ec8380a2e3a4c_s,stella2026_formamentis_data,cfm_v6_15592453103ee5af94c62bc7a85e2ec8380a2e3a4c_s.csv,10,10,3448,47,female,british,english,editor,3
cfm_v6_1559249046ab6164e53b1f77403e807962d423eb80_s,stella2026_formamentis_data,cfm_v6_1559249046ab6164e53b1f77403e807962d423eb80_s.csv,10,10,3450,30,female,american,english,"science communicator, social media manager, PhD student",3
cfm_v6_15592533789dc1a7caf1fe703a1f536019c0c3fd00_s,stella2026_formamentis_data,cfm_v6_15592533789dc1a7caf1fe703a1f536019c0c3fd00_s.csv,10,10,3428,40,female,uk,british,Teacher,3
cfm_v6_1559285272ae722af516e347a91dd3b9235c73de86_s,stella2026_formamentis_data,cfm_v6_1559285272ae722af516e347a91dd3b9235c73de86_s.csv,10,10,3436,39,female,uk,english,Pr manager with a science degree,1
cfm_v6_1559289405a40c49158437bd8849ae31cf52b6ca53_s,stella2026_formamentis_data,cfm_v6_1559289405a40c49158437bd8849ae31cf52b6ca53_s.csv,10,9,3466,45,female,british,english,Director,1
cfm_v6_1559290147bc42af492b5ff5f031dd1c4a3b17f70f_s,stella2026_formamentis_data,cfm_v6_1559290147bc42af492b5ff5f031dd1c4a3b17f70f_s.csv,10,10,3463,32,female,british,english,University administrator,3
cfm_v6_1559300761b683e8f9ccd965926071c1df87b73f94_s,stella2026_formamentis_data,cfm_v6_1559300761b683e8f9ccd965926071c1df87b73f94_s.csv,10,8,3453,28,female,british,english,Learning Coordinator (STEM),3
cfm_v6_155933143077b4af059481a0337efb96dcac711155_s,stella2026_formamentis_data,cfm_v6_155933143077b4af059481a0337efb96dcac711155_s.csv,10,9,3454,35,female,portugal,portuguese,scientist,3
cfm_v6_1559429845768a83fd03d586e04985cf518d75ee1d_s,stella2026_formamentis_data,cfm_v6_1559429845768a83fd03d586e04985cf518d75ee1d_s.csv,10,10,3413,34,female,scottish,english,Lab technician,1
cfm_v6_1559498591ea232ad1f9d1ca1529ddd5a9667c92d6_s,stella2026_formamentis_data,cfm_v6_1559498591ea232ad1f9d1ca1529ddd5a9667c92d6_s.csv,10,10,3452,29,female,british,english,Train Cleaner,1
cfm_v6_15595019642788a01e50363e070bfbb31e71459c7b_s,stella2026_formamentis_data,cfm_v6_15595019642788a01e50363e070bfbb31e71459c7b_s.csv,10,10,3462,29,female,netherlands,dutch,Environment Engineer,3
cfm_v6_1559552285b48b919d7cad5aa9a412e6ef3b1038cf_s,stella2026_formamentis_data,cfm_v6_1559552285b48b919d7cad5aa9a412e6ef3b1038cf_s.csv,10,10,3498,24,female,dutch,dutch,Astronomy for development project officer,3
cfm_v6_15595646650eed8078dfa57335789705765b288baa_s,stella2026_formamentis_data,cfm_v6_15595646650eed8078dfa57335789705765b288baa_s.csv,10,10,3456,57,female,united kingdom,english,university teacher,3
cfm_v6_1559570667b06d0275441df4a91ffe91c6ea3a3aac_s,stella2026_formamentis_data,cfm_v6_1559570667b06d0275441df4a91ffe91c6ea3a3aac_s.csv,10,10,3471,40,female,british,english,STEM professional,3
cfm_v6_1559572173ab6926f501ed06694d2d7b9042cf8c7c_s,stella2026_formamentis_data,cfm_v6_1559572173ab6926f501ed06694d2d7b9042cf8c7c_s.csv,10,9,3467,42,male,british,english,CPD leader for teachers,3
cfm_v6_1559654151172c02ff31e9c64b012e6c39650ff0e8_s,stella2026_formamentis_data,cfm_v6_1559654151172c02ff31e9c64b012e6c39650ff0e8_s.csv,10,10,3438,34,female,cypriot,greek cypriot,University employee,3
cfm_v6_1559655571d4d3ee4098ce5c6db47df5b532dfd6bf_s,stella2026_formamentis_data,cfm_v6_1559655571d4d3ee4098ce5c6db47df5b532dfd6bf_s.csv,10,10,3434,26,female,british,english,PhD student,2
cfm_v6_1559826616bafd379e55bf8bfde552e5c610122959_s,stella2026_formamentis_data,cfm_v6_1559826616bafd379e55bf8bfde552e5c610122959_s.csv,10,8,3471,18,male,italian,italian,Student,1
cfm_v6_15598273832916e8f3a326a344597a768dc2405b8f_s,stella2026_formamentis_data,cfm_v6_15598273832916e8f3a326a344597a768dc2405b8f_s.csv,10,10,3471,18,male,italian,italian,Student,1
cfm_v6_1560587755a2dfc8ddbd52e4f2a65b6742800648ad_s,stella2026_formamentis_data,cfm_v6_1560587755a2dfc8ddbd52e4f2a65b6742800648ad_s.csv,10,9,3472,20,female,french,french,2nd year at university in acoustic,2
cfm_v6_156070061046d20c37527c1af5f17f418d40da520f_s,stella2026_formamentis_data,cfm_v6_156070061046d20c37527c1af5f17f418d40da520f_s.csv,10,10,3484,32,female,russian,russian,Project leader for contents development at an experimental welfare technology center in Norway,3
cfm_v6_15627476302368d4326137088540b8dd9b512577a3_s,stella2026_formamentis_data,cfm_v6_15627476302368d4326137088540b8dd9b512577a3_s.csv,10,10,3489,23,male,singaporean,english,student,1
cfm_v6_15647654980e78356fbcb77f8044f726acd8f15029_s,stella2026_formamentis_data,cfm_v6_15647654980e78356fbcb77f8044f726acd8f15029_s.csv,10,10,3458,30,male,taiwan,taiwan mandarin,graduate student,2
cfm_v6_156646274217f425920bcf8a82c70097434c538603_s,stella2026_formamentis_data,cfm_v6_156646274217f425920bcf8a82c70097434c538603_s.csv,10,10,3474,25,female,chinese,chinese,master student,1
cfm_v6_1568661956ed370125de91c49ef95315ff3f4fe1ce_s,stella2026_formamentis_data,cfm_v6_1568661956ed370125de91c49ef95315ff3f4fe1ce_s.csv,10,10,3428,48,female,spanish,spanish,University lecturer,3
cfm_v6_1568823080a54c7145cc528f0bb5e404742d405961_s,stella2026_formamentis_data,cfm_v6_1568823080a54c7145cc528f0bb5e404742d405961_s.csv,10,10,3439,18,female,serbian,serbian,Student,1
cfm_v6_15695554640977dbb23d08c795c797907cb4626263_s,stella2026_formamentis_data,cfm_v6_15695554640977dbb23d08c795c797907cb4626263_s.csv,10,10,3451,36,female,iranian,farsi,Postdoctoral Fellow in Computational Neuroscience and AI,1
cfm_v6_1571932592b4407ea06f08ae8828849d1042ef4a93_s,stella2026_formamentis_data,cfm_v6_1571932592b4407ea06f08ae8828849d1042ef4a93_s.csv,10,10,3441,21,female,serbian,serbian,Student,2
cfm_v6_1571932790ec6c6fa5437065451ea31743616a1e6b_s,stella2026_formamentis_data,cfm_v6_1571932790ec6c6fa5437065451ea31743616a1e6b_s.csv,10,9,3460,27,male,british,english (uk),,3
cfm_v6_1571932792ec6c6fa5437065451ea31743616a1e6b_s,stella2026_formamentis_data,cfm_v6_1571932792ec6c6fa5437065451ea31743616a1e6b_s.csv,10,9,3460,27,male,british,english (uk),,3
cfm_v6_15719332794de803f25f3e098ab5dfccdff2871861_s,stella2026_formamentis_data,cfm_v6_15719332794de803f25f3e098ab5dfccdff2871861_s.csv,10,10,3452,40,female,serbian,serbian,scientist,3
cfm_v6_1571933716320e27c9772e963f90e6968763a0f297_s,stella2026_formamentis_data,cfm_v6_1571933716320e27c9772e963f90e6968763a0f297_s.csv,10,10,3433,18,female,serbian,serbian,Iam a high school student,1
cfm_v6_1571934687a5c726ac5f3ca0228faf3d812a825cc3_s,stella2026_formamentis_data,cfm_v6_1571934687a5c726ac5f3ca0228faf3d812a825cc3_s.csv,10,10,3551,24,male,serbian,serbian,Physicist,2
cfm_v6_1571941340a54eb116695f772f0d82ea25ef904e24_s,stella2026_formamentis_data,cfm_v6_1571941340a54eb116695f772f0d82ea25ef904e24_s.csv,10,10,3497,28,female,serbian,serbian,Scientist,1
cfm_v6_157198192458c33681ff433c3a385abcc264b87fb0_s,stella2026_formamentis_data,cfm_v6_157198192458c33681ff433c3a385abcc264b87fb0_s.csv,10,10,3480,26,male,serbian,serbian,Research and teaching associate,3
cfm_v6_1571994595b1347da34e28bebdd039e04b3df7ecb5_s,stella2026_formamentis_data,cfm_v6_1571994595b1347da34e28bebdd039e04b3df7ecb5_s.csv,10,10,3459,28,male,spanish,spanish,Finishing my Ph.D.,2
cfm_v6_157199716167d845aa1c42d8350ceb65567b2190fb_s,stella2026_formamentis_data,cfm_v6_157199716167d845aa1c42d8350ceb65567b2190fb_s.csv,10,9,3482,34,male,france,french,researcher,3
cfm_v6_1571999747c11594cde0c10c351fc4cff1b26300f8_s,stella2026_formamentis_data,cfm_v6_1571999747c11594cde0c10c351fc4cff1b26300f8_s.csv,10,10,3462,47,male,brazilian,portuguese,Researcher,3
cfm_v6_1572002267aa6a8e263aee0a0f068647e63aff60dc_s,stella2026_formamentis_data,cfm_v6_1572002267aa6a8e263aee0a0f068647e63aff60dc_s.csv,10,10,3444,31,male,irish,english,Postdoctoral researcher,3
cfm_v6_1572011248129e6594551f1fc5a4974f7c7bdfa3fa_s,stella2026_formamentis_data,cfm_v6_1572011248129e6594551f1fc5a4974f7c7bdfa3fa_s.csv,10,10,3414,28,male,italian,italian,researcher,3
cfm_v6_15720126307eee87d66a7638e42cb20a19095a71ae_s,stella2026_formamentis_data,cfm_v6_15720126307eee87d66a7638e42cb20a19095a71ae_s.csv,10,10,3477,26,female,serbian,serbian,PhD in neuroscience,2
cfm_v6_1572033538f0491a7e7eba8c212f9d0c8f78c30f7b_s,stella2026_formamentis_data,cfm_v6_1572033538f0491a7e7eba8c212f9d0c8f78c30f7b_s.csv,10,10,3442,30,female,canada,english,Postdoc,3
cfm_v6_1572056902ad3e81af9faddea95768515d16cfc089_s,stella2026_formamentis_data,cfm_v6_1572056902ad3e81af9faddea95768515d16cfc089_s.csv,10,10,3477,30,male,british,english,mathematician,3
cfm_v6_1572074126fb20f3d26607cb3c4e5ad9badd240691_s,stella2026_formamentis_data,cfm_v6_1572074126fb20f3d26607cb3c4e5ad9badd240691_s.csv,10,10,3419,48,female,spanish,spanish,University lecturer,3
cfm_v6_15721006105c4348ca777557b6773b2508045ccec9_s,stella2026_formamentis_data,cfm_v6_15721006105c4348ca777557b6773b2508045ccec9_s.csv,10,10,3440,32,male,chilean,spanish,Physicist,3
cfm_v6_1572254146342f9fae7b86fc8ab79cefe7149277b1_s,stella2026_formamentis_data,cfm_v6_1572254146342f9fae7b86fc8ab79cefe7149277b1_s.csv,10,10,3435,,,,,,3
cfm_v6_15744168119c5836fa5b175ce58ede4cb3c50fb8b7_s,stella2026_formamentis_data,cfm_v6_15744168119c5836fa5b175ce58ede4cb3c50fb8b7_s.csv,10,10,3456,35,male,italian,italian,Researcher,3
