"Id_Session"	"Device"	"Age"	"Gender"	"Raising"	"Education"	"Proficiency"	"First_Contact"	"Mother"	"Father"	"Exposure"	"Languages"
48942	"MB"	27	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	80	5
48943	"MB"	62	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	80	4
48945	"MB"	47	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
48946	"MB"	57	"Dona"	"Catalunya"	6	4	0	"Català"	"Català"	70	4
48947	"MB"	35	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	40	6
48948	"MB"	25	"Home"	"Catalunya"	8	5	0	"Català"	"Català"	90	3
48949	"MB"	65	"Dona"	"Catalunya"	4	5	0	"Català"	"Català"	90	2
48951	"MB"	54	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	80	3
48954	"MB"	47	"Dona"	"Catalunya"	6	7	0	"Català"	"Català"	100	3
48956	"MB"	65	"Dona"	"Catalunya"	3	7	0	"Català"	"Castellà"	100	2
48958	"MB"	57	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
48959	"MB"	60	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
48962	"MB"	54	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	80	3
48963	"MB"	30	"Home"	"Catalunya"	7	7	0	"Català"	"Castellà"	60	3
48964	"PC"	61	"Dona"	"Catalunya"	3	7	0	"Català"	"Català"	100	3
48965	"MB"	35	"Dona"	"Catalunya"	7	5	0	"Català"	"Castellà"	80	2
48968	"MB"	61	"Home"	"Catalunya"	6	7	0	"Català"	"Català"	90	2
48969	"MB"	66	"Dona"	"Catalunya"	8	5	0	"Català"	"Castellà"	60	2
48970	"MB"	59	"Dona"	"Catalunya"	7	4	0	"Català"	"Català"	60	2
48972	"MB"	44	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	90	3
48974	"MB"	71	"Dona"	"Catalunya"	6	4	0	"Català"	"Català"	50	4
48975	"MB"	36	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	80	4
48976	"MB"	32	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	70	4
48977	"MB"	57	"Dona"	"Catalunya"	4	4	0	"Català"	"Català"	80	2
48979	"MB"	37	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	80	2
48981	"MB"	68	"Home"	"Catalunya"	8	4	0	"Català"	"Castellà"	90	3
48983	"MB"	39	"Home"	"Catalunya"	2	7	0	"Anglès"	"Català"	60	4
48984	"MB"	25	"Home"	"Catalunya"	7	5	0	"Català"	"Àrab"	70	3
48985	"MB"	55	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	90	3
48986	"MB"	58	"Dona"	"Catalunya"	7	4	0	"Castellà"	"Català"	80	2
48987	"MB"	52	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
48988	"MB"	68	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	90	4
48990	"MB"	39	"Home"	"Comunitat valenciana"	8	4	1	"Català"	"Català"	80	2
48992	"MB"	59	"Home"	"Catalunya"	5	7	0	"Català"	"Català"	80	1
48993	"MB"	62	"Dona"	"Catalunya"	2	4	0	"Català"	"Català"	100	2
48994	"MB"	68	"Home"	"Catalunya"	6	5	0	"Català"	"Català"	100	2
48996	"MB"	34	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	80	3
48998	"MB"	63	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	5
48999	"MB"	28	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49001	"MB"	36	"Dona"	"Catalunya"	7	5	1	"Castellà"	"Català"	70	2
49002	"MB"	40	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49003	"MB"	52	"Dona"	"Catalunya"	8	7	0	"Castellà"	"Català"	90	4
49004	"MB"	65	"Home"	"Catalunya"	7	5	0	"Català"	"Català"	100	2
49005	"MB"	54	"Home"	"Catalunya"	8	7	0	"Castellà"	"Català"	80	2
49007	"PC"	39	"Home"	"Catalunya"	6	7	0	"Català"	"Català"	90	3
49009	"MB"	61	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	80	3
49010	"MB"	64	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49013	"MB"	57	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	100	1
49014	"MB"	46	"Dona"	"Balears"	7	7	0	"Català"	"Català"	100	3
49015	"PC"	41	"Dona"	"Catalunya"	6	7	0	"Català"	"Català"	70	2
49016	"MB"	47	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	100	4
49019	"MB"	43	"Dona"	"Catalunya"	7	7	0	"Català"	"Castellà"	90	3
49021	"MB"	48	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49022	"MB"	46	"Dona"	"Catalunya"	5	7	0	"Català"	"Castellà"	90	4
49023	"MB"	39	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	60	3
49024	"MB"	48	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	90	3
49026	"MB"	42	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	100	2
49028	"MB"	64	"Dona"	"Catalunya"	2	5	0	"Català"	"Català"	90	2
49029	"MB"	60	"Home"	"Catalunya"	4	3	0	"Català"	"Català"	90	3
49030	"MB"	55	"Dona"	"Catalunya"	2	4	0	"Català"	"Català"	10	2
49032	"PC"	19	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	80	3
49033	"MB"	68	"Home"	"Catalunya"	2	3	0	"Català"	"Català"	100	2
49034	"MB"	32	"Dona"	"Catalunya"	7	7	0	"Català"	"Castellà"	50	2
49035	"MB"	58	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49036	"MB"	31	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	2
49038	"MB"	60	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	90	4
49040	"MB"	70	"Home"	"Catalunya"	6	4	0	"Català"	"Català"	100	2
49042	"MB"	24	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	90	3
49043	"MB"	70	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	4
49044	"MB"	69	"Dona"	"Catalunya"	4	4	0	"Català"	"Català"	90	3
49045	"MB"	37	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	100	2
49046	"MB"	63	"Dona"	"Catalunya"	6	4	0	"Castellà"	"Català"	70	2
49047	"MB"	44	"Dona"	"Catalunya"	8	4	1	"Català"	"Català"	90	2
49048	"PC"	34	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	4
49049	"MB"	51	"Home"	"Catalunya"	3	7	0	"Català"	"Català"	70	3
49050	"MB"	68	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	80	3
49054	"MB"	40	"Dona"	"Catalunya"	8	7	0	"Català"	"Castellà"	70	4
49056	"MB"	37	"Home"	"Balears"	8	7	0	"Català"	"Català"	80	3
49057	"MB"	52	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	50	1
49058	"MB"	65	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	90	2
49059	"MB"	45	"Dona"	"Catalunya"	6	5	0	"Català"	"Català"	70	2
49060	"PC"	47	"Dona"	"Catalunya"	5	6	0	"Castellà"	"Català"	80	2
49061	"MB"	56	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49062	"MB"	41	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49063	"PC"	40	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49065	"MB"	67	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	100	3
49066	"MB"	36	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	80	3
49068	"MB"	31	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	90	2
49069	"MB"	40	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	80	4
49070	"MB"	69	"Dona"	"Catalunya"	6	4	0	"Català"	"Català"	60	3
49071	"MB"	44	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49074	"MB"	42	"Dona"	"Catalunya"	7	6	0	"Català"	"Català"	90	3
49075	"MB"	24	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	40	3
49076	"MB"	61	"Home"	"Catalunya"	7	5	0	"Català"	"Català"	90	3
49077	"MB"	38	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49079	"PC"	69	"Home"	"Catalunya"	3	7	0	"Català"	"Català"	20	4
49080	"MB"	70	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	1
49082	"MB"	58	"Dona"	"Catalunya"	7	6	0	"Català"	"Català"	100	3
49083	"MB"	39	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49084	"MB"	26	"Home"	"Catalunya"	7	7	0	"Català"	"Castellà"	10	3
49085	"MB"	59	"Home"	"Catalunya"	6	6	0	"Català"	"Català"	80	2
49086	"MB"	43	"Dona"	"Catalunya"	8	7	0	"Català"	"Castellà"	60	3
49087	"MB"	64	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	4
49088	"MB"	41	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	60	3
49090	"MB"	58	"Dona"	"Catalunya"	4	4	0	"Català"	"Català"	100	2
49091	"MB"	58	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	100	4
49092	"MB"	75	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49093	"MB"	35	"Home"	"Balears"	7	7	0	"Català"	"Català"	100	2
49095	"MB"	54	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49096	"MB"	49	"Dona"	"Comunitat valenciana"	7	5	0	"Català"	"Català"	60	4
49097	"MB"	41	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	100	3
49098	"MB"	35	"Dona"	"Catalunya"	7	5	0	"Castellà"	"Català"	100	4
49099	"MB"	56	"Home"	"Catalunya"	3	5	0	"Català"	"Català"	100	3
49100	"MB"	56	"Home"	"Catalunya"	8	7	0	"Castellà"	"Català"	30	4
49101	"MB"	42	"Home"	"Catalunya"	8	7	0	"Castellà"	"Català"	50	4
49102	"MB"	46	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	50	4
49103	"MB"	36	"Home"	"Catalunya"	8	7	0	"Català"	"Castellà"	60	4
49104	"MB"	47	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	80	3
49105	"MB"	46	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49106	"MB"	51	"Home"	"Catalunya"	3	7	0	"Català"	"Català"	100	4
49109	"MB"	47	"Dona"	"Catalunya"	6	7	0	"Català"	"Català"	100	3
49110	"MB"	53	"Dona"	"Catalunya"	7	7	0	"Castellà"	"Català"	80	2
49111	"MB"	66	"Dona"	"Catalunya"	7	7	0	"Castellà"	"Català"	100	2
49114	"MB"	59	"Dona"	"Catalunya"	7	6	0	"Català"	"Català"	100	2
49115	"MB"	30	"Home"	"Catalunya"	8	7	0	"Castellà"	"Català"	50	5
49116	"MB"	46	"Dona"	"Catalunya"	8	5	1	"Castellà"	"Català"	80	2
49117	"MB"	53	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	80	4
49118	"MB"	54	"Home"	"Catalunya"	7	4	0	"Català"	"Català"	70	3
49119	"MB"	50	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	80	2
49120	"MB"	48	"Dona"	"Comunitat valenciana"	7	5	0	"Català"	"Català"	90	2
49121	"MB"	33	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	80	2
49123	"MB"	47	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	60	3
49125	"MB"	43	"Home"	"Catalunya"	2	7	0	"Català"	"Català"	70	2
49127	"MB"	41	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	50	3
49128	"MB"	38	"Dona"	"Catalunya"	8	7	0	"Castellà"	"Català"	30	5
49129	"MB"	37	"Dona"	"Balears"	8	6	0	"Castellà"	"Català"	90	2
49131	"MB"	25	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	80	3
49132	"MB"	60	"Dona"	"Catalunya"	6	4	0	"Castellà"	"Català"	100	4
49135	"MB"	47	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	60	4
49136	"MB"	49	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	70	3
49140	"MB"	69	"Home"	"Catalunya"	3	4	0	"Català"	"Català"	100	2
49143	"MB"	36	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	80	4
49146	"MB"	49	"Dona"	"Catalunya"	7	7	0	"Català"	"Castellà"	100	2
49148	"MB"	66	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	70	4
49149	"MB"	41	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	90	3
49150	"MB"	27	"Home"	"Catalunya"	8	7	0	"Català"	"Castellà"	10	4
49151	"MB"	46	"Home"	"Catalunya"	5	4	0	"Castellà"	"Català"	70	3
49152	"MB"	70	"Dona"	"Catalunya"	7	4	0	"Català"	"Català"	100	2
49153	"MB"	52	"Dona"	"Catalunya"	4	5	0	"Català"	"Català"	80	2
49154	"MB"	42	"Dona"	"Catalunya"	8	7	0	"Gallec"	"Català"	40	3
49155	"MB"	54	"Dona"	"Catalunya"	6	4	0	"Català"	"Català"	60	2
49156	"MB"	42	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	90	3
49157	"PC"	23	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49160	"MB"	29	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49161	"MB"	45	"Dona"	"Catalunya"	7	5	0	"Català"	"Castellà"	90	1
49162	"MB"	57	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	80	3
49163	"MB"	49	"Home"	"Catalunya"	6	4	0	"Català"	"Català"	90	2
49164	"MB"	61	"Home"	"Catalunya"	3	3	1	"Català"	"Català"	80	2
49166	"MB"	40	"Home"	"Catalunya"	7	5	0	"Català"	"Català"	60	2
49167	"MB"	70	"Dona"	"Catalunya"	6	4	0	"Català"	"Català"	100	3
49168	"MB"	24	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49171	"MB"	39	"Dona"	"Catalunya"	5	5	0	"Català"	"Català"	90	3
49172	"MB"	43	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	100	3
49174	"MB"	60	"Dona"	"Catalunya"	8	7	0	"Gallec"	"Català"	90	2
49175	"MB"	53	"Dona"	"Catalunya"	8	6	0	"Català"	"Català"	60	3
49176	"MB"	38	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	100	3
49177	"MB"	55	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	90	4
49179	"MB"	65	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	90	4
49182	"MB"	53	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	100	3
49187	"MB"	54	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	60	3
49188	"MB"	56	"Dona"	"Catalunya"	7	5	4	"Català"	"Castellà"	60	4
49189	"MB"	18	"Dona"	"Catalunya"	4	5	0	"Castellà"	"Català"	20	2
49191	"MB"	59	"Dona"	"Catalunya"	7	6	0	"Català"	"Català"	100	2
49192	"MB"	43	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49193	"MB"	72	"Dona"	"Catalunya"	2	7	0	"Català"	"Català"	100	1
49194	"MB"	50	"Dona"	"Catalunya"	7	7	0	"Català"	"Castellà"	50	7
49196	"MB"	57	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	70	3
49198	"MB"	49	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49199	"MB"	38	"Dona"	"Catalunya"	7	7	0	"Castellà"	"Català"	90	2
49201	"MB"	40	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49202	"MB"	55	"Dona"	"Catalunya"	6	4	0	"Català"	"Català"	90	1
49203	"MB"	46	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	4
49205	"MB"	53	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49207	"MB"	74	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	2
49208	"MB"	63	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	50	3
49211	"MB"	51	"Dona"	"Catalunya"	5	6	0	"Català"	"Català"	100	3
49212	"MB"	64	"Dona"	"Catalunya"	7	5	0	"Català"	"Castellà"	100	3
49214	"MB"	64	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	90	6
49216	"MB"	58	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	30	4
49217	"MB"	29	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	40	3
49218	"MB"	40	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	60	2
49219	"MB"	45	"Dona"	"Catalunya"	5	7	0	"Català"	"Català"	100	3
49222	"MB"	61	"Dona"	"Catalunya"	6	4	0	"Català"	"Català"	90	3
49223	"MB"	58	"Home"	"Catalunya"	3	6	0	"Català"	"Català"	100	2
49224	"MB"	34	"Dona"	"Catalunya"	5	7	0	"Català"	"Català"	60	3
49225	"MB"	56	"Dona"	"Catalunya"	7	6	0	"Català"	"Català"	100	3
49228	"MB"	51	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49229	"MB"	56	"Home"	"Catalunya"	7	5	0	"Català"	"Català"	80	3
49230	"MB"	41	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	80	3
49232	"MB"	68	"Home"	"Catalunya"	3	7	0	"Català"	"Català"	80	2
49233	"MB"	34	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	100	4
49234	"MB"	66	"Home"	"Catalunya"	6	5	0	"Català"	"Català"	80	2
49235	"MB"	64	"Home"	"Catalunya"	7	4	0	"Català"	"Català"	60	3
49236	"MB"	41	"Dona"	"Catalunya"	4	7	0	"Català"	"Català"	50	2
49237	"MB"	28	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	80	3
49238	"MB"	64	"Home"	"Catalunya"	7	4	0	"Català"	"Català"	80	2
49239	"MB"	65	"Dona"	"Catalunya"	7	7	0	"Català"	"Castellà"	90	2
49240	"MB"	50	"Home"	"Catalunya"	4	4	0	"Castellà"	"Català"	100	2
49241	"MB"	26	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49242	"MB"	65	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	50	5
49244	"MB"	52	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49246	"MB"	38	"Dona"	"Catalunya"	8	6	0	"Català"	"Català"	90	4
49247	"MB"	55	"Dona"	"Catalunya"	4	7	0	"Català"	"Català"	90	1
49248	"MB"	68	"Dona"	"Catalunya"	4	5	0	"Català"	"Català"	100	2
49251	"MB"	55	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	2
49255	"MB"	46	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	4
49257	"MB"	41	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	40	3
49258	"MB"	52	"Dona"	"Catalunya"	4	7	0	"Castellà"	"Català"	90	3
49259	"MB"	44	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	60	4
49260	"MB"	58	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49261	"MB"	67	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49263	"MB"	52	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	4
49264	"MB"	38	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49266	"MB"	43	"Dona"	"Catalunya"	7	5	0	"Català"	"Castellà"	60	2
49270	"MB"	45	"Dona"	"Catalunya"	8	5	1	"Català"	"Castellà"	80	3
49271	"MB"	38	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	70	3
49277	"MB"	55	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	90	2
49279	"MB"	46	"Home"	"Catalunya"	5	5	0	"Català"	"Català"	80	3
49280	"MB"	65	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	90	6
49282	"MB"	51	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	90	4
49283	"MB"	63	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49284	"MB"	24	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	100	2
49285	"MB"	46	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	70	4
49286	"MB"	23	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	2
49288	"MB"	24	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	100	4
49289	"MB"	41	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49290	"MB"	31	"Home"	"Catalunya"	5	7	0	"Català"	"Català"	100	3
49291	"MB"	73	"Home"	"Catalunya"	2	4	0	"Català"	"Català"	90	2
49292	"MB"	45	"Dona"	"Catalunya"	6	5	0	"Català"	"Català"	70	2
49294	"MB"	51	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49295	"MB"	58	"Dona"	"Catalunya"	7	4	0	"Català"	"Català"	90	4
49296	"MB"	49	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	2
49298	"MB"	40	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49300	"MB"	20	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	4
49302	"MB"	29	"Dona"	"Resta d'Espanya"	7	7	0	"Català"	"Català"	50	4
49303	"MB"	18	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49304	"MB"	45	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	1
49305	"MB"	62	"Home"	"Catalunya"	8	5	0	"Català"	"Català"	60	2
49307	"MB"	31	"Dona"	"Catalunya"	4	7	0	"Català"	"Català"	100	3
49309	"MB"	28	"Home"	"Catalunya"	8	5	0	"Català"	"Castellà"	90	3
49312	"MB"	46	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	50	4
49314	"MB"	60	"Dona"	"Catalunya"	6	5	0	"Català"	"Català"	90	1
49315	"MB"	64	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	70	3
49317	"MB"	49	"Home"	"Catalunya"	6	4	0	"Català"	"Català"	90	2
49318	"MB"	56	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	4
49319	"MB"	41	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49322	"MB"	62	"Dona"	"Catalunya"	7	4	0	"Castellà"	"Català"	90	4
49323	"MB"	44	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	100	3
49324	"MB"	68	"Home"	"Catalunya"	8	4	0	"Català"	"Castellà"	90	3
49325	"MB"	55	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	100	2
49326	"MB"	29	"Dona"	"Catalunya"	7	6	0	"Català"	"Català"	90	4
49329	"MB"	41	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	100	3
49331	"MB"	54	"Home"	"Catalunya"	5	4	0	"Català"	"Castellà"	80	3
49332	"MB"	26	"Home"	"Catalunya"	5	7	0	"Català"	"Català"	70	3
49333	"MB"	47	"Dona"	"Catalunya"	3	7	0	"Català"	"Català"	100	2
49334	"MB"	65	"Dona"	"Catalunya"	7	5	1	"Català"	"Català"	100	4
49336	"MB"	23	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	2
49337	"MB"	39	"Home"	"Catalunya"	4	5	0	"Català"	"Català"	70	2
49338	"MB"	40	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	40	3
49339	"MB"	43	"Home"	"Catalunya"	7	5	0	"Català"	"Català"	90	2
49341	"MB"	35	"Home"	"Catalunya"	7	5	0	"Català"	"Català"	90	3
49343	"MB"	68	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	4
49344	"MB"	41	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	50	3
49346	"MB"	50	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	80	2
49347	"MB"	31	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	90	4
49348	"MB"	67	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	2
49349	"MB"	66	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	100	4
49350	"MB"	51	"Dona"	"Catalunya"	7	7	0	"Castellà"	"Català"	100	2
49351	"MB"	62	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49354	"MB"	39	"Dona"	"Balears"	7	7	0	"Català"	"Català"	100	2
49356	"MB"	50	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	100	3
49358	"MB"	51	"Home"	"Catalunya"	3	7	0	"Català"	"Català"	70	3
49359	"MB"	67	"Dona"	"Catalunya"	2	5	0	"Català"	"Català"	90	2
49360	"MB"	71	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	90	4
49361	"MB"	33	"Home"	"Catalunya"	8	7	0	"Català"	"Català"	90	2
49363	"MB"	38	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	80	3
49364	"MB"	43	"Dona"	"Comunitat valenciana"	7	7	0	"Català"	"Català"	90	3
49365	"MB"	65	"Dona"	"Catalunya"	3	7	0	"Català"	"Castellà"	100	2
49366	"MB"	64	"Home"	"Resta d'Espanya"	7	7	0	"Basc"	"Català"	90	2
49367	"MB"	41	"Dona"	"Catalunya"	7	6	0	"Català"	"Català"	90	3
49369	"MB"	42	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	100	3
49370	"MB"	45	"Dona"	"Catalunya"	5	7	0	"Català"	"Català"	100	2
49372	"MB"	40	"Home"	"Catalunya"	5	7	0	"Català"	"Català"	100	1
49374	"MB"	74	"Dona"	"Catalunya"	7	5	0	"Català"	"Català"	90	5
49375	"MB"	50	"Home"	"Catalunya"	4	5	0	"Català"	"Castellà"	100	4
49379	"MB"	62	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49380	"MB"	50	"Dona"	"Catalunya"	6	6	0	"Gallec"	"Català"	90	2
49382	"MB"	32	"Dona"	"Catalunya"	8	5	0	"Català"	"Català"	80	3
49383	"MB"	55	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	80	2
49386	"MB"	40	"Dona"	"Catalunya"	5	7	0	"Català"	"Català"	100	3
49388	"MB"	44	"Home"	"Catalunya"	2	7	0	"Català"	"Català"	90	2
49392	"MB"	47	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	60	4
49393	"MB"	47	"Dona"	"Catalunya"	8	7	0	"Català"	"Castellà"	60	2
49394	"PC"	55	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49395	"MB"	52	"Dona"	"Balears"	7	7	0	"Català"	"Català"	100	2
49397	"MB"	55	"Dona"	"Catalunya"	8	7	0	"Català"	"Català"	100	3
49398	"MB"	58	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	3
49399	"MB"	48	"Dona"	"Catalunya"	6	5	0	"Català"	"Català"	60	3
49400	"MB"	59	"Dona"	"Catalunya"	3	7	0	"Català"	"Català"	100	2
49401	"MB"	50	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	4
49402	"MB"	67	"Home"	"Catalunya"	7	7	0	"Català"	"Català"	100	4
49403	"MB"	66	"Dona"	"Catalunya"	7	7	0	"Català"	"Català"	90	2
49404	"MB"	51	"Home"	"Catalunya"	3	7	0	"Català"	"Català"	100	4
49406	"MB"	46	"Home"	"Catalunya"	6	7	0	"Català"	"Català"	90	1
49407	"MB"	50	"Home"	"Catalunya"	6	5	0	"Català"	"Català"	100	4
49409	"MB"	64	"Dona"	"Catalunya"	7	7	1	"Català"	"Català"	50	3
