Cit2;Cit1;ID;age;gender;hand;resp;RTs;accuracy
Napoli;Bologna;valentina45;21;FALSE;DX;a;1120,8;1
Napoli;Bologna;gaia4;19;FALSE;DX;a;1213;1
Napoli;Bologna;GiorgioLazzari;24;M;DX;a;944,6;1
Napoli;Bologna;denise33;21;FALSE;DX;a;1586,9;1
Napoli;Bologna;andrea40;20;M;DX;a;1119,8;1
Napoli;Bologna;CS;27;FALSE;DX;a;1098,3;1
Napoli;Bologna;giulia23;22;FALSE;DX;a;675;1
Napoli;Bologna;gaia60;20;FALSE;DX;a;1180,6;1
Napoli;Bologna;Sonia;26;FALSE;DX;a;1056,6;1
Napoli;Bologna;nicola19;23;M;DX;a;1234,4;1
Napoli;Bologna;edoardo52;23;M;DX;a;908;1
Napoli;Bologna;chiara38;20;FALSE;DX;a;1050,6;1
Napoli;Bologna;Laura66;20;FALSE;DX;a;1109;1
Napoli;Bologna;manfredi25;22;M;DX;a;1040,5;1
Napoli;Bologna;laura9;26;FALSE;DX;a;678,3;1
Napoli;Bologna;martina3;21;FALSE;DX;a;1068,2;1
Napoli;Bologna;alex35;28;M;DX;a;2427,5;1
Napoli;Bologna;elia6;20;M;DX;a;1359;1
Napoli;Bologna;giorgia55;22;FALSE;DX;a;678,3;1
Napoli;Bologna;samuele47;24;M;DX;a;1360,4;1
Napoli;Bologna;martina49;22;FALSE;DX;a;729,2;1
Napoli;Bologna;elena56;22;FALSE;DX;a;744,6;1
Napoli;Bologna;gf2002;20;f;dx;a;871,6;1
Napoli;Bologna;SB2001;21;FALSE;DX;a;979;1
Napoli;Bologna;CAL1999;23;FALSE;DX;a;930,9;1
Napoli;Bolzano;Laura66;20;FALSE;DX;a;1127;1
Napoli;Bolzano;denise33;21;FALSE;DX;a;756,1;1
Napoli;Bolzano;alex35;28;M;DX;a;939,1;1
Napoli;Bolzano;andra12;23;FALSE;DX;a;915,025;1
Napoli;Bolzano;valentina48;21;FALSE;DX;a;768,4;1
Napoli;Bolzano;federica17;22;FALSE;DX;a;1912,9;1
Napoli;Bolzano;martina49;22;FALSE;DX;a;816,8;1
Napoli;Bolzano;sean27;27;M;DX;a;1101;1
Napoli;Bolzano;samuele42;21;M;SX;a;1373,2;1
Napoli;Bolzano;Eleonora;28;FALSE;DX;a;993,5;1
Napoli;Bolzano;lorenzo64;20;M;DX;a;2040;1
Napoli;Bolzano;laura9;26;FALSE;DX;a;899,9;1
Napoli;Bolzano;giulia28;25;FALSE;dx;a;961;1
Napoli;Bolzano;alissa59;20;FALSE;DX;a;2288;1
Napoli;Bolzano;LF1998;24;FALSE;DX;a;943;1
Napoli;Bolzano;ilenia70;24;FALSE;DX;a;1727;1
Napoli;Bolzano;martina54;28;FALSE;SX;a;1108;1
Napoli;Bolzano;marta57;32;FALSE;DX;a;1385;1
Napoli;Bolzano;SB2001;21;FALSE;DX;a;1103;1
Napoli;Bolzano;gaia4;19;FALSE;DX;a;1543,5;1
Napoli;Bolzano;SF2002;20;FALSE;SX;a;1529,7;1
Napoli;Bolzano;alessia69;26;FALSE;DX;a;1098;1
Napoli;Bolzano;gf2002;20;f;dx;a;954,4;1
Napoli;Bolzano;samuele47;24;M;DX;a;1084,2;1
Napoli;Bolzano;chiara38;20;FALSE;DX;a;1630,6;1
Napoli;Bolzano;arianna18;21;FALSE;DX;a;826;1
Napoli;Bolzano;emanuela36;20;FALSE;DX;a;1329;1
Napoli;Bolzano;susanna2;21;FALSE;DX;a;888,5;1
Napoli;Bolzano;serena;25;FALSE;DX;a;1390,9;1
Napoli;Bolzano;martina3;21;FALSE;DX;a;1318,1;1
Napoli;Bolzano;riccardo72;22;M;DX;a;888,6;1
Napoli;Bolzano;lucrezia26;21;FALSE;DX;a;810,7;1
Napoli;Bolzano;giorgia55;22;FALSE;DX;a;763,5;1
Napoli;Bolzano;giulia23;22;FALSE;DX;a;2139;1
Napoli;Bolzano;sara71;21;FALSE;DX;a;1185,3;1
Napoli;Bolzano;elia6;20;M;DX;a;1323,3;1
Napoli;Bolzano;GiorgioLazzari;24;M;DX;a;1350,7;1
Napoli;Bolzano;SD1999;23;FALSE;DX;a;1505,7;1
Napoli;Bolzano;francesco68;27;M;SX;a;1352,6;1
Napoli;Bolzano; irene1;24;FALSE;DX;a;1003;1
Napoli;Bolzano;ilaria51;24;FALSE;DX;l;995,4;0
Napoli;Bolzano;eleonora13;20;FALSE;DX;a;872,7;1
Napoli;Bolzano;manfredi25;22;M;DX;a;1174,1;1
Napoli;Bolzano;elena56;22;FALSE;DX;a;1386,1;1
Napoli;Bolzano;edoardo52;23;M;DX;a;1076;1
Napoli;Bolzano;andrea40;20;M;DX;a;1279,2;1
Napoli;Bolzano;elide10;24;FALSE;DX;a;767,6;1
Napoli;Bolzano;cristina16;20;FALSE;DX;a;1128,5;1
Napoli;Bolzano;gaia60;20;FALSE;DX;a;1999,4;1
Napoli;Bolzano;vittoria67;23;FALSE;DX;a;1915,8;1
Napoli;Bolzano;iacopo50;21;M;DX;a;1325,5;1
Napoli;Bolzano;CS;27;FALSE;DX;a;822;1
Napoli;Bolzano;Sonia;26;FALSE;DX;a;1672,6;1
Napoli;Bolzano;nicola19;23;M;DX;a;2684,5;1
Napoli;Bolzano;  iliaria37;21;FALSE;SX;a;1090,9;1
Napoli;Bolzano;CAL1999;23;FALSE;DX;a;808,3;1
Napoli;Bolzano;valentina45;21;FALSE;DX;a;1314,6;1
Napoli;Foggia;serena;25;FALSE;DX;l;1660,7;1
Napoli;Foggia;riccardo72;22;M;DX;l;1322,2;1
Napoli;Foggia;elena56;22;FALSE;DX;a;744;0
Napoli;Foggia;ilaria51;24;FALSE;DX;a;1196,3;0
Napoli;Foggia;sean27;27;M;DX;l;2352;1
Napoli;Foggia;SD1999;23;FALSE;DX;l;2878,3;1
Napoli;Foggia;elia6;20;M;DX;l;1081,5;1
Napoli;Foggia;gf2002;20;f;dx;l;2803,4;1
Napoli;Foggia;valentina45;21;FALSE;DX;a;953,9;0
Napoli;Foggia;chiara38;20;FALSE;DX;l;1702;1
Napoli;Foggia;martina3;21;FALSE;DX;l;1063;1
Napoli;Foggia;sara71;21;FALSE;DX;a;2074,4;0
Napoli;Foggia;giulia23;22;FALSE;DX;l;1536;1
Napoli;Foggia;martina49;22;FALSE;DX;l;1465,5;1
Napoli;Foggia;GiorgioLazzari;24;M;DX;l;1525,5;1
Napoli;Foggia;alex35;28;M;DX;a;1471,6;0
Napoli;Foggia;vittoria67;23;FALSE;DX;l;2032,4;1
Napoli;Foggia;alissa59;20;FALSE;DX;a;1720;0
Napoli;Foggia;andra12;23;FALSE;DX;a;1252,105;0
Napoli;Foggia;  iliaria37;21;FALSE;SX;a;2011,1;0
Napoli;Foggia;arianna18;21;FALSE;DX;a;1002,7;0
Napoli;Foggia;CAL1999;23;FALSE;DX;a;1883,3;0
Napoli;Foggia;iacopo50;21;M;DX;l;1046,7;1
Napoli;Foggia;CS;27;FALSE;DX;a;2262,4;0
Napoli;Foggia;marta57;32;FALSE;DX;a;1319;0
Napoli;Foggia;laura9;26;FALSE;DX;a;1498,3;0
Napoli;Foggia;alessia69;26;FALSE;DX;a;1082,1;0
Napoli;Foggia;samuele47;24;M;DX;a;1238;0
Napoli;Foggia;eleonora13;20;FALSE;DX;l;1424,5;1
Napoli;Foggia;martina54;28;FALSE;SX;l;1306,8;1
Napoli;Foggia;manfredi25;22;M;DX;a;2627,2;0
Napoli;Foggia;lucrezia32;22;FALSE;DX ;l;2030;1
Napoli;Foggia;lorenzo64;20;M;DX;l;1577;1
Napoli;Foggia;SF2002;20;FALSE;SX;l;1365,9;1
Napoli;Foggia;SB2001;21;FALSE;DX;l;1447;1
Napoli;Foggia;LF1998;24;FALSE;DX;a;2475;0
Napoli;Foggia;federica17;22;FALSE;DX;l;1200,1;1
Napoli;Foggia;gaia4;19;FALSE;DX;a;1487,1;0
Napoli;Foggia;francesco68;27;M;SX;l;941;1
Napoli;Foggia;denise33;21;FALSE;DX;a;953,5;0
Napoli;Foggia;lucrezia26;21;FALSE;DX;l;1833,5;1
Napoli;Foggia;valentina48;21;FALSE;DX;l;1245;1
Napoli;Foggia;giorgia55;22;FALSE;DX;l;629;1
Napoli;Foggia;cristina16;20;FALSE;DX;l;1412,6;1
Napoli;Foggia; irene1;24;FALSE;DX;a;1021;0
Napoli;Foggia;andrea40;20;M;DX;l;1680,2;1
Napoli;Foggia;Laura66;20;FALSE;DX;l;1377;1
Napoli;Foggia;giulia28;25;FALSE;dx;l;841;1
Napoli;Foggia;Eleonora;28;FALSE;DX;a;1246;0
Napoli;Foggia;elide10;24;FALSE;DX;l;1417,2;1
Napoli;Foggia;samuele42;21;M;SX;l;1684,3;1
Napoli;Foggia;Sonia;26;FALSE;DX;l;2095,2;1
Napoli;Foggia;susanna2;21;FALSE;DX;l;1472,4;1
Napoli;Grosseto;alex35;28;M;DX;a;1211,6;1
Napoli;Grosseto;andra12;23;FALSE;DX;a;1069,745;1
Napoli;Grosseto;samuele47;24;M;DX;a;1873,4;1
Napoli;Grosseto;elide10;24;FALSE;DX;a;1017,7;1
Napoli;Grosseto;samuele42;21;M;SX;a;2693,6;1
Napoli;Grosseto;vittoria67;23;FALSE;DX;a;1027,7;1
Napoli;Grosseto;valentina45;21;FALSE;DX;a;1362,7;1
Napoli;Grosseto;laura9;26;FALSE;DX;a;882,7;1
Napoli;Grosseto;GiorgioLazzari;24;M;DX;a;823,3;1
Napoli;Grosseto;iacopo50;21;M;DX;a;1608,7;1
Napoli;Grosseto;ilaria51;24;FALSE;DX;l;1398,6;0
Napoli;Grosseto;eleonora13;20;FALSE;DX;a;1201;1
Napoli;Grosseto;martina3;21;FALSE;DX;a;768,2;1
Napoli;Grosseto;elia6;20;M;DX;a;920,9;1
Napoli;Grosseto;alissa59;20;FALSE;DX;a;1393;1
Napoli;Grosseto;giulia23;22;FALSE;DX;a;1651;1
Napoli;Grosseto;cristina16;20;FALSE;DX;l;1567;0
Napoli;Grosseto;martina49;22;FALSE;DX;a;1064;1
Napoli;Grosseto;marta57;32;FALSE;DX;a;2070;1
Napoli;Grosseto;giorgia55;22;FALSE;DX;a;1045;1
Napoli;Grosseto;CS;27;FALSE;DX;l;1582,9;0
Napoli;Grosseto;LF1998;24;FALSE;DX;a;841;1
Napoli;Grosseto;arianna18;21;FALSE;DX;a;1163;1
Napoli;Grosseto;gf2002;20;f;dx;a;985,3;1
Napoli;Grosseto;giulia28;25;FALSE;dx;a;1196;1
Napoli;Grosseto;ilenia70;24;FALSE;DX;a;1397;1
Napoli;Grosseto;martina54;28;FALSE;SX;a;650,4;1
Napoli;Grosseto;francesco68;27;M;SX;a;833,5;1
Napoli;Grosseto;SD1999;23;FALSE;DX;a;956,1;1
Napoli;Grosseto;chiara38;20;FALSE;DX;a;1167,5;1
Napoli;Grosseto;susanna2;21;FALSE;DX;a;890,9;1
Napoli;Grosseto;federica17;22;FALSE;DX;a;1176,7;1
Napoli;Grosseto;Sonia;26;FALSE;DX;a;2041,7;1
Napoli;Grosseto;gaia4;19;FALSE;DX;a;1446,1;1
Napoli;Grosseto;lucrezia32;22;FALSE;DX ;a;1753;1
Napoli;Grosseto;SF2002;20;FALSE;SX;a;1329,8;1
Napoli;Grosseto;riccardo72;22;M;DX;l;1967,3;0
Napoli;Grosseto;Laura66;20;FALSE;DX;a;1959;1
Napoli;Grosseto;CAL1999;23;FALSE;DX;a;1362,3;1
Napoli;Grosseto;sean27;27;M;DX;a;999;1
Napoli;Grosseto;serena;25;FALSE;DX;a;2088,3;1
Napoli;Grosseto;emanuela36;20;FALSE;DX;a;1613;1
Napoli;Grosseto;manfredi25;22;M;DX;a;1640;1
Napoli;Grosseto;denise33;21;FALSE;DX;l;769,5;0
Napoli;Grosseto; irene1;24;FALSE;DX;a;988;1
Napoli;Grosseto;SB2001;21;FALSE;DX;a;944;1
Napoli;Grosseto;valentina48;21;FALSE;DX;a;1165,7;1
Napoli;Grosseto;edoardo52;23;M;DX;a;1042;1
Napoli;Grosseto;Eleonora;28;FALSE;DX;l;1769,4;0
Napoli;Grosseto;andrea40;20;M;DX;a;1086,7;1
Napoli;Grosseto;sara71;21;FALSE;DX;a;1360,4;1
Napoli;Grosseto;alessia69;26;FALSE;DX;a;1298,4;1
Napoli;Grosseto;lucrezia26;21;FALSE;DX;l;736,4;0
Napoli;Grosseto;nicola19;23;M;DX;a;2522,2;1
Napoli;Grosseto;elena56;22;FALSE;DX;a;946,8;1
Napoli;Latina;lorenzo64;20;M;DX;a;1455;1
Napoli;Latina;samuele47;24;M;DX;a;1598,2;1
Napoli;Latina;serena;25;FALSE;DX;a;1884,3;1
Napoli;Latina;riccardo72;22;M;DX;l;1206,7;0
Napoli;Latina;nicola19;23;M;DX;a;2334,2;1
Napoli;Latina;marta57;32;FALSE;DX;a;922;1
Napoli;Latina;andrea40;20;M;DX;a;1795,3;1
Napoli;Latina;valentina48;21;FALSE;DX;a;887;1
Napoli;Latina;Sonia;26;FALSE;DX;a;1814;1
Napoli;Latina;chiara38;20;FALSE;DX;a;1778;1
Napoli;Latina;giulia23;22;FALSE;DX;a;1203;1
Napoli;Latina;gf2002;20;f;dx;a;921,2;1
Napoli;Latina;GiorgioLazzari;24;M;DX;a;1344,5;1
Napoli;Latina; irene1;24;FALSE;DX;a;1362;1
Napoli;Latina;  iliaria37;21;FALSE;SX;a;1408,1;1
Napoli;Latina;SD1999;23;FALSE;DX;a;1243,2;1
Napoli;Latina;laura9;26;FALSE;DX;a;1399,2;1
Napoli;Latina;elide10;24;FALSE;DX;l;635,6;0
Napoli;Latina;andra12;23;FALSE;DX;l;2278,115;0
Napoli;Latina;denise33;21;FALSE;DX;a;885,1;1
Napoli;Latina;valentina45;21;FALSE;DX;a;1013,2;1
Napoli;Latina;lucrezia32;22;FALSE;DX ;a;2911;1
Napoli;Latina;federica17;22;FALSE;DX;a;1095,8;1
Napoli;Latina;giulia28;25;FALSE;dx;a;1630;1
Napoli;Latina;eleonora13;20;FALSE;DX;a;1002,2;1
Napoli;Latina;alessia69;26;FALSE;DX;a;1096,3;1
Napoli;Latina;Eleonora;28;FALSE;DX;a;2699,1;1
Napoli;Latina;sean27;27;M;DX;a;994;1
Napoli;Latina;CAL1999;23;FALSE;DX;a;1942,6;1
Napoli;Latina;SF2002;20;FALSE;SX;a;1345,9;1
Napoli;Latina;edoardo52;23;M;DX;a;1745;1
Napoli;Latina;SB2001;21;FALSE;DX;a;1362;1
Napoli;Latina;francesco68;27;M;SX;a;1255,3;1
Napoli;Latina;sara71;21;FALSE;DX;a;1777,3;1
Napoli;Latina;LF1998;24;FALSE;DX;a;928;1
Napoli;Latina;Laura66;20;FALSE;DX;a;1613;1
Napoli;Latina;susanna2;21;FALSE;DX;a;965,5;1
Napoli;Latina;CS;27;FALSE;DX;l;1405,2;0
Napoli;Latina;cristina16;20;FALSE;DX;a;2046,9;1
Napoli;Latina;manfredi25;22;M;DX;a;1518,8;1
Napoli;Latina;arianna18;21;FALSE;DX;a;2986,3;1
Napoli;Latina;vittoria67;23;FALSE;DX;a;962,3;1
Napoli;Latina;iacopo50;21;M;DX;l;2457,9;0
Napoli;Latina;alissa59;20;FALSE;DX;a;2811;1
Napoli;Latina;martina3;21;FALSE;DX;a;2350,7;1
Napoli;Latina;martina49;22;FALSE;DX;a;748,1;1
Napoli;Latina;emanuela36;20;FALSE;DX;a;1422;1
Napoli;Latina;giorgia55;22;FALSE;DX;a;811,1;1
Napoli;Latina;gaia4;19;FALSE;DX;a;1801;1
Napoli;Latina;lucrezia26;21;FALSE;DX;l;782,2;0
Napoli;Latina;elia6;20;M;DX;a;1831,5;1
Napoli;Latina;ilenia70;24;FALSE;DX;a;1828;1
Napoli;Latina;elena56;22;FALSE;DX;a;965,6;1
Napoli;Latina;martina54;28;FALSE;SX;a;1484,7;1
Napoli;Latina;ilaria51;24;FALSE;DX;a;800,8;1
Napoli;Latina;alex35;28;M;DX;a;1572,2;1
Napoli;Livorno;Eleonora;28;FALSE;DX;l;2181,7;0
Napoli;Livorno;valentina48;21;FALSE;DX;a;927,8;1
Napoli;Livorno;samuele47;24;M;DX;a;1058,4;1
Napoli;Livorno;martina49;22;FALSE;DX;a;1102,6;1
Napoli;Livorno;lucrezia32;22;FALSE;DX ;l;1330;0
Napoli;Livorno;arianna18;21;FALSE;DX;a;1293,1;1
Napoli;Livorno;andra12;23;FALSE;DX;a;1035,71;1
Napoli;Livorno;SF2002;20;FALSE;SX;a;2828,2;1
Napoli;Livorno;eleonora13;20;FALSE;DX;a;1207,7;1
Napoli;Livorno;manfredi25;22;M;DX;a;2157,9;1
Napoli;Livorno;alessia69;26;FALSE;DX;a;853,3;1
Napoli;Livorno;edoardo52;23;M;DX;a;1608;1
Napoli;Livorno;elia6;20;M;DX;a;931,7;1
Napoli;Livorno;alex35;28;M;DX;a;1170,6;1
Napoli;Livorno;iacopo50;21;M;DX;a;1326,1;1
Napoli;Livorno;cristina16;20;FALSE;DX;a;1696,4;1
Napoli;Livorno;lucrezia26;21;FALSE;DX;a;1140,7;1
Napoli;Livorno;GiorgioLazzari;24;M;DX;a;740,8;1
Napoli;Livorno;Sonia;26;FALSE;DX;a;1074,5;1
Napoli;Livorno;laura9;26;FALSE;DX;a;781,9;1
Napoli;Livorno; irene1;24;FALSE;DX;a;1200;1
Napoli;Livorno;gf2002;20;f;dx;a;853,6;1
Napoli;Livorno;francesco68;27;M;SX;a;905,5;1
Napoli;Livorno;riccardo72;22;M;DX;a;1054,2;1
Napoli;Livorno;elide10;24;FALSE;DX;a;1000,3;1
Napoli;Livorno;vittoria67;23;FALSE;DX;a;1047,7;1
Napoli;Livorno;susanna2;21;FALSE;DX;a;832,3;1
Napoli;Livorno;nicola19;23;M;DX;a;2650,9;1
Napoli;Livorno;chiara38;20;FALSE;DX;a;1714,1;1
Napoli;Livorno;giorgia55;22;FALSE;DX;a;785,3;1
Napoli;Livorno;ilenia70;24;FALSE;DX;a;1976;1
Napoli;Livorno;elena56;22;FALSE;DX;a;1079,4;1
Napoli;Livorno;Laura66;20;FALSE;DX;a;1059;1
Napoli;Livorno;LF1998;24;FALSE;DX;a;1040;1
Napoli;Livorno;valentina45;21;FALSE;DX;a;964,8;1
Napoli;Livorno;andrea40;20;M;DX;a;1876;1
Napoli;Livorno;alissa59;20;FALSE;DX;a;1185;1
Napoli;Livorno;SD1999;23;FALSE;DX;a;2342,3;1
Napoli;Livorno;ilaria51;24;FALSE;DX;a;1691,8;1
Napoli;Livorno;emanuela36;20;FALSE;DX;a;981;1
Napoli;Livorno;gaia4;19;FALSE;DX;a;2897,6;1
Napoli;Livorno;lorenzo64;20;M;DX;a;2574;1
Napoli;Livorno;martina54;28;FALSE;SX;a;871,6;1
Napoli;Livorno;marta57;32;FALSE;DX;a;1064;1
Napoli;Livorno;CS;27;FALSE;DX;a;1358,8;1
Napoli;Livorno;martina3;21;FALSE;DX;a;1117,8;1
Napoli;Livorno;  iliaria37;21;FALSE;SX;a;1315;1
Napoli;Livorno;giulia28;25;FALSE;dx;a;1577;1
Napoli;Livorno;SB2001;21;FALSE;DX;a;912;1
Napoli;Livorno;sean27;27;M;DX;a;862;1
Napoli;Livorno;denise33;21;FALSE;DX;a;1871;1
Napoli;Livorno;sara71;21;FALSE;DX;a;1042,6;1
Napoli;Livorno;gaia60;20;FALSE;DX;a;2414,4;1
Napoli;Livorno;serena;25;FALSE;DX;a;1290,8;1
Napoli;Livorno;CAL1999;23;FALSE;DX;a;1264,9;1
Napoli;Livorno;federica17;22;FALSE;DX;a;1401,1;1
Napoli;Perugia;lucrezia26;21;FALSE;DX;a;893,8;1
Napoli;Perugia;martina49;22;FALSE;DX;a;828,5;1
Napoli;Perugia;arianna18;21;FALSE;DX;a;1170,3;1
Napoli;Perugia;gaia4;19;FALSE;DX;a;2426,9;1
Napoli;Perugia;iacopo50;21;M;DX;a;2058,4;1
Napoli;Perugia;chiara38;20;FALSE;DX;a;2574,2;1
Napoli;Perugia;ilenia70;24;FALSE;DX;a;1712;1
Napoli;Perugia;gf2002;20;f;dx;a;1851,6;1
Napoli;Perugia;valentina45;21;FALSE;DX;a;871,7;1
Napoli;Perugia;Eleonora;28;FALSE;DX;a;2246,2;1
Napoli;Perugia;nicola19;23;M;DX;a;2233,7;1
Napoli;Perugia;sean27;27;M;DX;a;1012;1
Napoli;Perugia;Laura66;20;FALSE;DX;a;960;1
Napoli;Perugia;elide10;24;FALSE;DX;a;1231,6;1
Napoli;Perugia;andra12;23;FALSE;DX;a;1832,905;1
Napoli;Perugia;susanna2;21;FALSE;DX;a;861,5;1
Napoli;Perugia;ilaria51;24;FALSE;DX;a;1558,7;1
Napoli;Perugia;vittoria67;23;FALSE;DX;a;1006,8;1
Napoli;Perugia;giulia23;22;FALSE;DX;a;1131;1
Napoli;Perugia;martina54;28;FALSE;SX;a;1451,7;1
Napoli;Perugia;manfredi25;22;M;DX;a;1208,6;1
Napoli;Perugia;laura9;26;FALSE;DX;a;1050,8;1
Napoli;Perugia;  iliaria37;21;FALSE;SX;a;1694,7;1
Napoli;Perugia;lucrezia32;22;FALSE;DX ;a;1491;1
Napoli;Perugia;valentina48;21;FALSE;DX;a;1611,5;1
Napoli;Perugia;riccardo72;22;M;DX;a;1738,7;1
Napoli;Perugia;GiorgioLazzari;24;M;DX;a;809,5;1
Napoli;Perugia;elena56;22;FALSE;DX;a;900,9;1
Napoli;Perugia;lorenzo64;20;M;DX;a;2443;1
Napoli;Perugia;cristina16;20;FALSE;DX;a;1403,2;1
Napoli;Perugia;samuele47;24;M;DX;a;2383,7;1
Napoli;Perugia;serena;25;FALSE;DX;a;1835,1;1
Napoli;Perugia;alessia69;26;FALSE;DX;a;1054,7;1
Napoli;Perugia;francesco68;27;M;SX;a;1478,7;1
Napoli;Perugia;alex35;28;M;DX;a;1106,9;1
Napoli;Perugia;CS;27;FALSE;DX;a;2146,2;1
Napoli;Perugia;emanuela36;20;FALSE;DX;a;2004;1
Napoli;Perugia; irene1;24;FALSE;DX;a;964;1
Napoli;Perugia;samuele42;21;M;SX;a;1853,9;1
Napoli;Perugia;denise33;21;FALSE;DX;a;982,5;1
Napoli;Perugia;LF1998;24;FALSE;DX;a;928;1
Napoli;Perugia;giulia28;25;FALSE;dx;a;907;1
Napoli;Perugia;edoardo52;23;M;DX;a;2425;1
Napoli;Perugia;federica17;22;FALSE;DX;a;1009,4;1
Napoli;Perugia;SD1999;23;FALSE;DX;a;1548,8;1
Napoli;Perugia;martina3;21;FALSE;DX;a;1268,7;1
Napoli;Perugia;Sonia;26;FALSE;DX;a;1540,5;1
Napoli;Perugia;elia6;20;M;DX;a;1041,8;1
Napoli;Perugia;sara71;21;FALSE;DX;a;1578,9;1
Napoli;Perugia;gaia60;20;FALSE;DX;a;1050,7;1
Napoli;Perugia;marta57;32;FALSE;DX;a;1131;1
Napoli;Perugia;giorgia55;22;FALSE;DX;a;769,2;1
Napoli;Perugia;eleonora13;20;FALSE;DX;a;992;1
Napoli;Perugia;SB2001;21;FALSE;DX;a;1048;1
Napoli;Pescara;marta57;32;FALSE;DX;a;1350;1
Napoli;Pescara;andra12;23;FALSE;DX;a;951,72;1
Napoli;Pescara;emanuela36;20;FALSE;DX;a;1635;1
Napoli;Pescara;Eleonora;28;FALSE;DX;a;2924,1;1
Napoli;Pescara;francesco68;27;M;SX;a;1741,7;1
Napoli;Pescara;federica17;22;FALSE;DX;a;1283,9;1
Napoli;Pescara;elide10;24;FALSE;DX;a;834,3;1
Napoli;Pescara;edoardo52;23;M;DX;a;1259;1
Napoli;Pescara;andrea40;20;M;DX;a;1954,9;1
Napoli;Pescara;CS;27;FALSE;DX;a;871,1;1
Napoli;Pescara;laura9;26;FALSE;DX;a;2365,6;1
Napoli;Pescara;Laura66;20;FALSE;DX;a;954;1
Napoli;Pescara;susanna2;21;FALSE;DX;a;1539,7;1
Napoli;Pescara;riccardo72;22;M;DX;a;1536,9;1
Napoli;Pescara;ilenia70;24;FALSE;DX;a;1943;1
Napoli;Pescara;giorgia55;22;FALSE;DX;a;906,2;1
Napoli;Pescara;eleonora13;20;FALSE;DX;a;1257,2;1
Napoli;Pescara;  iliaria37;21;FALSE;SX;l;1364;0
Napoli;Pescara;serena;25;FALSE;DX;a;1957,6;1
Napoli;Pescara;ilaria51;24;FALSE;DX;a;1175,7;1
Napoli;Pescara;sean27;27;M;DX;a;997;1
Napoli;Pescara;valentina48;21;FALSE;DX;a;1045,5;1
Napoli;Pescara;vittoria67;23;FALSE;DX;a;1052,6;1
Napoli;Pescara;denise33;21;FALSE;DX;a;934;1
Napoli;Pescara;nicola19;23;M;DX;a;2984,8;1
Napoli;Pescara;samuele47;24;M;DX;a;2986,3;1
Napoli;Pescara;GiorgioLazzari;24;M;DX;a;845,1;1
Napoli;Pescara;arianna18;21;FALSE;DX;a;1219,5;1
Napoli;Pescara;Sonia;26;FALSE;DX;l;2367,8;0
Napoli;Pescara;SD1999;23;FALSE;DX;a;1495,2;1
Napoli;Pescara;martina49;22;FALSE;DX;a;980;1
Napoli;Pescara;elena56;22;FALSE;DX;a;1145,5;1
Napoli;Pescara;gaia60;20;FALSE;DX;a;1915,2;1
Napoli;Pescara;giulia28;25;FALSE;dx;a;1103;1
Napoli;Pescara;iacopo50;21;M;DX;a;995,2;1
Napoli;Pescara;SF2002;20;FALSE;SX;a;1113,4;1
Napoli;Pescara;CAL1999;23;FALSE;DX;a;1258;1
Napoli;Pescara;chiara38;20;FALSE;DX;l;1849,4;0
Napoli;Pescara;elia6;20;M;DX;a;1139,5;1
Napoli;Pescara;gaia4;19;FALSE;DX;a;1814,4;1
Napoli;Pescara;gf2002;20;f;dx;a;2652,1;1
Napoli;Pescara;valentina45;21;FALSE;DX;a;1043,4;1
Napoli;Pescara;samuele42;21;M;SX;l;2299,1;0
Napoli;Pescara; irene1;24;FALSE;DX;l;1580;0
Napoli;Pescara;martina3;21;FALSE;DX;l;1101,4;0
Napoli;Pescara;giulia23;22;FALSE;DX;a;1443;1
Napoli;Pescara;lucrezia26;21;FALSE;DX;a;1460,4;1
Napoli;Pescara;lorenzo64;20;M;DX;a;1305;1
Napoli;Pescara;manfredi25;22;M;DX;a;1357,4;1
Napoli;Pescara;sara71;21;FALSE;DX;a;938;1
Napoli;Pescara;LF1998;24;FALSE;DX;a;1242;1
Napoli;Pescara;alex35;28;M;DX;a;1640,1;1
Napoli;Pescara;lucrezia32;22;FALSE;DX ;a;1428;1
Napoli;Pescara;SB2001;21;FALSE;DX;a;1028;1
Napoli;Rimini;valentina45;21;FALSE;DX;a;1282,6;1
Napoli;Rimini;elide10;24;FALSE;DX;a;1401,1;1
Napoli;Rimini;manfredi25;22;M;DX;a;977,1;1
Napoli;Rimini;vittoria67;23;FALSE;DX;a;1928,6;1
Napoli;Rimini;martina49;22;FALSE;DX;a;764,1;1
Napoli;Rimini;sara71;21;FALSE;DX;a;878,3;1
Napoli;Rimini;valentina48;21;FALSE;DX;a;885,5;1
Napoli;Rimini;cristina16;20;FALSE;DX;a;1625,7;1
Napoli;Rimini;gaia4;19;FALSE;DX;a;1711,6;1
Napoli;Rimini;francesco68;27;M;SX;a;1108,3;1
Napoli;Rimini;arianna18;21;FALSE;DX;a;1073;1
Napoli;Rimini;gf2002;20;f;dx;a;1256,9;1
Napoli;Rimini;alex35;28;M;DX;a;2482;1
Napoli;Rimini;edoardo52;23;M;DX;a;1010;1
Napoli;Rimini;giorgia55;22;FALSE;DX;a;661;1
Napoli;Rimini;  iliaria37;21;FALSE;SX;a;1990,2;1
Napoli;Rimini;emanuela36;20;FALSE;DX;a;1977;1
Napoli;Rimini;elia6;20;M;DX;a;975,8;1
