Cit2;Cit1;ID;age;gender;hand;resp;RTs;accuracy
Foggia;Napoli;gaia4;19;FALSE;DX;l;1269,7;0
Foggia;Napoli;arianna18;21;FALSE;DX;a;1000,3;1
Foggia;Napoli;giorgia55;22;FALSE;DX;a;787,3;1
Foggia;Napoli;CS;27;FALSE;DX;l;2522,5;0
Foggia;Perugia;elide10;24;FALSE;DX;a;1284;1
Foggia;Perugia;denise33;21;FALSE;DX;a;2134;1
Foggia;Perugia;valentina48;21;FALSE;DX;a;1756,1;1
Foggia;Perugia;edoardo52;23;M;DX;a;1341;1
Foggia;Perugia;GiorgioLazzari;24;M;DX;a;846,5;1
Foggia;Perugia;SD1999;23;FALSE;DX;a;2027,8;1
Foggia;Perugia;Eleonora;28;FALSE;DX;a;994,3;1
Foggia;Perugia;SF2002;20;FALSE;SX;a;1514,1;1
Foggia;Perugia;andrea40;20;M;DX;a;1576,4;1
Foggia;Perugia;alessia69;26;FALSE;DX;a;1793,2;1
Foggia;Perugia;francesco68;27;M;SX;a;945,5;1
Foggia;Perugia;valentina45;21;FALSE;DX;a;1553,5;1
Foggia;Perugia;lucrezia32;22;FALSE;DX ;a;2792;1
Foggia;Perugia;elena56;22;FALSE;DX;a;1067,2;1
Foggia;Perugia;Sonia;26;FALSE;DX;a;1728,2;1
Foggia;Perugia;martina54;28;FALSE;SX;a;1073,8;1
Foggia;Perugia;arianna18;21;FALSE;DX;a;1317,9;1
Foggia;Perugia;eleonora13;20;FALSE;DX;a;1175,7;1
Foggia;Perugia;serena;25;FALSE;DX;a;1505,7;1
Foggia;Perugia;gaia60;20;FALSE;DX;a;1885,6;1
Foggia;Perugia;lorenzo64;20;M;DX;a;1602;1
Foggia;Perugia;elia6;20;M;DX;a;1171,4;1
Foggia;Perugia;vittoria67;23;FALSE;DX;a;2629,4;1
Foggia;Perugia;giulia23;22;FALSE;DX;a;2937;1
Foggia;Perugia;samuele47;24;M;DX;l;2276,8;0
Foggia;Perugia;  iliaria37;21;FALSE;SX;l;2771,8;0
Foggia;Perugia;emanuela36;20;FALSE;DX;a;2215;1
Foggia;Perugia;ilenia70;24;FALSE;DX;a;1756;1
Foggia;Perugia;lucrezia26;21;FALSE;DX;a;1019,8;1
Foggia;Perugia;CS;27;FALSE;DX;a;1400,5;1
Foggia;Perugia;chiara38;20;FALSE;DX;a;1352,5;1
Foggia;Perugia;LF1998;24;FALSE;DX;a;1048;1
Foggia;Perugia;manfredi25;22;M;DX;a;1959,5;1
Foggia;Perugia;martina3;21;FALSE;DX;a;901,8;1
Foggia;Perugia;cristina16;20;FALSE;DX;a;1869,1;1
Foggia;Perugia;alex35;28;M;DX;a;1371,3;1
Foggia;Perugia;CAL1999;23;FALSE;DX;a;1867,2;1
Foggia;Perugia;martina49;22;FALSE;DX;a;765,5;1
Foggia;Perugia;iacopo50;21;M;DX;a;1438,7;1
Foggia;Perugia;laura9;26;FALSE;DX;a;1349,1;1
Foggia;Perugia;giorgia55;22;FALSE;DX;a;1022,6;1
Foggia;Perugia;SB2001;21;FALSE;DX;a;1249;1
Foggia;Perugia;gaia4;19;FALSE;DX;a;1495,1;1
Foggia;Perugia;Laura66;20;FALSE;DX;a;1574;1
Foggia;Perugia;nicola19;23;M;DX;a;1967,6;1
Foggia;Perugia;sean27;27;M;DX;a;1986;1
Foggia;Perugia;andra12;23;FALSE;DX;a;1458,91;1
Foggia;Perugia;ilaria51;24;FALSE;DX;a;1142,9;1
Foggia;Perugia; irene1;24;FALSE;DX;a;1104;1
Foggia;Perugia;federica17;22;FALSE;DX;a;1134;1
Foggia;Perugia;giulia28;25;FALSE;dx;a;1577;1
Foggia;Pescara;giorgia55;22;FALSE;DX;a;905,8;1
Foggia;Pescara;martina49;22;FALSE;DX;a;1295,4;1
Foggia;Pescara;  iliaria37;21;FALSE;SX;l;1373,7;0
Foggia;Pescara;samuele47;24;M;DX;l;2099,1;0
Foggia;Pescara;lucrezia32;22;FALSE;DX ;a;1522;1
Foggia;Pescara;LF1998;24;FALSE;DX;a;1076;1
Foggia;Pescara;GiorgioLazzari;24;M;DX;a;910,2;1
Foggia;Pescara;federica17;22;FALSE;DX;a;1042,1;1
Foggia;Pescara;CS;27;FALSE;DX;a;1376,4;1
Foggia;Pescara;nicola19;23;M;DX;a;996,1;1
Foggia;Pescara;elena56;22;FALSE;DX;a;930,4;1
Foggia;Pescara;giulia23;22;FALSE;DX;a;2877;1
Foggia;Pescara;marta57;32;FALSE;DX;l;2866;0
Foggia;Pescara;francesco68;27;M;SX;a;897,2;1
Foggia;Pescara;susanna2;21;FALSE;DX;a;960,8;1
Foggia;Pescara;manfredi25;22;M;DX;a;2175,2;1
Foggia;Pescara;martina3;21;FALSE;DX;a;2534,2;1
Foggia;Pescara;alissa59;20;FALSE;DX;l;2576;0
Foggia;Pescara;sara71;21;FALSE;DX;a;914,2;1
Foggia;Pescara;vittoria67;23;FALSE;DX;a;1062,8;1
Foggia;Pescara;SF2002;20;FALSE;SX;a;1263,4;1
Foggia;Pescara;Sonia;26;FALSE;DX;a;2029,5;1
Foggia;Pescara;valentina48;21;FALSE;DX;a;1194,5;1
Foggia;Pescara;riccardo72;22;M;DX;a;1306,8;1
Foggia;Pescara;giulia28;25;FALSE;dx;a;1188;1
Foggia;Pescara;cristina16;20;FALSE;DX;a;2918;1
Foggia;Pescara;martina54;28;FALSE;SX;a;2184,9;1
Foggia;Pescara;valentina45;21;FALSE;DX;a;1478,6;1
Foggia;Pescara;alessia69;26;FALSE;DX;l;2931,9;0
Foggia;Pescara;Laura66;20;FALSE;DX;a;1044;1
Foggia;Pescara;CAL1999;23;FALSE;DX;a;1419,2;1
Foggia;Pescara;ilaria51;24;FALSE;DX;a;692,9;1
Foggia;Pescara; irene1;24;FALSE;DX;l;1717;0
Foggia;Pescara;SD1999;23;FALSE;DX;a;2237,1;1
Foggia;Pescara;lucrezia26;21;FALSE;DX;a;922,3;1
Foggia;Pescara;SB2001;21;FALSE;DX;a;1467;1
Foggia;Pescara;denise33;21;FALSE;DX;a;1017,4;1
Foggia;Pescara;chiara38;20;FALSE;DX;a;1604,9;1
Foggia;Pescara;serena;25;FALSE;DX;a;1189,4;1
Foggia;Pescara;edoardo52;23;M;DX;a;2226;1
Foggia;Pescara;emanuela36;20;FALSE;DX;a;2898;1
Foggia;Pescara;elia6;20;M;DX;a;1933,7;1
Foggia;Pescara;ilenia70;24;FALSE;DX;a;1598;1
Foggia;Pescara;eleonora13;20;FALSE;DX;a;1969,3;1
Foggia;Pescara;alex35;28;M;DX;a;2739,9;1
Foggia;Pescara;lorenzo64;20;M;DX;a;2120;1
Foggia;Pescara;iacopo50;21;M;DX;a;1689,7;1
Foggia;Pescara;elide10;24;FALSE;DX;a;1484,5;1
Foggia;Pescara;Eleonora;28;FALSE;DX;a;1297,1;1
Foggia;Pescara;arianna18;21;FALSE;DX;l;1654,6;0
Foggia;Pescara;laura9;26;FALSE;DX;a;1167,3;1
Foggia;Pescara;andra12;23;FALSE;DX;a;1181,7;1
Foggia;Pescara;gf2002;20;f;dx;l;1867,3;0
Foggia;Pescara;sean27;27;M;DX;a;1285;1
Foggia;Rimini;susanna2;21;FALSE;DX;a;927,9;1
Foggia;Rimini;chiara38;20;FALSE;DX;a;1738,6;1
Foggia;Rimini;CAL1999;23;FALSE;DX;a;1325,1;1
Foggia;Rimini;edoardo52;23;M;DX;a;1431;1
Foggia;Rimini;valentina45;21;FALSE;DX;a;1495,3;1
Foggia;Rimini;samuele47;24;M;DX;a;2083,5;1
Foggia;Rimini;manfredi25;22;M;DX;a;1909,4;1
Foggia;Rimini;andrea40;20;M;DX;a;1625,4;1
Foggia;Rimini;gaia60;20;FALSE;DX;a;1300,5;1
Foggia;Rimini;lucrezia32;22;FALSE;DX ;a;1211;1
Foggia;Rimini;marta57;32;FALSE;DX;a;1893;1
Foggia;Rimini;riccardo72;22;M;DX;a;1249,2;1
Foggia;Rimini;SF2002;20;FALSE;SX;a;932,6;1
Foggia;Rimini;martina3;21;FALSE;DX;a;784,8;1
Foggia;Rimini;CS;27;FALSE;DX;l;2066;0
Foggia;Rimini;cristina16;20;FALSE;DX;a;1635,3;1
Foggia;Rimini;iacopo50;21;M;DX;a;994,3;1
Foggia;Rimini;emanuela36;20;FALSE;DX;a;1464;1
Foggia;Rimini;SB2001;21;FALSE;DX;a;998;1
Foggia;Rimini;gf2002;20;f;dx;a;1449,9;1
Foggia;Rimini;giorgia55;22;FALSE;DX;a;644,4;1
Foggia;Rimini;GiorgioLazzari;24;M;DX;a;2488,2;1
Foggia;Rimini;ilaria51;24;FALSE;DX;a;996,1;1
Foggia;Rimini;eleonora13;20;FALSE;DX;a;641,1;1
Foggia;Rimini;serena;25;FALSE;DX;a;1105;1
Foggia;Rimini;alissa59;20;FALSE;DX;a;1825;1
Foggia;Rimini;arianna18;21;FALSE;DX;a;1433,1;1
Foggia;Rimini;valentina48;21;FALSE;DX;a;945,4;1
Foggia;Rimini;elide10;24;FALSE;DX;a;1467,6;1
Foggia;Rimini;elia6;20;M;DX;a;802,9;1
Foggia;Rimini;federica17;22;FALSE;DX;a;816,5;1
Foggia;Rimini;Sonia;26;FALSE;DX;a;1314,5;1
Foggia;Rimini;giulia23;22;FALSE;DX;a;1028;1
Foggia;Rimini;vittoria67;23;FALSE;DX;a;1349,6;1
Foggia;Rimini;martina54;28;FALSE;SX;a;894,1;1
Foggia;Rimini;laura9;26;FALSE;DX;a;968,1;1
Foggia;Rimini;giulia28;25;FALSE;dx;a;641;1
Foggia;Rimini;Laura66;20;FALSE;DX;a;983;1
Foggia;Rimini;ilenia70;24;FALSE;DX;a;1710;1
Foggia;Rimini;Eleonora;28;FALSE;DX;a;1779;1
Foggia;Rimini;LF1998;24;FALSE;DX;a;858;1
Foggia;Rimini;nicola19;23;M;DX;a;1128,3;1
Foggia;Rimini;  iliaria37;21;FALSE;SX;a;1009,7;1
Foggia;Rimini;francesco68;27;M;SX;a;938,8;1
Foggia;Rimini;elena56;22;FALSE;DX;a;1424;1
Foggia;Rimini;sara71;21;FALSE;DX;a;1163,2;1
Foggia;Rimini;alessia69;26;FALSE;DX;a;2095;1
Foggia;Rimini; irene1;24;FALSE;DX;a;922;1
Foggia;Rimini;andra12;23;FALSE;DX;a;1128,635;1
Foggia;Rimini;alex35;28;M;DX;a;1846,5;1
Foggia;Rimini;gaia4;19;FALSE;DX;a;2536;1
Foggia;Rimini;martina49;22;FALSE;DX;a;1053,6;1
Foggia;Rimini;denise33;21;FALSE;DX;a;999,8;1
Foggia;Rimini;lucrezia26;21;FALSE;DX;a;893,6;1
Foggia;Roma;martina54;28;FALSE;SX;a;867,9;1
Foggia;Roma;valentina48;21;FALSE;DX;a;879,4;1
Foggia;Roma;elide10;24;FALSE;DX;l;2583,3;0
Foggia;Roma;andrea40;20;M;DX;a;1051,5;1
Foggia;Roma;vittoria67;23;FALSE;DX;a;1111,2;1
Foggia;Roma;gaia4;19;FALSE;DX;l;1919,9;0
Foggia;Roma;martina3;21;FALSE;DX;a;950,8;1
Foggia;Roma;lucrezia26;21;FALSE;DX;a;966,5;1
Foggia;Roma;cristina16;20;FALSE;DX;a;2324,7;1
Foggia;Roma;giulia28;25;FALSE;dx;l;1732;0
Foggia;Roma;sean27;27;M;DX;a;1731;1
Foggia;Roma; irene1;24;FALSE;DX;l;2604;0
Foggia;Roma;elia6;20;M;DX;a;1014,2;1
Foggia;Roma;gf2002;20;f;dx;a;2417,9;1
Foggia;Roma;alessia69;26;FALSE;DX;a;1429,5;1
Foggia;Roma;andra12;23;FALSE;DX;a;2411,125;1
Foggia;Roma;nicola19;23;M;DX;a;2237,7;1
Foggia;Roma;sara71;21;FALSE;DX;a;960,1;1
Foggia;Roma;iacopo50;21;M;DX;l;2236,3;0
Foggia;Roma;lorenzo64;20;M;DX;a;1047;1
Foggia;Roma;LF1998;24;FALSE;DX;a;895;1
Foggia;Roma;arianna18;21;FALSE;DX;a;1685,8;1
Foggia;Roma;ilenia70;24;FALSE;DX;a;2712;1
Foggia;Roma;lucrezia32;22;FALSE;DX ;a;1464;1
Foggia;Roma;Eleonora;28;FALSE;DX;a;1082;1
Foggia;Roma;Laura66;20;FALSE;DX;a;1095;1
Foggia;Roma;elena56;22;FALSE;DX;a;988,4;1
Foggia;Roma;samuele42;21;M;SX;a;1479,3;1
Foggia;Roma;edoardo52;23;M;DX;a;1942;1
Foggia;Roma;CAL1999;23;FALSE;DX;a;1682,4;1
Foggia;Roma;alex35;28;M;DX;a;1222,8;1
Foggia;Roma;chiara38;20;FALSE;DX;a;1000,2;1
Foggia;Roma;SB2001;21;FALSE;DX;a;936;1
Foggia;Roma;susanna2;21;FALSE;DX;a;1355,3;1
Foggia;Roma;giulia23;22;FALSE;DX;a;2417;1
Foggia;Roma;manfredi25;22;M;DX;a;1810,3;1
Foggia;Roma;federica17;22;FALSE;DX;a;1312,1;1
Foggia;Roma;Sonia;26;FALSE;DX;a;1126,9;1
Foggia;Roma;ilaria51;24;FALSE;DX;l;1424,5;0
Foggia;Roma;emanuela36;20;FALSE;DX;a;1906;1
Foggia;Roma;valentina45;21;FALSE;DX;l;868,1;0
Foggia;Roma;SF2002;20;FALSE;SX;l;2586,1;0
Foggia;Roma;GiorgioLazzari;24;M;DX;a;1030,2;1
Foggia;Roma;francesco68;27;M;SX;a;976,9;1
Foggia;Roma;CS;27;FALSE;DX;a;1436,5;1
Foggia;Roma;serena;25;FALSE;DX;a;1138,6;1
Foggia;Roma;eleonora13;20;FALSE;DX;a;1094,3;1
Foggia;Roma;denise33;21;FALSE;DX;a;1118,3;1
Foggia;Roma;giorgia55;22;FALSE;DX;a;763,8;1
Foggia;Roma;martina49;22;FALSE;DX;a;1020,8;1
Foggia;Roma;riccardo72;22;M;DX;a;1524,5;1
Foggia;Roma;SD1999;23;FALSE;DX;a;1378,2;1
Foggia;Roma;marta57;32;FALSE;DX;l;2050;0
Foggia;Roma;samuele47;24;M;DX;l;1949,6;0
Foggia;Roma;laura9;26;FALSE;DX;a;1267,3;1
Foggia;Taranto;martina3;21;FALSE;DX;a;1037;0
Foggia;Taranto;alessia69;26;FALSE;DX;l;994,7;1
Foggia;Taranto;alex35;28;M;DX;a;1191,3;0
Foggia;Taranto;riccardo72;22;M;DX;l;1819,4;1
Foggia;Taranto;lucrezia32;22;FALSE;DX ;l;1440;1
Foggia;Taranto;giorgia55;22;FALSE;DX;a;698,9;0
Foggia;Taranto;nicola19;23;M;DX;l;2450,3;1
Foggia;Taranto;giulia28;25;FALSE;dx;l;1440;1
Foggia;Taranto;martina54;28;FALSE;SX;a;2138,4;0
Foggia;Taranto;edoardo52;23;M;DX;l;2196;1
Foggia;Taranto;arianna18;21;FALSE;DX;l;971,5;1
Foggia;Taranto;cristina16;20;FALSE;DX;l;2989,7;1
Foggia;Taranto;marta57;32;FALSE;DX;l;2568;1
Foggia;Taranto;lucrezia26;21;FALSE;DX;a;1116,1;0
Foggia;Taranto;LF1998;24;FALSE;DX;l;1495;1
Foggia;Taranto;  iliaria37;21;FALSE;SX;l;2599,7;1
Foggia;Taranto;SB2001;21;FALSE;DX;a;1130;0
Foggia;Taranto;elena56;22;FALSE;DX;a;1089,1;0
Foggia;Taranto;GiorgioLazzari;24;M;DX;a;2507,4;0
Foggia;Taranto;eleonora13;20;FALSE;DX;a;2434,8;0
Foggia;Taranto;samuele47;24;M;DX;l;917,2;1
Foggia;Taranto;CAL1999;23;FALSE;DX;a;2340,3;0
Foggia;Taranto;CS;27;FALSE;DX;l;2150,9;1
Foggia;Taranto;gaia4;19;FALSE;DX;l;2410,7;1
Foggia;Taranto;sean27;27;M;DX;l;1184;1
Foggia;Taranto;valentina45;21;FALSE;DX;l;1564,7;1
Foggia;Taranto;ilaria51;24;FALSE;DX;a;2699,1;0
Foggia;Taranto;samuele42;21;M;SX;l;2426,9;1
Foggia;Taranto;ilenia70;24;FALSE;DX;a;2926;0
Foggia;Taranto;Laura66;20;FALSE;DX;l;756;1
Foggia;Taranto;laura9;26;FALSE;DX;a;1484;0
Foggia;Taranto;federica17;22;FALSE;DX;l;2159,1;1
Foggia;Taranto;Eleonora;28;FALSE;DX;a;1095,9;0
Foggia;Taranto;iacopo50;21;M;DX;l;1927,4;1
Foggia;Taranto;alissa59;20;FALSE;DX;a;428;0
Foggia;Taranto;elide10;24;FALSE;DX;l;1285,3;1
Foggia;Taranto;elia6;20;M;DX;l;1915,7;1
Foggia;Taranto;susanna2;21;FALSE;DX;l;1989,9;1
Foggia;Taranto;andrea40;20;M;DX;a;1101,5;0
Foggia;Taranto;sara71;21;FALSE;DX;l;1396,3;1
Foggia;Taranto;francesco68;27;M;SX;l;2763,7;1
Foggia;Taranto;martina49;22;FALSE;DX;a;1830,8;0
Foggia;Taranto;denise33;21;FALSE;DX;l;933,1;1
Foggia;Taranto;giulia23;22;FALSE;DX;l;1810;1
Foggia;Taranto;andra12;23;FALSE;DX;a;1648,89;0
Foggia;Taranto;emanuela36;20;FALSE;DX;a;2779;0
Grosseto;Bologna;martina49;22;FALSE;DX;l;1018,2;0
Grosseto;Bologna;valentina48;21;FALSE;DX;l;1084;0
Grosseto;Bologna; irene1;24;FALSE;DX;a;1358;1
Grosseto;Bologna;lucrezia26;21;FALSE;DX;l;792;0
Grosseto;Bologna;laura9;26;FALSE;DX;a;1182,6;1
Grosseto;Bologna;marta57;32;FALSE;DX;a;2053;1
Grosseto;Bologna;martina3;21;FALSE;DX;a;1773,3;1
Grosseto;Bologna;elia6;20;M;DX;a;880,2;1
Grosseto;Bologna;ilaria51;24;FALSE;DX;a;789;1
Grosseto;Bologna;denise33;21;FALSE;DX;a;731,8;1
Grosseto;Bologna;susanna2;21;FALSE;DX;a;722,3;1
Grosseto;Bologna;andrea40;20;M;DX;a;2530,8;1
Grosseto;Bologna;iacopo50;21;M;DX;a;1677,3;1
Grosseto;Bologna;eleonora13;20;FALSE;DX;a;804,4;1
Grosseto;Bologna;Laura66;20;FALSE;DX;a;1245;1
Grosseto;Bologna;CS;27;FALSE;DX;a;932,8;1
Grosseto;Bologna;cristina16;20;FALSE;DX;a;1667,9;1
Grosseto;Bologna;gf2002;20;f;dx;a;1518,1;1
Grosseto;Bologna;giulia23;22;FALSE;DX;a;1087;1
Grosseto;Bologna;alessia69;26;FALSE;DX;a;966,7;1
Grosseto;Bologna;lucrezia32;22;FALSE;DX ;a;1655;1
Grosseto;Bologna;GiorgioLazzari;24;M;DX;l;2086,5;0
Grosseto;Bologna;SF2002;20;FALSE;SX;a;1778,2;1
Grosseto;Bologna;elena56;22;FALSE;DX;a;726;1
Grosseto;Bologna;gaia4;19;FALSE;DX;a;947,5;1
Grosseto;Bologna;emanuela36;20;FALSE;DX;a;1089;1
Grosseto;Bologna;chiara38;20;FALSE;DX;a;1869,8;1
Grosseto;Bologna;ilenia70;24;FALSE;DX;a;1093;1
Grosseto;Bologna;LF1998;24;FALSE;DX;a;869;1
Grosseto;Bologna;francesco68;27;M;SX;a;1240,2;1
Grosseto;Bologna;riccardo72;22;M;DX;a;1085,1;1
Grosseto;Bologna;  iliaria37;21;FALSE;SX;a;1015,5;1
Grosseto;Bologna;martina54;28;FALSE;SX;a;1651,2;1
Grosseto;Bologna;valentina45;21;FALSE;DX;a;1097,8;1
Grosseto;Bologna;vittoria67;23;FALSE;DX;a;1650,8;1
Grosseto;Bologna;edoardo52;23;M;DX;a;1951;1
Grosseto;Bologna;alex35;28;M;DX;a;873,1;1
Grosseto;Bologna;serena;25;FALSE;DX;a;1055;1
Grosseto;Bologna;federica17;22;FALSE;DX;a;1577,5;1
Grosseto;Bologna;nicola19;23;M;DX;a;2536,4;1
Grosseto;Bologna;gaia60;20;FALSE;DX;a;1232,5;1
Grosseto;Bologna;arianna18;21;FALSE;DX;a;902,6;1
Grosseto;Bologna;CAL1999;23;FALSE;DX;a;1698,9;1
Grosseto;Bologna;SB2001;21;FALSE;DX;a;712;1
Grosseto;Bologna;sean27;27;M;DX;a;724;1
Grosseto;Bologna;manfredi25;22;M;DX;a;1398,3;1
Grosseto;Bologna;andra12;23;FALSE;DX;a;832,365;1
Grosseto;Bologna;elide10;24;FALSE;DX;a;1083,9;1
Grosseto;Bologna;sara71;21;FALSE;DX;a;2164,4;1
Grosseto;Bologna;Eleonora;28;FALSE;DX;a;1595,9;1
Grosseto;Bologna;giulia28;25;FALSE;dx;a;679;1
Grosseto;Bologna;giorgia55;22;FALSE;DX;a;683,2;1
Grosseto;Bolzano;lucrezia32;22;FALSE;DX ;a;1727;1
Grosseto;Bolzano;samuele47;24;M;DX;l;2176,2;0
Grosseto;Bolzano;lucrezia26;21;FALSE;DX;a;869,3;1
Grosseto;Bolzano;laura9;26;FALSE;DX;a;683,7;1
Grosseto;Bolzano;vittoria67;23;FALSE;DX;a;1884,7;1
Grosseto;Bolzano;SF2002;20;FALSE;SX;l;2931,6;0
Grosseto;Bolzano;alex35;28;M;DX;a;1055,9;1
Grosseto;Bolzano;manfredi25;22;M;DX;a;1311,9;1
Grosseto;Bolzano;giulia23;22;FALSE;DX;a;985;1
Grosseto;Bolzano;Sonia;26;FALSE;DX;a;2490;1
Grosseto;Bolzano;  iliaria37;21;FALSE;SX;a;2048,5;1
Grosseto;Bolzano;SD1999;23;FALSE;DX;a;2014,3;1
Grosseto;Bolzano;sara71;21;FALSE;DX;l;1227,5;0
Grosseto;Bolzano;andra12;23;FALSE;DX;a;1066,39;1
Grosseto;Bolzano;iacopo50;21;M;DX;l;1376;0
Grosseto;Bolzano;CAL1999;23;FALSE;DX;a;1412,3;1
Grosseto;Bolzano;giorgia55;22;FALSE;DX;a;1716,5;1
Grosseto;Bolzano;francesco68;27;M;SX;l;1588;0
Grosseto;Bolzano;susanna2;21;FALSE;DX;a;816,2;1
Grosseto;Bolzano;samuele42;21;M;SX;a;1925,4;1
Grosseto;Bolzano;riccardo72;22;M;DX;a;1834,3;1
Grosseto;Bolzano;martina54;28;FALSE;SX;a;2557;1
Grosseto;Bolzano;ilenia70;24;FALSE;DX;l;1545;0
Grosseto;Bolzano;elide10;24;FALSE;DX;a;901,1;1
Grosseto;Bolzano;chiara38;20;FALSE;DX;a;1160,9;1
Grosseto;Bolzano;emanuela36;20;FALSE;DX;l;2549;0
Grosseto;Bolzano;valentina48;21;FALSE;DX;l;2593,2;0
Grosseto;Bolzano;andrea40;20;M;DX;a;1316,3;1
Grosseto;Bolzano;gaia60;20;FALSE;DX;a;2031,3;1
Grosseto;Bolzano;ilaria51;24;FALSE;DX;a;925,5;1
Grosseto;Bolzano;marta57;32;FALSE;DX;a;1926;1
Grosseto;Bolzano;cristina16;20;FALSE;DX;a;1974,8;1
Grosseto;Bolzano;GiorgioLazzari;24;M;DX;l;896;0
Grosseto;Bolzano;SB2001;21;FALSE;DX;a;1630;1
Grosseto;Bolzano;alessia69;26;FALSE;DX;a;1177,8;1
Grosseto;Bolzano;giulia28;25;FALSE;dx;a;990;1
Grosseto;Bolzano;lorenzo64;20;M;DX;a;2656;1
Grosseto;Bolzano;elena56;22;FALSE;DX;a;792;1
Grosseto;Bolzano;valentina45;21;FALSE;DX;l;1093,7;0
Grosseto;Bolzano;LF1998;24;FALSE;DX;a;1135;1
Grosseto;Bolzano;alissa59;20;FALSE;DX;l;2200;0
Grosseto;Bolzano;elia6;20;M;DX;a;897,7;1
Grosseto;Bolzano;gf2002;20;f;dx;a;885,9;1
Grosseto;Bolzano;edoardo52;23;M;DX;l;1260;0
Grosseto;Bolzano;serena;25;FALSE;DX;a;1355,2;1
Grosseto;Bolzano;arianna18;21;FALSE;DX;l;1685,8;0
Grosseto;Bolzano;martina49;22;FALSE;DX;l;862;0
Grosseto;Bolzano;Laura66;20;FALSE;DX;l;2045;0
Grosseto;Bolzano;federica17;22;FALSE;DX;a;1723,2;1
Grosseto;Bolzano;sean27;27;M;DX;a;1435;1
Grosseto;Bolzano;eleonora13;20;FALSE;DX;l;2610,1;0
Grosseto;Bolzano;CS;27;FALSE;DX;a;852,2;1
Grosseto;Bolzano;denise33;21;FALSE;DX;a;1370,6;1
Grosseto;Bolzano;Eleonora;28;FALSE;DX;a;1247,9;1
Grosseto;Foggia;Sonia;26;FALSE;DX;l;1096,3;1
Grosseto;Foggia;denise33;21;FALSE;DX;a;1201,2;0
Grosseto;Foggia;SB2001;21;FALSE;DX;l;1597;1
Grosseto;Foggia;ilaria51;24;FALSE;DX;l;1591,8;1
Grosseto;Foggia;giulia23;22;FALSE;DX;l;1091;1
Grosseto;Foggia;federica17;22;FALSE;DX;l;1559,4;1
Grosseto;Foggia;Eleonora;28;FALSE;DX;l;1881,9;1
Grosseto;Foggia;serena;25;FALSE;DX;l;1058,3;1
Grosseto;Foggia;  iliaria37;21;FALSE;SX;a;1672,1;0
Grosseto;Foggia;marta57;32;FALSE;DX;a;1364;0
Grosseto;Foggia;vittoria67;23;FALSE;DX;l;1554;1
Grosseto;Foggia;martina54;28;FALSE;SX;l;1018,7;1
Grosseto;Foggia;gf2002;20;f;dx;a;1546,7;0
Grosseto;Foggia;andrea40;20;M;DX;l;1532,4;1
Grosseto;Foggia;SD1999;23;FALSE;DX;l;2879,5;1
Grosseto;Foggia;lucrezia32;22;FALSE;DX ;l;1873;1
Grosseto;Foggia;SF2002;20;FALSE;SX;l;1961,7;1
Grosseto;Foggia;francesco68;27;M;SX;l;1086,2;1
Grosseto;Foggia;susanna2;21;FALSE;DX;l;839,7;1
Grosseto;Foggia;sara71;21;FALSE;DX;l;694,1;1
Grosseto;Foggia;elia6;20;M;DX;l;931,1;1
Grosseto;Foggia;manfredi25;22;M;DX;l;2108,7;1
Grosseto;Foggia;CAL1999;23;FALSE;DX;l;1734,8;1
Grosseto;Foggia;martina49;22;FALSE;DX;l;762,2;1
Grosseto;Foggia;iacopo50;21;M;DX;l;1161,2;1
Grosseto;Foggia;giulia28;25;FALSE;dx;a;1089;0
Grosseto;Foggia;elide10;24;FALSE;DX;l;1333,9;1
Grosseto;Foggia;CS;27;FALSE;DX;l;2201,1;1
Grosseto;Foggia;ilenia70;24;FALSE;DX;l;1627;1
Grosseto;Foggia;chiara38;20;FALSE;DX;l;2863,5;1
Grosseto;Foggia;giorgia55;22;FALSE;DX;l;979,7;1
Grosseto;Foggia; irene1;24;FALSE;DX;l;2338;1
Grosseto;Foggia;alessia69;26;FALSE;DX;l;2028,8;1
Grosseto;Foggia;alex35;28;M;DX;a;1306,9;0
Grosseto;Foggia;edoardo52;23;M;DX;l;1744;1
Grosseto;Foggia;valentina45;21;FALSE;DX;l;1179,5;1
Grosseto;Foggia;samuele47;24;M;DX;l;2317,5;1
Grosseto;Foggia;martina3;21;FALSE;DX;l;1451,5;1
Grosseto;Foggia;eleonora13;20;FALSE;DX;l;903,3;1
Grosseto;Foggia;gaia4;19;FALSE;DX;a;2304,8;0
Grosseto;Foggia;lucrezia26;21;FALSE;DX;l;1124,7;1
Grosseto;Foggia;emanuela36;20;FALSE;DX;a;1589;0
Grosseto;Foggia;riccardo72;22;M;DX;a;1759,4;0
Grosseto;Foggia;cristina16;20;FALSE;DX;l;1584,3;1
Grosseto;Foggia;LF1998;24;FALSE;DX;l;1391;1
Grosseto;Foggia;valentina48;21;FALSE;DX;l;1231,6;1
Grosseto;Foggia;sean27;27;M;DX;l;1029;1
Grosseto;Foggia;nicola19;23;M;DX;l;1535,5;1
Grosseto;Foggia;andra12;23;FALSE;DX;l;1151,625;1
Grosseto;Foggia;arianna18;21;FALSE;DX;l;1186,7;1
Grosseto;Foggia;Laura66;20;FALSE;DX;l;1138;1
Grosseto;Foggia;laura9;26;FALSE;DX;l;965,1;1
Grosseto;Foggia;GiorgioLazzari;24;M;DX;l;1152,9;1
