"Trial.order","Subject","Subject.number","Trial.name","correct","response","RT","leksikalnost","FWD_BCW","LF_HF","CONC_ABS","izvorna_rec","trial.number","rec","task"
216,"s7.dat",7,"t87",1,"1",581,"rec","forw","HF","conc","pesak",87,"PESAK","ALD"
216,"s7.dat",7,"t87",1,"1",581,"rec","forw","HF","conc","staklo",87,"STAKLO","VLD"
217,"s7.dat",7,"t18",0,"3",NA,"rec","backw","HF","conc","brašno",18,"ONŠARB","ALD"
217,"s7.dat",7,"t18",0,"3",NA,"rec","backw","HF","conc","sanduk",18,"KUDNAS","VLD"
218,"s7.dat",7,"t146",1,"3",1312,"pseudorec","backw","HF","conc",NA,146,"FOSIK","ALD"
218,"s7.dat",7,"t146",1,"3",1312,"pseudorec","backw","HF","conc",NA,146,"DRIPAG","VLD"
219,"s7.dat",7,"t81",1,"1",661,"rec","forw","HF","conc","strela",81,"STRELA","ALD"
219,"s7.dat",7,"t81",1,"1",661,"rec","forw","HF","conc","kamion",81,"KAMION","VLD"
220,"s7.dat",7,"t82",1,"1",651,"rec","forw","HF","conc","kaput",82,"KAPUT","ALD"
220,"s7.dat",7,"t82",1,"1",651,"rec","forw","HF","conc","klavir",82,"KLAVIR","VLD"
221,"s7.dat",7,"t208",1,"3",1162,"pseudorec","forw","HF","conc",NA,208,"GREJAP","ALD"
221,"s7.dat",7,"t208",1,"3",1162,"pseudorec","forw","HF","conc",NA,208,"TIKEN","VLD"
222,"s7.dat",7,"t57",0,"None",NA,"rec","backw","LF","conc","ekser",57,"RESKE","ALD"
222,"s7.dat",7,"t57",0,"None",NA,"rec","backw","LF","conc","kokos",57,"SOKOK","VLD"
224,"s7.dat",7,"t180",1,"3",1152,"pseudorec","backw","LF","conc",NA,180,"RAZVOC","ALD"
224,"s7.dat",7,"t180",1,"3",1152,"pseudorec","backw","LF","conc",NA,180,"FILTEB","VLD"
225,"s7.dat",7,"t46",0,"3",NA,"rec","backw","LF","conc","maslac",46,"CALSAM","ALD"
225,"s7.dat",7,"t46",0,"3",NA,"rec","backw","LF","conc","cvekla",46,"ALKEVC","VLD"
226,"s7.dat",7,"t62",1,"1",981,"rec","forw","HF","abst","izdaja",62,"IZDAJA","ALD"
226,"s7.dat",7,"t62",1,"1",981,"rec","forw","HF","abst","uzrok",62,"UZROK","VLD"
227,"s7.dat",7,"t220",0,"1",NA,"pseudorec","forw","LF","abst",NA,220,"PERAĐ","ALD"
227,"s7.dat",7,"t220",0,"1",NA,"pseudorec","forw","LF","abst",NA,220,"BUMBAG","VLD"
228,"s7.dat",7,"t65",1,"1",621,"rec","forw","HF","abst","savest",65,"SAVEST","ALD"
228,"s7.dat",7,"t65",1,"1",621,"rec","forw","HF","abst","ideja",65,"IDEJA","VLD"
229,"s7.dat",7,"t155",1,"3",1262,"pseudorec","backw","LF","abst",NA,155,"MIKROZ","ALD"
229,"s7.dat",7,"t155",1,"3",1262,"pseudorec","backw","LF","abst",NA,155,"KAUBOT","VLD"
230,"s7.dat",7,"t222",1,"3",1433,"pseudorec","forw","LF","abst",NA,222,"BAROL","ALD"
230,"s7.dat",7,"t222",1,"3",1433,"pseudorec","forw","LF","abst",NA,222,"TREGEN","VLD"
231,"s7.dat",7,"t32",0,"3",NA,"rec","backw","LF","abst","gadost",32,"TSODAG","ALD"
231,"s7.dat",7,"t32",0,"3",NA,"rec","backw","LF","abst","dosluh",32,"HULSOD","VLD"
232,"s7.dat",7,"t231",1,"3",1472,"pseudorec","forw","LF","conc",NA,231,"MLEKAF","ALD"
232,"s7.dat",7,"t231",1,"3",1472,"pseudorec","forw","LF","conc",NA,231,"KENGUN","VLD"
233,"s7.dat",7,"t103",1,"1",1352,"rec","forw","LF","abst","fizika",103,"FIZIKA","ALD"
233,"s7.dat",7,"t103",1,"1",1352,"rec","forw","LF","abst","nedelo",103,"NEDELO","VLD"
234,"s7.dat",7,"t202",1,"3",1412,"pseudorec","forw","HF","conc",NA,202,"ŠTANK","ALD"
234,"s7.dat",7,"t202",1,"3",1412,"pseudorec","forw","HF","conc",NA,202,"PANTEK","VLD"
235,"s7.dat",7,"t98",1,"1",661,"rec","forw","LF","abst","slanje",98,"SLANJE","ALD"
235,"s7.dat",7,"t98",1,"1",661,"rec","forw","LF","abst","užitak",98,"UŽITAK","VLD"
236,"s7.dat",7,"t99",1,"1",792,"rec","forw","LF","abst","otkaz",99,"OTKAZ","ALD"
236,"s7.dat",7,"t99",1,"1",792,"rec","forw","LF","abst","zakup",99,"ZAKUP","VLD"
237,"s7.dat",7,"t131",1,"3",1141,"pseudorec","backw","HF","abst",NA,131,"PORIG","ALD"
237,"s7.dat",7,"t131",1,"3",1141,"pseudorec","backw","HF","abst",NA,131,"PATROZ","VLD"
238,"s7.dat",7,"t133",1,"3",1121,"pseudorec","backw","HF","abst",NA,133,"ŠTAPIZ","ALD"
238,"s7.dat",7,"t133",1,"3",1121,"pseudorec","backw","HF","abst",NA,133,"LIRIZ","VLD"
239,"s7.dat",7,"t135",1,"3",1442,"pseudorec","backw","HF","abst",NA,135,"LEMUK","ALD"
239,"s7.dat",7,"t135",1,"3",1442,"pseudorec","backw","HF","abst",NA,135,"FALUČ","VLD"
240,"s7.dat",7,"t209",1,"3",1072,"pseudorec","forw","HF","conc",NA,209,"ARGOP","ALD"
240,"s7.dat",7,"t209",1,"3",1072,"pseudorec","forw","HF","conc",NA,209,"HARAK","VLD"
241,"s7.dat",7,"t199",1,"3",1432,"pseudorec","forw","HF","conc",NA,199,"BORDEP","ALD"
241,"s7.dat",7,"t199",1,"3",1432,"pseudorec","forw","HF","conc",NA,199,"KLIPAĆ","VLD"
242,"s7.dat",7,"t151",1,"3",1402,"pseudorec","backw","LF","abst",NA,151,"PRIZIT","ALD"
242,"s7.dat",7,"t151",1,"3",1402,"pseudorec","backw","LF","abst",NA,151,"PASAM","VLD"
243,"s7.dat",7,"t236",0,"None",NA,"pseudorec","forw","LF","conc",NA,236,"UMNJAF","ALD"
243,"s7.dat",7,"t236",0,"None",NA,"pseudorec","forw","LF","conc",NA,236,"HR~AN","ALD"
245,"s7.dat",7,"t228",1,"3",1161,"pseudorec","forw","LF","conc",NA,228,"ULKUG","ALD"
245,"s7.dat",7,"t228",1,"3",1161,"pseudorec","forw","LF","conc",NA,228,"FLANEG","VLD"
246,"s7.dat",7,"t69",1,"1",762,"rec","forw","HF","abst","znanje",69,"ZNANJE","ALD"
246,"s7.dat",7,"t69",1,"1",762,"rec","forw","HF","abst","sumnja",69,"SUMNJA","VLD"
247,"s7.dat",7,"t50",1,"1",671,"rec","backw","LF","conc","ananas",50,"SANANA","ALD"
247,"s7.dat",7,"t50",1,"1",671,"rec","backw","LF","conc","kajmak",50,"KAMJAK","VLD"
248,"s7.dat",7,"t73",1,"1",621,"rec","forw","HF","abst","zakon",73,"ZAKON","ALD"
248,"s7.dat",7,"t73",1,"1",621,"rec","forw","HF","abst","istina",73,"ISTINA","VLD"
249,"s7.dat",7,"t67",1,"1",1022,"rec","forw","HF","abst","sezona",67,"SEZONA","ALD"
249,"s7.dat",7,"t67",1,"1",1022,"rec","forw","HF","abst","propis",67,"PROPIS","VLD"
250,"s7.dat",7,"t152",1,"3",1302,"pseudorec","backw","LF","abst",NA,152,"KAJMAR","ALD"
250,"s7.dat",7,"t152",1,"3",1302,"pseudorec","backw","LF","abst",NA,152,"VEŠTAP","VLD"
251,"s7.dat",7,"t189",1,"3",1262,"pseudorec","forw","HF","abst",NA,189,"LOGOK","ALD"
251,"s7.dat",7,"t189",1,"3",1262,"pseudorec","forw","HF","abst",NA,189,"BEĆAŠ","VLD"
252,"s7.dat",7,"t136",1,"3",1282,"pseudorec","backw","HF","conc",NA,136,"TURBAH","ALD"
252,"s7.dat",7,"t136",1,"3",1282,"pseudorec","backw","HF","conc",NA,136,"AZBESČ","VLD"
253,"s7.dat",7,"t48",1,"1",1352,"rec","backw","LF","conc","burek",48,"KERUB","ALD"
253,"s7.dat",7,"t48",1,"1",1352,"rec","backw","LF","conc","cucla",48,"ALCUC","VLD"
254,"s7.dat",7,"t150",1,"3",1171,"pseudorec","backw","HF","conc",NA,150,"REKEB","ALD"
254,"s7.dat",7,"t150",1,"3",1171,"pseudorec","backw","HF","conc",NA,150,"FLUIŠ","VLD"
255,"s7.dat",7,"t60",1,"1",1351,"rec","backw","LF","conc","parket",60,"TEKRAP","ALD"
255,"s7.dat",7,"t60",1,"1",1351,"rec","backw","LF","conc","lopata",60,"ATAPOL","VLD"
256,"s7.dat",7,"t213",1,"3",1422,"pseudorec","forw","LF","abst",NA,213,"DOSLUZ","ALD"
256,"s7.dat",7,"t213",1,"3",1422,"pseudorec","forw","LF","abst",NA,213,"ODVOC","VLD"
257,"s7.dat",7,"t201",1,"3",1332,"pseudorec","forw","HF","conc",NA,201,"CIKLOP","ALD"
257,"s7.dat",7,"t201",1,"3",1332,"pseudorec","forw","HF","conc",NA,201,"DESPON","VLD"
258,"s7.dat",7,"t74",1,"1",932,"rec","forw","HF","abst","sreća",74,"SREĆA","ALD"
258,"s7.dat",7,"t74",1,"1",932,"rec","forw","HF","abst","odnos",74,"ODNOS","VLD"
259,"s7.dat",7,"t75",1,"1",501,"rec","forw","HF","abst","radost",75,"RADOST","ALD"
259,"s7.dat",7,"t75",1,"1",501,"rec","forw","HF","abst","ljubav",75,"LJUBAV","VLD"
260,"s7.dat",7,"t107",1,"1",791,"rec","forw","LF","conc","sarma",107,"SARMA","ALD"
260,"s7.dat",7,"t107",1,"1",791,"rec","forw","LF","conc","čioda",107,"ČIODA","VLD"
261,"s7.dat",7,"t55",0,"3",NA,"rec","backw","LF","conc","zumbul",55,"LUBMUZ","ALD"
261,"s7.dat",7,"t55",0,"3",NA,"rec","backw","LF","conc","kaktus",55,"SUTKAK","VLD"
262,"s7.dat",7,"t114",1,"1",862,"rec","forw","LF","conc","biber",114,"BIBER","ALD"
262,"s7.dat",7,"t114",1,"1",862,"rec","forw","LF","conc","liker",114,"LIKER","VLD"
263,"s7.dat",7,"t156",1,"3",1262,"pseudorec","backw","LF","abst",NA,156,"MINUR","ALD"
263,"s7.dat",7,"t156",1,"3",1262,"pseudorec","backw","LF","abst",NA,156,"PUDINC","VLD"
264,"s7.dat",7,"t124",1,"3",1392,"pseudorec","backw","HF","abst",NA,124,"SVINJAB","ALD"
264,"s7.dat",7,"t124",1,"3",1392,"pseudorec","backw","HF","abst",NA,124,"SPANAR","VLD"
265,"s7.dat",7,"t68",1,"1",851,"rec","forw","HF","abst","izraz",68,"IZRAZ","ALD"
265,"s7.dat",7,"t68",1,"1",851,"rec","forw","HF","abst","utisak",68,"UTISAK","VLD"
266,"s7.dat",7,"t120",1,"1",731,"rec","forw","LF","conc","krljušt",120,"KRLJUŠT","ALD"
266,"s7.dat",7,"t120",1,"1",731,"rec","forw","LF","conc","olovka",120,"OLOVKA","VLD"
267,"s7.dat",7,"t183",1,"3",1432,"pseudorec","forw","HF","abst",NA,183,"POGAJ","ALD"
267,"s7.dat",7,"t183",1,"3",1432,"pseudorec","forw","HF","abst",NA,183,"GURMAB","VLD"
268,"s7.dat",7,"t139",1,"3",1332,"pseudorec","backw","HF","conc",NA,139,"ZEJTIZ","ALD"
268,"s7.dat",7,"t139",1,"3",1332,"pseudorec","backw","HF","conc",NA,139,"HIBRIF","VLD"
269,"s7.dat",7,"t3",0,"None",NA,"rec","backw","HF","abst","kriza",3,"AZIRK","ALD"
269,"s7.dat",7,"t3",0,"None",NA,"rec","backw","HF","abst","uticaj",3,"JACITU","VLD"
271,"s7.dat",7,"t36",0,"3",NA,"rec","backw","LF","abst","idila",36,"ALIDI","ALD"
271,"s7.dat",7,"t36",0,"3",NA,"rec","backw","LF","abst","impuls",36,"SLUPMI","VLD"
1,"s8.dat",8,"t60",0,"3",NA,"rec","backw","LF","conc","parket",60,"TEKRAP","ALD"
1,"s8.dat",8,"t60",0,"3",NA,"rec","backw","LF","conc","lopata",60,"ATAPOL","VLD"
2,"s8.dat",8,"t164",0,"1",NA,"pseudorec","backw","LF","abst",NA,164,"SULTAK","ALD"
2,"s8.dat",8,"t164",0,"1",NA,"pseudorec","backw","LF","abst",NA,164,"BILTEG","VLD"
3,"s8.dat",8,"t21",0,"3",NA,"rec","backw","HF","conc","kapija",21,"AJIPAK","ALD"
3,"s8.dat",8,"t21",0,"3",NA,"rec","backw","HF","conc","galeb",21,"BELAG","VLD"
4,"s8.dat",8,"t158",1,"3",1483,"pseudorec","backw","LF","abst",NA,158,"KAJAC","ALD"
4,"s8.dat",8,"t158",1,"3",1483,"pseudorec","backw","LF","abst",NA,158,"ĆEVAK","VLD"
5,"s8.dat",8,"t34",0,"None",NA,"rec","backw","LF","abst","rizik",34,"KIZIR","ALD"
5,"s8.dat",8,"t34",0,"None",NA,"rec","backw","LF","abst","upliv",34,"VILPU","VLD"
7,"s8.dat",8,"t183",1,"3",1272,"pseudorec","forw","HF","abst",NA,183,"POGAJ","ALD"
7,"s8.dat",8,"t183",1,"3",1272,"pseudorec","forw","HF","abst",NA,183,"GURMAB","VLD"
8,"s8.dat",8,"t153",0,"1",NA,"pseudorec","backw","LF","abst",NA,153,"PERŠUĐ","ALD"
8,"s8.dat",8,"t153",0,"1",NA,"pseudorec","backw","LF","abst",NA,153,"LOSIOR","VLD"
9,"s8.dat",8,"t234",0,"1",NA,"pseudorec","forw","LF","conc",NA,234,"MURAB","ALD"
9,"s8.dat",8,"t234",0,"1",NA,"pseudorec","forw","LF","conc",NA,234,"MA~OT","ALD"
10,"s8.dat",8,"t25",0,"3",NA,"rec","backw","HF","conc","jabuka",25,"AKUBAJ","ALD"
10,"s8.dat",8,"t25",0,"3",NA,"rec","backw","HF","conc","lanac",25,"CANAL","VLD"
11,"s8.dat",8,"t182",1,"3",991,"pseudorec","forw","HF","abst",NA,182,"CVETIL","ALD"
11,"s8.dat",8,"t182",1,"3",991,"pseudorec","forw","HF","abst",NA,182,"DOLAŠ","VLD"
12,"s8.dat",8,"t3",1,"1",1042,"rec","backw","HF","abst","kriza",3,"AZIRK","ALD"
12,"s8.dat",8,"t3",1,"1",1042,"rec","backw","HF","abst","uticaj",3,"JACITU","VLD"
13,"s8.dat",8,"t56",1,"1",1382,"rec","backw","LF","conc","sirće",56,"EĆRIS","ALD"
13,"s8.dat",8,"t56",1,"1",1382,"rec","backw","LF","conc","kobra",56,"ARBOK","VLD"
14,"s8.dat",8,"t79",1,"1",711,"rec","forw","HF","conc","marama",79,"MARAMA","ALD"
14,"s8.dat",8,"t79",1,"1",711,"rec","forw","HF","conc","kolica",79,"KOLICA","VLD"
15,"s8.dat",8,"t215",1,"3",851,"pseudorec","forw","LF","abst",NA,215,"OPOZIN","ALD"
15,"s8.dat",8,"t215",1,"3",851,"pseudorec","forw","LF","abst",NA,215,"PO~EF","ALD"
16,"s8.dat",8,"t161",1,"3",1021,"pseudorec","backw","LF","abst",NA,161,"VASKRM","ALD"
16,"s8.dat",8,"t161",1,"3",1021,"pseudorec","backw","LF","abst",NA,161,"SVIRAZ","VLD"
17,"s8.dat",8,"t146",1,"3",1372,"pseudorec","backw","HF","conc",NA,146,"FOSIK","ALD"
17,"s8.dat",8,"t146",1,"3",1372,"pseudorec","backw","HF","conc",NA,146,"DRIPAG","VLD"
18,"s8.dat",8,"t187",1,"3",1242,"pseudorec","forw","HF","abst",NA,187,"RASKIŠ","ALD"
18,"s8.dat",8,"t187",1,"3",1242,"pseudorec","forw","HF","abst",NA,187,"VEŠTAB","VLD"
19,"s8.dat",8,"t15",0,"3",NA,"rec","backw","HF","abst","misao",15,"OASIM","ALD"
19,"s8.dat",8,"t15",0,"3",NA,"rec","backw","HF","abst","snaga",15,"AGANS","VLD"
20,"s8.dat",8,"t20",1,"1",821,"rec","backw","HF","conc","cipela",20,"ALEPIC","ALD"
20,"s8.dat",8,"t20",1,"1",821,"rec","backw","HF","conc","konac",20,"CANOK","VLD"
21,"s8.dat",8,"t99",1,"1",721,"rec","forw","LF","abst","otkaz",99,"OTKAZ","ALD"
21,"s8.dat",8,"t99",1,"1",721,"rec","forw","LF","abst","zakup",99,"ZAKUP","VLD"
22,"s8.dat",8,"t196",1,"3",1432,"pseudorec","forw","HF","conc",NA,196,"SVRAL","ALD"
22,"s8.dat",8,"t196",1,"3",1432,"pseudorec","forw","HF","conc",NA,196,"BIZOK","VLD"
23,"s8.dat",8,"t192",1,"3",771,"pseudorec","forw","HF","abst",NA,192,"OMLEZ","ALD"
23,"s8.dat",8,"t192",1,"3",771,"pseudorec","forw","HF","abst",NA,192,"IRVAB","VLD"
24,"s8.dat",8,"t130",0,"1",NA,"pseudorec","backw","HF","abst",NA,130,"REPTIK","ALD"
24,"s8.dat",8,"t130",0,"1",NA,"pseudorec","backw","HF","abst",NA,130,"POVEJ","VLD"
25,"s8.dat",8,"t120",1,"1",761,"rec","forw","LF","conc","krljušt",120,"KRLJUŠT","ALD"
25,"s8.dat",8,"t120",1,"1",761,"rec","forw","LF","conc","olovka",120,"OLOVKA","VLD"
26,"s8.dat",8,"t82",1,"1",580,"rec","forw","HF","conc","kaput",82,"KAPUT","ALD"
26,"s8.dat",8,"t82",1,"1",580,"rec","forw","HF","conc","klavir",82,"KLAVIR","VLD"
27,"s8.dat",8,"t28",0,"3",NA,"rec","backw","HF","conc","livada",28,"ADAVIL","ALD"
27,"s8.dat",8,"t28",0,"3",NA,"rec","backw","HF","conc","slika",28,"AKILS","VLD"
28,"s8.dat",8,"t90",1,"1",571,"rec","forw","HF","conc","grana",90,"GRANA","ALD"
28,"s8.dat",8,"t90",1,"1",571,"rec","forw","HF","conc","ptica",90,"PTICA","VLD"
29,"s8.dat",8,"t110",1,"1",691,"rec","forw","LF","conc","ranac",110,"RANAC","ALD"
29,"s8.dat",8,"t110",1,"1",691,"rec","forw","LF","conc","kliker",110,"KLIKER","VLD"
30,"s8.dat",8,"t41",0,"3",NA,"rec","backw","LF","abst","status",41,"SUTATS","ALD"
30,"s8.dat",8,"t41",0,"3",NA,"rec","backw","LF","abst","tegoba",41,"ABOGET","VLD"
31,"s8.dat",8,"t74",1,"1",711,"rec","forw","HF","abst","sreća",74,"SREĆA","ALD"
31,"s8.dat",8,"t74",1,"1",711,"rec","forw","HF","abst","odnos",74,"ODNOS","VLD"
32,"s8.dat",8,"t52",0,"3",NA,"rec","backw","LF","conc","šunka",52,"AKNUŠ","ALD"
32,"s8.dat",8,"t52",0,"3",NA,"rec","backw","LF","conc","fazan",52,"NAZAF","VLD"
33,"s8.dat",8,"t144",1,"3",1142,"pseudorec","backw","HF","conc",NA,144,"MASIT","ALD"
33,"s8.dat",8,"t144",1,"3",1142,"pseudorec","backw","HF","conc",NA,144,"SLANIB","VLD"
34,"s8.dat",8,"t162",1,"3",991,"pseudorec","backw","LF","abst",NA,162,"BAROZ","ALD"
34,"s8.dat",8,"t162",1,"3",991,"pseudorec","backw","LF","abst",NA,162,"NAKOČ","VLD"
35,"s8.dat",8,"t70",1,"1",651,"rec","forw","HF","abst","briga",70,"BRIGA","ALD"
35,"s8.dat",8,"t70",1,"1",651,"rec","forw","HF","abst","napor",70,"NAPOR","VLD"
36,"s8.dat",8,"t26",0,"3",NA,"rec","backw","HF","conc","zmija",26,"AJIMZ","ALD"
36,"s8.dat",8,"t26",0,"3",NA,"rec","backw","HF","conc","jablan",26,"NALBAJ","VLD"
37,"s8.dat",8,"t33",1,"1",831,"rec","backw","LF","abst","opoziv",33,"VIZOPO","ALD"
37,"s8.dat",8,"t33",1,"1",831,"rec","backw","LF","abst","renome",33,"EMONER","VLD"
38,"s8.dat",8,"t220",1,"3",1442,"pseudorec","forw","LF","abst",NA,220,"PERAĐ","ALD"
38,"s8.dat",8,"t220",1,"3",1442,"pseudorec","forw","LF","abst",NA,220,"BUMBAG","VLD"
39,"s8.dat",8,"t98",1,"1",620,"rec","forw","LF","abst","slanje",98,"SLANJE","ALD"
39,"s8.dat",8,"t98",1,"1",620,"rec","forw","LF","abst","užitak",98,"UŽITAK","VLD"
40,"s8.dat",8,"t171",1,"3",761,"pseudorec","backw","LF","conc",NA,171,"OTKLOR","ALD"
40,"s8.dat",8,"t171",1,"3",761,"pseudorec","backw","LF","conc",NA,171,"FOKUJ","VLD"
41,"s8.dat",8,"t85",1,"1",641,"rec","forw","HF","conc","koleno",85,"KOLENO","ALD"
41,"s8.dat",8,"t85",1,"1",641,"rec","forw","HF","conc","pepeo",85,"PEPEO","VLD"
42,"s8.dat",8,"t236",0,"1",NA,"pseudorec","forw","LF","conc",NA,236,"UMNJAF","ALD"
42,"s8.dat",8,"t236",0,"1",NA,"pseudorec","forw","LF","conc",NA,236,"HR~AN","ALD"
43,"s8.dat",8,"t136",1,"3",1182,"pseudorec","backw","HF","conc",NA,136,"TURBAH","ALD"
43,"s8.dat",8,"t136",1,"3",1182,"pseudorec","backw","HF","conc",NA,136,"AZBESČ","VLD"
44,"s8.dat",8,"t23",0,"None",NA,"rec","backw","HF","conc","odelo",23,"OLEDO","ALD"
44,"s8.dat",8,"t23",0,"None",NA,"rec","backw","HF","conc","blato",23,"OTALB","VLD"
46,"s8.dat",8,"t37",0,"3",NA,"rec","backw","LF","abst","nužda",37,"ADŽUN","ALD"
46,"s8.dat",8,"t37",0,"3",NA,"rec","backw","LF","abst","pobuda",37,"ADUBOP","VLD"
47,"s8.dat",8,"t27",0,"3",NA,"rec","backw","HF","conc","stena",27,"ANETS","ALD"
47,"s8.dat",8,"t27",0,"3",NA,"rec","backw","HF","conc","mleko",27,"OKELM","VLD"
48,"s8.dat",8,"t77",1,"1",982,"rec","forw","HF","conc","točak",77,"TOČAK","ALD"
48,"s8.dat",8,"t77",1,"1",982,"rec","forw","HF","conc","kesten",77,"KESTEN","VLD"
49,"s8.dat",8,"t38",0,"3",NA,"rec","backw","LF","abst","afera",38,"AREFA","ALD"
49,"s8.dat",8,"t38",0,"3",NA,"rec","backw","LF","abst","dogma",38,"AMGOD","VLD"
50,"s8.dat",8,"t155",1,"3",1492,"pseudorec","backw","LF","abst",NA,155,"MIKROZ","ALD"
50,"s8.dat",8,"t155",1,"3",1492,"pseudorec","backw","LF","abst",NA,155,"KAUBOT","VLD"
51,"s8.dat",8,"t218",0,"1",NA,"pseudorec","forw","LF","abst",NA,218,"ROVAG","ALD"
51,"s8.dat",8,"t218",0,"1",NA,"pseudorec","forw","LF","abst",NA,218,"EPITEZ","VLD"
52,"s8.dat",8,"t149",1,"3",1051,"pseudorec","backw","HF","conc",NA,149,"KINIB","ALD"
52,"s8.dat",8,"t149",1,"3",1051,"pseudorec","backw","HF","conc",NA,149,"VISAR","VLD"
53,"s8.dat",8,"t122",1,"3",701,"pseudorec","backw","HF","abst",NA,122,"PREGIT","ALD"
53,"s8.dat",8,"t122",1,"3",701,"pseudorec","backw","HF","abst",NA,122,"FETUP","VLD"
54,"s8.dat",8,"t168",1,"3",922,"pseudorec","backw","LF","conc",NA,168,"JELEP","ALD"
54,"s8.dat",8,"t168",1,"3",922,"pseudorec","backw","LF","conc",NA,168,"ĆUMEP","VLD"
55,"s8.dat",8,"t42",0,"3",NA,"rec","backw","LF","abst","ruglo",42,"OLGUR","ALD"
55,"s8.dat",8,"t42",0,"3",NA,"rec","backw","LF","abst","zamor",42,"ROMAZ","VLD"
56,"s8.dat",8,"t226",1,"3",1351,"pseudorec","forw","LF","conc",NA,226,"BALZAL","ALD"
56,"s8.dat",8,"t226",1,"3",1351,"pseudorec","forw","LF","conc",NA,226,"RITUAC","VLD"
57,"s8.dat",8,"t135",1,"3",851,"pseudorec","backw","HF","abst",NA,135,"LEMUK","ALD"
57,"s8.dat",8,"t135",1,"3",851,"pseudorec","backw","HF","abst",NA,135,"FALUČ","VLD"
58,"s8.dat",8,"t47",0,"3",NA,"rec","backw","LF","conc","spanać",47,"ĆANAPS","ALD"
58,"s8.dat",8,"t47",0,"3",NA,"rec","backw","LF","conc","pereca",47,"ACEREP","VLD"
59,"s8.dat",8,"t81",1,"1",641,"rec","forw","HF","conc","strela",81,"STRELA","ALD"
59,"s8.dat",8,"t81",1,"1",641,"rec","forw","HF","conc","kamion",81,"KAMION","VLD"
60,"s8.dat",8,"t238",1,"3",1091,"pseudorec","forw","LF","conc",NA,238,"RASAL","ALD"
60,"s8.dat",8,"t238",1,"3",1091,"pseudorec","forw","LF","conc",NA,238,"JASTOM","VLD"
61,"s8.dat",8,"t141",0,"1",NA,"pseudorec","backw","HF","conc",NA,141,"VODNIB","ALD"
61,"s8.dat",8,"t141",0,"1",NA,"pseudorec","backw","HF","conc",NA,141,"CIMEC","VLD"
62,"s8.dat",8,"t191",1,"3",1212,"pseudorec","forw","HF","abst",NA,191,"BAMBUK","ALD"
62,"s8.dat",8,"t191",1,"3",1212,"pseudorec","forw","HF","abst",NA,191,"VERMUJ","VLD"
63,"s8.dat",8,"t128",0,"1",NA,"pseudorec","backw","HF","abst",NA,128,"TAJGUP","ALD"
63,"s8.dat",8,"t128",0,"1",NA,"pseudorec","backw","HF","abst",NA,128,"MASLAB","VLD"
64,"s8.dat",8,"t172",1,"3",1082,"pseudorec","backw","LF","conc",NA,172,"MASEF","ALD"
64,"s8.dat",8,"t172",1,"3",1082,"pseudorec","backw","LF","conc",NA,172,"LIMIR","VLD"
65,"s8.dat",8,"t199",1,"3",1112,"pseudorec","forw","HF","conc",NA,199,"BORDEP","ALD"
65,"s8.dat",8,"t199",1,"3",1112,"pseudorec","forw","HF","conc",NA,199,"KLIPAĆ","VLD"
66,"s8.dat",8,"t113",1,"1",741,"rec","forw","LF","conc","alatka",113,"ALATKA","ALD"
66,"s8.dat",8,"t113",1,"1",741,"rec","forw","LF","conc","zebra",113,"ZEBRA","VLD"
67,"s8.dat",8,"t73",1,"1",601,"rec","forw","HF","abst","zakon",73,"ZAKON","ALD"
67,"s8.dat",8,"t73",1,"1",601,"rec","forw","HF","abst","istina",73,"ISTINA","VLD"
68,"s8.dat",8,"t142",1,"3",992,"pseudorec","backw","HF","conc",NA,142,"ZUBID","ALD"
68,"s8.dat",8,"t142",1,"3",992,"pseudorec","backw","HF","conc",NA,142,"KEDAP","VLD"
69,"s8.dat",8,"t109",1,"1",721,"rec","forw","LF","conc","kiosk",109,"KIOSK","ALD"
69,"s8.dat",8,"t109",1,"1",721,"rec","forw","LF","conc","lavor",109,"LAVOR","VLD"
70,"s8.dat",8,"t8",0,"None",NA,"rec","backw","HF","abst","pojava",8,"AVAJOP","ALD"
70,"s8.dat",8,"t8",0,"None",NA,"rec","backw","HF","abst","pravda",8,"ADVARP","VLD"
72,"s8.dat",8,"t91",1,"1",1292,"rec","forw","LF","abst","ucena",91,"UCENA","ALD"
72,"s8.dat",8,"t91",1,"1",1292,"rec","forw","LF","abst","naboj",91,"NABOJ","VLD"
73,"s8.dat",8,"t143",0,"1",NA,"pseudorec","backw","HF","conc",NA,143,"BRLOF","ALD"
73,"s8.dat",8,"t143",0,"1",NA,"pseudorec","backw","HF","conc",NA,143,"BATAZ","VLD"
74,"s8.dat",8,"t19",0,"3",NA,"rec","backw","HF","conc","sekira",19,"ARIKES","ALD"
74,"s8.dat",8,"t19",0,"3",NA,"rec","backw","HF","conc","rakija",19,"AJIKAR","VLD"
75,"s8.dat",8,"t229",1,"3",1152,"pseudorec","forw","LF","conc",NA,229,"REBUL","ALD"
75,"s8.dat",8,"t229",1,"3",1152,"pseudorec","forw","LF","conc",NA,229,"NABOH","VLD"
76,"s8.dat",8,"t12",0,"3",NA,"rec","backw","HF","abst","nemir",12,"RIMEN","ALD"
76,"s8.dat",8,"t12",0,"3",NA,"rec","backw","HF","abst","pomoć",12,"ĆOMOP","VLD"
77,"s8.dat",8,"t147",1,"3",681,"pseudorec","backw","HF","conc",NA,147,"PATAR","ALD"
