"Trial.order","Subject","Subject.number","Trial.name","correct","response","RT","leksikalnost","FWD_BCW","LF_HF","CONC_ABS","izvorna_rec","trial.number","rec","task"
142,"s2.dat",2,"t229",0,"1",NA,"pseudorec","forw","LF","conc",NA,229,"REBUL","ALD"
142,"s2.dat",2,"t229",0,"1",NA,"pseudorec","forw","LF","conc",NA,229,"NABOH","VLD"
143,"s2.dat",2,"t189",1,"3",1463,"pseudorec","forw","HF","abst",NA,189,"LOGOK","ALD"
143,"s2.dat",2,"t189",1,"3",1463,"pseudorec","forw","HF","abst",NA,189,"BEĆAŠ","VLD"
144,"s2.dat",2,"t212",1,"3",1342,"pseudorec","forw","LF","abst",NA,212,"TIRKIB","ALD"
144,"s2.dat",2,"t212",1,"3",1342,"pseudorec","forw","LF","abst",NA,212,"KRETEP","VLD"
145,"s2.dat",2,"t172",1,"3",1382,"pseudorec","backw","LF","conc",NA,172,"MASEF","ALD"
145,"s2.dat",2,"t172",1,"3",1382,"pseudorec","backw","LF","conc",NA,172,"LIMIR","VLD"
146,"s2.dat",2,"t162",0,"None",NA,"pseudorec","backw","LF","abst",NA,162,"BAROZ","ALD"
146,"s2.dat",2,"t162",0,"None",NA,"pseudorec","backw","LF","abst",NA,162,"NAKOČ","VLD"
148,"s2.dat",2,"t204",1,"3",1492,"pseudorec","forw","HF","conc",NA,204,"LENJIZ","ALD"
148,"s2.dat",2,"t204",1,"3",1492,"pseudorec","forw","HF","conc",NA,204,"BILIOD","VLD"
149,"s2.dat",2,"t222",1,"3",1352,"pseudorec","forw","LF","abst",NA,222,"BAROL","ALD"
149,"s2.dat",2,"t222",1,"3",1352,"pseudorec","forw","LF","abst",NA,222,"TREGEN","VLD"
150,"s2.dat",2,"t199",1,"3",1272,"pseudorec","forw","HF","conc",NA,199,"BORDEP","ALD"
150,"s2.dat",2,"t199",1,"3",1272,"pseudorec","forw","HF","conc",NA,199,"KLIPAĆ","VLD"
151,"s2.dat",2,"t50",1,"1",601,"rec","backw","LF","conc","ananas",50,"SANANA","ALD"
151,"s2.dat",2,"t50",1,"1",601,"rec","backw","LF","conc","kajmak",50,"KAMJAK","VLD"
152,"s2.dat",2,"t62",1,"1",550,"rec","forw","HF","abst","izdaja",62,"IZDAJA","ALD"
152,"s2.dat",2,"t62",1,"1",550,"rec","forw","HF","abst","uzrok",62,"UZROK","VLD"
153,"s2.dat",2,"t23",0,"None",NA,"rec","backw","HF","conc","odelo",23,"OLEDO","ALD"
153,"s2.dat",2,"t23",0,"None",NA,"rec","backw","HF","conc","blato",23,"OTALB","VLD"
155,"s2.dat",2,"t147",0,"1",NA,"pseudorec","backw","HF","conc",NA,147,"PATAR","ALD"
155,"s2.dat",2,"t147",0,"1",NA,"pseudorec","backw","HF","conc",NA,147,"VELUT","VLD"
156,"s2.dat",2,"t227",1,"3",1062,"pseudorec","forw","LF","conc",NA,227,"CIMEČ","ALD"
156,"s2.dat",2,"t227",1,"3",1062,"pseudorec","forw","LF","conc",NA,227,"VITALJ","VLD"
157,"s2.dat",2,"t132",1,"3",1162,"pseudorec","backw","HF","abst",NA,132,"NAZER","ALD"
157,"s2.dat",2,"t132",1,"3",1162,"pseudorec","backw","HF","abst",NA,132,"AVANČ","VLD"
158,"s2.dat",2,"t11",1,"1",1292,"rec","backw","HF","abst","zanos",11,"SONAZ","ALD"
158,"s2.dat",2,"t11",1,"1",1292,"rec","backw","HF","abst","smisao",11,"OASIMS","VLD"
159,"s2.dat",2,"t224",1,"3",1242,"pseudorec","forw","LF","abst",NA,224,"BOJLEG","ALD"
159,"s2.dat",2,"t224",1,"3",1242,"pseudorec","forw","LF","abst",NA,224,"DISTIC","VLD"
160,"s2.dat",2,"t91",1,"1",1242,"rec","forw","LF","abst","ucena",91,"UCENA","ALD"
160,"s2.dat",2,"t91",1,"1",1242,"rec","forw","LF","abst","naboj",91,"NABOJ","VLD"
161,"s2.dat",2,"t82",1,"1",841,"rec","forw","HF","conc","kaput",82,"KAPUT","ALD"
161,"s2.dat",2,"t82",1,"1",841,"rec","forw","HF","conc","klavir",82,"KLAVIR","VLD"
162,"s2.dat",2,"t220",1,"3",951,"pseudorec","forw","LF","abst",NA,220,"PERAĐ","ALD"
162,"s2.dat",2,"t220",1,"3",951,"pseudorec","forw","LF","abst",NA,220,"BUMBAG","VLD"
163,"s2.dat",2,"t79",1,"1",631,"rec","forw","HF","conc","marama",79,"MARAMA","ALD"
163,"s2.dat",2,"t79",1,"1",631,"rec","forw","HF","conc","kolica",79,"KOLICA","VLD"
164,"s2.dat",2,"t122",1,"3",1472,"pseudorec","backw","HF","abst",NA,122,"PREGIT","ALD"
164,"s2.dat",2,"t122",1,"3",1472,"pseudorec","backw","HF","abst",NA,122,"FETUP","VLD"
165,"s2.dat",2,"t68",1,"1",701,"rec","forw","HF","abst","izraz",68,"IZRAZ","ALD"
165,"s2.dat",2,"t68",1,"1",701,"rec","forw","HF","abst","utisak",68,"UTISAK","VLD"
166,"s2.dat",2,"t14",0,"3",NA,"rec","backw","HF","abst","posao",14,"OASOP","ALD"
166,"s2.dat",2,"t14",0,"3",NA,"rec","backw","HF","abst","strah",14,"HARTS","VLD"
167,"s2.dat",2,"t47",1,"1",1492,"rec","backw","LF","conc","spanać",47,"ĆANAPS","ALD"
167,"s2.dat",2,"t47",1,"1",1492,"rec","backw","LF","conc","pereca",47,"ACEREP","VLD"
168,"s2.dat",2,"t165",1,"3",1192,"pseudorec","backw","LF","abst",NA,165,"KARMIG","ALD"
168,"s2.dat",2,"t165",1,"3",1192,"pseudorec","backw","LF","abst",NA,165,"SIRUL","VLD"
169,"s2.dat",2,"t180",1,"3",1192,"pseudorec","backw","LF","conc",NA,180,"RAZVOC","ALD"
169,"s2.dat",2,"t180",1,"3",1192,"pseudorec","backw","LF","conc",NA,180,"FILTEB","VLD"
170,"s2.dat",2,"t134",1,"3",1232,"pseudorec","backw","HF","abst",NA,134,"DIZEB","ALD"
170,"s2.dat",2,"t134",1,"3",1232,"pseudorec","backw","HF","abst",NA,134,"LOTOG","VLD"
171,"s2.dat",2,"t17",0,"3",NA,"rec","backw","HF","conc","čekić",17,"ĆIKEČ","ALD"
171,"s2.dat",2,"t17",0,"3",NA,"rec","backw","HF","conc","smokva",17,"AVKOMS","VLD"
172,"s2.dat",2,"t2",0,"None",NA,"rec","backw","HF","abst","dosada",2,"ADASOD","ALD"
172,"s2.dat",2,"t2",0,"None",NA,"rec","backw","HF","abst","pojam",2,"MAJOP","VLD"
175,"s2.dat",2,"t104",1,"1",761,"rec","forw","LF","abst","divota",104,"DIVOTA","ALD"
175,"s2.dat",2,"t104",1,"1",761,"rec","forw","LF","abst","efekat",104,"EFEKAT","VLD"
176,"s2.dat",2,"t183",1,"3",1251,"pseudorec","forw","HF","abst",NA,183,"POGAJ","ALD"
176,"s2.dat",2,"t183",1,"3",1251,"pseudorec","forw","HF","abst",NA,183,"GURMAB","VLD"
177,"s2.dat",2,"t54",0,"3",NA,"rec","backw","LF","conc","klovn",54,"NVOLK","ALD"
177,"s2.dat",2,"t54",0,"3",NA,"rec","backw","LF","conc","štuka",54,"AKUTŠ","VLD"
178,"s2.dat",2,"t128",1,"3",1161,"pseudorec","backw","HF","abst",NA,128,"TAJGUP","ALD"
178,"s2.dat",2,"t128",1,"3",1161,"pseudorec","backw","HF","abst",NA,128,"MASLAB","VLD"
179,"s2.dat",2,"t206",1,"3",1111,"pseudorec","forw","HF","conc",NA,206,"GLUPAR","ALD"
179,"s2.dat",2,"t206",1,"3",1111,"pseudorec","forw","HF","conc",NA,206,"ARHID","VLD"
180,"s2.dat",2,"t237",1,"3",1191,"pseudorec","forw","LF","conc",NA,237,"IZDAP","ALD"
180,"s2.dat",2,"t237",1,"3",1191,"pseudorec","forw","LF","conc",NA,237,"FAGOH","VLD"
181,"s2.dat",2,"t95",1,"1",731,"rec","forw","LF","abst","apsurd",95,"APSURD","ALD"
181,"s2.dat",2,"t95",1,"1",731,"rec","forw","LF","abst","opseg",95,"OPSEG","VLD"
182,"s2.dat",2,"t19",1,"1",1022,"rec","backw","HF","conc","sekira",19,"ARIKES","ALD"
182,"s2.dat",2,"t19",1,"1",1022,"rec","backw","HF","conc","rakija",19,"AJIKAR","VLD"
183,"s2.dat",2,"t197",0,"None",NA,"pseudorec","forw","HF","conc",NA,197,"SISAB","ALD"
183,"s2.dat",2,"t197",0,"None",NA,"pseudorec","forw","HF","conc",NA,197,"KLIKET","VLD"
185,"s2.dat",2,"t238",1,"3",1252,"pseudorec","forw","LF","conc",NA,238,"RASAL","ALD"
185,"s2.dat",2,"t238",1,"3",1252,"pseudorec","forw","LF","conc",NA,238,"JASTOM","VLD"
186,"s2.dat",2,"t48",0,"3",NA,"rec","backw","LF","conc","burek",48,"KERUB","ALD"
186,"s2.dat",2,"t48",0,"3",NA,"rec","backw","LF","conc","cucla",48,"ALCUC","VLD"
187,"s2.dat",2,"t43",0,"3",NA,"rec","backw","LF","abst","požuda",43,"ADUŽOP","ALD"
187,"s2.dat",2,"t43",0,"3",NA,"rec","backw","LF","abst","namena",43,"ANEMAN","VLD"
188,"s2.dat",2,"t25",1,"1",1322,"rec","backw","HF","conc","jabuka",25,"AKUBAJ","ALD"
188,"s2.dat",2,"t25",1,"1",1322,"rec","backw","HF","conc","lanac",25,"CANAL","VLD"
189,"s2.dat",2,"t7",0,"None",NA,"rec","backw","HF","abst","proces",7,"SECORP","ALD"
189,"s2.dat",2,"t7",0,"None",NA,"rec","backw","HF","abst","korist",7,"TSIROK","VLD"
191,"s2.dat",2,"t39",0,"3",NA,"rec","backw","LF","abst","trema",39,"AMERT","ALD"
191,"s2.dat",2,"t39",0,"3",NA,"rec","backw","LF","abst","pouka",39,"AKUOP","VLD"
192,"s2.dat",2,"t120",1,"1",581,"rec","forw","LF","conc","krljušt",120,"KRLJUŠT","ALD"
192,"s2.dat",2,"t120",1,"1",581,"rec","forw","LF","conc","olovka",120,"OLOVKA","VLD"
193,"s2.dat",2,"t174",1,"3",951,"pseudorec","backw","LF","conc",NA,174,"VOKAB","ALD"
193,"s2.dat",2,"t174",1,"3",951,"pseudorec","backw","LF","conc",NA,174,"ZIDIB","VLD"
194,"s2.dat",2,"t13",1,"1",1211,"rec","backw","HF","abst","samoća",13,"AĆOMAS","ALD"
194,"s2.dat",2,"t13",1,"1",1211,"rec","backw","HF","abst","tajna",13,"ANJAT","VLD"
195,"s2.dat",2,"t51",1,"1",1021,"rec","backw","LF","conc","pekmez",51,"ZEMKEP","ALD"
195,"s2.dat",2,"t51",1,"1",1021,"rec","backw","LF","conc","šaran",51,"NARAŠ","VLD"
196,"s2.dat",2,"t158",1,"3",1142,"pseudorec","backw","LF","abst",NA,158,"KAJAC","ALD"
196,"s2.dat",2,"t158",1,"3",1142,"pseudorec","backw","LF","abst",NA,158,"ĆEVAK","VLD"
197,"s2.dat",2,"t97",1,"1",1443,"rec","forw","LF","abst","bruka",97,"BRUKA","ALD"
197,"s2.dat",2,"t97",1,"1",1443,"rec","forw","LF","abst","manjak",97,"MANJAK","VLD"
198,"s2.dat",2,"t22",1,"1",1312,"rec","backw","HF","conc","čamac",22,"CAMAČ","ALD"
198,"s2.dat",2,"t22",1,"1",1312,"rec","backw","HF","conc","hrast",22,"TSARH","VLD"
199,"s2.dat",2,"t44",0,"None",NA,"rec","backw","LF","abst","zaplet",44,"TELPAZ","ALD"
199,"s2.dat",2,"t44",0,"None",NA,"rec","backw","LF","abst","sujeta",44,"ATEJUS","VLD"
201,"s2.dat",2,"t214",1,"3",1261,"pseudorec","forw","LF","abst",NA,214,"PITOR","ALD"
201,"s2.dat",2,"t214",1,"3",1261,"pseudorec","forw","LF","abst",NA,214,"PIJAD","VLD"
202,"s2.dat",2,"t118",1,"1",751,"rec","forw","LF","conc","rerna",118,"RERNA","ALD"
202,"s2.dat",2,"t118",1,"1",751,"rec","forw","LF","conc","kačket",118,"KAČKET","VLD"
203,"s2.dat",2,"t155",1,"3",1412,"pseudorec","backw","LF","abst",NA,155,"MIKROZ","ALD"
203,"s2.dat",2,"t155",1,"3",1412,"pseudorec","backw","LF","abst",NA,155,"KAUBOT","VLD"
204,"s2.dat",2,"t130",1,"3",1433,"pseudorec","backw","HF","abst",NA,130,"REPTIK","ALD"
204,"s2.dat",2,"t130",1,"3",1433,"pseudorec","backw","HF","abst",NA,130,"POVEJ","VLD"
205,"s2.dat",2,"t55",1,"1",1482,"rec","backw","LF","conc","zumbul",55,"LUBMUZ","ALD"
205,"s2.dat",2,"t55",1,"1",1482,"rec","backw","LF","conc","kaktus",55,"SUTKAK","VLD"
206,"s2.dat",2,"t213",1,"3",1402,"pseudorec","forw","LF","abst",NA,213,"DOSLUZ","ALD"
206,"s2.dat",2,"t213",1,"3",1402,"pseudorec","forw","LF","abst",NA,213,"ODVOC","VLD"
207,"s2.dat",2,"t76",1,"1",691,"rec","forw","HF","conc","tepih",76,"TEPIH","ALD"
207,"s2.dat",2,"t76",1,"1",691,"rec","forw","HF","conc","sapun",76,"SAPUN","VLD"
208,"s2.dat",2,"t105",1,"1",551,"rec","forw","LF","abst","logika",105,"LOGIKA","ALD"
208,"s2.dat",2,"t105",1,"1",551,"rec","forw","LF","abst","oprez",105,"OPREZ","VLD"
209,"s2.dat",2,"t232",1,"3",1222,"pseudorec","forw","LF","conc",NA,232,"TOALEB","ALD"
209,"s2.dat",2,"t232",1,"3",1222,"pseudorec","forw","LF","conc",NA,232,"FAZOR","VLD"
210,"s2.dat",2,"t61",1,"1",751,"rec","forw","HF","abst","nemoć",61,"NEMOĆ","ALD"
210,"s2.dat",2,"t61",1,"1",751,"rec","forw","HF","abst","sudba",61,"SUDBA","VLD"
211,"s2.dat",2,"t74",1,"1",621,"rec","forw","HF","abst","sreća",74,"SREĆA","ALD"
211,"s2.dat",2,"t74",1,"1",621,"rec","forw","HF","abst","odnos",74,"ODNOS","VLD"
212,"s2.dat",2,"t150",1,"3",1081,"pseudorec","backw","HF","conc",NA,150,"REKEB","ALD"
212,"s2.dat",2,"t150",1,"3",1081,"pseudorec","backw","HF","conc",NA,150,"FLUIŠ","VLD"
213,"s2.dat",2,"t153",1,"3",1192,"pseudorec","backw","LF","abst",NA,153,"PERŠUĐ","ALD"
213,"s2.dat",2,"t153",1,"3",1192,"pseudorec","backw","LF","abst",NA,153,"LOSIOR","VLD"
214,"s2.dat",2,"t171",1,"3",1422,"pseudorec","backw","LF","conc",NA,171,"OTKLOR","ALD"
214,"s2.dat",2,"t171",1,"3",1422,"pseudorec","backw","LF","conc",NA,171,"FOKUJ","VLD"
215,"s2.dat",2,"t80",1,"1",691,"rec","forw","HF","conc","topola",80,"TOPOLA","ALD"
215,"s2.dat",2,"t80",1,"1",691,"rec","forw","HF","conc","grožĐ‘e",80,"GROŽĐE","ALD"
216,"s2.dat",2,"t169",1,"3",952,"pseudorec","backw","LF","conc",NA,169,"GULAN","ALD"
216,"s2.dat",2,"t169",1,"3",952,"pseudorec","backw","LF","conc",NA,169,"CIGAF","VLD"
217,"s2.dat",2,"t185",0,"1",NA,"pseudorec","forw","HF","abst",NA,185,"FARMET","ALD"
217,"s2.dat",2,"t185",0,"1",NA,"pseudorec","forw","HF","abst",NA,185,"RABIĐ","ALD"
218,"s2.dat",2,"t67",1,"1",751,"rec","forw","HF","abst","sezona",67,"SEZONA","ALD"
218,"s2.dat",2,"t67",1,"1",751,"rec","forw","HF","abst","propis",67,"PROPIS","VLD"
219,"s2.dat",2,"t160",1,"3",1322,"pseudorec","backw","LF","abst",NA,160,"ŠAFRAK","ALD"
219,"s2.dat",2,"t160",1,"3",1322,"pseudorec","backw","LF","abst",NA,160,"GEOLOT","VLD"
220,"s2.dat",2,"t98",1,"1",701,"rec","forw","LF","abst","slanje",98,"SLANJE","ALD"
220,"s2.dat",2,"t98",1,"1",701,"rec","forw","LF","abst","užitak",98,"UŽITAK","VLD"
221,"s2.dat",2,"t4",1,"1",1402,"rec","backw","HF","abst","namera",4,"AREMAN","ALD"
221,"s2.dat",2,"t4",1,"1",1402,"rec","backw","HF","abst","osveta",4,"ATEVSO","VLD"
222,"s2.dat",2,"t106",1,"1",591,"rec","forw","LF","conc","jogurt",106,"JOGURT","ALD"
222,"s2.dat",2,"t106",1,"1",591,"rec","forw","LF","conc","kengur",106,"KENGUR","VLD"
223,"s2.dat",2,"t228",1,"3",1362,"pseudorec","forw","LF","conc",NA,228,"ULKUG","ALD"
223,"s2.dat",2,"t228",1,"3",1362,"pseudorec","forw","LF","conc",NA,228,"FLANEG","VLD"
224,"s2.dat",2,"t83",1,"1",1302,"rec","forw","HF","conc","klupa",83,"KLUPA","ALD"
224,"s2.dat",2,"t83",1,"1",1302,"rec","forw","HF","conc","zavesa",83,"ZAVESA","VLD"
225,"s2.dat",2,"t111",1,"1",731,"rec","forw","LF","conc","perika",111,"PERIKA","ALD"
225,"s2.dat",2,"t111",1,"1",731,"rec","forw","LF","conc","pelena",111,"PELENA","VLD"
226,"s2.dat",2,"t215",1,"3",1102,"pseudorec","forw","LF","abst",NA,215,"OPOZIN","ALD"
226,"s2.dat",2,"t215",1,"3",1102,"pseudorec","forw","LF","abst",NA,215,"PO~EF","ALD"
227,"s2.dat",2,"t94",1,"1",611,"rec","forw","LF","abst","trenje",94,"TRENJE","ALD"
227,"s2.dat",2,"t94",1,"1",611,"rec","forw","LF","abst","deoba",94,"DEOBA","VLD"
228,"s2.dat",2,"t219",1,"3",1152,"pseudorec","forw","LF","abst",NA,219,"POKOB","ALD"
228,"s2.dat",2,"t219",1,"3",1152,"pseudorec","forw","LF","abst",NA,219,"REDAF","VLD"
229,"s2.dat",2,"t114",1,"1",701,"rec","forw","LF","conc","biber",114,"BIBER","ALD"
229,"s2.dat",2,"t114",1,"1",701,"rec","forw","LF","conc","liker",114,"LIKER","VLD"
230,"s2.dat",2,"t177",0,"None",NA,"pseudorec","backw","LF","conc",NA,177,"JERED","ALD"
230,"s2.dat",2,"t177",0,"None",NA,"pseudorec","backw","LF","conc",NA,177,"MELED","VLD"
232,"s2.dat",2,"t170",0,"None",NA,"pseudorec","backw","LF","conc",NA,170,"PORTIN","ALD"
232,"s2.dat",2,"t170",0,"None",NA,"pseudorec","backw","LF","conc",NA,170,"ŠESTAM","VLD"
234,"s2.dat",2,"t8",0,"None",NA,"rec","backw","HF","abst","pojava",8,"AVAJOP","ALD"
234,"s2.dat",2,"t8",0,"None",NA,"rec","backw","HF","abst","pravda",8,"ADVARP","VLD"
236,"s2.dat",2,"t52",1,"1",1482,"rec","backw","LF","conc","šunka",52,"AKNUŠ","ALD"
236,"s2.dat",2,"t52",1,"1",1482,"rec","backw","LF","conc","fazan",52,"NAZAF","VLD"
237,"s2.dat",2,"t138",1,"3",1332,"pseudorec","backw","HF","conc",NA,138,"MAGNEG","ALD"
237,"s2.dat",2,"t138",1,"3",1332,"pseudorec","backw","HF","conc",NA,138,"KAPLAB","VLD"
238,"s2.dat",2,"t231",1,"3",1282,"pseudorec","forw","LF","conc",NA,231,"MLEKAF","ALD"
238,"s2.dat",2,"t231",1,"3",1282,"pseudorec","forw","LF","conc",NA,231,"KENGUN","VLD"
239,"s2.dat",2,"t87",1,"1",631,"rec","forw","HF","conc","pesak",87,"PESAK","ALD"
239,"s2.dat",2,"t87",1,"1",631,"rec","forw","HF","conc","staklo",87,"STAKLO","VLD"
240,"s2.dat",2,"t176",1,"3",1131,"pseudorec","backw","LF","conc",NA,176,"PUTEF","ALD"
240,"s2.dat",2,"t176",1,"3",1131,"pseudorec","backw","LF","conc",NA,176,"NAGIR","VLD"
241,"s2.dat",2,"t41",0,"3",NA,"rec","backw","LF","abst","status",41,"SUTATS","ALD"
241,"s2.dat",2,"t41",0,"3",NA,"rec","backw","LF","abst","tegoba",41,"ABOGET","VLD"
242,"s2.dat",2,"t168",0,"None",NA,"pseudorec","backw","LF","conc",NA,168,"JELEP","ALD"
242,"s2.dat",2,"t168",0,"None",NA,"pseudorec","backw","LF","conc",NA,168,"ĆUMEP","VLD"
244,"s2.dat",2,"t53",0,"3",NA,"rec","backw","LF","conc","šnicla",53,"ALCINŠ","ALD"
244,"s2.dat",2,"t53",0,"3",NA,"rec","backw","LF","conc","salama",53,"AMALAS","VLD"
245,"s2.dat",2,"t225",1,"3",1051,"pseudorec","forw","LF","abst",NA,225,"BULDOF","ALD"
245,"s2.dat",2,"t225",1,"3",1051,"pseudorec","forw","LF","abst",NA,225,"TUMOČ","VLD"
246,"s2.dat",2,"t186",1,"3",1212,"pseudorec","forw","HF","abst",NA,186,"ZNALAB","ALD"
246,"s2.dat",2,"t186",1,"3",1212,"pseudorec","forw","HF","abst",NA,186,"MODUĐ","ALD"
247,"s2.dat",2,"t142",1,"3",1191,"pseudorec","backw","HF","conc",NA,142,"ZUBID","ALD"
247,"s2.dat",2,"t142",1,"3",1191,"pseudorec","backw","HF","conc",NA,142,"KEDAP","VLD"
248,"s2.dat",2,"t149",1,"3",1071,"pseudorec","backw","HF","conc",NA,149,"KINIB","ALD"
248,"s2.dat",2,"t149",1,"3",1071,"pseudorec","backw","HF","conc",NA,149,"VISAR","VLD"
249,"s2.dat",2,"t36",1,"1",1342,"rec","backw","LF","abst","idila",36,"ALIDI","ALD"
249,"s2.dat",2,"t36",1,"1",1342,"rec","backw","LF","abst","impuls",36,"SLUPMI","VLD"
250,"s2.dat",2,"t151",1,"3",1272,"pseudorec","backw","LF","abst",NA,151,"PRIZIT","ALD"
250,"s2.dat",2,"t151",1,"3",1272,"pseudorec","backw","LF","abst",NA,151,"PASAM","VLD"
251,"s2.dat",2,"t33",0,"3",NA,"rec","backw","LF","abst","opoziv",33,"VIZOPO","ALD"
251,"s2.dat",2,"t33",0,"3",NA,"rec","backw","LF","abst","renome",33,"EMONER","VLD"
252,"s2.dat",2,"t32",0,"None",NA,"rec","backw","LF","abst","gadost",32,"TSODAG","ALD"
252,"s2.dat",2,"t32",0,"None",NA,"rec","backw","LF","abst","dosluh",32,"HULSOD","VLD"
254,"s2.dat",2,"t71",1,"1",651,"rec","forw","HF","abst","slutnja",71,"SLUTNJA","ALD"
254,"s2.dat",2,"t71",1,"1",651,"rec","forw","HF","abst","razvoj",71,"RAZVOJ","VLD"
255,"s2.dat",2,"t109",1,"1",610,"rec","forw","LF","conc","kiosk",109,"KIOSK","ALD"
255,"s2.dat",2,"t109",1,"1",610,"rec","forw","LF","conc","lavor",109,"LAVOR","VLD"
256,"s2.dat",2,"t141",1,"3",1211,"pseudorec","backw","HF","conc",NA,141,"VODNIB","ALD"
256,"s2.dat",2,"t141",1,"3",1211,"pseudorec","backw","HF","conc",NA,141,"CIMEC","VLD"
257,"s2.dat",2,"t131",1,"3",1452,"pseudorec","backw","HF","abst",NA,131,"PORIG","ALD"
257,"s2.dat",2,"t131",1,"3",1452,"pseudorec","backw","HF","abst",NA,131,"PATROZ","VLD"
258,"s2.dat",2,"t49",1,"1",1092,"rec","backw","LF","conc","jarac",49,"CARAJ","ALD"
258,"s2.dat",2,"t49",1,"1",1092,"rec","backw","LF","conc","pegla",49,"ALGEP","VLD"
259,"s2.dat",2,"t77",1,"1",711,"rec","forw","HF","conc","točak",77,"TOČAK","ALD"
259,"s2.dat",2,"t77",1,"1",711,"rec","forw","HF","conc","kesten",77,"KESTEN","VLD"
260,"s2.dat",2,"t85",1,"1",972,"rec","forw","HF","conc","koleno",85,"KOLENO","ALD"
260,"s2.dat",2,"t85",1,"1",972,"rec","forw","HF","conc","pepeo",85,"PEPEO","VLD"
261,"s2.dat",2,"t15",1,"1",1242,"rec","backw","HF","abst","misao",15,"OASIM","ALD"
261,"s2.dat",2,"t15",1,"1",1242,"rec","backw","HF","abst","snaga",15,"AGANS","VLD"
262,"s2.dat",2,"t190",1,"3",1382,"pseudorec","forw","HF","abst",NA,190,"ŠVERG","ALD"
262,"s2.dat",2,"t190",1,"3",1382,"pseudorec","forw","HF","abst",NA,190,"METAT","VLD"
263,"s2.dat",2,"t58",1,"1",1081,"rec","backw","LF","conc","makaze",58,"EZAKAM","ALD"
263,"s2.dat",2,"t58",1,"1",1081,"rec","backw","LF","conc","banana",58,"ANANAB","VLD"
264,"s2.dat",2,"t101",1,"1",581,"rec","forw","LF","abst","domet",101,"DOMET","ALD"
264,"s2.dat",2,"t101",1,"1",581,"rec","forw","LF","abst","ispad",101,"ISPAD","VLD"
265,"s2.dat",2,"t133",1,"3",781,"pseudorec","backw","HF","abst",NA,133,"ŠTAPIZ","ALD"
265,"s2.dat",2,"t133",1,"3",781,"pseudorec","backw","HF","abst",NA,133,"LIRIZ","VLD"
266,"s2.dat",2,"t239",0,"None",NA,"pseudorec","forw","LF","conc",NA,239,"BIFTEM","ALD"
266,"s2.dat",2,"t239",0,"None",NA,"pseudorec","forw","LF","conc",NA,239,"RUNDOG","VLD"
268,"s2.dat",2,"t103",0,"None",NA,"rec","forw","LF","abst","fizika",103,"FIZIKA","ALD"
268,"s2.dat",2,"t103",0,"None",NA,"rec","forw","LF","abst","nedelo",103,"NEDELO","VLD"
270,"s2.dat",2,"t159",0,"1",NA,"pseudorec","backw","LF","abst",NA,159,"MALEG","ALD"
270,"s2.dat",2,"t159",0,"1",NA,"pseudorec","backw","LF","abst",NA,159,"MADAZ","VLD"
271,"s2.dat",2,"t129",0,"None",NA,"pseudorec","backw","HF","abst",NA,129,"AKTEF","ALD"
271,"s2.dat",2,"t129",0,"None",NA,"pseudorec","backw","HF","abst",NA,129,"AFEKAL","VLD"
273,"s2.dat",2,"t31",1,"1",1422,"rec","backw","LF","abst","izazov",31,"VOZAZI","ALD"
273,"s2.dat",2,"t31",1,"1",1422,"rec","backw","LF","abst","etika",31,"AKITE","VLD"
274,"s2.dat",2,"t218",1,"3",1412,"pseudorec","forw","LF","abst",NA,218,"ROVAG","ALD"
274,"s2.dat",2,"t218",1,"3",1412,"pseudorec","forw","LF","abst",NA,218,"EPITEZ","VLD"
275,"s2.dat",2,"t115",1,"1",621,"rec","forw","LF","conc","božur",115,"BOŽUR","ALD"
275,"s2.dat",2,"t115",1,"1",621,"rec","forw","LF","conc","prase",115,"PRASE","VLD"
276,"s2.dat",2,"t137",1,"3",1162,"pseudorec","backw","HF","conc",NA,137,"POLEZ","ALD"
276,"s2.dat",2,"t137",1,"3",1162,"pseudorec","backw","HF","conc",NA,137,"STICAP","VLD"
277,"s2.dat",2,"t181",1,"3",1082,"pseudorec","forw","HF","abst",NA,181,"SOMUH","ALD"
277,"s2.dat",2,"t181",1,"3",1082,"pseudorec","forw","HF","abst",NA,181,"TANIH","VLD"
278,"s2.dat",2,"t139",1,"3",1472,"pseudorec","backw","HF","conc",NA,139,"ZEJTIZ","ALD"
278,"s2.dat",2,"t139",1,"3",1472,"pseudorec","backw","HF","conc",NA,139,"HIBRIF","VLD"
279,"s2.dat",2,"t65",1,"1",772,"rec","forw","HF","abst","savest",65,"SAVEST","ALD"
279,"s2.dat",2,"t65",1,"1",772,"rec","forw","HF","abst","ideja",65,"IDEJA","VLD"
280,"s2.dat",2,"t27",1,"1",1142,"rec","backw","HF","conc","stena",27,"ANETS","ALD"
280,"s2.dat",2,"t27",1,"1",1142,"rec","backw","HF","conc","mleko",27,"OKELM","VLD"
281,"s2.dat",2,"t188",1,"3",1452,"pseudorec","forw","HF","abst",NA,188,"TENOZ","ALD"
281,"s2.dat",2,"t188",1,"3",1452,"pseudorec","forw","HF","abst",NA,188,"KOKTEZ","VLD"
282,"s2.dat",2,"t223",0,"None",NA,"pseudorec","forw","LF","abst",NA,223,"OPILJAL","ALD"
282,"s2.dat",2,"t223",0,"None",NA,"pseudorec","forw","LF","abst",NA,223,"IZOTOC","VLD"
284,"s2.dat",2,"t161",1,"3",1332,"pseudorec","backw","LF","abst",NA,161,"VASKRM","ALD"
