id	gender	childhood_location	current_location	native_language	education	age
645	female	britishcolumbia	britishcolumbia	english	bachelors_degree	23
646	male	illinois	illinois	english	some_college_no_degree	24
647	female	britishcolumbia	britishcolumbia	english	some_college_no_degree	21
648	female	ontario	ontario	english	bachelors_degree	34
649	female	ontario	ontario	english	bachelors_degree	38
650	female	ontario	ontario	english	bachelors_degree	23
651	female	ont	ont	english	bachelors_degree	31
652	female	newjersey	indiana	english	bachelors_degree	31
653	male	ontario	ontario	english	associates_degree	24
654	female	bc	bc	english	some_high_school	22
655	female	michigan	california	english	bachelors_degree	44
656	female	alabama	california	english	high_school_graduate	43
657	male	ohio	california	english	some_college_no_degree	20
658	female	ca	ca	english	bachelors_degree	32
659	female	ca	ca	english	bachelors_degree	32
660	male	bc	bc	english	associates_degree	40
661	male	newbrunswick	newbrunswick	english	some_college_no_degree	21
662	male	sd	ut	english	high_school_graduate	33
663	female	newmexico	newmexico	english	bachelors_degree	23
664	female		alberta	english	high_school_graduate	54
665	male	alberta	alberta	english	bachelors_degree	42
666	male	iowa	texas	english	some_college_no_degree	24
667	male	mb	mb	english	bachelors_degree	35
668	male	il	il	english	bachelors_degree	38
669	female	illinois	louisiana	english	bachelors_degree	25
670	male	illinois	illinois	english	associates_degree	24
671	male	ohio	iowa	english	associates_degree	30
672	male	massachusetts	tennessee	english	bachelors_degree	34
673	female	florida	florida	english	associates_degree	48
674	female	illinois	illinois	english	some_college_no_degree	46
675	female	ny	pa	english	some_college_no_degree	22
676	male	ontario	ontario	english	some_college_no_degree	23
677	female	ny	fl	english	masters_degree	51
678	male	newjersey	newjersey	english	some_college_no_degree	23
679	male	ohio	ohio	english	bachelors_degree	27
680	female	ontario	ontario	english	some_college_no_degree	22
681	female	va	va	english	bachelors_degree	25
682	female	ma	nh	english	high_school_graduate	56
683	male	ontario	ontario	english	associates_degree	24
684	female	ny	fl	english	high_school_graduate	20
685	female	texas	newyork	english	bachelors_degree	28
686	male	ontario	ontario	english	masters_degree	27
687	male	pa	pa	english	bachelors_degree	30
688	female	florida	florida	english	bachelors_degree	43
689	male	ontario	ontario	english	masters_degree	32
690	male	maryland	maryland	english	high_school_graduate	41
691	male	newyork	newyork	english	bachelors_degree	25
692	female	hawaii	stirlingshire	english	masters_degree	31
693	female	ontario	uk	english	doctorate	32
694	female	washington	washington	english	high_school_graduate	21
695	male	california	nevada	english	high_school_graduate	30
696	female	california	washington	english	bachelors_degree	29
697	female	louisiana	newmexico	english	masters_degree	49
698	male	alabama	alabama	english	some_college_no_degree	23
699	female	minnesota	minnesota	english	some_college_no_degree	43
700	male	ct	ct	english	bachelors_degree	25
701	male	texas	texas	english	some_college_no_degree	39
702	male	wisconsin	wisconsin	english	bachelors_degree	44
703	female	illinois	illinois	english	bachelors_degree	35
704	male	wisconsin	wisconsin	english	bachelors_degree	31
705	male	iowa	iowa	english	bachelors_degree	33
706	male	wi	wi	english	some_college_no_degree	24
707	male	arkansas	arkansas	english	doctorate	27
708	male	illinois	illinois	english	some_college_no_degree	25
709	female	illinois	illinois	english	bachelors_degree	23
710	male	co	ok	enligh	doctorate	30
711	female	illinois	kentucky	english	high_school_graduate	40
712	male	missouri	texas	english	bachelors_degree	32
713	female	wisconsin	wisconsin	english	some_college_no_degree	26
714	male	ny	nd	english	some_college_no_degree	46
715	female	manitoba	manitoba	english	bachelors_degree	32
716	female	pennsylvania	southcarolina	english	bachelors_degree	33
717	male	northcarolina	southcarolina	english	high_school_graduate	28
718	male	florida	florida	english	high_school_graduate	21
719	male	maryland	westvirginia	english	bachelors_degree	32
720	male	georgia	maryland	english	masters_degree	42
721	male	northcarolina	northcarolina	english	bachelors_degree	24
722	male	ontario	ontario	english	high_school_graduate	38
723	male	ontario	on	english	bachelors_degree	55
724	male	massachusets	massachusets	english	bachelors_degree	28
725	male	michigan	michigan	english	high_school_graduate	52
726	female	newyork	newyork	english	masters_degree	32
727	male	ohio	southcarolina	english	bachelors_degree	59
728	male	newyork	newyork	english	bachelors_degree	43
729	female	maryland	maryland	english	associates_degree	22
730	male	michigan	michigan	english	bachelors_degree	39
731	male	georgia	florida	english	masters_degree	30
732	female	ohio	ohio	english	bachelors_degree	55
733	female	maryland	maryland	english	some_college_no_degree	20
734	female	pennsylvania	pennsylvania	english	bachelors_degree	25
735	male	va	ga	english	bachelors_degree	39
736	male	ga	ga	english	some_college_no_degree	36
737	male	texas	northcarolina	english	associates_degree	38
738	female	newjersey	newjersey	english	associates_degree	23
739	male	minnesota	connecticut	english	bachelors_degree	46
740	male	tennessee	tennessee	english	masters_degree	28
741	male	louisiana	florida	english	masters_degree	38
742	female	michigan	michigan	english	bachelors_degree	23
743	female	virginia	virginia	english	masters_degree	46
744	male	ri	ri	english	some_college_no_degree	42
745	male	virginia	michigan	english	doctorate	42
746	male	northcarolina	northcarolina	english	bachelors_degree	30
747	male	ontario	ontario	english	some_college_no_degree	35
748	female	montreal	ontario	english	bachelors_degree	40
749	female	ma	ma	english	bachelors_degree	43
750	male	germany	ontario	english	some_college_no_degree	35
751	female	oh	oh	english	doctorate	39
752	male	ontario	ontario	english	some_college_no_degree	48
753	female	oh	oh	english	high_school_graduate	45
754	female	indiana	georgia	english	bachelors_degree	51
755	male	ohio	ohio	english	bachelors_degree	44
756	female	pa	pa	english	bachelors_degree	29
757	male	ma	ma	english	bachelors_degree	31
758	female	mich	mich	english	high_school_graduate	54
759	male	ontario	ontario	english	high_school_graduate	36
760	male	ontario	novascotia	english	some_college_no_degree	35
761	male	california	california	english	bachelors_degree	26
762	other	arizona	abroad	english	masters_degree	38
763	male	california	california	english	bachelors_degree	24
764	female	louisiana	louisiana	english	masters_degree	31
765	male	michigan	michigan	english	masters_degree	26
766	female	ontario	newyork	english	bachelors_degree	52
767	female	bc	bc	english	some_college_no_degree	24
768	male	md	dc	english	doctorate	39
769	male	illinois	illinois	english	bachelors_degree	24
770	male	alabama	alabama	english	NA	21
771	male	texas	texas	english	masters_degree	43
772	female	oregon	oregon	english	bachelors_degree	38
773	male	la	usa	english	bachelors_degree	33
774	male	connecticut	texas	english	bachelors_degree	31
775	female	minnesota	minnesota	english	masters_degree	47
776	female	alabama	texas	english	some_college_no_degree	62
777	male	alabama	alabama	english	some_college_no_degree	23
778	male	al	al	english	associates_degree	38
779	female	wisconsin	franceilledefrance	english	bachelors_degree	36
780	female	texas	texas	english	masters_degree	34
781	male	georgia	georgia	english	bachelors_degree	28
782	male	wv	de	english	bachelors_degree	40
783	male	washington	louisiana	english	masters_degree	30
784	female	montana	massachusetts	english	bachelors_degree	53
785	female	pa	pa	english	bachelors_degree	41
786	female	nc	nc	english	masters_degree	36
787	female	ohio	oh	english	bachelors_degree	44
788	female	newyork	newyork	english	bachelors_degree	33
789	female	florida	florida	english	high_school_graduate	42
790	male	northcarolina	northcarolina	english	masters_degree	29
791	male	californiatab	california	english	bachelors_degree	56
792	NA	washington	washington	english	associates_degree	30
793	male	oregon	oregon	english	high_school_graduate	44
794	male	illinois	illinois	english	bachelors_degree	35
795	male	il	il	english	some_college_no_degree	30
796	female	wi	wi	english	some_college_no_degree	35
797	female	wisconsin	wisconsin	english	bachelors_degree	31
798	female	nebraska	arizona	english	some_college_no_degree	47
799	female	ca	nc	english	bachelors_degree	52
800	female	manitoba	manitoba	english	some_college_no_degree	28
801	female	mo	mo	english	bachelors_degree	42
802	male	illinois	illinois	english	bachelors_degree	33
803	male	al	al	english	bachelors_degree	36
804	female	indiana	indiana	english	high_school_graduate	55
805	female	massachusettsa	massachusetts	english	bachelors_degree	29
806	female	ontario	ontario	english	bachelors_degree	41
807	male	nc	nc	english	bachelors_degree	57
808	female	nebraska	virginia	english	masters_degree	48
809	male	florida	florida	english	bachelors_degree	29
810	NA	nh	nh	english	NA	32
811	female	ontario	quebec	english	doctorate	41
812	male	ny	fl	english	high_school_graduate	26
813	male	quebec	quebec	english	bachelors_degree	33
814	male	ontario	ontario	english	bachelors_degree	27
815	female	ny	ny	english	some_college_no_degree	36
816	male	rhodeisland	florida	english	bachelors_degree	32
817	male	rhodeisland	connecticut	english	some_college_no_degree	32
818	female	florida	florida	english	bachelors_degree	25
819	male	pa	pa	english	bachelors_degree	38
820	female	northcarolina	northcarolina	english	high_school_graduate	34
821	male	newyork	newyork	english	masters_degree	27
822	male	florida	florida	english	bachelors_degree	34
823	male	newyork	florida	english	high_school_graduate	47
824	female	connecticut	maryland	english	masters_degree	52
825	male	ohio	ohio	english	bachelors_degree	38
826	female	newyork	florida	english	bachelors_degree	53
827	female	pa	pa	english	associates_degree	30
828	male	ontario	ontario	english	some_college_no_degree	37
829	female	virginia	georgia	english	associates_degree	32
830	male	georgia	georgia	english	bachelors_degree	27
831	female	md	md	english	some_college_no_degree	50
832	male	newjersey	newjersey	english	masters_degree	38
833	female	pa	pa	english	bachelors_degree	40
834	female	ohio	ohio	english	masters_degree	38
835	male	wv	wv	english	some_college_no_degree	46
836	male	ontario	ontario	english	bachelors_degree	44
837	male	ohio	ohio	english	high_school_graduate	43
838	female	washington	washington	english	associates_degree	43
839	female	ontario	ontario	english	bachelors_degree	25
840	female	california	california	english	bachelors_degree	29
841	female	bc	bc	english	masters_degree	31
842	female	arizona	arizona	english	some_college_no_degree	33
843	male	ca	ca	english	bachelors_degree	39
844	female	wyoming	colorado	english	bachelors_degree	50
845	female	britishcolumbia	alberta	english	some_college_no_degree	19
846	female	idaho	idaho	english	associates_degree	46
847	male	saskatchewan	saskatchewan	english	some_college_no_degree	42
848	male	alberta	alberta	english	some_college_no_degree	32
849	female	novascotia	alberta	english	associates_degree	41
850	male	alberta	alberta	english	masters_degree	28
851	male	newyorkstate	saskatchewan	english	doctorate	52
852	male	utah	utah	english	some_college_no_degree	32
853	male	ca	ca	english	bachelors_degree	46
854	male	california	california	english	some_college_no_degree	34
855	female	ca	ca	english	high_school_graduate	49
856	male	california	california	english	bachelors_degree	36
857	female	arizona	arizona	english	associates_degree	51
858	female	or	or	english	NA	55
859	male	bc	bc	english	bachelors_degree	38
860	male	arizona	arizona	english	associates_degree	29
861	female	oregon	oregon	english	bachelors_degree	28
862	male	virginia	california	english	bachelors_degree	34
863	male	ca	az	english	some_college_no_degree	39
864	female	pa	az	english	bachelors_degree	49
865	female	california	california	english	bachelors_degree	23
866	female	wa	wa	english	bachelors_degree	33
867	male	california	california	english	bachelors_degree	44
868	female	california	california	english	high_school_graduate	57
869	male	washington	washington	english	bachelors_degree	24
870	male	bc	bc	english	high_school_graduate	32
871	male	bc	bc	english	bachelors_degree	38
872	male	california	california	english	bachelors_degree	31
873	male	california	california	english	bachelors_degree	25
874	male	arizona	california	english	some_college_no_degree	38
875	male	wa	wa	english	some_college_no_degree	21
876	female	quebec	washington	english	some_college_no_degree	57
877	male	california	california	english	some_college_no_degree	24
878	male	california	california	english	bachelors_degree	32
879	male	ca	ca	english	associates_degree	25
880	male	california	california	english	bachelors_degree	24
881	female	california	arizona	english	bachelors_degree	57
882	NA	california	california	english	NA	25
883	male	california	washington	english	bachelors_degree	26
884	male	ca	ca	english	bachelors_degree	27
885	male	washington	washington	english	masters_degree	34
886	female	california	california	english	some_college_no_degree	21
887	male	washington	washington	english	associates_degree	52
888	male	mi	ca	english	masters_degree	39
889	male	california	nevada	english	associates_degree	40
890	female	britishcolumbia	california	english	some_college_no_degree	20
891	female	ca	ca	english	bachelors_degree	31
892	male	ca	ca	english	bachelors_degree	44
893	male	texas	texas	english	some_college_no_degree	20
894	female	texas	texas	english	bachelors_degree	28
895	female	ontario	alabama	english	bachelors_degree	25
896	male	texas	kentucky	english	bachelors_degree	32
897	female	texas	texas	english	bachelors_degree	38
898	female	oklahoma	oklahoma	english	masters_degree	31
899	male	wisconsin	wisconsin	english	masters_degree	32
900	male	texas	texas	english	bachelors_degree	33
901	male	texas	texas	english	associates_degree	36
902	male	britishcolumbia	britishcolumbia	english	high_school_graduate	21
903	male	california	california	english	bachelors_degree	39
904	female	alberta	alberta	english	high_school_graduate	19
905	male	pa	co	english	bachelors_degree	28
906	female	alberta	alberta	english	some_college_no_degree	54
907	female	tennessee	colorado	english	masters_degree	35
908	male	ab	ab	english	bachelors_degree	30
909	male	idaho	idaho	english	associates_degree	32
910	other	idaho	idaho	english	some_college_no_degree	30
911	male	ab	ab	english	bachelors_degree	28
912	female	regina	a	english	bachelors_degree	31
913	male	ontario	ontario	english	bachelors_degree	26
914	male	ontario	ontario	english	bachelors_degree	32
915	female	tn	tn	english	bachelors_degree	23
916	female	ontario	ontario	english	some_college_no_degree	29
917	male	ontario	ontario	english	bachelors_degree	38
918	male	nj	nj	english	bachelors_degree	34
919	male	connecticut	virginia	english	associates_degree	24
920	male	florida	florida	english	bachelors_degree	25
921	male	ontario	ontario	english	bachelors_degree	31
922	male	va	nc	english	some_college_no_degree	39
923	female	maryland	maryland	english	bachelors_degree	28
924	female	ontario	ontario	english	doctorate	36
925	male	ontario	ontario	english	high_school_graduate	35
926	female	nj	nj	english	masters_degree	32
927	female	ontario	ontario	english	high_school_graduate	22
928	female	illinois	indiana	english	bachelors_degree	30
929	male	michigan	michigan	english	some_college_no_degree	41
930	male	newfoundland	ontario	english	masters_degree	32
931	female	ontario	ontario	english	masters_degree	42
932	female	ontario	ontario	english	bachelors_degree	33
933	female	ny	ny	english	doctorate	29
934	female	maryland	ohio	english	some_college_no_degree	46
935	female	ontario	ontario	english	bachelors_degree	27
936	male	co	il	english	masters_degree	39
937	female	wisconsin	wisconsin	english	associates_degree	51
938	female	ilinois	wisconsin	english	some_college_no_degree	31
939	female	texas	texas	english	some_college_no_degree	53
940	female	illinois	illinois	english	bachelors_degree	34
941	male	manitoba	manitoba	english	bachelors_degree	59
942	male	louisiana	louisiana	english	high_school_graduate	19
943	male	texas	texas	english	masters_degree	25
944	male	tx	tx	english	associates_degree	27
945	female	illinois	illinois	english	associates_degree	41
946	female	ms	in	english	associates_degree	33
947	female	california	california	english	masters_degree	49
948	female	missouri	missouri	english	bachelors_degree	22
949	male	michigan	illinois	english	bachelors_degree	28
950	male	texas	texas	english	some_college_no_degree	23
951	male	illinois	illinois	english	bachelors_degree	38
952	male	tx	tx	english	high_school_graduate	32
953	female	california	texas	english	bachelors_degree	24
954	female	tx	tx	english	masters_degree	41
955	female	alabama	alabama	english	some_college_no_degree	55
956	male	fl	wi	english	high_school_graduate	39
957	female	ia	ia	english	bachelors_degree	48
958	female	tennessee	tennessee	english	NA	27
959	female	manitoba	manitoba	english	high_school_graduate	43
960	male	illinois	illinois	english	some_high_school	29
961	male	texas	texas	english	high_school_graduate	37
962	male	ca	tn	english	associates_degree	31
963	female	missouri	missouri	english	some_college_no_degree	56
964	female	newyork	newyork	english	associates_degree	30
965	male	60441	illinois	english	doctorate	33
966	male	alberta	alberta	english	some_college_no_degree	22
967	female	pennsylvania	pennsylvania	english	bachelors_degree	33
968	female	pa	md	english	masters_degree	40
