participant_id,token_id,trial,word,original_code,condition,word_position,position_num,eprime_onset_ms,is_erp_target,N400_mean_uV,P600_mean_uV,N400_peak_uV,P600_peak_uV,N400_peak_lat_ms,P600_peak_lat_ms,peak_uV
E36,1,0,Menurut,70,Filler,w0,0,2547139,0,0.608940064907074,0.622111737728119,-0.258474409580231,1.26138913631439,450,615,3.35142040252686
E36,2,0,surat,71,Filler,w1,1,2547772,0,0.37745988368988,0.209592625498772,-0.571008801460266,1.51549434661865,445,513,2.10589861869812
E36,3,0,kabar,72,Filler,w2,2,2548406,0,-0.10918965190649,-0.210472881793976,-0.641552686691284,0.79877632856369,356,757,2.36883044242859
E36,4,0,apakah,73,Filler,w3,3,2549040,0,1.00340223312378,0.445976883172989,0.110737785696983,1.40399754047394,483,739,2.57981252670288
E36,5,0,si,74,Filler,w4,4,2549674,0,-0.305726498365402,0.836373388767242,-0.760395407676697,1.85050690174103,331,661,2.23339772224426
E36,6,0,istri,75,Filler,w5,5,2550308,0,0.0553122088313103,-0.417998611927032,-1.20239007472992,0.471030443906784,497,743,2.88507795333862
E36,7,0,pandai,76,Filler,w6,6,2550942,0,0.30684632062912,0.910483717918396,-0.426119387149811,2.15474629402161,458,771,3.82945847511292
E36,8,0,meminta,77,Filler,w7,7,2551576,0,0.0401162542402744,0.485109716653824,-0.681513547897339,0.91280609369278,452,645,3.1905517578125
E36,9,0,itu,78,Filler,w8,8,2552210,0,-0.21634279191494,-0.557654917240143,-0.868308365345001,-0.0453965254127979,400,615,4.75930213928223
E36,10,0,kemarin?,79,Filler,w9,9,2552844,0,-0.566109716892242,-0.350689858198166,-1.17693507671356,0.638599157333374,324,723,4.4792594909668
E36,11,1,Pria,11,Active,NP1_w1,1,2556730,0,1.17159068584442,0.883120715618134,-0.279782146215439,2.03612804412842,460,735,6.41348361968994
E36,12,1,itu,12,Active,NP1_w2,2,2557364,0,0.193021029233932,0.487719118595123,-0.905795097351074,1.18209230899811,437,696,4.5090479850769
E36,13,1,memecat,13,Active,VERB,3,2557998,1,0.31698140501976,0.278268575668335,-0.0743937790393829,1.15647208690643,300,790,2.91627311706543
E36,14,1,langsung,14,Active,ADV,4,2558632,1,-0.224696710705757,0.353855520486832,-0.836445808410645,1.17313075065613,304,782,3.26191544532776
E36,15,1,seorang,15,Active,NP2_w1,5,2559266,0,0.440227836370468,0.337678521871567,-0.477462440729141,1.34050559997559,479,594,2.58063817024231
E36,16,1,wanita,16,Active,NP2_w2,6,2559900,1,-0.0316045694053173,-0.333370119333267,-1.48779237270355,0.370429128408432,500,636,3.00150561332703
E36,17,1,karena,17,Active,PP_w1,7,2560534,0,0.438462555408478,0.766017556190491,-0.325485616922379,1.41730177402496,326,670,2.56647181510925
E36,18,1,tindakannya,18,Active,PP_w2,8,2561168,0,0.494316905736923,0.495366096496582,0.0716929063200951,1.23087751865387,369,561,2.8861243724823
E36,19,2,Pejabat,31,AB_Passive,NP1_w1,1,2566439,0,0.908356308937073,0.860515713691711,0.45346873998642,1.67010152339935,435,715,3.01975989341736
E36,20,2,itu,32,AB_Passive,NP1_w2,2,2567073,0,0.171916976571083,-0.331377685070038,-0.468016147613525,0.351392269134521,500,631,2.10508584976196
E36,21,2,diminta,33,AB_Passive,VERB,3,2567707,1,-0.661854028701782,-0.683719754219055,-1.1593611240387,0.101732909679413,481,511,2.38345718383789
E36,22,2,kemarin,34,AB_Passive,ADV,4,2568341,1,0.501458168029785,-0.142918899655342,-0.239077150821686,0.506477117538452,483,588,3.2219443321228
E36,23,2,oleh,35,AB_Passive,NP2_w1,5,2568975,0,0.0742840394377708,0.130629986524582,-0.945253372192383,1.2219306230545,462,718,2.93551826477051
E36,24,2,gubernur,36,AB_Passive,NP2_w2,6,2569609,1,0.106785818934441,0.47405281662941,-0.882343649864197,1.96793794631958,346,771,2.51003432273865
E36,25,2,untuk,37,AB_Passive,PP_w1,7,2570243,0,-0.180562600493431,0.0846522152423859,-0.725796937942505,1.16609871387482,300,765,2.75018429756165
E36,26,2,turut,38,AB_Passive,PP_w2,8,2570876,0,0.358850121498108,-0.989999175071716,-0.609394550323486,-0.432149827480316,500,548,3.88724565505981
E36,27,2,membantu,39,AB_Passive,PP_w3,9,2571510,0,-0.0281976349651814,-0.0195803083479404,-0.804417669773102,1.07534265518188,471,760,2.22054052352905
E36,29,3,Dokter,11,Active,NP1_w1,1,2580802,0,0.975757479667664,0.884869933128357,0.00478057051077485,2.01334476470947,467,524,3.11594700813293
E36,30,3,itu,12,Active,NP1_w2,2,2581436,0,-1.52692794799805,-1.33558106422424,-2.61425399780273,-0.394813567399979,500,529,3.57829785346985
E36,31,3,memvonis,13,Active,VERB,3,2582070,1,-0.422727137804031,0.057053841650486,-1.21653509140015,0.961969673633575,471,769,2.12252879142761
E36,32,3,kemarin,14,Active,ADV,4,2582704,1,0.471117734909058,0.568105578422546,-0.611368060112,2.34604811668396,439,785,3.78645658493042
E36,33,3,seorang,15,Active,NP2_w1,5,2583338,0,-0.587481558322906,0.171949148178101,-1.31460011005402,1.62830352783203,415,622,3.28643226623535
E36,34,3,hakim,16,Active,NP2_w2,6,2583972,1,-0.0625819712877274,-0.272571355104446,-0.779229581356049,0.13078698515892,300,664,2.8865795135498
E36,35,3,pada,17,Active,PP_w1,7,2584605,0,-0.104114226996899,0.144349232316017,-0.97792637348175,1.34847128391266,330,558,3.28619241714478
E36,36,3,siang,18,Active,PP_w2,8,2585239,0,-0.705880522727966,-0.530875861644745,-1.9789434671402,0.215436652302742,338,504,3.88706874847412
E36,37,3,hari,19,Active,PP_w3,9,2585873,0,-0.180651158094406,0.134427338838577,-1.25350117683411,1.39999055862427,331,800,2.72198295593262
E36,38,4,Pria,31,AB_Passive,NP1_w1,1,2589143,0,0.449941366910934,0.729123115539551,-0.481033802032471,1.54538774490356,452,510,2.30871653556824
E36,39,4,itu,32,AB_Passive,NP1_w2,2,2589777,0,-0.735006988048553,-1.04588711261749,-1.32629585266113,-0.0324758440256119,412,701,2.7878532409668
