participant_id,token_id,trial,word,original_code,condition,word_position,position_num,eprime_onset_ms,is_erp_target,N400_mean_uV,P600_mean_uV,N400_peak_uV,P600_peak_uV,N400_peak_lat_ms,P600_peak_lat_ms,peak_uV
E06,1,1,Pria,21,PB_Passive,NP1_w1,1,1042818,0,-1.58448040485382,-0.952899098396301,-3.2491443157196,1.27707064151764,420,507,5.77343034744263
E06,2,1,itu,22,PB_Passive,NP1_w2,2,1043452,0,0.72905308008194,-0.0632573217153549,-0.236034840345383,2.711350440979,363,764,4.35712766647339
E06,3,1,diwawancara,23,PB_Passive,VERB,3,1044085,1,0.493037462234497,-0.321753174066544,-0.931637346744537,1.50207436084747,364,552,4.01492977142334
E06,4,1,langsung,24,PB_Passive,ADV,4,1044719,1,-0.496983587741852,-1.26876580715179,-1.74552011489868,0.30783224105835,452,539,4.85578727722168
E06,5,1,oleh,25,PB_Passive,NP2_w1,5,1045353,0,1.37507259845734,1.46060514450073,0.0291583016514778,3.63469266891479,432,742,5.15548658370972
E06,6,1,wanita,26,PB_Passive,NP2_w2,6,1045987,1,1.06591284275055,-0.131096333265305,-0.00464967871084809,0.914101481437683,337,657,3.60787773132324
E06,7,1,di,27,PB_Passive,PP_w1,7,1046621,0,-0.0557734183967113,-1.00288605690002,-0.884067714214325,0.190518856048584,471,548,4.27259492874146
E06,8,1,kantor,28,PB_Passive,PP_w2,8,1047255,0,-0.734856367111206,0.0210133176296949,-2.12962627410889,1.81412744522095,468,609,3.95637440681458
E06,9,1,Menurut,60,Filler,w0,0,1049457,0,-2.62636685371399,-1.48368346691132,-3.80179810523987,-0.242227494716644,373,540,4.71907424926758
E06,10,1,surat,60,Filler,w0,0,1050091,0,-0.170325443148613,-0.363524794578552,-0.908693552017212,0.931880533695221,438,796,4.41995811462402
E06,11,1,kabar,61,Filler,w1,1,1050725,0,-0.616191387176514,-0.813197612762451,-1.92036032676697,0.904148638248444,418,682,4.45399332046509
E06,12,1,apa,62,Filler,w2,2,1051359,0,-0.0243819560855627,-0.125000953674316,-1.22718608379364,0.727446615695953,369,516,3.65418529510498
E06,13,1,yang,63,Filler,w3,3,1051992,0,0.302522987127304,-0.110958628356457,-0.716852486133575,1.54927146434784,406,653,2.58722877502441
E06,14,1,si,64,Filler,w4,4,1052626,0,0.713044703006744,1.04095065593719,-0.39379870891571,2.49370574951172,427,755,3.12727928161621
E06,15,1,istri,65,Filler,w5,5,1053260,0,0.106291882693768,-0.797819435596466,-1.47256755828857,0.626692414283752,431,520,3.54695510864258
E06,16,1,pandai,66,Filler,w6,6,1053894,0,0.498507797718048,-0.176949948072433,-0.678041815757751,0.932296991348267,300,723,3.45607709884644
E06,17,1,itu,67,Filler,w7,7,1054528,0,0.846952736377716,1.53111016750336,-0.132491558790207,3.37718272209167,358,578,4.1827564239502
E06,18,1,minta,68,Filler,w8,8,1055162,0,0.190226405858994,-0.975950598716736,-2.08461117744446,1.92978668212891,302,500,4.93574237823486
E06,19,1,kemarin?,69,Filler,w9,9,1055796,0,-0.975905776023865,-1.89962208271027,-2.44745540618896,0.442869186401367,439,611,5.77121591567993
