participant_id,token_id,trial,word,original_code,condition,word_position,position_num,eprime_onset_ms,is_erp_target,N400_mean_uV,P600_mean_uV,N400_peak_uV,P600_peak_uV,N400_peak_lat_ms,P600_peak_lat_ms,peak_uV
E44,1,0,Menurut,70,Filler,w0,0,2480446,0,1.16786742210388,0.231425568461418,0.113350100815296,1.64266610145569,300,500,4.47813034057617
E44,2,0,surat,71,Filler,w1,1,2481080,0,0.502212464809418,0.95311963558197,-0.442517727613449,1.68617606163025,402,800,3.97601199150085
E44,3,0,kabar,72,Filler,w2,2,2481714,0,-1.04837310314178,-0.451428085565567,-2.10066103935242,0.915585279464722,450,711,2.68181562423706
E44,4,0,apakah,73,Filler,w3,3,2482348,0,1.18602955341339,2.15553879737854,-0.152531936764717,3.82501339912415,430,544,4.99252367019653
E44,5,0,si,74,Filler,w4,4,2482981,0,-0.0597168318927288,0.0668779164552689,-0.929917454719543,1.3071391582489,460,551,3.03457832336426
E44,6,0,istri,75,Filler,w5,5,2483615,0,-0.775239109992981,-0.956316888332367,-2.1131694316864,1.16894245147705,473,793,2.75644445419312
E44,7,0,pandai,76,Filler,w6,6,2484249,0,-0.417707711458206,0.0382272154092789,-1.78985917568207,1.10009622573853,433,722,3.30571818351746
E44,8,0,meminta,77,Filler,w7,7,2484883,0,0.493313908576965,0.588624835014343,-0.461191385984421,2.16922116279602,336,758,3.32386255264282
E44,9,0,itu,78,Filler,w8,8,2485517,0,-0.481369107961655,-0.353615283966064,-1.32086002826691,0.709570467472076,404,548,2.38752055168152
E44,10,0,kemarin?,79,Filler,w9,9,2486151,0,0.0803229808807373,0.813755810260773,-1.00877249240875,1.77138519287109,445,527,2.18762278556824
E44,11,1,Pria,11,Active,NP1_w1,1,2489004,0,0.263167053461075,0.124625362455845,-1.31933689117432,2.31125044822693,350,615,2.9449417591095
E44,12,1,itu,12,Active,NP1_w2,2,2489637,0,-0.451769024133682,0.413807928562164,-1.86639547348022,1.4879435300827,366,678,2.91903018951416
E44,13,1,memecat,13,Active,VERB,3,2490271,1,-0.131864443421364,0.260145843029022,-1.14765119552612,1.34754514694214,364,527,3.99142169952393
E44,14,1,langsung,14,Active,ADV,4,2490905,1,0.424345105886459,1.92986512184143,-0.876754105091095,3.30512118339539,393,588,5.18397951126099
E44,15,1,seorang,15,Active,NP2_w1,5,2491539,0,-1.21129500865936,-0.667602121829987,-2.36925935745239,0.373597979545593,446,648,2.93224620819092
E44,16,1,wanita,16,Active,NP2_w2,6,2492173,1,-0.327811539173126,0.108029663562775,-1.09366655349731,1.39183855056763,323,628,3.37882041931152
E44,17,1,karena,17,Active,PP_w1,7,2492807,0,-1.07008564472198,-0.668776273727417,-2.48506045341492,0.448793411254883,464,538,3.36638593673706
E44,18,1,tindakannya,18,Active,PP_w2,8,2493441,0,0.530873417854309,1.38247060775757,-0.116228818893433,2.56250095367432,500,676,3.73261070251465
E44,19,2,Pejabat,31,AB_Passive,NP1_w1,1,2496610,0,-0.574728667736053,-0.643296241760254,-1.63259255886078,0.193658217787743,434,634,2.98044991493225
E44,20,2,itu,32,AB_Passive,NP1_w2,2,2497244,0,-0.427009552717209,-0.856602072715759,-2.12828254699707,0.599302291870117,477,691,3.77576875686646
E44,21,2,diminta,33,AB_Passive,VERB,3,2497878,1,0.614457488059998,0.473894536495209,-0.302428513765335,1.63770985603333,407,789,3.20832872390747
E44,22,2,kemarin,34,AB_Passive,ADV,4,2498512,1,-0.0527200028300285,0.039369273930788,-0.97505921125412,1.16384088993073,389,504,2.91895055770874
E44,23,2,oleh,35,AB_Passive,NP2_w1,5,2499146,0,0.509009122848511,0.875585496425629,-0.665237426757812,1.93037927150726,500,561,3.95941400527954
E44,24,2,gubernur,36,AB_Passive,NP2_w2,6,2499780,1,-0.326257646083832,0.696202993392944,-1.16927313804626,2.24667882919312,433,772,3.88530778884888
E44,25,2,untuk,37,AB_Passive,PP_w1,7,2500414,0,1.38764536380768,1.26086676120758,-1.05776405334473,2.69964098930359,360,581,4.33885049819946
E44,26,2,turut,38,AB_Passive,PP_w2,8,2501048,0,0.284499108791351,1.0981719493866,-0.914270162582397,2.51925039291382,449,689,3.1826639175415
E44,27,2,membantu,39,AB_Passive,PP_w3,9,2501681,0,0.274661123752594,-0.420274823904037,-1.07955849170685,1.18424224853516,439,644,2.67289352416992
