"list","participant_id","trial_id","stimulus","trial_order","lexicality","response","accuracy","rt"
"PRIDEVI_A","subject-66.csv",181,"CUKAVOJ",34,"pseudorec","3",1,647
"PRIDEVI_A","subject-66.csv",158,"NORAVOM",35,"pseudorec","3",1,783
"PRIDEVI_A","subject-66.csv",133,"SILKIMOG",36,"pseudorec","3",1,1056
"PRIDEVI_A","subject-66.csv",30,"KULTURNOJ",37,"rec","1",1,1071
"PRIDEVI_A","subject-66.csv",169,"SUČENOM",38,"pseudorec","3",1,884
"PRIDEVI_A","subject-66.csv",85,"STALNOG",39,"rec","1",1,965
"PRIDEVI_A","subject-66.csv",64,"POZNATOG",40,"rec","1",1,594
"PRIDEVI_A","subject-66.csv",135,"DILAVOG",41,"pseudorec","3",1,601
"PRIDEVI_A","subject-66.csv",68,"PRLJAVOM",42,"rec","1",1,863
"PRIDEVI_A","subject-66.csv",62,"POSEBNOM",43,"rec","1",1,598
"PRIDEVI_A","subject-66.csv",193,"BLUGAVOJ",44,"pseudorec","1",0,447
"PRIDEVI_A","subject-66.csv",49,"NEVIDLJIVOG",45,"rec","1",1,1310
"PRIDEVI_A","subject-66.csv",6,"BURNOJ",46,"rec","1",1,915
"PRIDEVI_A","subject-66.csv",84,"STAKLENOJ",47,"rec","1",1,638
"PRIDEVI_A","subject-66.csv",94,"TUŽNOG",48,"rec","1",1,560
"PRIDEVI_A","subject-66.csv",110,"DORANOG",49,"pseudorec","3",1,850
"PRIDEVI_A","subject-66.csv",107,"SOROKOG",50,"pseudorec","3",1,764
"PRIDEVI_A","subject-66.csv",47,"NEMIRNOM",51,"rec","1",1,673
"PRIDEVI_A","subject-66.csv",115,"LOKAVOG",52,"pseudorec","3",1,877
"PRIDEVI_A","subject-66.csv",12,"DAVNOJ",53,"rec","1",1,737
"PRIDEVI_A","subject-66.csv",186,"NELAHOJ",54,"pseudorec","3",1,623
"PRIDEVI_A","subject-66.csv",43,"MUZIČKOG",55,"rec","1",1,585
"PRIDEVI_A","subject-66.csv",34,"LJUDSKOG",56,"rec","1",1,661
"PRIDEVI_A","subject-66.csv",10,"ČUDESNOG",57,"rec","1",1,721
"PRIDEVI_A","subject-66.csv",131,"MILATOG",58,"pseudorec","3",1,625
"PRIDEVI_A","subject-66.csv",100,"VRELOG",59,"rec","1",1,740
"PRIDEVI_A","subject-66.csv",79,"SLAVNOG",60,"rec","1",1,785
"PRIDEVI_A","subject-66.csv",138,"NUSIVOG",61,"pseudorec","3",1,570
"PRIDEVI_A","subject-66.csv",173,"LJITKOM",62,"pseudorec","3",1,1113
"PRIDEVI_A","subject-66.csv",14,"DNEVNOM",63,"rec","1",1,695
"PRIDEVI_A","subject-66.csv",83,"SPORTSKOM",64,"rec","1",1,651
"PRIDEVI_A","subject-66.csv",58,"OTVORENOG",65,"rec","1",1,522
"PRIDEVI_A","subject-66.csv",41,"MRAČNOM",66,"rec","1",1,553
"PRIDEVI_A","subject-66.csv",108,"MISANOG",67,"pseudorec","1",0,686
"PRIDEVI_A","subject-66.csv",53,"NISKOM",68,"rec","1",1,730
"PRIDEVI_A","subject-66.csv",48,"NEPOZNATOJ",69,"rec","1",1,730
"PRIDEVI_A","subject-66.csv",61,"POLITIČKOG",70,"rec","1",1,591
"PRIDEVI_A","subject-66.csv",154,"GLOMNOM",71,"pseudorec","3",1,1254
"PRIDEVI_A","subject-66.csv",142,"SUVANOM",72,"pseudorec","3",1,916
"PRIDEVI_A","subject-66.csv",70,"RADOSNOG",73,"rec","1",1,827
"PRIDEVI_A","subject-66.csv",93,"TEHNIČKOJ",74,"rec","1",1,603
"PRIDEVI_A","subject-66.csv",39,"MOĆNOJ",75,"rec","1",1,846
"PRIDEVI_A","subject-66.csv",116,"LURIVOG",76,"pseudorec","3",1,624
"PRIDEVI_A","subject-66.csv",51,"NEŽNOJ",77,"rec","1",1,732
"PRIDEVI_A","subject-66.csv",143,"RIZANOM",78,"pseudorec","3",1,650
"PRIDEVI_A","subject-66.csv",114,"LARUTOG",79,"pseudorec","3",1,580
"PRIDEVI_A","subject-66.csv",120,"RIJENOG",80,"pseudorec","3",1,655
"PRIDEVI_A","subject-66.csv",195,"NIROVOJ",81,"pseudorec","3",1,646
"PRIDEVI_A","subject-66.csv",139,"KLUSTOG",82,"pseudorec","3",1,704
"PRIDEVI_A","subject-66.csv",141,"TORNOG",83,"pseudorec","3",1,712
"PRIDEVI_A","subject-66.csv",117,"VURNOG",84,"pseudorec","3",1,826
"PRIDEVI_A","subject-66.csv",69,"PROKLETOJ",85,"rec","1",1,608
"PRIDEVI_A","subject-66.csv",189,"VELITOJ",86,"pseudorec","3",1,663
"PRIDEVI_A","subject-66.csv",134,"LATNOG",87,"pseudorec","3",1,662
"PRIDEVI_A","subject-66.csv",13,"DESNOG",88,"rec","1",1,785
"PRIDEVI_A","subject-66.csv",177,"NECNOJ",89,"pseudorec","3",1,651
"PRIDEVI_A","subject-66.csv",76,"SEVERNOG",90,"rec","1",1,603
"PRIDEVI_A","subject-66.csv",146,"PANANOM",91,"pseudorec","3",1,1070
"PRIDEVI_A","subject-66.csv",122,"ROTANOG",92,"pseudorec","3",1,786
"PRIDEVI_A","subject-66.csv",7,"ČELIČNOG",93,"rec","1",1,635
"PRIDEVI_A","subject-66.csv",199,"URTIVOJ",94,"pseudorec","3",1,690
"PRIDEVI_A","subject-66.csv",18,"FILMSKOJ",95,"rec","1",1,551
"PRIDEVI_A","subject-66.csv",60,"PLEMENITOJ",96,"rec","3",0,921
"PRIDEVI_A","subject-66.csv",89,"SUROVOM",97,"rec","1",1,899
"PRIDEVI_A","subject-66.csv",149,"RISOKOM",98,"pseudorec","3",1,726
"PRIDEVI_A","subject-66.csv",156,"DURAVOM",99,"pseudorec","3",1,823
"PRIDEVI_A","subject-66.csv",67,"PRIVREDNOG",100,"rec","1",1,1407
"PRIDEVI_A","subject-66.csv",161,"SUDAVOM",101,"pseudorec","3",1,1016
"PRIDEVI_A","subject-66.csv",163,"MRGAVOM",102,"pseudorec","None",0,1500
"PRIDEVI_A","subject-66.csv",190,"UHTIVOJ",103,"pseudorec","3",1,1444
"PRIDEVI_A","subject-66.csv",148,"MORIVOM",104,"pseudorec","3",1,1081
"PRIDEVI_A","subject-66.csv",29,"KUĆNOM",105,"rec","1",1,692
"PRIDEVI_A","subject-66.csv",86,"STRAŠNOM",106,"rec","1",1,559
"PRIDEVI_A","subject-66.csv",71,"RANJENOM",107,"rec","1",1,652
"PRIDEVI_A","subject-66.csv",91,"TAČNOG",108,"rec","1",1,531
"PRIDEVI_A","subject-66.csv",184,"SRLAVOJ",109,"pseudorec","3",1,854
"PRIDEVI_A","subject-66.csv",183,"FORKOJ",110,"pseudorec","3",1,717
"PRIDEVI_A","subject-66.csv",35,"MALENOM",111,"rec","1",1,533
"PRIDEVI_A","subject-66.csv",40,"MORSKOG",112,"rec","1",1,568
"PRIDEVI_A","subject-66.csv",127,"KUJANOG",113,"pseudorec","3",1,518
"PRIDEVI_A","subject-66.csv",1,"ATOMSKOG",114,"rec","1",1,654
"PRIDEVI_A","subject-66.csv",175,"HURNOM",115,"pseudorec","3",1,602
"PRIDEVI_A","subject-66.csv",210,"TILBINOJ",116,"pseudorec","3",1,600
"PRIDEVI_A","subject-66.csv",96,"UPORNOJ",117,"rec","1",1,681
"PRIDEVI_A","subject-66.csv",26,"KONAČNOM",118,"rec","1",1,570
"PRIDEVI_A","subject-66.csv",157,"LASIVOM",119,"pseudorec","3",1,709
"PRIDEVI_A","subject-66.csv",160,"ŠODNOM",120,"pseudorec","3",1,1217
"PRIDEVI_A","subject-66.csv",90,"SVETSKOJ",121,"rec","1",1,658
"PRIDEVI_A","subject-66.csv",87,"STRUČNOJ",122,"rec","1",1,543
"PRIDEVI_A","subject-66.csv",27,"KONKRETNOJ",123,"rec","1",1,1164
"PRIDEVI_A","subject-66.csv",9,"ČUDNOJ",124,"rec","None",0,1500
"PRIDEVI_A","subject-66.csv",118,"MUŽIVOG",125,"pseudorec","3",1,1329
"PRIDEVI_A","subject-66.csv",11,"ČVRSTOM",126,"rec","1",1,960
"PRIDEVI_A","subject-66.csv",20,"GORKOM",127,"rec","1",1,534
"PRIDEVI_A","subject-66.csv",15,"DRUŠTVENOJ",128,"rec","1",1,617
"PRIDEVI_A","subject-66.csv",179,"HUPENOJ",129,"pseudorec","3",1,591
"PRIDEVI_A","subject-66.csv",185,"VEDNOJ",130,"pseudorec","1",0,598
"PRIDEVI_A","subject-66.csv",126,"RIROKOG",131,"pseudorec","3",1,534
"PRIDEVI_A","subject-66.csv",174,"BUŽNOM",132,"pseudorec","3",1,689
"PRIDEVI_A","subject-66.csv",98,"VISOKOM",133,"rec","1",1,548
"PRIDEVI_A","subject-66.csv",32,"LAŽNOM",134,"rec","1",1,506
"PRIDEVI_A","subject-66.csv",74,"RODNOM",135,"rec","1",1,688
"PRIDEVI_A","subject-66.csv",31,"LAKOG",136,"rec","1",1,776
"PRIDEVI_A","subject-66.csv",144,"LOTIVOM",137,"pseudorec","3",1,815
"PRIDEVI_A","subject-66.csv",59,"OZBILJNOM",138,"rec","1",1,659
"PRIDEVI_A","subject-66.csv",147,"ŽUNAVOM",139,"pseudorec","3",1,683
"PRIDEVI_A","subject-66.csv",212,"BLETANOJ",140,"pseudorec","3",1,1100
"PRIDEVI_A","subject-66.csv",170,"PEFENOM",141,"pseudorec","3",1,1195
"PRIDEVI_A","subject-66.csv",172,"FELENOM",142,"pseudorec","3",1,1171
"PRIDEVI_A","subject-66.csv",50,"NEVINOM",143,"rec","1",1,803
"PRIDEVI_A","subject-66.csv",123,"TEZIVOG",144,"pseudorec","3",1,798
"PRIDEVI_A","subject-66.csv",38,"MIRISNOM",145,"rec","1",1,669
"PRIDEVI_A","subject-66.csv",45,"NEBESKOJ",146,"rec","1",1,575
"PRIDEVI_A","subject-66.csv",66,"PRIRODNOJ",147,"rec","1",1,967
"PRIDEVI_A","subject-66.csv",153,"KISAVOM",148,"pseudorec","3",1,667
"PRIDEVI_A","subject-66.csv",194,"NETERNOJ",149,"pseudorec","3",1,868
"PRIDEVI_A","subject-66.csv",5,"BUDNOM",150,"rec","1",1,608
"PRIDEVI_A","subject-66.csv",36,"MASOVNOJ",151,"rec","1",1,579
"PRIDEVI_A","subject-66.csv",80,"SLIČNOM",152,"rec","1",1,712
"PRIDEVI_A","subject-66.csv",187,"FUKAVOJ",153,"pseudorec","3",1,514
"PRIDEVI_A","subject-66.csv",155,"ČILKOM",154,"pseudorec","3",1,709
"PRIDEVI_A","subject-66.csv",33,"LIČNOJ",155,"rec","1",1,848
"PRIDEVI_A","subject-66.csv",81,"SLOBODNOJ",156,"rec","1",1,573
"PRIDEVI_A","subject-66.csv",78,"SJAJNOJ",157,"rec","1",1,861
"PRIDEVI_A","subject-66.csv",196,"OTKENOJ",158,"pseudorec","1",0,1431
"PRIDEVI_A","subject-66.csv",19,"GLAVNOG",159,"rec","1",1,933
"PRIDEVI_A","subject-66.csv",129,"SIRANOG",160,"pseudorec","3",1,1461
"PRIDEVI_A","subject-66.csv",112,"NOLENOG",161,"pseudorec","None",0,1500
"PRIDEVI_A","subject-66.csv",125,"PIKANOG",162,"pseudorec","3",1,636
"PRIDEVI_A","subject-66.csv",165,"VILAVOM",163,"pseudorec","3",1,553
"PRIDEVI_A","subject-66.csv",44,"NAUČNOM",164,"rec","1",1,577
"PRIDEVI_A","subject-66.csv",75,"SELJAČKOJ",165,"rec","1",1,531
"PRIDEVI_A","subject-66.csv",188,"KLAKNOJ",166,"pseudorec","3",1,776
"PRIDEVI_A","subject-66.csv",21,"GORSKOJ",167,"rec","3",0,750
"PRIDEVI_A","subject-66.csv",37,"MEKOG",168,"rec","3",0,681
"PRIDEVI_A","subject-66.csv",178,"CUSNOJ",169,"pseudorec","3",1,665
"PRIDEVI_A","subject-66.csv",46,"NEČUJNOG",170,"rec","1",1,589
"PRIDEVI_A","subject-66.csv",192,"FLAKOJ",171,"pseudorec","3",1,576
"PRIDEVI_A","subject-66.csv",145,"KESANOM",172,"pseudorec","3",1,1392
"PRIDEVI_A","subject-66.csv",202,"BLANOJ",173,"pseudorec","3",1,632
"PRIDEVI_A","subject-66.csv",56,"ODLIČNOM",174,"rec","1",1,478
"PRIDEVI_A","subject-66.csv",105,"ZLATNOJ",175,"rec","1",1,502
"PRIDEVI_A","subject-66.csv",136,"RELENOG",176,"pseudorec","3",1,512
"PRIDEVI_A","subject-66.csv",208,"FLABOJ",177,"pseudorec","3",1,749
"PRIDEVI_A","subject-66.csv",132,"PUMNOG",178,"pseudorec","3",1,893
"PRIDEVI_A","subject-66.csv",55,"OBIČNOG",179,"rec","1",1,556
"PRIDEVI_A","subject-66.csv",140,"TENOKOG",180,"pseudorec","3",1,719
"PRIDEVI_A","subject-66.csv",99,"VLAŽNOJ",181,"rec","1",1,614
"PRIDEVI_A","subject-66.csv",180,"SAŽNOJ",182,"pseudorec","1",0,563
"PRIDEVI_A","subject-66.csv",151,"MORNOM",183,"pseudorec","1",0,458
"PRIDEVI_A","subject-66.csv",16,"DUBOKOG",184,"rec","1",1,715
"PRIDEVI_A","subject-66.csv",109,"DUMAVOG",185,"pseudorec","1",0,617
"PRIDEVI_A","subject-66.csv",128,"RIGONOG",186,"pseudorec","3",1,655
"PRIDEVI_A","subject-66.csv",4,"BOLESNOG",187,"rec","1",1,834
"PRIDEVI_A","subject-66.csv",166,"PITOROM",188,"pseudorec","3",1,722
"PRIDEVI_A","subject-66.csv",150,"SULNOM",189,"pseudorec","3",1,821
"PRIDEVI_A","subject-66.csv",73,"REDOVNOG",190,"rec","1",1,698
"PRIDEVI_A","subject-66.csv",191,"NISJOJ",191,"pseudorec","3",1,589
"PRIDEVI_A","subject-66.csv",206,"FRKENOJ",192,"pseudorec","3",1,762
"PRIDEVI_A","subject-66.csv",203,"FLARATOJ",193,"pseudorec","3",1,814
"PRIDEVI_A","subject-66.csv",95,"UMORNOM",194,"rec","1",1,593
"PRIDEVI_A","subject-66.csv",42,"MUTNOJ",195,"rec","1",1,505
"PRIDEVI_A","subject-66.csv",22,"GRADSKOG",196,"rec","1",1,633
"PRIDEVI_A","subject-66.csv",152,"TULAVOM",197,"pseudorec","3",1,621
"PRIDEVI_A","subject-66.csv",25,"JUŽNOG",198,"rec","1",1,586
"PRIDEVI_A","subject-66.csv",167,"ČUPAKOM",199,"pseudorec","3",1,808
"PRIDEVI_A","subject-66.csv",207,"ZEGENOJ",200,"pseudorec","3",1,536
"PRIDEVI_A","subject-66.csv",176,"STROSOM",201,"pseudorec","3",1,745
"PRIDEVI_A","subject-66.csv",200,"LANKOJ",202,"pseudorec","3",1,561
"PRIDEVI_A","subject-66.csv",2,"BESKRAJNOM",203,"rec","1",1,621
"PRIDEVI_A","subject-66.csv",209,"BUTOJ",204,"pseudorec","3",1,506
"PRIDEVI_A","subject-66.csv",119,"ZORAVOG",205,"pseudorec","3",1,546
"PRIDEVI_A","subject-66.csv",171,"NJERNOM",206,"pseudorec","3",1,525
"PRIDEVI_A","subject-66.csv",113,"RILEMOG",207,"pseudorec","3",1,529
"PRIDEVI_A","subject-66.csv",201,"TIROKOJ",208,"pseudorec","3",1,562
"PRIDEVI_A","subject-66.csv",65,"PRAVILNOM",209,"rec","1",1,802
"PRIDEVI_A","subject-66.csv",164,"PLOSTOM",210,"pseudorec","3",1,644
"PRIDEVI_A","subject-66.csv",52,"NEZNANOG",211,"rec","1",1,555
"PRIDEVI_A","subject-66.csv",106,"ZNAČAJNOG",212,"rec","1",1,581
"PRIDEVI_A","subject-66.csv",72,"RATNOJ",213,"rec","1",1,781
"PRIDEVI_A","subject-66.csv",54,"NOĆNOJ",214,"rec","1",1,570
"PRIDEVI_A","subject-66.csv",23,"GUSTOM",215,"rec","1",1,682
"PRIDEVI_A","subject-66.csv",130,"KUDNOG",216,"pseudorec","3",1,629
"PRIDEVI_A","subject-66.csv",102,"ZLOJ",217,"rec","3",0,592
"PRIDEVI_A","subject-66.csv",198,"OSKENOJ",218,"pseudorec","3",1,961
"PRIDEVI_A","subject-66.csv",103,"ZIMSKOG",219,"rec","1",1,585
"PRIDEVI_A","subject-66.csv",63,"POVOLJNOJ",220,"rec","1",1,607
"PRIDEVI_A","subject-66.csv",159,"KILENOM",221,"pseudorec","3",1,729
"PRIDEVI_A","subject-66.csv",82,"SMRTNOG",222,"rec","1",1,529
"PRIDEVI_A","subject-66.csv",168,"DEMITOM",223,"pseudorec","3",1,675
"PRIDEVI_A","subject-66.csv",204,"GANKOJ",224,"pseudorec","3",1,488
"PRIDEVI_A","subject-66.csv",137,"LOZANOG",225,"pseudorec","3",1,761
"PRIDEVI_A","subject-66.csv",88,"ŠUMSKOG",226,"rec","1",1,591
"PRIDEVI_A","subject-66.csv",24,"JAKOJ",227,"rec","3",0,954
"PRIDEVI_A","subject-66.csv",77,"ŠIROKOM",228,"rec","1",1,689
"PRIDEVI_A","subject-66.csv",197,"LAPANOJ",229,"pseudorec","None",0,1500
"PRIDEVI_A","subject-66.csv",101,"ŽALOSNOM",230,"rec","1",1,647
"PRIDEVI_A","subject-66.csv",211,"GUJAFOJ",231,"pseudorec","None",0,1500
"PRIDEVI_C","subject-65.csv",54,"NOĆNOG",20,"rec","1",1,643
"PRIDEVI_C","subject-65.csv",131,"MILATOG",21,"pseudorec","3",1,788
"PRIDEVI_C","subject-65.csv",193,"BLUGAVOJ",22,"pseudorec","3",1,841
"PRIDEVI_C","subject-65.csv",171,"NJERNOM",23,"pseudorec","3",1,976
"PRIDEVI_C","subject-65.csv",68,"PRLJAVOJ",24,"rec","1",1,636
"PRIDEVI_C","subject-65.csv",172,"FELENOM",25,"pseudorec","3",1,890
"PRIDEVI_C","subject-65.csv",190,"UHTIVOJ",26,"pseudorec","3",1,722
"PRIDEVI_C","subject-65.csv",145,"KESANOM",27,"pseudorec","3",1,962
"PRIDEVI_C","subject-65.csv",160,"ŠODNOM",28,"pseudorec","3",1,594
"PRIDEVI_C","subject-65.csv",136,"RELENOG",29,"pseudorec","3",1,708
"PRIDEVI_C","subject-65.csv",126,"RIROKOG",30,"pseudorec","3",1,657
"PRIDEVI_C","subject-65.csv",197,"LAPANOJ",31,"pseudorec","3",1,602
"PRIDEVI_C","subject-65.csv",9,"ČUDNOG",32,"rec","1",1,604
"PRIDEVI_C","subject-65.csv",110,"DORANOG",33,"pseudorec","3",1,890
"PRIDEVI_C","subject-65.csv",122,"ROTANOG",34,"pseudorec","3",1,756
"PRIDEVI_C","subject-65.csv",161,"SUDAVOM",35,"pseudorec","3",1,749
"PRIDEVI_C","subject-65.csv",48,"NEPOZNATOG",36,"rec","1",1,598
"PRIDEVI_C","subject-65.csv",80,"SLIČNOJ",37,"rec","1",1,707
"PRIDEVI_C","subject-65.csv",184,"SRLAVOJ",38,"pseudorec","3",1,915
"PRIDEVI_C","subject-65.csv",159,"KILENOM",39,"pseudorec","3",1,577
"PRIDEVI_C","subject-65.csv",96,"UPORNOG",40,"rec","1",1,597
"PRIDEVI_C","subject-65.csv",192,"FLAKOJ",41,"pseudorec","3",1,547
"PRIDEVI_C","subject-65.csv",155,"ČILKOM",42,"pseudorec","3",1,622
"PRIDEVI_C","subject-65.csv",115,"LOKAVOG",43,"pseudorec","3",1,620
"PRIDEVI_C","subject-65.csv",210,"TILBINOJ",44,"pseudorec","3",1,590
"PRIDEVI_C","subject-65.csv",150,"SULNOM",45,"pseudorec","3",1,561
"PRIDEVI_C","subject-65.csv",163,"MRGAVOM",46,"pseudorec","3",1,716
"PRIDEVI_C","subject-65.csv",52,"NEZNANOM",47,"rec","1",1,572
"PRIDEVI_C","subject-65.csv",156,"DURAVOM",48,"pseudorec","3",1,596
"PRIDEVI_C","subject-65.csv",105,"ZLATNOG",49,"rec","1",1,643
"PRIDEVI_C","subject-65.csv",168,"DEMITOM",50,"pseudorec","3",1,597
"PRIDEVI_C","subject-65.csv",203,"FLARATOJ",51,"pseudorec","3",1,560
"PRIDEVI_C","subject-65.csv",194,"NETERNOJ",52,"pseudorec","3",1,598
"PRIDEVI_C","subject-65.csv",195,"NIROVOJ",53,"pseudorec","3",1,594
"PRIDEVI_C","subject-65.csv",95,"UMORNOJ",54,"rec","1",1,540
"PRIDEVI_C","subject-65.csv",196,"OTKENOJ",55,"pseudorec","3",1,573
"PRIDEVI_C","subject-65.csv",17,"EKONOMSKOJ",56,"rec","1",1,755
"PRIDEVI_C","subject-65.csv",181,"CUKAVOJ",57,"pseudorec","3",1,556
"PRIDEVI_C","subject-65.csv",113,"RILEMOG",58,"pseudorec","3",1,529
"PRIDEVI_C","subject-65.csv",94,"TUŽNOM",59,"rec","1",1,600
"PRIDEVI_C","subject-65.csv",38,"MIRISNOJ",60,"rec","1",1,580
"PRIDEVI_C","subject-65.csv",146,"PANANOM",61,"pseudorec","3",1,610
"PRIDEVI_C","subject-65.csv",82,"SMRTNOM",62,"rec","1",1,534
"PRIDEVI_C","subject-65.csv",43,"MUZIČKOM",63,"rec","1",1,625
"PRIDEVI_C","subject-65.csv",125,"PIKANOG",64,"pseudorec","3",1,624
"PRIDEVI_C","subject-65.csv",132,"PUMNOG",65,"pseudorec","3",1,589
"PRIDEVI_C","subject-65.csv",6,"BURNOG",66,"rec","1",1,765
"PRIDEVI_C","subject-65.csv",170,"PEFENOM",67,"pseudorec","3",1,695
"PRIDEVI_C","subject-65.csv",128,"RIGONOG",68,"pseudorec","3",1,569
"PRIDEVI_C","subject-65.csv",138,"NUSIVOG",69,"pseudorec","3",1,693
"PRIDEVI_C","subject-65.csv",202,"BLANOJ",70,"pseudorec","3",1,526
"PRIDEVI_C","subject-65.csv",153,"KISAVOM",71,"pseudorec","3",1,730
"PRIDEVI_C","subject-65.csv",15,"DRUŠTVENOG",72,"rec","1",1,602
"PRIDEVI_C","subject-65.csv",100,"VRELOM",73,"rec","1",1,711
"PRIDEVI_C","subject-65.csv",5,"BUDNOJ",74,"rec","1",1,625
"PRIDEVI_C","subject-65.csv",175,"HURNOM",75,"pseudorec","3",1,552
"PRIDEVI_C","subject-65.csv",135,"DILAVOG",76,"pseudorec","3",1,566
"PRIDEVI_C","subject-65.csv",208,"FLABOJ",77,"pseudorec","3",1,504
"PRIDEVI_C","subject-65.csv",129,"SIRANOG",78,"pseudorec","3",1,817
"PRIDEVI_C","subject-65.csv",118,"MUŽIVOG",79,"pseudorec","3",1,733
"PRIDEVI_C","subject-65.csv",31,"LAKOM",80,"rec","1",1,514
"PRIDEVI_C","subject-65.csv",11,"ČVRSTOJ",81,"rec","1",1,566
"PRIDEVI_C","subject-65.csv",177,"NECNOJ",82,"pseudorec","3",1,557
"PRIDEVI_C","subject-65.csv",14,"DNEVNOJ",83,"rec","1",1,511
"PRIDEVI_C","subject-65.csv",37,"MEKOM",84,"rec","1",1,544
"PRIDEVI_C","subject-65.csv",149,"RISOKOM",85,"pseudorec","3",1,537
"PRIDEVI_C","subject-65.csv",84,"STAKLENOG",86,"rec","1",1,578
"PRIDEVI_C","subject-65.csv",179,"HUPENOJ",87,"pseudorec","3",1,628
"PRIDEVI_C","subject-65.csv",33,"LIČNOG",88,"rec","1",1,473
"PRIDEVI_C","subject-65.csv",199,"URTIVOJ",89,"pseudorec","3",1,552
"PRIDEVI_C","subject-65.csv",83,"SPORTSKOJ",90,"rec","1",1,518
"PRIDEVI_C","subject-65.csv",101,"ŽALOSNOJ",91,"rec","1",1,619
"PRIDEVI_C","subject-65.csv",12,"DAVNOG",92,"rec","1",1,660
"PRIDEVI_C","subject-65.csv",20,"GORKOJ",93,"rec","1",1,543
"PRIDEVI_C","subject-65.csv",134,"LATNOG",94,"pseudorec","3",1,635
"PRIDEVI_C","subject-65.csv",90,"SVETSKOG",95,"rec","1",1,517
"PRIDEVI_C","subject-65.csv",32,"LAŽNOJ",96,"rec","1",1,461
"PRIDEVI_C","subject-65.csv",185,"VEDNOJ",97,"pseudorec","3",1,682
"PRIDEVI_C","subject-65.csv",24,"JAKOG",98,"rec","1",1,514
"PRIDEVI_C","subject-65.csv",79,"SLAVNOM",99,"rec","1",1,659
"PRIDEVI_C","subject-65.csv",166,"PITOROM",100,"pseudorec","3",1,595
"PRIDEVI_C","subject-65.csv",67,"PRIVREDNOM",101,"rec","3",0,710
"PRIDEVI_C","subject-65.csv",63,"POVOLJNOG",102,"rec","1",1,718
"PRIDEVI_C","subject-65.csv",169,"SUČENOM",103,"pseudorec","3",1,784
"PRIDEVI_C","subject-65.csv",157,"LASIVOM",104,"pseudorec","3",1,591
"PRIDEVI_C","subject-65.csv",89,"SUROVOJ",105,"rec","1",1,489
"PRIDEVI_C","subject-65.csv",123,"TEZIVOG",106,"pseudorec","3",1,848
"PRIDEVI_C","subject-65.csv",8,"ČITAVOJ",107,"rec","1",1,619
"PRIDEVI_C","subject-65.csv",51,"NEŽNOG",108,"rec","1",1,572
"PRIDEVI_C","subject-65.csv",64,"POZNATOM",109,"rec","1",1,466
"PRIDEVI_C","subject-65.csv",99,"VLAŽNOG",110,"rec","1",1,473
"PRIDEVI_C","subject-65.csv",187,"FUKAVOJ",111,"pseudorec","3",1,588
"PRIDEVI_C","subject-65.csv",13,"DESNOM",112,"rec","1",1,484
"PRIDEVI_C","subject-65.csv",198,"OSKENOJ",113,"pseudorec","3",1,591
"PRIDEVI_C","subject-65.csv",61,"POLITIČKOM",114,"rec","1",1,508
"PRIDEVI_C","subject-65.csv",60,"PLEMENITOG",115,"rec","1",1,549
"PRIDEVI_C","subject-65.csv",119,"ZORAVOG",116,"pseudorec","3",1,652
"PRIDEVI_C","subject-65.csv",71,"RANJENOJ",117,"rec","3",0,578
"PRIDEVI_C","subject-65.csv",49,"NEVIDLJIVOM",118,"rec","1",1,549
"PRIDEVI_C","subject-65.csv",189,"VELITOJ",119,"pseudorec","3",1,554
"PRIDEVI_C","subject-65.csv",46,"NEČUJNOM",120,"rec","1",1,522
"PRIDEVI_C","subject-65.csv",152,"TULAVOM",121,"pseudorec","3",1,545
"PRIDEVI_C","subject-65.csv",76,"SEVERNOM",122,"rec","1",1,571
"PRIDEVI_C","subject-65.csv",58,"OTVORENOM",123,"rec","1",1,519
"PRIDEVI_C","subject-65.csv",180,"SAŽNOJ",124,"pseudorec","3",1,686
"PRIDEVI_C","subject-65.csv",69,"PROKLETOG",125,"rec","1",1,575
"PRIDEVI_C","subject-65.csv",191,"NISJOJ",126,"pseudorec","3",1,592
"PRIDEVI_C","subject-65.csv",91,"TAČNOM",127,"rec","1",1,430
"PRIDEVI_C","subject-65.csv",41,"MRAČNOJ",128,"rec","1",1,556
"PRIDEVI_C","subject-65.csv",174,"BUŽNOM",129,"pseudorec","1",0,440
"PRIDEVI_C","subject-65.csv",50,"NEVINOJ",130,"rec","1",1,642
"PRIDEVI_C","subject-65.csv",201,"TIROKOJ",131,"pseudorec","3",1,565
"PRIDEVI_C","subject-65.csv",151,"MORNOM",132,"pseudorec","3",1,693
"PRIDEVI_C","subject-65.csv",16,"DUBOKOM",133,"rec","1",1,512
"PRIDEVI_C","subject-65.csv",26,"KONAČNOJ",134,"rec","1",1,485
"PRIDEVI_C","subject-65.csv",162,"NORNOM",135,"pseudorec","3",1,584
"PRIDEVI_C","subject-65.csv",81,"SLOBODNOG",136,"rec","1",1,508
"PRIDEVI_C","subject-65.csv",124,"VETANOG",137,"pseudorec","3",1,507
"PRIDEVI_C","subject-65.csv",47,"NEMIRNOJ",138,"rec","1",1,554
"PRIDEVI_C","subject-65.csv",3,"BLISKOG",139,"rec","3",0,559
"PRIDEVI_C","subject-65.csv",111,"TOLANOG",140,"pseudorec","3",1,564
"PRIDEVI_C","subject-65.csv",21,"GORSKOG",141,"rec","3",0,696
"PRIDEVI_C","subject-65.csv",120,"RIJENOG",142,"pseudorec","3",1,793
