environment	participant	block	order	trial	spelling	lexicality	response	accuracy	previous.accuracy	rt	zscore	rt.raw	previous.rt	microsec.error	unix.seconds	unix.microseconds	trial.day	trial.session	order.in.block	order.in.subblock
GC4	19	50	24778	26367	weertje	W	W	1	1	NA	2.71181126911475	1130	1554	11	1237462215	328250	1078	1078	278	78
GC4	19	50	24744	26905	wirwar	W	W	1	1	705	0.513476261730215	705	945	11	1237462156	250250	1044	1044	244	44
GC4	19	50	24805	12155	kruintje	W	W	1	1	NA	3.03250955254497	1192	820	11	1237462267	172250	1105	1105	305	5
GC4	19	50	24905	9837	inheems	W	W	1	1	624	0.0944994720875154	624	428	11	1237462445	750250	1205	1205	405	5
GC4	19	50	24834	9987	jantjes	W	N	0	1	NA	NA	542	725	10	1237462317	344250	1134	1134	334	34
GC4	19	50	24903	2283	boetiek	W	W	1	1	489	-0.603795177316984	489	720	11	1237462442	609250	1203	1203	403	3
GC4	19	50	24909	2989	buidels	W	W	1	1	487	-0.614140283234088	487	434	151	1237462452	563250	1209	1209	409	9
GC4	19	50	24735	13709	maag	W	W	1	1	NA	5.18946413626109	1609	520	10	1237462139	594250	1035	1035	235	35
GC4	19	50	24932	15595	onjuist	W	W	1	1	516	-0.464136247436084	516	632	11	1237462489	391250	1232	1232	432	32
GC4	19	50	24708	13623	luikjes	W	W	1	1	527	-0.407238164892014	527	692	228	1237462094	922250	1008	1008	208	8
GC4	19	50	24850	7781	goaltje	W	W	1	1	633	0.141052448714482	633	1736	11	1237462349	953250	1150	1150	350	50
GC4	19	50	24926	5421	elk	W	W	1	1	444	-0.836560060451817	444	506	247	1237462479	641250	1226	1226	426	26
GC4	19	50	24910	6433	gareel	W	N	0	1	NA	NA	521	487	11	1237462454	125250	1210	1210	410	10
GC4	19	50	24967	14293	metro	W	W	1	1	476	-0.671038365778158	476	689	11	1237462546	47250	1267	1267	467	67
GC4	19	50	24925	16261	partners	W	W	1	1	506	-0.515861777021603	506	521	160	1237462478	172250	1225	1225	425	25
GC4	19	50	24943	22477	stuurtjes	W	W	1	1	575	-0.158955622881525	575	528	11	1237462508	141250	1243	1243	443	43
GC4	19	50	24702	17739	rabbi's	W	W	1	1	685	0.410025202559178	685	1058	156	1237462084	47250	1002	1002	202	2
GC4	19	50	24945	23215	toezicht	W	W	1	1	544	-0.319304764596632	544	494	153	1237462511	250250	1245	1245	445	45
GC4	19	50	24807	20545	snakkend	W	W	1	1	729	0.63761753273546	729	670	155	1237462270	641250	1107	1107	307	7
GC4	19	50	24748	4131	dienaars	W	W	1	1	479	-0.655520706902503	479	610	11	1237462163	203250	1048	1048	248	48
GC4	19	50	24828	26317	weekeind	W	W	1	0	921	1.63074770077741	921	503	11	1237462306	391250	1128	1128	328	28
GC4	19	50	24949	7619	gilden	W	W	1	1	697	0.4720958380618	697	453	11	1237462517	891250	1249	1249	449	49
GC4	19	50	24722	17389	prijs	W	W	1	1	448	-0.81586984861761	448	478	11	1237462117	703250	1022	1022	222	22
GC4	19	50	24817	1029	bedtijd	W	W	1	1	668	0.322091802263797	668	590	11	1237462287	891250	1117	1117	317	17
GC4	19	50	24844	14511	missies	W	W	1	1	698	0.477268391020352	698	1038	165	1237462336	156250	1144	1144	344	44
GC4	19	50	24845	23265	tonics	W	W	1	1	964	1.85316747799514	964	698	153	1237462338	156250	1145	1145	345	45
GC4	19	50	24980	17667	puur	W	W	1	1	508	-0.505516671104499	508	674	160	1237462567	250	1280	1280	480	80
GC4	19	50	24780	23087	tilt	W	W	1	1	562	-0.226198811342699	562	546	11	1237462218	516250	1080	1080	280	80
GC4	19	50	24862	13681	luur	W	N	0	1	NA	NA	562	412	11	1237462368	625250	1162	1162	362	62
GC4	19	50	24930	20819	spaargeld	W	W	1	0	552	-0.277924340928218	552	602	150	1237462486	172250	1230	1230	430	30
GC4	19	50	24891	12143	kruiken	W	W	1	1	610	0.0220837306677896	610	612	11	1237462415	281250	1191	1191	391	91
GC4	19	50	24851	15249	nijd	W	W	1	1	757	0.782449015574911	757	633	11	1237462351	750250	1151	1151	351	51
GC4	19	50	24788	9769	ik	W	W	1	1	411	-1.00725430808403	411	490	180	1237462231	969250	1088	1088	288	88
GC4	19	50	24894	5699	facto	W	W	1	1	1078	2.44283851527005	1078	817	11	1237462420	766250	1194	1194	394	94
GC4	19	50	24935	6913	geleid	W	W	1	1	462	-0.743454107197884	462	625	151	1237462494	234250	1235	1235	435	35
GC4	19	50	24856	16531	petten	W	W	1	1	495	-0.572759859565673	495	493	232	1237462359	531250	1156	1156	356	56
GC4	19	50	24869	6455	gastvrouw	W	W	1	1	529	-0.39689305897491	529	745	153	1237462379	672250	1169	1169	369	69
GC4	19	50	24857	15447	oei	W	W	1	1	497	-0.562414753648569	497	495	11	1237462361	78250	1157	1157	357	57
GC4	19	50	24859	16965	pluim	W	W	1	1	471	-0.696901130570917	471	435	156	1237462364	47250	1159	1159	359	59
GC4	19	50	24953	20983	spelling	W	W	1	1	446	-0.826214954534713	446	559	11	1237462524	234250	1253	1253	453	53
GC4	19	50	24753	10867	klaagt	W	W	1	1	496	-0.567587306607121	496	695	11	1237462171	484250	1053	1053	253	53
GC4	19	50	24714	21743	sterren	W	W	1	1	490	-0.598622624358432	490	822	11	1237462105	250250	1014	1014	214	14
GC4	19	50	24983	23415	tralie	W	W	1	1	423	-0.945183672581406	423	1101	151	1237462572	188250	1283	1283	483	83
GC4	19	50	24984	26651	westwaarts	W	W	1	1	507	-0.510689224063051	507	423	150	1237462573	750250	1284	1284	484	84
GC4	19	50	24864	25943	vuiltjes	W	W	1	1	481	-0.645175600985399	481	544	11	1237462371	734250	1164	1164	364	64
GC4	19	50	24986	17813	rammen	W	W	1	1	509	-0.500344118145947	509	524	169	1237462576	859250	1286	1286	486	86
GC4	19	50	24987	26299	weeë	W	N	0	1	NA	NA	494	509	156	1237462578	406250	1287	1287	487	87
GC4	19	50	24827	3857	dealer	W	N	0	1	NA	NA	503	568	12	1237462304	438250	1127	1127	327	27
GC4	19	50	24989	2535	bouquet	W	W	1	1	864	1.33591218213996	864	527	161	1237462581	875250	1289	1289	489	89
GC4	19	50	24762	11999	kreunend	W	W	1	1	526	-0.412410717850566	526	642	152	1237462186	188250	1062	1062	262	62
GC4	19	50	24710	16645	pil	W	W	1	1	465	-0.727936448322228	465	511	11	1237462097	969250	1010	1010	210	10
GC4	19	50	25005	1013	bedrijfs	W	W	1	1	502	-0.53655198885581	502	484	11	1237462614	547250	1305	1305	5	5
GC4	19	50	25006	21441	stal	W	W	1	1	456	-0.774489424949195	456	502	167	1237462616	31250	1306	1306	6	6
GC4	19	50	24886	9999	jarig	W	W	1	1	558	-0.246889023176907	558	442	153	1237462407	406250	1186	1186	386	86
GC4	19	50	24847	21357	staal	W	W	1	1	NA	3.11527039988179	1208	1219	11	1237462342	641250	1147	1147	347	47
GC4	19	50	24876	5801	feitjes	W	W	1	0	680	0.384162437766419	680	602	10	1237462391	500250	1176	1176	376	76
GC4	19	50	24728	6087	fooitjes	W	W	1	1	933	1.69281833628004	933	532	300	1237462127	563250	1028	1028	228	28
GC4	19	50	24971	21395	staatsman	W	W	1	1	577	-0.148610516964421	577	528	11	1237462552	344250	1271	1271	471	71
GC4	19	50	24959	4129	dienaar	W	W	1	1	449	-0.810697295659058	449	445	156	1237462533	641250	1259	1259	459	59
GC4	19	50	24773	2441	bordeel	W	W	1	1	573	-0.169300728798629	573	558	69	1237462205	609250	1073	1073	273	73
GC4	19	50	24841	19047	schaar	W	W	1	1	562	-0.226198811342699	562	496	164	1237462329	500250	1141	1141	341	41
GC4	19	50	25015	11299	kneden	W	W	1	1	583	-0.117575199213110	583	784	11	1237462630	422250	1315	1315	15	15
GC4	19	50	25016	5203	dwongen	W	W	1	1	549	-0.293441999803873	549	583	146	1237462632	250	1316	1316	16	16
GC4	19	50	24843	12767	leefden	W	W	1	1	1038	2.23593639692798	1038	1810	166	1237462334	422250	1143	1143	343	43
GC4	19	50	24897	15629	ontbloot	W	W	1	1	558	-0.246889023176907	558	592	11	1237462425	578250	1197	1197	397	97
GC4	19	50	24899	2811	broeders	W	W	1	1	560	-0.236543917259803	560	494	11	1237462428	719250	1199	1199	399	99
GC4	19	50	25020	17151	poosje	W	W	1	1	455	-0.779661977907747	455	651	11	1237462638	172250	1320	1320	20	20
GC4	19	50	24981	3949	dekt	W	W	1	1	557	-0.252061576135458	557	508	70	1237462568	594250	1281	1281	481	81
GC4	19	50	24902	28159	zwitser	W	W	1	1	720	0.591064556108493	720	828	237	1237462441	94250	1202	1202	402	2
GC4	19	50	25023	5777	feestdag	W	W	1	1	625	0.0996720250460673	625	462	11	1237462642	844250	1323	1323	23	23
GC4	19	50	25024	26223	warmen	W	N	0	1	NA	NA	590	625	150	1237462644	469250	1324	1324	24	24
GC4	19	50	25012	26361	weerstaan	W	W	1	1	474	-0.681383471695262	474	637	151	1237462625	484250	1312	1312	12	12
GC4	19	50	25026	22063	storen	W	W	1	1	448	-0.81586984861761	448	427	11	1237462647	438250	1326	1326	26	26
GC4	19	50	24893	26939	wodka	W	W	1	1	817	1.09280219308802	817	463	11	1237462418	656250	1193	1193	393	93
GC4	19	50	24988	6407	gangster	W	W	1	0	527	-0.407238164892014	527	494	358	1237462579	969250	1288	1288	488	88
GC4	19	50	25029	2495	bosrand	W	W	1	0	560	-0.236543917259803	560	661	159	1237462652	281250	1329	1329	29	29
GC4	19	50	25030	24189	veegden	W	W	1	1	543	-0.324477317555184	543	560	11	1237462653	859250	1330	1330	30	30
GC4	19	50	25031	23683	trut	W	W	1	1	527	-0.407238164892014	527	543	11	1237462655	438250	1331	1331	31	31
GC4	19	50	24832	3159	canons	W	W	1	1	550	-0.288269446845321	550	550	163	1237462314	250	1132	1132	332	32
GC4	19	50	24872	1899	blaartjes	W	W	1	1	658	0.270366272678278	658	496	155	1237462384	500250	1172	1172	372	72
GC4	19	50	24994	15933	optiek	W	W	1	1	453	-0.79000708382485	453	499	11	1237462590	31250	1294	1294	494	94
GC4	19	50	24955	595	autist	W	W	1	1	581	-0.127920305130214	581	449	11	1237462527	344250	1255	1255	455	55
GC4	19	50	24956	8173	groeien	W	W	1	1	740	0.69451561527953	740	581	11	1237462529	125250	1256	1256	456	56
GC4	19	50	24997	3813	darm	W	W	1	1	521	-0.438273482643325	521	586	11	1237462594	750250	1297	1297	497	97
GC4	19	50	25025	21691	stengels	W	W	1	0	427	-0.924493460747199	427	590	11	1237462645	953250	1325	1325	25	25
GC4	19	50	24918	17707	raadzaam	W	W	1	1	825	1.13418261675644	825	603	11	1237462467	453250	1218	1218	418	18
GC4	19	50	25027	16905	plichten	W	W	1	1	516	-0.464136247436084	516	448	174	1237462648	984250	1327	1327	27	27
GC4	19	50	24840	19255	schepping	W	W	1	1	496	-0.567587306607121	496	512	10	1237462327	906250	1140	1140	340	40
GC4	19	50	24962	23151	toegaan	W	W	1	0	442	-0.84690516636892	442	522	11	1237462538	141250	1262	1262	462	62
GC4	19	50	24721	1447	beseft	W	W	1	1	478	-0.660693259861054	478	425	11	1237462116	219250	1021	1021	221	21
GC4	19	50	25004	14803	mouwen	W	W	1	1	484	-0.629657942109743	484	564	151	1237462613	16250	1304	1304	4	4
GC4	19	50	24924	28077	zwelling	W	W	1	1	521	-0.438273482643325	521	453	11	1237462476	641250	1224	1224	424	24
GC4	19	50	25046	2775	brijen	W	N	0	1	NA	NA	481	461	234	1237462679	844250	1346	1346	46	46
GC4	19	50	25047	9705	idool	W	W	1	0	547	-0.303787105720977	547	481	11	1237462681	422250	1347	1347	47	47
GC4	19	50	24887	15623	onsen	W	N	0	1	NA	NA	430	558	159	1237462408	891250	1187	1187	387	87
GC4	19	50	25049	20363	slop	W	W	1	1	489	-0.603795177316984	489	403	148	1237462684	391250	1349	1349	49	49
GC4	19	50	25050	13501	lopend	W	W	1	1	492	-0.588277518441328	492	489	11	1237462685	906250	1350	1350	50	50
GC4	19	50	25051	6329	gaaitjes	W	N	0	1	NA	NA	653	492	11	1237462687	594250	1351	1351	51	51
GC4	19	50	25052	7159	geschetst	W	N	0	0	NA	NA	489	653	11	1237462689	125250	1352	1352	52	52
GC4	19	50	25053	10157	juistheid	W	W	1	0	492	-0.588277518441328	492	489	11	1237462690	641250	1353	1353	53	53
GC4	19	50	24812	15657	onthaald	W	W	1	1	488	-0.608967730275536	488	570	10	1237462279	94250	1112	1112	312	12
GC4	19	50	24813	15151	nette	W	W	1	1	651	0.234158401968415	651	488	229	1237462280	797250	1113	1113	313	13
GC4	19	50	25056	21777	stevens	W	N	0	1	NA	NA	987	555	11	1237462695	891250	1356	1356	56	56
GC4	19	50	24816	877	barre	W	W	1	1	590	-0.0813673285032474	590	1159	11	1237462286	188250	1116	1116	316	16
GC4	19	50	24937	22171	stramme	W	W	1	1	677	0.368644778890763	677	449	198	1237462497	438250	1237	1237	437	37
GC4	19	50	25059	7371	geurden	W	W	1	1	534	-0.371030294182151	534	616	152	1237462700	703250	1359	1359	59	59
GC4	19	50	25060	23751	tumult	W	W	1	1	NA	3.11009784692324	1207	534	236	1237462702	938250	1360	1360	60	60
GC4	19	50	25021	15087	neet	W	N	0	1	NA	NA	475	455	151	1237462639	672250	1321	1321	21	21
GC4	19	50	24901	6941	geloof	W	W	1	1	828	1.14970027563209	828	766	170	1237462439	344250	1201	1201	401	1
GC4	19	50	25063	11371	knobbel	W	W	1	1	493	-0.583104965482777	493	441	11	1237462707	594250	1363	1363	63	63
GC4	19	50	25064	10373	kanten	W	W	1	1	591	-0.0761947755446955	591	493	11	1237462709	219250	1364	1364	64	64
GC4	19	50	25065	8077	grieks	W	W	1	1	525	-0.417583270809118	525	591	151	1237462710	797250	1365	1365	65	65
GC4	19	50	25066	24929	vestigt	W	W	1	1	477	-0.665865812819606	477	525	11	1237462712	313250	1366	1366	66	66
GC4	19	50	24946	21843	stijltjes	W	W	1	1	560	-0.236543917259803	560	544	215	1237462512	859250	1246	1246	446	46
GC4	19	50	24907	10787	kijkt	W	W	1	1	429	-0.914148354830095	429	1308	11	1237462449	578250	1207	1207	407	7
GC4	19	50	24948	15943	opvang	W	W	1	1	453	-0.79000708382485	453	782	156	1237462516	156250	1248	1248	448	48
GC4	19	50	24706	15735	ontweek	W	W	1	1	700	0.487613496937456	700	572	172	1237462091	625250	1006	1006	206	6
GC4	19	50	25071	15523	omgaan	W	W	1	1	429	-0.914148354830095	429	724	11	1237462720	172250	1371	1371	71	71
GC4	19	50	24831	20049	siroop	W	W	1	1	550	-0.288269446845321	550	967	149	1237462312	422250	1131	1131	331	31
GC4	19	50	24791	18857	rustdag	W	N	0	1	NA	NA	487	467	152	1237462236	500250	1091	1091	291	91
GC4	19	50	25074	10781	kijkers	W	W	1	0	418	-0.971046437374165	418	529	11	1237462724	766250	1374	1374	74	74
GC4	19	50	24995	9033	hesp	W	W	1	1	521	-0.438273482643325	521	453	11	1237462591	578250	1295	1295	495	95
GC4	19	50	24996	21035	spiernaakt	W	W	1	1	586	-0.102057540337455	586	521	148	1237462593	188250	1296	1296	496	96
GC4	19	50	25077	18965	satans	W	W	1	1	779	0.896245180663052	779	456	162	1237462729	656250	1377	1377	77	77
GC4	19	50	24877	13991	masker	W	W	1	1	530	-0.391720506016358	530	680	11	1237462393	63250	1177	1177	377	77
GC4	19	50	25079	5607	eten	W	W	1	1	713	0.55485668539863	713	753	151	1237462733	188250	1379	1379	79	79
GC4	19	50	24716	10095	jong	W	W	1	1	555	-0.262406682052562	555	589	11	1237462108	469250	1016	1016	216	16
GC4	19	50	25081	25189	vlekken	W	W	1	1	470	-0.702073683529469	470	451	11	1237462736	172250	1381	1381	81	81
GC4	19	50	24961	16011	oudooms	W	N	0	1	NA	NA	522	437	11	1237462536	672250	1261	1261	461	61
GC4	19	50	24719	24711	verspreid	W	W	1	1	520	-0.443446035601877	520	468	152	1237462113	250250	1019	1019	219	19
GC4	19	50	24963	12059	kristal	W	W	1	1	542	-0.329649870513736	542	442	10	1237462539	719250	1263	1263	463	63
GC4	19	50	25085	15451	oeroud	W	W	1	1	627	0.110017130963171	627	596	153	1237462743	141250	1385	1385	85	85
GC4	19	50	25086	15131	nest	W	W	1	1	447	-0.821042401576162	447	627	179	1237462744	625250	1386	1386	86	86
GC4	19	50	25087	27003	woning	W	W	1	1	452	-0.795179636783402	452	447	168	1237462746	109250	1387	1387	87	87
GC4	19	50	25088	26723	wierp	W	N	0	1	NA	NA	407	452	149	1237462747	547250	1388	1388	88	88
GC4	19	50	24968	3289	chips	W	W	1	1	511	-0.489999012228843	511	476	11	1237462547	594250	1268	1268	468	68
GC4	19	50	24726	2597	boys	W	W	1	0	581	-0.127920305130214	581	534	10	1237462124	31250	1026	1026	226	26
GC4	19	50	24727	11553	kolen	W	W	1	1	532	-0.381375400099255	532	581	11	1237462125	594250	1027	1027	227	27
GC4	19	50	25092	24777	vertier	W	N	0	1	NA	NA	576	495	148	1237462753	797250	1392	1392	92	92
GC4	19	50	25093	17847	ransel	W	W	1	0	527	-0.407238164892014	527	576	151	1237462755	375250	1393	1393	93	93
GC4	19	50	24731	14971	nachtjes	W	W	1	1	534	-0.371030294182151	534	599	156	1237462132	281250	1031	1031	231	31
GC4	19	50	25095	9229	hoepel	W	W	1	0	554	-0.267579235011114	554	704	11	1237462758	703250	1395	1395	95	95
GC4	19	50	24732	7969	grande	W	N	0	1	NA	NA	550	534	10	1237462133	859250	1032	1032	232	32
GC4	19	50	24977	13701	lyriek	W	W	1	1	615	0.0479464954605488	615	519	266	1237462562	94250	1277	1277	477	77
GC4	19	50	25098	11767	kortweg	W	W	1	1	490	-0.598622624358432	490	654	11	1237462763	766250	1398	1398	98	98
GC4	19	50	25099	3983	denkend	W	W	1	1	971	1.88937534870501	971	490	11	1237462765	781250	1399	1399	99	99
GC4	19	50	25100	9535	houdend	W	W	1	1	490	-0.598622624358432	490	971	11	1237462767	297250	1400	1400	100	100
GC4	19	50	25101	9973	jan	W	N	0	1	NA	NA	784	490	11	1237462776	141250	1401	1401	101	1
GC4	19	50	25062	21647	stelen	W	W	1	0	441	-0.852077719327473	441	604	11	1237462706	63250	1362	1362	62	62
GC4	19	50	24739	8761	heelal	W	W	1	1	707	0.523821367647319	707	532	173	1237462147	500250	1039	1039	239	39
GC4	19	50	24740	24713	verspreidt	W	W	1	1	525	-0.417583270809118	525	707	10	1237462149	78250	1040	1040	240	40
GC4	19	50	24741	14749	morste	W	W	1	1	526	-0.412410717850566	526	525	11	1237462150	641250	1041	1041	241	41
GC4	19	50	24742	5875	files	W	W	1	1	846	1.24280622888603	846	526	11	1237462152	531250	1042	1042	242	42
GC4	19	50	25107	17999	reeksje	W	W	1	1	582	-0.122747752171662	582	700	148	1237462786	63250	1407	1407	107	7
GC4	19	50	25108	1713	bezorgd	W	W	1	1	453	-0.79000708382485	453	582	150	1237462787	547250	1408	1408	108	8
GC4	19	50	24745	23869	typist	W	W	1	1	524	-0.422755823767669	524	705	226	1237462157	813250	1045	1045	245	45
GC4	19	50	25110	19249	scheppend	W	W	1	1	458	-0.764144319032091	458	504	11	1237462790	578250	1410	1410	110	10
GC4	19	50	25111	10321	kamde	W	W	1	1	717	0.575546897232837	717	458	10	1237462792	328250	1411	1411	111	11
GC4	19	50	25112	13465	loom	W	N	0	1	NA	NA	487	717	158	1237462793	859250	1412	1412	112	12
GC4	19	50	24952	25177	vlees	W	W	1	1	559	-0.241716470218355	559	676	10	1237462522	750250	1252	1252	452	52
GC4	19	50	24750	14179	meneers	W	W	1	0	492	-0.588277518441328	492	658	11	1237462166	422250	1050	1050	250	50
GC4	19	50	25115	8879	held	W	W	1	1	509	-0.500344118145947	509	775	11	1237462798	844250	1415	1415	115	15
GC4	19	50	25076	26629	werven	W	W	1	1	456	-0.774489424949195	456	535	11	1237462727	828250	1376	1376	76	76
GC4	19	50	25117	22541	sussen	W	W	1	1	704	0.508303708771663	704	511	11	1237462802	141250	1417	1417	117	17
GC4	19	50	25118	2223	boei	W	W	1	1	521	-0.438273482643325	521	704	11	1237462803	688250	1418	1418	118	18
GC4	19	50	25119	2389	boom	W	W	1	1	523	-0.427928376726221	523	521	11	1237462805	250250	1419	1419	119	19
GC4	19	50	25120	27393	zegels	W	W	1	1	540	-0.33999497643084	540	523	10	1237462806	828250	1420	1420	120	20
GC4	19	50	24758	26145	walgde	W	W	1	1	682	0.394507543683523	682	470	170	1237462179	719250	1058	1058	258	58
GC4	19	50	25122	24329	verbluft	W	W	1	1	NA	3.72563164899091	1326	875	156	1237462811	109250	1422	1422	122	22
GC4	19	50	24760	6739	gehuwd	W	W	1	1	647	0.213468190134208	647	501	192	1237462182	938250	1060	1060	260	60
GC4	19	50	25124	25295	vlogen	W	W	1	1	640	0.177260319424345	640	478	11	1237462814	313250	1424	1424	124	24
GC4	19	50	25125	5923	fit	W	W	1	1	588	-0.091712434420351	588	640	10	1237462815	938250	1425	1425	125	25
GC4	19	50	25126	22325	stront	W	W	1	1	618	0.0634641543362044	618	588	159	1237462817	609250	1426	1426	126	26
GC4	19	50	24763	26937	witvis	W	W	1	1	687	0.420370308476282	687	526	11	1237462187	906250	1063	1063	263	63
GC4	19	50	25007	20467	smeekte	W	W	1	1	540	-0.33999497643084	540	456	150	1237462617	609250	1307	1307	7	7
GC4	19	50	25008	17949	rechtuit	W	W	1	1	540	-0.33999497643084	540	540	11	1237462619	188250	1308	1308	8	8
GC4	19	50	25009	11541	koker	W	W	1	1	524	-0.422755823767669	524	540	157	1237462620	750250	1309	1309	9	9
GC4	19	50	25131	5119	dutje	W	W	1	1	519	-0.448618588560429	519	568	158	1237462826	656250	1431	1431	131	31
GC4	19	50	24769	23945	uitzien	W	W	1	0	608	0.0117386247506859	608	642	11	1237462199	266250	1069	1069	269	69
GC4	19	50	25133	12393	kwarten	W	W	1	1	473	-0.686556024653814	473	536	151	1237462829	734250	1433	1433	133	33
GC4	19	50	25134	7827	gokken	W	W	1	1	NA	3.29630975343111	1243	473	153	1237462832	16250	1434	1434	134	34
GC4	19	50	25014	19521	schoolstrijd	W	W	1	1	784	0.92210794545581	784	444	153	1237462628	797250	1314	1314	14	14
GC4	19	50	25136	26149	walk	W	W	1	1	473	-0.686556024653814	473	687	11	1237462835	250250	1436	1436	136	36
GC4	19	50	25137	7987	grapjes	W	W	1	1	524	-0.422755823767669	524	473	11	1237462836	813250	1437	1437	137	37
GC4	19	50	24896	21493	stands	W	W	1	1	592	-0.0710222225861437	592	545	11	1237462423	984250	1196	1196	396	96
GC4	19	50	24775	22575	taak	W	W	1	1	732	0.653135191611115	732	539	160	1237462208	953250	1075	1075	275	75
GC4	19	50	25140	21655	stelsel	W	W	1	1	492	-0.588277518441328	492	457	10	1237462841	922250	1440	1440	140	40
GC4	19	50	24777	9407	hoogheid	W	W	1	1	NA	4.90497372354073	1554	580	150	1237462213	172250	1077	1077	277	77
GC4	19	50	25102	8527	halo's	W	N	0	0	NA	NA	550	784	11	1237462777	734250	1402	1402	102	2
GC4	19	50	24779	24877	verwijt	W	W	1	1	546	-0.308959658679529	546	1130	11	1237462216	906250	1079	1079	279	79
GC4	19	50	25144	22999	tienden	W	N	0	1	NA	NA	562	696	151	1237462848	563250	1444	1444	144	44
GC4	19	50	24781	24935	vete	W	N	0	1	NA	NA	481	562	11	1237462220	31250	1081	1081	281	81
GC4	19	50	25146	181	achten	W	W	1	1	520	-0.443446035601877	520	785	166	1237462851	938250	1446	1446	146	46
GC4	19	50	25147	26133	waken	W	W	1	1	953	1.79626939545107	953	520	229	1237462853	922250	1447	1447	147	47
GC4	19	50	24784	9267	hoezen	W	W	1	1	834	1.18073559338340	834	547	178	1237462225	891250	1084	1084	284	84
GC4	19	50	24785	15893	ophef	W	W	1	1	583	-0.117575199213110	583	834	10	1237462227	500250	1085	1085	285	85
GC4	19	50	25150	23061	tik	W	W	1	1	682	0.394507543683523	682	504	150	1237462859	141250	1450	1450	150	50
GC4	19	50	25151	4057	deunen	W	N	0	1	NA	NA	677	682	11	1237462860	859250	1451	1451	151	51
GC4	19	50	25152	19659	schreeuwtje	W	W	1	0	735	0.66865285048677	735	677	185	1237462862	641250	1452	1452	152	52
GC4	19	50	24871	2815	broedsels	W	W	1	1	496	-0.567587306607121	496	561	234	1237462382	813250	1171	1171	371	71
GC4	19	50	24912	18353	rijwiel	W	N	0	1	NA	NA	672	794	11	1237462457	656250	1212	1212	412	12
GC4	19	50	25155	14223	mep	W	W	1	1	450	-0.805524742700506	450	497	11	1237462867	391250	1455	1455	155	55
GC4	19	50	25116	27785	zongen	W	W	1	1	511	-0.489999012228843	511	509	11	1237462800	391250	1416	1416	116	16
GC4	19	50	25157	23465	treedt	W	W	1	1	597	-0.0451594577933845	597	582	181	1237462870	625250	1457	1457	157	57
GC4	19	50	25037	12101	kronkel	W	W	1	1	843	1.22728857001037	843	555	10	1237462665	313250	1337	1337	37	37
GC4	19	50	25159	15815	oordeel	W	W	1	1	NA	3.01699189366931	1189	899	162	1237462874	797250	1459	1459	159	59
GC4	19	50	24796	25813	vrees	W	W	1	1	459	-0.75897176607354	459	473	11	1237462244	250250	1096	1096	296	96
GC4	19	50	25040	2483	bos	W	W	1	1	469	-0.707246236488021	469	583	151	1237462670	250250	1340	1340	40	40
GC4	19	50	25041	8245	grondje	W	W	1	1	456	-0.774489424949195	456	469	165	1237462671	734250	1341	1341	41	41
GC4	19	50	24921	11241	kluten	W	N	0	1	NA	NA	563	448	11	1237462472	78250	1221	1221	421	21
GC4	19	50	24922	24983	viermaal	W	W	1	0	482	-0.640003048026847	482	563	151	1237462473	594250	1222	1222	422	22
GC4	19	50	24801	903	bases	W	N	0	1	NA	NA	582	556	11	1237462259	516250	1101	1101	301	1
GC4	19	50	25166	1431	beschouwd	W	W	1	1	483	-0.634830495068295	483	831	10	1237462885	969250	1466	1466	166	66
GC4	19	50	25167	995	bedoeld	W	W	1	1	502	-0.53655198885581	502	483	150	1237462887	500250	1467	1467	167	67
GC4	19	50	25168	27545	zieken	W	N	0	1	NA	NA	520	502	11	1237462889	63250	1468	1468	168	68
GC4	19	50	25169	23391	trager	W	W	1	0	457	-0.769316871990643	457	520	193	1237462890	547250	1469	1469	169	69
GC4	19	50	24806	3323	circus	W	W	1	1	670	0.332436908180900	670	1192	186	1237462268	875250	1106	1106	306	6
GC4	19	50	25171	24539	verlang	W	W	1	1	414	-0.991736649208373	414	892	11	1237462893	938250	1471	1471	171	71
GC4	19	50	24808	16885	pleiten	W	W	1	1	610	0.0220837306677896	610	729	11	1237462272	281250	1108	1108	308	8
GC4	19	50	24809	15719	onttrekt	W	W	1	1	814	1.07728453421237	814	610	11	1237462274	141250	1109	1109	309	9
GC4	19	50	24810	25025	vijltjes	W	W	1	1	804	1.02555900462685	804	814	247	1237462275	984250	1110	1110	310	10
GC4	19	50	25175	12013	kriek	W	N	0	1	NA	NA	450	413	10	1237462900	578250	1475	1475	175	75
GC4	19	50	25176	147	aas	W	W	1	0	567	-0.20033604654994	567	450	11	1237462902	172250	1476	1476	176	76
GC4	19	50	25177	22659	tanden	W	W	1	1	485	-0.624485389151191	485	567	153	1237462903	688250	1477	1477	177	77
GC4	19	50	25057	9931	jaartje	W	W	1	0	570	-0.184818387674284	570	987	158	1237462697	484250	1357	1357	57	57
GC4	19	50	25179	2721	brekend	W	W	1	1	538	-0.350340082347944	538	520	229	1237462906	813250	1479	1479	179	79
GC4	19	50	25180	21981	stommen	W	N	0	1	NA	NA	570	538	10	1237462908	406250	1480	1480	180	80
GC4	19	50	25181	21319	spuitje	W	W	1	0	889	1.46522600610376	889	570	11	1237462910	328250	1481	1481	181	81
GC4	19	50	25142	20127	slaap	W	N	0	1	NA	NA	569	669	11	1237462845	234250	1442	1442	142	42
