spelling	lexicality	rt	zscore	accuracy	rt.sd	zscore.sd	accuracy.sd	sub50.rt	sub50.zscore	sub50.accuracy	sub50.rt.sd	sub50.zscore.sd	sub50.accuracy.sd
kiesend	N	718.558823529412	0.292850987918318	0.897435897435897	204.796897345175	1.00861292735811	0.307354740604728	718.558823529412	0.292850987918318	0.897435897435897	204.796897345175	1.00861292735811	0.307354740604728
kieskeen	N	674.052631578947	0.129265999681663	1	159.993065283573	0.820136268493102	0	674.447368421053	0.120749197053396	1	160.019035585284	0.82397867661079	0
kiesten	N	819.619047619048	1.03302168547425	0.641025641025641	175.873100896776	1.19208082990940	0.485970514980589	810.47619047619	0.883935557024996	0.615384615384615	185.181699702649	1.14732152520551	0.492864058090144
kiet	N	674.555555555556	-0.1527208402891	0.923076923076923	218.920917808163	0.708182631028413	0.269952762399508	678.142857142857	-0.140939368548098	0.897435897435897	221.040872299425	0.714933161929831	0.307354740604728
kieten	N	641.033333333333	0.142614593334840	0.871794871794872	132.032253983464	1.26728518163527	0.338688428429370	630.333333333333	0.125376103552976	0.871794871794872	126.982576413631	1.26567153705989	0.338688428429370
kieter	N	628.567567567568	-0.235181842481581	0.948717948717949	144.344022033116	0.753820477242082	0.223455865030959	628.567567567568	-0.235181842481581	0.948717948717949	144.344022033116	0.753820477242082	0.223455865030959
kieters	N	695.513513513514	0.150466668758309	1	188.800250356122	1.11074136982794	0	695.297297297297	0.148191516449118	1	188.480306201539	1.10845785977467	0
kietjes	N	695.147058823529	0.189562692759646	0.923076923076923	221.881914042056	0.98696192197037	0.269952762399508	695.514285714286	0.180644446609063	0.948717948717949	217.439020718666	0.978075856037923	0.223455865030959
kietsrecht	N	776.666666666667	0.64228106344821	0.974358974358974	201.657418127165	0.944523763499166	0.160128153805087	776.666666666667	0.64228106344821	0.974358974358974	201.657418127165	0.944523763499166	0.160128153805087
kievel	N	720.694444444444	0.201214019704945	0.923076923076923	210.096007909914	0.903369601231908	0.269952762399508	720.694444444444	0.201214019704945	0.923076923076923	210.096007909914	0.903369601231908	0.269952762399508
kievels	N	644.857142857143	-0.04009232770281	0.897435897435897	146.123868255496	0.751153151730622	0.307354740604728	644.857142857143	-0.04009232770281	0.897435897435897	146.123868255496	0.751153151730622	0.307354740604728
kieven	N	716.138888888889	0.321800137438036	0.923076923076923	194.483661124642	0.930755647171359	0.269952762399508	713.297297297297	0.307392965334441	0.948717948717949	192.540885249062	0.921912133343794	0.223455865030959
kiever	N	670.108108108108	0.0652183274252079	0.974358974358974	149.279525980212	0.858190464454877	0.160128153805087	665.081081081081	0.0466348965903273	0.974358974358974	152.281059298328	0.858397310670768	0.160128153805087
kievers	N	667.5	0.104410558864098	0.974358974358974	197.549053582720	1.15825821462036	0.160128153805087	667.5	0.104410558864098	0.974358974358974	197.549053582720	1.15825821462036	0.160128153805087
kig	N	559.621621621622	-0.38917799860015	1	119.885211614961	1.21334621988497	0	559.621621621622	-0.38917799860015	1	119.885211614961	1.21334621988497	0
kiga's	N	583.589743589744	-0.567202854357902	1	119.210940408548	0.495841606413076	0	583.589743589744	-0.567202854357902	1	119.210940408548	0.495841606413076	0
kigjes	N	590.410256410256	-0.471794887727164	1	98.087425544422	0.689169042755311	0	590.410256410256	-0.471794887727164	1	98.087425544422	0.689169042755311	0
kij	N	633.514285714286	-0.029336165822053	0.948717948717949	119.091011027546	0.981447077534703	0.223455865030959	633.514285714286	-0.029336165822053	0.948717948717949	119.091011027546	0.981447077534703	0.223455865030959
kijd	N	582.054054054054	-0.530246244725217	0.948717948717949	106.757499332195	0.453545845203288	0.223455865030959	577.675675675676	-0.558789796762975	0.948717948717949	106.117611391547	0.46232439996271	0.223455865030959
kijke	N	747.516129032258	0.482523943097443	0.82051282051282	201.730161514128	1.17635200211148	0.388776411984472	747.516129032258	0.482523943097443	0.82051282051282	201.730161514128	1.17635200211148	0.388776411984472
kijkgom	N	735.918918918919	0.490421544007652	0.974358974358974	182.019287497290	0.935109945682185	0.160128153805087	730.263157894737	0.502782951594335	1	182.491122954860	0.975332426399511	0
kijl	N	676.257142857143	0.068755346504132	0.923076923076923	154.953758350324	0.808319488280317	0.269952762399508	676.257142857143	0.068755346504132	0.923076923076923	154.953758350324	0.808319488280317	0.269952762399508
kijlen	N	665.054054054054	-0.0153915229670696	0.948717948717949	133.362068975558	0.6868852297296	0.223455865030959	669.162162162162	0.0252311926742708	0.948717948717949	131.769477479404	0.709268212878769	0.223455865030959
kijmers	N	598.21052631579	-0.377905408194762	1	134.137516749474	0.895226824822586	0	593.815789473684	-0.394062213269647	1	137.576485903966	0.904276483453453	0
kijn	N	628.631578947368	-0.241022181059366	1	136.341070937801	0.750752403697797	0	628.631578947368	-0.241022181059366	1	136.341070937801	0.750752403697797	0
kijnde	N	574.75	-0.450773013405413	0.948717948717949	100.609109215532	0.741482756162155	0.223455865030959	574.75	-0.450773013405413	0.948717948717949	100.609109215532	0.741482756162155	0.223455865030959
kijp	N	651.868421052632	-0.175955102466901	0.974358974358974	151.107831741627	0.784662257399575	0.160128153805087	651.868421052632	-0.175955102466901	0.974358974358974	151.107831741627	0.784662257399575	0.160128153805087
kijs	N	645.378378378378	0.00521484916423705	0.974358974358974	127.638672159462	0.923481724452328	0.160128153805087	645.378378378378	0.00521484916423705	0.974358974358974	127.638672159462	0.923481724452328	0.160128153805087
kijsde	N	669.717948717949	-0.0539493667466775	1	172.200151096876	0.793916674046898	0	666.128205128205	-0.0640157704750744	1	174.321267157899	0.79838216456729	0
kijsjes	N	685.75	0.178456500809668	0.974358974358974	166.111558899434	1.09581133154107	0.160128153805087	679	0.150588461641927	0.974358974358974	154.633760867412	1.08231386346438	0.160128153805087
kijstas	N	692.052631578947	0.0680847177107689	1	216.790463958076	0.950232093821634	0	684.973684210526	0.0344832152231098	1	218.532882904116	0.940139198300878	0
kijt	N	681.611111111111	0.00470733633461179	0.923076923076923	181.229968789109	0.673341216857205	0.269952762399508	681.611111111111	0.00470733633461179	0.923076923076923	181.229968789109	0.673341216857205	0.269952762399508
kijten	N	668.052631578947	0.0823655921760325	1	161.894017278976	0.856169811818269	0	668.052631578947	0.0823655921760325	1	161.894017278976	0.856169811818269	0
kijzen	N	629.71052631579	-0.121188829490695	1	138.563266434943	0.80531252294972	0	629.71052631579	-0.121188829490695	1	138.563266434943	0.80531252294972	0
kijzer	N	725	0.590172663059804	0.923076923076923	173.690817258714	1.20433205899822	0.269952762399508	725	0.590172663059804	0.923076923076923	173.690817258714	1.20433205899822	0.269952762399508
kilken	N	727.189189189189	0.382654431400449	1	170.592893859725	1.01088408204619	0	717.486486486486	0.327376459490932	1	177.080273953435	1.02257966312902	0
kilm	N	673.058823529412	0.0142640791838814	0.871794871794872	159.938423980108	0.730516629890809	0.338688428429370	672.735294117647	0.0200356131621508	0.871794871794872	159.945503754007	0.724080193765037	0.338688428429370
kilms	N	643	-0.118564721269630	1	130.716114931185	0.818006099598493	0	635.5	-0.144182999210989	1	131.699442835736	0.82378241464676	0
kilven	N	647.685714285714	-0.0112306270106314	0.923076923076923	167.893308458706	0.996789755228057	0.269952762399508	633.885714285714	-0.076953160626873	0.923076923076923	161.914423916676	1.00354389429796	0.269952762399508
kinde	N	652.447368421053	-0.107206220541695	0.974358974358974	166.288693504646	0.88689278983312	0.160128153805087	652.447368421053	-0.107206220541695	0.974358974358974	166.288693504646	0.88689278983312	0.160128153805087
kinden	N	737.25	0.52667576672522	0.897435897435897	198.473854620053	1.31598405109881	0.307354740604728	722.212121212121	0.398234802651826	0.897435897435897	202.823931892873	1.24638921218251	0.307354740604728
kinkraast	N	705.285714285714	0.539410452833216	1	222.593611692669	1.43541785390419	0	705.285714285714	0.539410452833216	1	222.593611692669	1.43541785390419	0
kins	N	667.428571428571	0.181182280838134	0.974358974358974	174.676892595222	1.11613852696061	0.160128153805087	661.142857142857	0.155557508242470	0.974358974358974	175.795192140832	1.13070639403717	0.160128153805087
kinsel	N	626.368421052632	-0.185888441017512	1	172.707598708029	0.970170045165672	0	626.368421052632	-0.185888441017512	1	172.707598708029	0.970170045165672	0
kint	N	690.763157894737	0.159712470812656	0.974358974358974	135.645291449651	0.856860014315285	0.160128153805087	694.28947368421	0.177781936446644	0.974358974358974	137.5784607385	0.857269051925806	0.160128153805087
kipes	N	635.236842105263	-0.181882790651248	1	135.331911142723	0.881749314018531	0	635.236842105263	-0.181882790651248	1	135.331911142723	0.881749314018531	0
kire	N	630.76923076923	-0.172351574198264	1	153.949489587103	0.93579170969376	0	630.76923076923	-0.172351574198264	1	153.949489587103	0.93579170969376	0
kiren	N	582.72972972973	-0.496768175784651	0.948717948717949	157.555571968300	0.764043666137075	0.223455865030959	587.166666666667	-0.467400200479154	0.923076923076923	158.599315437182	0.764783087829536	0.269952762399508
kisme	N	577.307692307692	-0.573105012518252	1	103.514085958882	0.469475547662919	0	575.447368421053	-0.494982117917998	1	104.240806806636	0.780593523297276	0
kitstig	N	690.705882352941	0.411327443607094	0.974358974358974	200.185751530584	1.45650443459679	0.160128153805087	692.205882352941	0.441014106636107	0.974358974358974	199.534272807845	1.44120626805542	0.160128153805087
kizen	N	588.526315789474	-0.482067462488081	1	171.35512939461	0.805065078659876	0	588.526315789474	-0.482067462488081	1	171.35512939461	0.805065078659876	0
kla	N	570.333333333333	-0.449889586115421	0.948717948717949	109.692817840159	1.09395128028933	0.223455865030959	570.333333333333	-0.449889586115421	0.948717948717949	109.692817840159	1.09395128028933	0.223455865030959
klaadt	N	680.45945945946	0.0992339895171638	0.948717948717949	197.439103775568	0.882689553515388	0.223455865030959	680.45945945946	0.0992339895171638	0.948717948717949	197.439103775568	0.882689553515388	0.223455865030959
klaai	N	678.352941176471	0.327524169557527	0.948717948717949	138.181014867728	1.38448177400755	0.223455865030959	670.764705882353	0.302112750896695	0.948717948717949	138.099450073188	1.39338820755003	0.223455865030959
klaaien	N	669.235294117647	-0.0319679711831299	0.871794871794872	139.975335235010	0.448857913700167	0.338688428429370	669.235294117647	-0.0319679711831299	0.871794871794872	139.975335235010	0.448857913700167	0.338688428429370
klaak	N	676.45945945946	-0.02763661735707	0.948717948717949	139.57347618819	0.607498623595368	0.223455865030959	676.45945945946	-0.02763661735707	0.948717948717949	139.57347618819	0.607498623595368	0.223455865030959
klaal	N	647.842105263158	-0.216727009671809	0.974358974358974	137.191821975910	0.51185714751994	0.160128153805087	643.102564102564	-0.204379605608461	1	136.202788995286	0.506627637676882	0
klaan	N	626.447368421053	-0.265177751859838	0.974358974358974	105.985898442025	0.587393487609202	0.160128153805087	623.921052631579	-0.271692929686003	0.974358974358974	106.805299387439	0.585029344294282	0.160128153805087
klaapje	N	655.837837837838	0.0153910166799480	0.974358974358974	150.359479159024	0.83392238332971	0.160128153805087	655.837837837838	0.0153910166799480	0.974358974358974	150.359479159024	0.83392238332971	0.160128153805087
klaapjes	N	701.891891891892	0.180127055520452	0.948717948717949	161.091379137533	0.656072705120588	0.223455865030959	698.297297297297	0.151089049010792	0.948717948717949	160.829596651733	0.665823718113756	0.223455865030959
klaarse	N	721.277777777778	0.299094157394145	0.948717948717949	205.324079878074	0.922896851630221	0.223455865030959	721.277777777778	0.299094157394145	0.948717948717949	205.324079878074	0.922896851630221	0.223455865030959
klaatje	N	685.948717948718	0.0408504317717262	1	175.785747089723	0.702016086118792	0	672	-0.0251472447012870	1	166.434118465757	0.64279158572291	0
klaatjes	N	659.5	-0.030722177035557	1	159.389672085639	0.80436806841239	0	659.5	-0.030722177035557	1	159.389672085639	0.80436806841239	0
klaatste	N	759.971428571429	0.599164928731154	0.948717948717949	149.330562199178	0.89552457172351	0.223455865030959	759.971428571429	0.599164928731154	0.948717948717949	149.330562199178	0.89552457172351	0.223455865030959
klaatte	N	641.945945945946	-0.0663590263480066	0.974358974358974	163.37923605763	1.01590059547163	0.160128153805087	634.189189189189	-0.100133562232690	0.974358974358974	163.162808575061	1.01240728669259	0.160128153805087
klab	N	678.485714285714	0.0417983235995291	0.923076923076923	174.814249558609	0.82694005630427	0.269952762399508	678.485714285714	0.0417983235995291	0.923076923076923	174.814249558609	0.82694005630427	0.269952762399508
klaf	N	681.314285714286	-0.00633186117480731	0.897435897435897	185.729051772384	0.870185778030753	0.307354740604728	678.305555555556	-0.0282335556827761	0.923076923076923	187.222986904378	0.866430864631197	0.269952762399508
klag	N	678.114285714286	0.300859614061882	0.948717948717949	146.785712445562	1.08556000238112	0.223455865030959	674.428571428571	0.302646947189612	0.948717948717949	134.955828441206	1.08767446706828	0.223455865030959
klaken	N	748.193548387097	0.460402299453208	0.82051282051282	193.954018494907	0.855441055724833	0.388776411984472	748.193548387097	0.460402299453208	0.82051282051282	193.954018494907	0.855441055724833	0.388776411984472
klaker	N	642.815789473684	-0.0735912638209625	0.974358974358974	122.610095096734	0.601836364567837	0.160128153805087	637.578947368421	-0.100688891931100	0.974358974358974	121.317905271244	0.576287825991392	0.160128153805087
klamde	N	704.176470588235	0.67030211884031	0.487179487179487	206.659815667596	1.32422674239057	0.506369683541833	717.6875	0.74412128943269	0.461538461538462	205.536604606900	1.32177968380571	0.505035373756076
klamen	N	727.970588235294	0.400477465818433	0.897435897435897	211.873673811045	1.21069851682495	0.307354740604728	727.970588235294	0.400477465818433	0.897435897435897	211.873673811045	1.21069851682495	0.307354740604728
klammen	N	800.588235294118	0.645464792175777	0.435897435897436	198.174815132855	1.02183171477363	0.502356122102941	800.588235294118	0.645464792175777	0.435897435897436	198.174815132855	1.02183171477363	0.502356122102941
klammend	N	768.588235294118	0.646523624776916	0.461538461538462	202.106116564891	0.934866930486266	0.505035373756076	768.588235294118	0.646523624776916	0.461538461538462	202.106116564891	0.934866930486266	0.505035373756076
klang	N	656.864864864865	-0.00515808044067793	0.974358974358974	149.245912313679	0.838063315122254	0.160128153805087	657.891891891892	0.00652917865009361	0.974358974358974	148.150033521537	0.829520215487833	0.160128153805087
klans	N	666.60606060606	0.386135256346762	0.923076923076923	171.618024147003	1.31763114492471	0.269952762399508	666.60606060606	0.386135256346762	0.923076923076923	171.618024147003	1.31763114492471	0.269952762399508
klapen	N	771	0.405884093401485	0.871794871794872	201.58171420047	0.779054353469782	0.338688428429370	771.84375	0.412528467187158	0.846153846153846	204.748013401682	0.790154532038217	0.365517768195196
klapon	N	663.513513513514	-0.0289512885991248	0.974358974358974	162.336861977669	0.842308174745816	0.160128153805087	656.378378378378	-0.0487127603727024	0.974358974358974	160.292501964958	0.820390441712923	0.160128153805087
klapop	N	756	0.590546437763885	0.923076923076923	174.916282496379	0.927243278156959	0.269952762399508	751.114285714286	0.599591272943818	0.923076923076923	172.289218437823	0.920924097885232	0.269952762399508
klarel	N	678	0.0356393522735414	0.974358974358974	222.912663515457	0.993800793439881	0.160128153805087	678	0.0356393522735414	0.974358974358974	222.912663515457	0.993800793439881	0.160128153805087
klarten	N	624.736842105263	-0.272957606092598	0.974358974358974	113.286215905036	0.677721721139733	0.160128153805087	605.368421052632	-0.368424332248886	0.974358974358974	100.183459025452	0.595296819273098	0.160128153805087
klarven	N	599.657894736842	-0.317558484816455	1	74.3629798611275	0.68924348551038	0	595.578947368421	-0.343396850449947	1	75.4323149545509	0.698678466659879	0
klaser	N	665.945945945946	-0.0226161476179082	0.974358974358974	207.099673526480	1.03758642687621	0.160128153805087	665.945945945946	-0.0226161476179082	0.974358974358974	207.099673526480	1.03758642687621	0.160128153805087
klasers	N	653.088235294118	0.190720678681849	0.948717948717949	168.155838191850	1.04671631123095	0.223455865030959	643.029411764706	0.135743178151770	0.948717948717949	172.959705465738	1.06883049812187	0.223455865030959
klasvert	N	631.026315789474	-0.149780233429152	1	122.456718629118	0.698033477360796	0	631.026315789474	-0.149780233429152	1	122.456718629118	0.698033477360796	0
klaten	N	637.307692307692	-0.142879851382394	1	120.813286531032	0.548145876853097	0	637.307692307692	-0.142879851382394	1	120.813286531032	0.548145876853097	0
klatos	N	580.78947368421	-0.476020758080247	0.974358974358974	90.651443510439	0.459243991552373	0.160128153805087	579.324324324324	-0.401226860185265	0.974358974358974	91.0448772291427	0.778435009463959	0.160128153805087
klattend	N	649.51282051282	-0.169659910798408	1	153.613813762557	0.630735310240412	0	643.74358974359	-0.196776897817957	1	152.496888311432	0.616137368282953	0
klaube	N	571.078947368421	-0.480480925571264	1	135.312327713680	0.796784095326765	0	572.657894736842	-0.488510552757798	1	135.163619828628	0.80164641611439	0
klauben	N	588.21052631579	-0.41545955411547	1	134.027862753646	0.81858429838832	0	588.21052631579	-0.41545955411547	1	134.027862753646	0.81858429838832	0
klazer	N	649.085714285714	0.188982654324709	0.974358974358974	161.127529219153	1.52269384756116	0.160128153805087	645.2	0.182690412598328	0.974358974358974	164.618417953192	1.52659129338848	0.160128153805087
klazers	N	648.756756756757	-0.0260392722609419	0.974358974358974	140.258175718408	0.859957441282635	0.160128153805087	648.756756756757	-0.0260392722609419	0.974358974358974	140.258175718408	0.859957441282635	0.160128153805087
klebbig	N	612.102564102564	-0.385559407391883	1	117.502025709704	0.684253921718367	0	612.102564102564	-0.385559407391883	1	117.502025709704	0.684253921718367	0
klecht	N	747.171428571429	0.547439501459301	0.897435897435897	156.482753365476	0.847886173181799	0.307354740604728	747.857142857143	0.553719189305187	0.897435897435897	155.960806324037	0.846124718344403	0.307354740604728
klechten	N	740.666666666667	0.258760959115202	0.871794871794872	175.254933358998	0.80760322986031	0.338688428429370	738.818181818182	0.280914925115933	0.871794871794872	176.547170493018	0.808024036234541	0.338688428429370
kleeg	N	681.714285714286	-0.00264225793638683	0.897435897435897	152.103403571883	0.694760772712432	0.307354740604728	677.111111111111	-0.0141770705951773	0.923076923076923	152.437673966918	0.688252268162349	0.269952762399508
