"SubID","Exposure","List","Trial","DMDX","Item","OrthographicStatus","VisualOverlap","Acc","RT"
"801",33,"1",101,"13241","41","Consonant String","High",0,-700.56
"801",33,"1",112,"11213","13","Word","High",1,959.43
"801",33,"1",90,"12243","43","Pseudo-Word","High",1,986
"801",33,"1",1,"13106","06","Consonant String","Low",0,-1492.73
"801",33,"1",57,"12231","31","Pseudo-Word","High",1,936.64
"801",33,"1",68,"11223","23","Word","High",1,875.2
"801",33,"1",79,"12205","05","Pseudo-Word","High",1,1220.76
"801",33,"1",70,"11122","22","Word","Low",1,746.58
"801",33,"1",71,"11136","36","Word","Low",1,796.45
"801",33,"1",72,"11245","45","Word","High",1,1361.35
"801",33,"1",73,"12247","47","Pseudo-Word","High",0,-752.59
"801",33,"1",74,"11209","09","Word","High",1,804.45
"801",33,"1",75,"12142","42","Pseudo-Word","Low",0,-1082.34
"801",33,"1",76,"11219","19","Word","High",1,691.91
"801",33,"1",77,"11120","20","Word","Low",1,709.77
"801",33,"1",78,"13138","38","Consonant String","Low",1,1193.99
"801",33,"1",80,"13102","02","Consonant String","Low",1,1105.9
"801",33,"1",81,"12110","10","Pseudo-Word","Low",1,924.79
"801",33,"1",82,"11225","25","Word","High",0,-1127.02
"801",33,"1",83,"12223","23","Pseudo-Word","High",1,1602.62
"801",33,"1",84,"13243","43","Consonant String","High",1,1253.56
"801",33,"1",85,"12201","01","Pseudo-Word","High",0,-1247.47
"801",33,"1",86,"12114","14","Pseudo-Word","Low",1,1204.39
"801",33,"1",87,"11203","03","Word","High",1,763.3
"801",33,"1",123,"12221","21","Pseudo-Word","High",1,1056.66
"801",33,"1",134,"12237","37","Pseudo-Word","High",1,948.56
"801",33,"1",2,"13247","47","Consonant String","High",0,-687.44
"801",33,"1",13,"12106","06","Pseudo-Word","Low",1,1220.99
"801",33,"1",24,"12219","19","Pseudo-Word","High",1,1138.24
"801",33,"1",35,"12124","24","Pseudo-Word","Low",0,-1226.81
"801",33,"1",46,"13134","34","Consonant String","Low",1,778.38
"801",33,"1",52,"11134","34","Word","Low",1,830.92
"801",33,"1",53,"13203","03","Consonant String","High",1,1240.49
"801",33,"1",54,"12148","48","Pseudo-Word","Low",1,750.05
"801",33,"1",55,"12134","34","Pseudo-Word","Low",1,1279.94
"801",33,"1",56,"13128","28","Consonant String","Low",1,1199.53
"801",33,"1",58,"11211","11","Word","High",1,716.4
"801",33,"1",59,"11231","31","Word","High",1,676.61
"801",33,"1",60,"12227","27","Pseudo-Word","High",1,1030.15
"801",33,"1",61,"13221","21","Consonant String","High",1,1151.72
"801",33,"1",62,"11215","15","Word","High",0,-1012.63
"801",33,"1",63,"13146","46","Consonant String","Low",1,1097.86
"801",33,"1",64,"11217","17","Word","High",1,1223.78
"801",33,"1",65,"11241","41","Word","High",1,964.02
"801",33,"1",66,"13136","36","Consonant String","Low",1,956.25
"801",33,"1",67,"11106","06","Word","Low",1,622.12
"801",33,"1",69,"11126","26","Word","Low",1,1265.34
"801",33,"1",114,"13104","04","Consonant String","Low",0,-778.67
"801",33,"1",115,"11102","02","Word","Low",0,-1295.24
"801",33,"1",116,"12136","36","Pseudo-Word","Low",0,-1211.37
"801",33,"1",117,"11201","01","Word","High",1,757.59
"801",33,"1",118,"11207","07","Word","High",1,660.46
"801",33,"1",119,"12203","03","Pseudo-Word","High",1,942.67
"801",33,"1",120,"11237","37","Word","High",1,618.55
"801",33,"1",121,"11112","12","Word","Low",1,546.74
"801",33,"1",122,"13126","26","Consonant String","Low",1,1098.62
"801",33,"1",124,"12225","25","Pseudo-Word","High",0,-1110.52
"801",33,"1",125,"12102","02","Pseudo-Word","Low",0,-1126.76
"801",33,"1",126,"12217","17","Pseudo-Word","High",1,1166.34
"801",33,"1",127,"13142","42","Consonant String","Low",1,911.58
"801",33,"1",128,"11132","32","Word","Low",1,845.79
"801",33,"1",129,"12128","28","Pseudo-Word","Low",1,809.67
"801",33,"1",130,"12239","39","Pseudo-Word","High",1,1078.9
"801",33,"1",131,"11110","10","Word","Low",1,909.46
"801",33,"1",132,"13118","18","Consonant String","Low",1,1277.7
"801",33,"1",133,"12108","08","Pseudo-Word","Low",1,1052.28
"801",33,"1",135,"13209","09","Consonant String","High",0,-1235.19
"801",33,"1",136,"12233","33","Pseudo-Word","High",1,870.76
"801",33,"1",137,"11116","16","Word","Low",1,1145.98
"801",33,"1",138,"13213","13","Consonant String","High",1,1385.89
"801",33,"1",139,"11146","46","Word","Low",1,643.47
"801",33,"1",140,"12229","29","Pseudo-Word","High",0,-974.35
"801",33,"1",141,"11142","42","Word","Low",1,529.56
"801",33,"1",142,"13233","33","Consonant String","High",1,975.1
"801",33,"1",143,"12126","26","Pseudo-Word","Low",1,722.65
"801",33,"1",144,"13112","12","Consonant String","Low",1,1306.88
"801",33,"1",3,"12213","13","Pseudo-Word","High",1,910.79
"801",33,"1",4,"11128","28","Word","Low",1,562
"801",33,"1",5,"12235","35","Pseudo-Word","High",1,682.19
"801",33,"1",6,"12146","46","Pseudo-Word","Low",1,998.74
"801",33,"1",7,"12120","20","Pseudo-Word","Low",1,608.62
"801",33,"1",8,"12215","15","Pseudo-Word","High",1,1379.51
"801",33,"1",9,"11140","40","Word","Low",1,646.08
"801",33,"1",10,"11221","21","Word","High",1,833.96
"801",33,"1",11,"11227","27","Word","High",1,721.5
"801",33,"1",12,"13114","14","Consonant String","Low",1,1038.71
"801",33,"1",14,"13223","23","Consonant String","High",1,1388.29
"801",33,"1",15,"13116","16","Consonant String","Low",1,1017.88
"801",33,"1",16,"11108","08","Word","Low",1,701.1
"801",33,"1",17,"12245","45","Pseudo-Word","High",0,-1056.98
"801",33,"1",18,"13245","45","Consonant String","High",1,1122.88
"801",33,"1",19,"11148","48","Word","Low",1,727.11
"801",33,"1",20,"12118","18","Pseudo-Word","Low",0,-1109.66
"801",33,"1",21,"13217","17","Consonant String","High",1,1305.92
"801",33,"1",22,"13239","39","Consonant String","High",1,1089.83
"801",33,"1",23,"11144","44","Word","Low",1,649.39
"801",33,"1",25,"13211","11","Consonant String","High",1,987.26
"801",33,"1",26,"13227","27","Consonant String","High",1,1206.83
"801",33,"1",27,"13130","30","Consonant String","Low",1,751.73
"801",33,"1",28,"13231","31","Consonant String","High",1,767.61
"801",33,"1",29,"12130","30","Pseudo-Word","Low",1,602.81
"801",33,"1",30,"12132","32","Pseudo-Word","Low",1,527.67
"801",33,"1",31,"11229","29","Word","High",1,666.2
"801",33,"1",32,"11118","18","Word","Low",1,505.38
"801",33,"1",33,"11114","14","Word","Low",1,591.24
"801",33,"1",34,"12144","44","Pseudo-Word","Low",1,463.1
"801",33,"1",36,"13215","15","Consonant String","High",1,498.28
"801",33,"1",37,"13205","05","Consonant String","High",1,1008.15
"801",33,"1",38,"11239","39","Word","High",1,654.03
"801",33,"1",39,"11205","05","Word","High",1,584.9
"801",33,"1",40,"11138","38","Word","Low",1,500.42
"801",33,"1",41,"13132","32","Consonant String","Low",0,-892.28
"801",33,"1",42,"13229","29","Consonant String","High",1,594.16
"801",33,"1",43,"13140","40","Consonant String","Low",0,-1021.04
"801",33,"1",44,"11104","04","Word","Low",1,613.25
"801",33,"1",45,"13237","37","Consonant String","High",1,1181.48
"801",33,"1",47,"13110","10","Consonant String","Low",0,-1609.07
"801",33,"1",48,"12209","09","Pseudo-Word","High",1,691.32
"801",33,"1",49,"11124","24","Word","Low",1,627.19
"801",33,"1",50,"13122","22","Consonant String","Low",1,549.72
"801",33,"1",51,"13201","01","Consonant String","High",0,-754.58
"801",33,"1",106,"12112","12","Pseudo-Word","Low",1,742.13
"801",33,"1",107,"12104","04","Pseudo-Word","Low",1,880.01
"801",33,"1",108,"12140","40","Pseudo-Word","Low",1,785.56
"801",33,"1",109,"12138","38","Pseudo-Word","Low",1,960.11
"801",33,"1",110,"12122","22","Pseudo-Word","Low",1,673.32
"801",33,"1",111,"13225","25","Consonant String","High",0,-1092.54
"801",33,"1",113,"13207","07","Consonant String","High",1,1121.45
"801",33,"1",98,"13148","48","Consonant String","Low",1,846.86
"801",33,"1",99,"11235","35","Word","High",1,937.74
"801",33,"1",100,"12211","11","Pseudo-Word","High",1,1139.31
"801",33,"1",102,"13124","24","Consonant String","Low",0,-1317.89
"801",33,"1",88,"13219","19","Consonant String","High",1,1475.52
"801",33,"1",89,"12241","41","Pseudo-Word","High",1,1582.13
"801",33,"1",91,"12207","07","Pseudo-Word","High",1,764.72
"801",33,"1",92,"13144","44","Consonant String","Low",1,865.93
"801",33,"1",93,"12116","16","Pseudo-Word","Low",0,-941.14
"801",33,"1",94,"11247","47","Word","High",0,-819.03
"801",33,"1",95,"11130","30","Word","Low",1,777.25
"801",33,"1",96,"11233","33","Word","High",1,597.78
"801",33,"1",97,"13235","35","Consonant String","High",1,765.65
"801",33,"1",103,"13108","08","Consonant String","Low",1,1149.14
"801",33,"1",104,"13120","20","Consonant String","Low",0,-620.03
"801",33,"1",105,"11243","43","Word","High",1,1144.24
"802",33,"2",13,"21242","42","Word","High",1,879.36
"802",33,"2",123,"22220","20","Pseudo-Word","High",1,928.03
"802",33,"2",134,"22234","34","Pseudo-Word","High",1,670.58
"802",33,"2",2,"22238","38","Pseudo-Word","High",1,936.81
"802",33,"2",52,"23248","48","Consonant String","High",1,1355.3
"802",33,"2",53,"22236","36","Pseudo-Word","High",1,716.21
"802",33,"2",54,"23206","06","Consonant String","High",1,810.41
"802",33,"2",55,"21216","16","Word","High",1,1075.65
"802",33,"2",56,"21145","45","Word","Low",0,-1603.23
"802",33,"2",58,"23202","02","Consonant String","High",0,-1453.19
"802",33,"2",59,"23141","41","Consonant String","Low",0,-1706.15
"802",33,"2",60,"21133","33","Word","Low",1,621.08
"802",33,"2",61,"22121","21","Pseudo-Word","Low",1,817.29
"802",33,"2",62,"22208","08","Pseudo-Word","High",1,695.5
"802",33,"2",24,"23117","17","Consonant String","Low",0,-1123.93
"802",33,"2",35,"23204","04","Consonant String","High",1,703.16
"802",33,"2",46,"22246","46","Pseudo-Word","High",1,1008.04
"802",33,"2",1,"21103","03","Word","Low",1,781.19
"802",33,"2",57,"22105","05","Pseudo-Word","Low",1,626.74
"802",33,"2",68,"22137","37","Pseudo-Word","Low",1,835.28
"802",33,"2",79,"21143","43","Word","Low",0,-726.82
"802",33,"2",90,"22117","17","Pseudo-Word","Low",0,-973.38
"802",33,"2",101,"21204","04","Word","High",0,-1058.95
"802",33,"2",112,"21107","07","Word","Low",1,451.16
"802",33,"2",87,"22206","06","Pseudo-Word","High",1,606.02
"802",33,"2",88,"21129","29","Word","Low",0,-1502.92
"802",33,"2",89,"22214","14","Pseudo-Word","High",1,705.84
"802",33,"2",91,"21119","19","Word","Low",0,-1205.74
"802",33,"2",92,"23210","10","Consonant String","High",1,959.65
"802",33,"2",93,"22222","22","Pseudo-Word","High",1,632.87
"802",33,"2",94,"21236","36","Word","High",1,542.39
"802",33,"2",95,"22147","47","Pseudo-Word","Low",0,-857.27
"802",33,"2",96,"22103","03","Pseudo-Word","Low",1,600.15
"802",33,"2",97,"22113","13","Pseudo-Word","Low",0,-685.01
"802",33,"2",98,"21109","09","Word","Low",1,812.55
"802",33,"2",99,"23236","36","Consonant String","High",0,-894.77
"802",33,"2",100,"21218","18","Word","High",0,-716.66
"802",33,"2",102,"21210","10","Word","High",1,597.89
"802",33,"2",103,"21214","14","Word","High",1,712.73
"802",33,"2",104,"22224","24","Pseudo-Word","High",0,-1272.96
"802",33,"2",105,"22228","28","Pseudo-Word","High",0,-1735.24
"802",33,"2",106,"23123","23","Consonant String","Low",1,1627.88
"802",33,"2",107,"22135","35","Pseudo-Word","Low",1,503.46
"802",33,"2",108,"22143","43","Pseudo-Word","Low",0,-1516.35
"802",33,"2",109,"21244","44","Word","High",1,463.6
"802",33,"2",110,"22248","48","Pseudo-Word","High",1,656.79
"802",33,"2",111,"21113","13","Word","Low",1,806.67
"802",33,"2",113,"23246","46","Consonant String","High",0,-1390.57
"802",33,"2",114,"22216","16","Pseudo-Word","High",0,-902.16
"802",33,"2",115,"23230","30","Consonant String","High",1,1154.05
"802",33,"2",116,"23139","39","Consonant String","Low",0,-1164.56
"802",33,"2",117,"23212","12","Consonant String","High",1,600.8
"802",33,"2",118,"22210","10","Pseudo-Word","High",1,588.63
"802",33,"2",119,"23111","11","Consonant String","Low",1,492.19
"802",33,"2",120,"22141","41","Pseudo-Word","Low",1,726.07
"802",33,"2",121,"22204","04","Pseudo-Word","High",1,537.59
"802",33,"2",122,"22115","15","Pseudo-Word","Low",0,-2312.17
"802",33,"2",124,"23208","08","Consonant String","High",1,500.46
"802",33,"2",125,"23216","16","Consonant String","High",1,1285.35
"802",33,"2",126,"23242","42","Consonant String","High",1,1177.94
"802",33,"2",127,"22111","11","Pseudo-Word","Low",1,437.5
"802",33,"2",128,"22232","32","Pseudo-Word","High",1,1188.04
"802",33,"2",129,"23234","34","Consonant String","High",1,1338.64
"802",33,"2",130,"22240","40","Pseudo-Word","High",1,1256.24
"802",33,"2",131,"21123","23","Word","Low",1,574.13
"802",33,"2",132,"23228","28","Consonant String","High",1,1369.35
"802",33,"2",133,"21125","25","Word","Low",1,815.6
"802",33,"2",135,"22131","31","Pseudo-Word","Low",1,661.81
"802",33,"2",136,"22133","33","Pseudo-Word","Low",1,542.01
"802",33,"2",137,"21228","28","Word","High",1,1005.89
"802",33,"2",138,"23218","18","Consonant String","High",1,1217.81
"802",33,"2",139,"23143","43","Consonant String","Low",1,1343.07
"802",33,"2",140,"23105","05","Consonant String","Low",1,923.98
"802",33,"2",141,"23214","14","Consonant String","High",1,1563.24
"802",33,"2",142,"23107","07","Consonant String","Low",1,1083.51
"802",33,"2",143,"21206","06","Word","High",1,783.08
"802",33,"2",144,"23232","32","Consonant String","High",1,825.62
"802",33,"2",3,"23115","15","Consonant String","Low",0,-1846.22
"802",33,"2",4,"21226","26","Word","High",1,662.15
"802",33,"2",5,"23226","26","Consonant String","High",1,825.36
"802",33,"2",6,"21224","24","Word","High",1,1152.93
"802",33,"2",7,"21139","39","Word","Low",1,717.83
"802",33,"2",8,"23131","31","Consonant String","Low",0,-1277.06
"802",33,"2",9,"21222","22","Word","High",1,722.64
"802",33,"2",10,"23109","09","Consonant String","Low",1,665.84
"802",33,"2",11,"21101","01","Word","Low",0,-995.06
"802",33,"2",12,"21208","08","Word","High",1,1274.96
"802",33,"2",14,"23133","33","Consonant String","Low",1,708.21
"802",33,"2",15,"23127","27","Consonant String","Low",1,523.08
"802",33,"2",16,"22109","09","Pseudo-Word","Low",1,520.26
"802",33,"2",17,"21131","31","Word","Low",1,717.47
"802",33,"2",18,"23238","38","Consonant String","High",1,1513.7
"802",33,"2",19,"21141","41","Word","Low",0,-1274.98
"802",33,"2",20,"22242","42","Pseudo-Word","High",1,1008.23
"802",33,"2",21,"22145","45","Pseudo-Word","Low",1,965.13
"802",33,"2",22,"21137","37","Word","Low",1,572.35
"802",33,"2",23,"21238","38","Word","High",1,786.55
"802",33,"2",25,"23121","21","Consonant String","Low",1,717.09
"802",33,"2",26,"23240","40","Consonant String","High",1,914.32
"802",33,"2",27,"23145","45","Consonant String","Low",1,688.54
"802",33,"2",28,"21115","15","Word","Low",1,564.07
"802",33,"2",29,"22127","27","Pseudo-Word","Low",1,417.25
"802",33,"2",30,"22129","29","Pseudo-Word","Low",0,-932.45
"802",33,"2",31,"23224","24","Consonant String","High",1,1022.02
"802",33,"2",32,"21212","12","Word","High",1,735.25
"802",33,"2",33,"22230","30","Pseudo-Word","High",1,1475.82
"802",33,"2",34,"22125","25","Pseudo-Word","Low",1,689.41
"802",33,"2",36,"21111","11","Word","Low",1,672.94
"802",33,"2",37,"23125","25","Consonant String","Low",1,1402.17
"802",33,"2",38,"21240","40","Word","High",1,658.09
"802",33,"2",39,"21234","34","Word","High",1,624.96
"802",33,"2",40,"23222","22","Consonant String","High",0,-828.16
"802",33,"2",41,"23129","29","Consonant String","Low",0,-1591.75
"802",33,"2",42,"21248","48","Word","High",1,501.67
"802",33,"2",43,"21232","32","Word","High",1,554.51
"802",33,"2",44,"22226","26","Pseudo-Word","High",1,613.38
"802",33,"2",45,"21135","35","Word","Low",1,452.58
"802",33,"2",47,"21230","30","Word","High",1,564.43
"802",33,"2",48,"21220","20","Word","High",0,-1959.67
"802",33,"2",49,"22202","02","Pseudo-Word","High",1,1130.98
"802",33,"2",50,"21246","46","Word","High",1,1022.55
"802",33,"2",51,"22119","19","Pseudo-Word","Low",0,-1117.79
"802",33,"2",76,"23244","44","Consonant String","High",1,1189.18
"802",33,"2",63,"21121","21","Word","Low",1,683.36
"802",33,"2",64,"21202","02","Word","High",0,-1037.91
"802",33,"2",65,"23119","19","Consonant String","Low",0,-1563.54
"802",33,"2",66,"23135","35","Consonant String","Low",1,732.76
"802",33,"2",67,"23113","13","Consonant String","Low",0,-815.32
"802",33,"2",69,"22101","01","Pseudo-Word","Low",0,-1248.54
"802",33,"2",70,"22123","23","Pseudo-Word","Low",1,724.45
"802",33,"2",71,"22107","07","Pseudo-Word","Low",1,471.65
"802",33,"2",72,"21147","47","Word","Low",1,1562.87
"802",33,"2",73,"23103","03","Consonant String","Low",1,809.14
"802",33,"2",74,"23137","37","Consonant String","Low",0,-1105.37
"802",33,"2",75,"22139","39","Pseudo-Word","Low",1,899.27
"802",33,"2",81,"21127","27","Word","Low",0,-523.39
"802",33,"2",77,"22212","12","Pseudo-Word","High",1,610.73
"802",33,"2",78,"23147","47","Consonant String","Low",1,924.95
"802",33,"2",80,"23101","01","Consonant String","Low",0,-964.17
"802",33,"2",85,"21105","05","Word","Low",1,755.27
"802",33,"2",82,"21117","17","Word","Low",1,1110.61
"802",33,"2",83,"22244","44","Pseudo-Word","High",1,530.83
"802",33,"2",84,"22218","18","Pseudo-Word","High",0,-1050.37
"802",33,"2",86,"23220","20","Consonant String","High",0,-851.15
"803",33,"3",28,"33140","40","Consonant String","Low",0,-453.23
"803",33,"3",63,"32215","15","Pseudo-Word","High",0,-956.74
"803",33,"3",64,"32225","25","Pseudo-Word","High",1,728.65
"803",33,"3",65,"31211","11","Word","High",0,-789.15
"803",33,"3",66,"33142","42","Consonant String","Low",0,-504.68
"803",33,"3",67,"31102","02","Word","Low",0,-1101.54
"803",33,"3",69,"31213","13","Word","High",0,-593.41
"803",33,"3",70,"33144","44","Consonant String","Low",1,616.28
"803",33,"3",71,"31144","44","Word","Low",1,535.47
"803",33,"3",72,"32241","41","Pseudo-Word","High",0,-613.98
"803",33,"3",73,"32205","05","Pseudo-Word","High",0,-451.18
"803",33,"3",74,"32243","43","Pseudo-Word","High",0,-527.02
"803",33,"3",75,"33148","48","Consonant String","Low",1,467.53
"803",33,"3",76,"31146","46","Word","Low",1,646.71
"803",33,"3",77,"32211","11","Pseudo-Word","High",0,-574.59
"803",33,"3",78,"32134","34","Pseudo-Word","Low",0,-809.1
"803",33,"3",80,"33134","34","Consonant String","Low",1,428.3
"803",33,"3",81,"32112","12","Pseudo-Word","Low",0,-544.83
"803",33,"3",82,"33201","01","Consonant String","High",1,472.67
"803",33,"3",83,"31122","22","Word","Low",1,711.84
"803",33,"3",84,"33146","46","Consonant String","Low",1,594.05
"803",33,"3",85,"31217","17","Word","High",0,-1276.94
"803",33,"3",86,"31237","37","Word","High",1,759.5
"803",33,"3",87,"31130","30","Word","Low",1,673.71
"803",33,"3",88,"32148","48","Pseudo-Word","Low",1,600.23
"803",33,"3",89,"31241","41","Word","High",0,-488.08
"803",33,"3",91,"32142","42","Pseudo-Word","Low",1,504.6
"803",33,"3",92,"33239","39","Consonant String","High",0,-797.37
"803",33,"3",93,"32106","06","Pseudo-Word","Low",0,-500.34
"803",33,"3",94,"31239","39","Word","High",1,547.1
"803",33,"3",95,"33136","36","Consonant String","Low",1,714.62
"803",33,"3",96,"33221","21","Consonant String","High",0,-577.88
"803",33,"3",97,"32102","02","Pseudo-Word","Low",1,518.42
"803",33,"3",98,"31229","29","Word","High",1,617.61
"803",33,"3",99,"32138","38","Pseudo-Word","Low",1,438.8
"803",33,"3",100,"33245","45","Consonant String","High",0,-394.28
"803",33,"3",102,"32144","44","Pseudo-Word","Low",1,538.14
"803",33,"3",103,"33235","35","Consonant String","High",0,-451.69
"803",33,"3",104,"31140","40","Word","Low",1,710.54
"803",33,"3",105,"32245","45","Pseudo-Word","High",1,692.72
"803",33,"3",106,"31106","06","Word","Low",0,-491.6
"803",33,"3",107,"33203","03","Consonant String","High",1,475.38
"803",33,"3",108,"32229","29","Pseudo-Word","High",1,523.89
"803",33,"3",109,"32120","20","Pseudo-Word","Low",0,-688.4
"803",33,"3",110,"33217","17","Consonant String","High",1,438.96
"803",33,"3",111,"31110","10","Word","Low",0,-421.45
"803",33,"3",113,"31134","34","Word","Low",1,526.63
"803",33,"3",114,"32213","13","Pseudo-Word","High",0,-545.15
"803",33,"3",115,"33132","32","Consonant String","Low",0,-477.01
"803",33,"3",116,"32235","35","Pseudo-Word","High",1,393.66
"803",33,"3",117,"32227","27","Pseudo-Word","High",1,359.51
"803",33,"3",118,"32239","39","Pseudo-Word","High",0,-444.69
"803",33,"3",119,"31207","07","Word","High",0,-411.53
"803",33,"3",120,"33106","06","Consonant String","Low",1,713.68
"803",33,"3",121,"31138","38","Word","Low",1,412.88
"803",33,"3",122,"31148","48","Word","Low",1,475.11
"803",33,"3",124,"32233","33","Pseudo-Word","High",0,-493.26
"803",33,"3",125,"33114","14","Consonant String","Low",0,-459.08
"803",33,"3",126,"33213","13","Consonant String","High",0,-474.3
"803",33,"3",127,"31132","32","Word","Low",0,-586.47
"803",33,"3",128,"33229","29","Consonant String","High",1,466.99
"803",33,"3",129,"32108","08","Pseudo-Word","Low",0,-800.17
"803",33,"3",130,"32104","04","Pseudo-Word","Low",0,-1183.05
"803",33,"3",131,"31114","14","Word","Low",1,1027.61
"803",33,"3",132,"33130","30","Consonant String","Low",1,452.19
"803",33,"3",133,"33108","08","Consonant String","Low",0,-880.98
"803",33,"3",135,"33207","07","Consonant String","High",1,710.51
"803",33,"3",136,"32207","07","Pseudo-Word","High",1,820.78
"803",33,"3",137,"33225","25","Consonant String","High",1,571.96
"803",33,"3",138,"31118","18","Word","Low",1,1293.19
"803",33,"3",139,"31203","03","Word","High",1,757.06
"803",33,"3",140,"31124","24","Word","Low",1,645.93
"803",33,"3",141,"33215","15","Consonant String","High",1,997.84
"803",33,"3",142,"33241","41","Consonant String","High",1,1222.74
"803",33,"3",143,"31227","27","Word","High",1,595.93
"803",33,"3",144,"31209","09","Word","High",0,-646.79
"803",33,"3",3,"32122","22","Pseudo-Word","Low",1,570.65
"803",33,"3",4,"31235","35","Word","High",1,549.83
"803",33,"3",5,"33231","31","Consonant String","High",0,-502.71
"803",33,"3",6,"31221","21","Word","High",1,809.55
"803",33,"3",7,"31247","47","Word","High",0,-620.77
"803",33,"3",8,"31245","45","Word","High",1,543.96
"803",33,"3",9,"31231","31","Word","High",1,744.81
"803",33,"3",10,"32223","23","Pseudo-Word","High",1,475.67
"803",33,"3",11,"31201","01","Word","High",1,1516.2
"803",33,"3",12,"31120","20","Word","Low",1,548.44
"803",33,"3",14,"32140","40","Pseudo-Word","Low",1,549.29
"803",33,"3",15,"33110","10","Consonant String","Low",1,713.16
"803",33,"3",16,"32146","46","Pseudo-Word","Low",1,951.4
"803",33,"3",17,"33211","11","Consonant String","High",1,925.27
"803",33,"3",18,"32231","31","Pseudo-Word","High",0,-779.79
"803",33,"3",19,"32221","21","Pseudo-Word","High",1,866.34
"803",33,"3",20,"32116","16","Pseudo-Word","Low",0,-687.53
"803",33,"3",21,"32209","09","Pseudo-Word","High",1,497.07
"803",33,"3",22,"32126","26","Pseudo-Word","Low",1,510.94
"803",33,"3",23,"33227","27","Consonant String","High",1,917.13
"803",33,"3",25,"32128","28","Pseudo-Word","Low",0,-540.34
"803",33,"3",26,"31223","23","Word","High",1,764.83
"803",33,"3",27,"32136","36","Pseudo-Word","Low",1,712.07
"803",33,"3",1,"32130","30","Pseudo-Word","Low",1,687.55
"803",33,"3",29,"33247","47","Consonant String","High",1,921.08
"803",33,"3",30,"32110","10","Pseudo-Word","Low",0,-1032.32
"803",33,"3",31,"32203","03","Pseudo-Word","High",1,625.88
"803",33,"3",32,"33243","43","Consonant String","High",1,1237.43
"803",33,"3",33,"31219","19","Word","High",1,553.99
"803",33,"3",34,"33126","26","Consonant String","Low",0,-1101.87
"803",33,"3",36,"32118","18","Pseudo-Word","Low",0,-760.76
"803",33,"3",37,"32247","47","Pseudo-Word","High",0,-729.94
"803",33,"3",38,"33205","05","Consonant String","High",0,-639.48
"803",33,"3",39,"33122","22","Consonant String","Low",1,576
"803",33,"3",40,"31126","26","Word","Low",0,-444.52
"803",33,"3",41,"31142","42","Word","Low",1,707.38
"803",33,"3",42,"33219","19","Consonant String","High",1,900.59
"803",33,"3",43,"33118","18","Consonant String","Low",1,1487.49
"803",33,"3",44,"32201","01","Pseudo-Word","High",0,-875.04
"803",33,"3",45,"31104","04","Word","Low",1,824.61
"803",33,"3",47,"31233","33","Word","High",1,572.13
"803",33,"3",48,"33233","33","Consonant String","High",0,-642.31
"803",33,"3",49,"31108","08","Word","Low",1,726.22
"803",33,"3",50,"32124","24","Pseudo-Word","Low",1,1653.78
"803",33,"3",51,"33209","09","Consonant String","High",0,-957.68
"803",33,"3",61,"31128","28","Word","Low",1,966.28
"803",33,"3",62,"33138","38","Consonant String","Low",1,957.5
"803",33,"3",2,"31243","43","Word","High",0,-448.04
"803",33,"3",13,"33120","20","Consonant String","Low",0,-1337.94
"803",33,"3",24,"31116","16","Word","Low",1,475.49
"803",33,"3",35,"33102","02","Consonant String","Low",0,-646.96
"803",33,"3",46,"32219","19","Pseudo-Word","High",1,808.89
"803",33,"3",57,"32237","37","Pseudo-Word","High",0,-532.01
"803",33,"3",68,"31205","05","Word","High",1,821.62
"803",33,"3",79,"33116","16","Consonant String","Low",0,-1201.83
"803",33,"3",90,"33124","24","Consonant String","Low",1,509.72
"803",33,"3",101,"33237","37","Consonant String","High",1,501.91
"803",33,"3",112,"33223","23","Consonant String","High",0,-817.76
"803",33,"3",123,"32114","14","Pseudo-Word","Low",1,1135
"803",33,"3",134,"31225","25","Word","High",1,582.54
"803",33,"3",55,"31136","36","Word","Low",0,-763.24
"803",33,"3",52,"33104","04","Consonant String","Low",0,-482.04
"803",33,"3",53,"31215","15","Word","High",1,447.56
"803",33,"3",54,"32132","32","Pseudo-Word","Low",1,504.45
"803",33,"3",60,"33112","12","Consonant String","Low",1,444.43
"803",33,"3",56,"31112","12","Word","Low",0,-498.47
"803",33,"3",58,"33128","28","Consonant String","Low",0,-855.36
"803",33,"3",59,"32217","17","Pseudo-Word","High",0,-807.23
"804",33,"4",68,"43228","28","Consonant String","High",0,-728.73
"804",33,"4",79,"42232","32","Pseudo-Word","High",0,-1258.28
"804",33,"4",90,"41232","32","Word","High",1,517.16
"804",33,"4",101,"42111","11","Pseudo-Word","Low",0,-1059.37
"804",33,"4",112,"41141","41","Word","Low",1,612.58
"804",33,"4",53,"41208","08","Word","High",1,763.67
"804",33,"4",54,"42101","01","Pseudo-Word","Low",1,2179.89
"804",33,"4",55,"41131","31","Word","Low",1,597.49
"804",33,"4",56,"42202","02","Pseudo-Word","High",0,-1187.39
"804",33,"4",58,"42242","42","Pseudo-Word","High",1,731.97
"804",33,"4",123,"43107","07","Consonant String","Low",1,787.79
"804",33,"4",134,"42115","15","Pseudo-Word","Low",0,-1563.35
"804",33,"4",2,"43238","38","Consonant String","High",0,-927.61
"804",33,"4",13,"42121","21","Pseudo-Word","Low",1,1043.16
"804",33,"4",24,"41135","35","Word","Low",1,691.08
"804",33,"4",35,"42139","39","Pseudo-Word","Low",1,1061.6
