Ambig_of_initial_letter,Initial_letter,LEN,Latin_square,Lemma,Number_of_ambig_letters,POS,POS_OUR_CODE,Position_of_first_bivalent_letter,Suffix,cum_accuracy,alphabet,ambiguity,average_response_time,correct,correct_response,count_new_mouse_response,experiment_file,len,Lexicality,logfile,original_ambiguity,phase,rec_latinica,RECH,item_id,response,response_time,subject_nr,title,total_responses,ima_fajla_sa_podacima,kljuc,velikiredkljuc,red_kljuc,rec,phasekljuc,alphabetkljuc,lexicalitykljuc
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,Cyrillic,NA,1040.375,1,1,7,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,807,1,838,65,ALFA-3_C_b,8,BGdecembar2019_Cb_subject-65.csv,807Cyrillic,79,807,ОЧИЈУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.88888889,Cyrillic,NA,1091.777778,1,3,8,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,855,3,1503,65,ALFA-3_C_b,9,BGdecembar2019_Cb_subject-65.csv,855Cyrillic,127,855,ЗАПУМАЧКОГ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,Cyrillic,NA,1066.9,1,3,9,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,837,3,843,65,ALFA-3_C_b,10,BGdecembar2019_Cb_subject-65.csv,837Cyrillic,109,837,ИШНИЈУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.81818182,Cyrillic,NA,1098.818182,0,3,10,ALFA-3_C_b.osexp,9,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,841,1,1418,65,ALFA-3_C_b,11,BGdecembar2019_Cb_subject-65.csv,841Cyrillic,113,841,ГЛОТАЈУЋИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.61538462,Cyrillic,NA,1076.384615,1,1,12,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,819,1,1129,65,ALFA-3_C_b,13,BGdecembar2019_Cb_subject-65.csv,819Cyrillic,91,819,ЗАШТИТИЛИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571,Cyrillic,NA,1055.5,1,1,13,ALFA-3_C_b.osexp,7,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,803,1,784,65,ALFA-3_C_b,14,BGdecembar2019_Cb_subject-65.csv,803Cyrillic,75,803,МАШТАЛИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.66666667,Cyrillic,NA,1035.933333,1,3,14,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,833,3,762,65,ALFA-3_C_b,15,BGdecembar2019_Cb_subject-65.csv,833Cyrillic,105,833,ФИШТИЛИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,Cyrillic,NA,1009.0625,1,1,15,ALFA-3_C_b.osexp,6,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,818,1,606,65,ALFA-3_C_b,16,BGdecembar2019_Cb_subject-65.csv,818Cyrillic,90,818,МИШИЋИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.23529412,Cyrillic,NA,1003.352941,1,3,16,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,838,3,912,65,ALFA-3_C_b,17,BGdecembar2019_Cb_subject-65.csv,838Cyrillic,110,838,ДИШИЧКУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.88888889,Cyrillic,NA,1023.222222,1,3,17,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,851,3,1361,65,ALFA-3_C_b,18,BGdecembar2019_Cb_subject-65.csv,851Cyrillic,123,851,ЧЕКОЊАВАЊЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.47368421,Cyrillic,NA,1001.526316,1,1,18,ALFA-3_C_b.osexp,8,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,811,1,611,65,ALFA-3_C_b,19,BGdecembar2019_Cb_subject-65.csv,811Cyrillic,83,811,ИЗГЛЕДАШ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,Cyrillic,NA,999.25,1,1,19,ALFA-3_C_b.osexp,7,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,808,1,956,65,ALFA-3_C_b,20,BGdecembar2019_Cb_subject-65.csv,808Cyrillic,80,808,ФИЗИЧКУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.47619048,Cyrillic,NA,994.4285714,1,1,20,ALFA-3_C_b.osexp,10,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,815,1,898,65,ALFA-3_C_b,21,BGdecembar2019_Cb_subject-65.csv,815Cyrillic,87,815,ЗАГАЂУЈЕМО,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.90909091,Cyrillic,NA,983.3181818,1,1,21,ALFA-3_C_b.osexp,8,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,828,1,750,65,ALFA-3_C_b,22,BGdecembar2019_Cb_subject-65.csv,828Cyrillic,100,828,ОДЛУЧИЛА,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.30434783,Cyrillic,NA,966.4347826,1,1,22,ALFA-3_C_b.osexp,6,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,820,1,595,65,ALFA-3_C_b,23,BGdecembar2019_Cb_subject-65.csv,820Cyrillic,92,820,МЛАДЕЖ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.66666667,Cyrillic,NA,949.1666667,1,1,23,ALFA-3_C_b.osexp,6,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,816,1,552,65,ALFA-3_C_b,24,BGdecembar2019_Cb_subject-65.csv,816Cyrillic,88,816,УЧЕШЋЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,Cyrillic,NA,945.32,1,3,24,ALFA-3_C_b.osexp,9,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,860,3,853,65,ALFA-3_C_b,25,BGdecembar2019_Cb_subject-65.csv,860Cyrillic,132,860,ДЕОФОШКОГ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.30769231,Cyrillic,NA,938.1538462,1,3,25,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,857,3,759,65,ALFA-3_C_b,26,BGdecembar2019_Cb_subject-65.csv,857Cyrillic,129,857,ОДЛИШТУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.59259259,Cyrillic,NA,933.2222222,1,3,26,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,859,3,805,65,ALFA-3_C_b,27,BGdecembar2019_Cb_subject-65.csv,859Cyrillic,131,859,ГЕЛАЧЕЊЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.85714286,Cyrillic,NA,930.5,1,3,27,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,854,3,857,65,ALFA-3_C_b,28,BGdecembar2019_Cb_subject-65.csv,854Cyrillic,126,854,ГЛОТАМИШТУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.10344828,Cyrillic,NA,924.6551724,1,1,28,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,824,1,761,65,ALFA-3_C_b,29,BGdecembar2019_Cb_subject-65.csv,824Cyrillic,96,824,ШЕТАЛИШТУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.33333333,Cyrillic,NA,923.7666667,1,1,29,ALFA-3_C_b.osexp,8,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,829,1,898,65,ALFA-3_C_b,30,BGdecembar2019_Cb_subject-65.csv,829Cyrillic,101,829,ШЕГАЧЕЊЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5483871,Cyrillic,NA,917,1,1,30,ALFA-3_C_b.osexp,11,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,826,1,714,65,ALFA-3_C_b,31,BGdecembar2019_Cb_subject-65.csv,826Cyrillic,98,826,ЗАКЉУЧИВАЛЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.75,Cyrillic,NA,949.40625,1,3,31,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,849,3,1954,65,ALFA-3_C_b,32,BGdecembar2019_Cb_subject-65.csv,849Cyrillic,121,849,МЛАТИЧКИЛИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.93939394,Cyrillic,NA,947.969697,1,1,32,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,814,1,902,65,ALFA-3_C_b,33,BGdecembar2019_Cb_subject-65.csv,814Cyrillic,86,814,ГМИЖЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.11764706,Cyrillic,NA,937.4705882,1,1,33,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,809,1,591,65,ALFA-3_C_b,34,BGdecembar2019_Cb_subject-65.csv,809Cyrillic,81,809,ДОШЛО,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.28571429,Cyrillic,NA,935.5428571,1,3,34,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,843,3,870,65,ALFA-3_C_b,35,BGdecembar2019_Cb_subject-65.csv,843Cyrillic,115,843,ГЛОШТА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.44444444,Cyrillic,NA,947.6666667,1,3,35,ALFA-3_C_b.osexp,11,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,856,3,1372,65,ALFA-3_C_b,36,BGdecembar2019_Cb_subject-65.csv,856Cyrillic,128,856,ЗЕТЛАЂИВАЛЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.59459459,Cyrillic,NA,938.1081081,1,1,36,ALFA-3_C_b.osexp,6,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,806,1,594,65,ALFA-3_C_b,37,BGdecembar2019_Cb_subject-65.csv,806Cyrillic,78,806,ЧЕКАЛИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73684211,Cyrillic,NA,934.6052632,1,1,37,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,825,1,805,65,ALFA-3_C_b,38,BGdecembar2019_Cb_subject-65.csv,825Cyrillic,97,825,ГЛУМАЧКОГ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.87179487,Cyrillic,NA,927.2820513,1,1,38,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,810,1,649,65,ALFA-3_C_b,39,BGdecembar2019_Cb_subject-65.csv,810Cyrillic,82,810,МУШКИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,Cyrillic,NA,923.8,1,3,39,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,847,3,788,65,ALFA-3_C_b,40,BGdecembar2019_Cb_subject-65.csv,847Cyrillic,119,847,МОТЕЉИМА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.12195122,Cyrillic,NA,915.1707317,1,1,40,ALFA-3_C_b.osexp,6,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,801,1,570,65,ALFA-3_C_b,41,BGdecembar2019_Cb_subject-65.csv,801Cyrillic,73,801,ИЗМЕЂУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.23809524,Cyrillic,NA,906.2380952,1,1,41,ALFA-3_C_b.osexp,7,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,802,1,540,65,ALFA-3_C_b,42,BGdecembar2019_Cb_subject-65.csv,802Cyrillic,74,802,ДУГАЧАК,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.34883721,Cyrillic,NA,902.255814,1,3,42,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,840,3,735,65,ALFA-3_C_b,43,BGdecembar2019_Cb_subject-65.csv,840Cyrillic,112,840,ИЗУШКИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.18181818,Cyrillic,NA,899.1136364,0,1,43,ALFA-3_C_b.osexp,8,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,804,3,764,65,ALFA-3_C_b,44,BGdecembar2019_Cb_subject-65.csv,804Cyrillic,76,804,ЗАЗИЂУЈУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.47826087,Cyrillic,NA,887.8478261,1,3,45,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,844,3,929,65,ALFA-3_C_b,46,BGdecembar2019_Cb_subject-65.csv,844Cyrillic,116,844,ЗМИШТЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.61702128,Cyrillic,NA,899.9787234,1,1,46,ALFA-3_C_b.osexp,7,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,805,1,1458,65,ALFA-3_C_b,47,BGdecembar2019_Cb_subject-65.csv,805Cyrillic,77,805,ШТЕДИША,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.75,Cyrillic,NA,902.1875,1,1,47,ALFA-3_C_b.osexp,10,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,823,1,1006,65,ALFA-3_C_b,48,BGdecembar2019_Cb_subject-65.csv,823Cyrillic,95,823,ГЛЕДИШТИМА,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.87755102,Cyrillic,NA,909.9591837,1,3,48,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,831,3,1283,65,ALFA-3_C_b,49,BGdecembar2019_Cb_subject-65.csv,831Cyrillic,103,831,ОЖМАЋУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,Cyrillic,NA,910.86,1,3,49,ALFA-3_C_b.osexp,11,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,853,3,955,65,ALFA-3_C_b,50,BGdecembar2019_Cb_subject-65.csv,853Cyrillic,125,853,ШЕФИЛИШТИМА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.11764706,Cyrillic,NA,916.8627451,1,3,50,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,836,3,1217,65,ALFA-3_C_b,51,BGdecembar2019_Cb_subject-65.csv,836Cyrillic,108,836,ДУГМАЛИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.23076923,Cyrillic,NA,910.5961538,1,1,51,ALFA-3_C_b.osexp,8,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,827,1,591,65,ALFA-3_C_b,52,BGdecembar2019_Cb_subject-65.csv,827Cyrillic,99,827,ЗЕМЉИШТУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.33962264,Cyrillic,NA,908.1509434,1,3,52,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,835,3,781,65,ALFA-3_C_b,53,BGdecembar2019_Cb_subject-65.csv,835Cyrillic,107,835,ИЗГЛИША,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.44444444,Cyrillic,NA,912.9444444,1,3,53,ALFA-3_C_b.osexp,5,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,850,3,1167,65,ALFA-3_C_b,54,BGdecembar2019_Cb_subject-65.csv,850Cyrillic,122,850,УКЉЕЖ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.54545455,Cyrillic,NA,908.6363636,1,3,54,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,832,3,676,65,ALFA-3_C_b,55,BGdecembar2019_Cb_subject-65.csv,832Cyrillic,104,832,ГАБАЂАК,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.64285714,Cyrillic,NA,904.5714286,1,3,55,ALFA-3_C_b.osexp,9,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,842,3,681,65,ALFA-3_C_b,56,BGdecembar2019_Cb_subject-65.csv,842Cyrillic,114,842,ГОЗЛИЈУЋИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73684211,Cyrillic,NA,899.3157895,1,3,56,ALFA-3_C_b.osexp,5,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,839,3,605,65,ALFA-3_C_b,57,BGdecembar2019_Cb_subject-65.csv,839Cyrillic,111,839,МОЧКО,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.82758621,Cyrillic,NA,895.8275862,1,1,57,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,822,1,697,65,ALFA-3_C_b,58,BGdecembar2019_Cb_subject-65.csv,822Cyrillic,94,822,ЧЕШЋЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.91525424,Cyrillic,NA,901.4067797,1,3,58,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,845,3,1225,65,ALFA-3_C_b,59,BGdecembar2019_Cb_subject-65.csv,845Cyrillic,117,845,УЧАГЛУЈЕМО,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,Cyrillic,NA,897.3,1,1,59,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,813,1,655,65,ALFA-3_C_b,60,BGdecembar2019_Cb_subject-65.csv,813Cyrillic,85,813,МОЖДА,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.08196721,Cyrillic,NA,897.0655738,1,3,60,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,852,3,883,65,ALFA-3_C_b,61,BGdecembar2019_Cb_subject-65.csv,852Cyrillic,124,852,ГЛЕШЋЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.16129032,Cyrillic,NA,899.4516129,1,1,61,ALFA-3_C_b.osexp,10,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,821,1,1045,65,ALFA-3_C_b,62,BGdecembar2019_Cb_subject-65.csv,821Cyrillic,93,821,УКЉУЧИВАЊЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.23809524,Cyrillic,NA,903.9206349,1,1,62,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,812,1,1181,65,ALFA-3_C_b,63,BGdecembar2019_Cb_subject-65.csv,812Cyrillic,84,812,ГЛЕДАЈУЋИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3125,Cyrillic,NA,912.421875,1,3,63,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,848,3,1448,65,ALFA-3_C_b,64,BGdecembar2019_Cb_subject-65.csv,848Cyrillic,120,848,ЗИШТИЋИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.38461538,Cyrillic,NA,916.3384615,1,3,64,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,858,3,1167,65,ALFA-3_C_b,65,BGdecembar2019_Cb_subject-65.csv,858Cyrillic,130,858,ШЕЛАТИЛА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.45454545,Cyrillic,NA,912.7272727,1,1,65,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,830,1,678,65,ALFA-3_C_b,66,BGdecembar2019_Cb_subject-65.csv,830Cyrillic,102,830,ГЕОЛОШКОГ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.52238806,Cyrillic,NA,909.6716418,1,3,66,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,834,3,708,65,ALFA-3_C_b,67,BGdecembar2019_Cb_subject-65.csv,834Cyrillic,106,834,ГЕГАЊУЈУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.58823529,Cyrillic,NA,913.4705882,1,3,67,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,846,3,1168,65,ALFA-3_C_b,68,BGdecembar2019_Cb_subject-65.csv,846Cyrillic,118,846,ЖИЛЕШЋЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.65217391,Cyrillic,NA,913.2753623,1,1,68,ALFA-3_C_b.osexp,8,Word,D:/ALFA_3_2019/Cb/subject-65.csv,NA,block_1_single_alph,NA,NA,817,1,900,65,ALFA-3_C_b,69,BGdecembar2019_Cb_subject-65.csv,817Cyrillic,89,817,ЖИТЕЉИМА,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.63636364,Cyrillic,NA,569.9090909,1,3,10,ALFA-3_C_a.osexp,7,Pseudoword,D:/ALFA_3_2019/Ca/subject-64.csv,NA,block_1_single_alph,NA,NA,846,3,499,64,ALFA-3_C_a,11,BGdecembar2019_Ca_subject-64.csv,846Cyrillic,118,846,ЖИЛЕШЋЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.66666667,Cyrillic,NA,574.9166667,1,1,11,ALFA-3_C_a.osexp,7,Word,D:/ALFA_3_2019/Ca/subject-64.csv,NA,block_1_single_alph,NA,NA,808,1,630,64,ALFA-3_C_a,12,BGdecembar2019_Ca_subject-64.csv,808Cyrillic,80,808,ФИЗИЧКУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.53846154,Cyrillic,NA,576.3846154,0,1,12,ALFA-3_C_a.osexp,7,Word,D:/ALFA_3_2019/Ca/subject-64.csv,NA,block_1_single_alph,NA,NA,805,3,594,64,ALFA-3_C_a,13,BGdecembar2019_Ca_subject-64.csv,805Cyrillic,77,805,ШТЕДИША,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.66666667,Cyrillic,NA,542.7333333,1,3,14,ALFA-3_C_a.osexp,10,Pseudoword,D:/ALFA_3_2019/Ca/subject-64.csv,NA,block_1_single_alph,NA,NA,854,3,429,64,ALFA-3_C_a,15,BGdecembar2019_Ca_subject-64.csv,854Cyrillic,126,854,ГЛОТАМИШТУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.75,Cyrillic,NA,537.125,1,3,15,ALFA-3_C_a.osexp,8,Pseudoword,D:/ALFA_3_2019/Ca/subject-64.csv,NA,block_1_single_alph,NA,NA,847,3,453,64,ALFA-3_C_a,16,BGdecembar2019_Ca_subject-64.csv,847Cyrillic,119,847,МОТЕЉИМА,block_1_single_alph,Cyrillic,pseudoword
