Ambig_of_initial_letter,Initial_letter,LEN,Latin_square,Lemma,Number_of_ambig_letters,POS,POS_OUR_CODE,Position_of_first_bivalent_letter,Suffix,cum_accuracy,alphabet,ambiguity,average_response_time,correct,correct_response,count_new_mouse_response,experiment_file,len,Lexicality,logfile,original_ambiguity,phase,rec_latinica,RECH,item_id,response,response_time,subject_nr,title,total_responses,ima_fajla_sa_podacima,kljuc,velikiredkljuc,red_kljuc,rec,phasekljuc,alphabetkljuc,lexicalitykljuc
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.44444444,Cyrillic,NA,706.5277778,1,3,35,ALFA-3_C_b.osexp,5,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,839,3,595,61,ALFA-3_C_b,36,BGdecembar2019_Cb_subject-61.csv,839Cyrillic,111,839,МОЧКО,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.59459459,Cyrillic,NA,711.6486486,1,3,36,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,848,3,896,61,ALFA-3_C_b,37,BGdecembar2019_Cb_subject-61.csv,848Cyrillic,120,848,ЗИШТИЋИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73684211,Cyrillic,NA,707.2894737,1,3,37,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,831,3,546,61,ALFA-3_C_b,38,BGdecembar2019_Cb_subject-61.csv,831Cyrillic,103,831,ОЖМАЋУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.30769231,Cyrillic,NA,709.8717949,0,3,38,ALFA-3_C_b.osexp,9,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,860,1,808,61,ALFA-3_C_b,39,BGdecembar2019_Cb_subject-61.csv,860Cyrillic,132,860,ДЕОФОШКОГ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.68292683,Cyrillic,NA,714.5853659,1,3,40,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,845,3,1054,61,ALFA-3_C_b,41,BGdecembar2019_Cb_subject-61.csv,845Cyrillic,117,845,УЧАГЛУЈЕМО,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.85714286,Cyrillic,NA,712.0714286,1,1,41,ALFA-3_C_b.osexp,11,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,826,1,609,61,ALFA-3_C_b,42,BGdecembar2019_Cb_subject-61.csv,826Cyrillic,98,826,ЗАКЉУЧИВАЛЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.02325581,Cyrillic,NA,713.0930233,1,3,42,ALFA-3_C_b.osexp,9,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,842,3,756,61,ALFA-3_C_b,43,BGdecembar2019_Cb_subject-61.csv,842Cyrillic,114,842,ГОЗЛИЈУЋИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.18181818,Cyrillic,NA,708.4318182,1,1,43,ALFA-3_C_b.osexp,7,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,803,1,508,61,ALFA-3_C_b,44,BGdecembar2019_Cb_subject-61.csv,803Cyrillic,75,803,МАШТАЛИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.33333333,Cyrillic,NA,705.0666667,1,1,44,ALFA-3_C_b.osexp,7,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,808,1,557,61,ALFA-3_C_b,45,BGdecembar2019_Cb_subject-61.csv,808Cyrillic,80,808,ФИЗИЧКУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.47826087,Cyrillic,NA,700.4565217,1,1,45,ALFA-3_C_b.osexp,6,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,816,1,493,61,ALFA-3_C_b,46,BGdecembar2019_Cb_subject-61.csv,816Cyrillic,88,816,УЧЕШЋЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.61702128,Cyrillic,NA,704.6595745,1,3,46,ALFA-3_C_b.osexp,11,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,856,3,898,61,ALFA-3_C_b,47,BGdecembar2019_Cb_subject-61.csv,856Cyrillic,128,856,ЗЕТЛАЂИВАЛЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.75,Cyrillic,NA,703.6666667,1,3,47,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,854,3,657,61,ALFA-3_C_b,48,BGdecembar2019_Cb_subject-61.csv,854Cyrillic,126,854,ГЛОТАМИШТУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.87755102,Cyrillic,NA,699.5102041,1,1,48,ALFA-3_C_b.osexp,6,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,806,1,500,61,ALFA-3_C_b,49,BGdecembar2019_Cb_subject-61.csv,806Cyrillic,78,806,ЧЕКАЛИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,Cyrillic,NA,696.1,1,3,49,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,844,3,529,61,ALFA-3_C_b,50,BGdecembar2019_Cb_subject-61.csv,844Cyrillic,116,844,ЗМИШТЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.11764706,Cyrillic,NA,696.2352941,1,1,50,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,814,1,703,61,ALFA-3_C_b,51,BGdecembar2019_Cb_subject-61.csv,814Cyrillic,86,814,ГМИЖЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.23076923,Cyrillic,NA,695.5384615,1,3,51,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,859,3,660,61,ALFA-3_C_b,52,BGdecembar2019_Cb_subject-61.csv,859Cyrillic,131,859,ГЕЛАЧЕЊЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.33962264,Cyrillic,NA,692.7924528,1,1,52,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,819,1,550,61,ALFA-3_C_b,53,BGdecembar2019_Cb_subject-61.csv,819Cyrillic,91,819,ЗАШТИТИЛИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.44444444,Cyrillic,NA,701.7407407,1,3,53,ALFA-3_C_b.osexp,11,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,853,3,1176,61,ALFA-3_C_b,54,BGdecembar2019_Cb_subject-61.csv,853Cyrillic,125,853,ШЕФИЛИШТИМА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.54545455,Cyrillic,NA,701.2181818,1,3,54,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,857,3,673,61,ALFA-3_C_b,55,BGdecembar2019_Cb_subject-61.csv,857Cyrillic,129,857,ОДЛИШТУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.64285714,Cyrillic,NA,708.0178571,1,3,55,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,858,3,1082,61,ALFA-3_C_b,56,BGdecembar2019_Cb_subject-61.csv,858Cyrillic,130,858,ШЕЛАТИЛА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73684211,Cyrillic,NA,711.7719298,1,3,56,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,847,3,922,61,ALFA-3_C_b,57,BGdecembar2019_Cb_subject-61.csv,847Cyrillic,119,847,МОТЕЉИМА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.82758621,Cyrillic,NA,721.362069,1,3,57,ALFA-3_C_b.osexp,10,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,849,3,1268,61,ALFA-3_C_b,58,BGdecembar2019_Cb_subject-61.csv,849Cyrillic,121,849,МЛАТИЧКИЛИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.91525424,Cyrillic,NA,718.1864407,1,1,58,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,812,1,534,61,ALFA-3_C_b,59,BGdecembar2019_Cb_subject-61.csv,812Cyrillic,84,812,ГЛЕДАЈУЋИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,Cyrillic,NA,713.9166667,1,1,59,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,807,1,462,61,ALFA-3_C_b,60,BGdecembar2019_Cb_subject-61.csv,807Cyrillic,79,807,ОЧИЈУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.08196721,Cyrillic,NA,710.6229508,1,1,60,ALFA-3_C_b.osexp,9,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,830,1,513,61,ALFA-3_C_b,61,BGdecembar2019_Cb_subject-61.csv,830Cyrillic,102,830,ГЕОЛОШКОГ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.16129032,Cyrillic,NA,709.3225806,1,1,61,ALFA-3_C_b.osexp,10,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,821,1,630,61,ALFA-3_C_b,62,BGdecembar2019_Cb_subject-61.csv,821Cyrillic,93,821,УКЉУЧИВАЊЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.23809524,Cyrillic,NA,713.6666667,1,3,62,ALFA-3_C_b.osexp,6,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,852,3,983,61,ALFA-3_C_b,63,BGdecembar2019_Cb_subject-61.csv,852Cyrillic,124,852,ГЛЕШЋЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3125,Cyrillic,NA,716.125,1,3,63,ALFA-3_C_b.osexp,8,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,834,3,871,61,ALFA-3_C_b,64,BGdecembar2019_Cb_subject-61.csv,834Cyrillic,106,834,ГЕГАЊУЈУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.38461538,Cyrillic,NA,714.7230769,1,3,64,ALFA-3_C_b.osexp,5,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,850,3,625,61,ALFA-3_C_b,65,BGdecembar2019_Cb_subject-61.csv,850Cyrillic,122,850,УКЉЕЖ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.45454545,Cyrillic,NA,711.4393939,1,1,65,ALFA-3_C_b.osexp,7,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,802,1,498,61,ALFA-3_C_b,66,BGdecembar2019_Cb_subject-61.csv,802Cyrillic,74,802,ДУГАЧАК,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.02985075,Cyrillic,NA,710.9253731,0,1,66,ALFA-3_C_b.osexp,8,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,804,3,677,61,ALFA-3_C_b,67,BGdecembar2019_Cb_subject-61.csv,804Cyrillic,76,804,ЗАЗИЂУЈУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.20289855,Cyrillic,NA,704.0434783,1,1,68,ALFA-3_C_b.osexp,5,Word,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,809,1,529,61,ALFA-3_C_b,69,BGdecembar2019_Cb_subject-61.csv,809Cyrillic,81,809,ДОШЛО,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.28571429,Cyrillic,NA,706.8428571,1,3,69,ALFA-3_C_b.osexp,7,Pseudoword,D:/ALFA_3_2019/Cb/subject-61.csv,NA,block_1_single_alph,NA,NA,838,3,900,61,ALFA-3_C_b,70,BGdecembar2019_Cb_subject-61.csv,838Cyrillic,110,838,ДИШИЧКУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,Cyrillic,NA,1428,1,1,7,ALFA-3_C_a.osexp,6,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,801,1,775,60,ALFA-3_C_a,8,BGdecembar2019_Ca_subject-60.csv,801Cyrillic,73,801,ИЗМЕЂУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.88888889,Cyrillic,NA,1368.333333,1,1,8,ALFA-3_C_a.osexp,6,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,818,1,891,60,ALFA-3_C_a,9,BGdecembar2019_Ca_subject-60.csv,818Cyrillic,90,818,МИШИЋИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,Cyrillic,NA,1336.6,1,3,9,ALFA-3_C_a.osexp,7,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,835,3,1051,60,ALFA-3_C_a,10,BGdecembar2019_Ca_subject-60.csv,835Cyrillic,107,835,ИЗГЛИША,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.81818182,Cyrillic,NA,1326.636364,0,3,10,ALFA-3_C_a.osexp,8,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,834,1,1227,60,ALFA-3_C_a,11,BGdecembar2019_Ca_subject-60.csv,834Cyrillic,106,834,ГЕГАЊУЈУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.61538462,Cyrillic,NA,1211.153846,1,1,12,ALFA-3_C_a.osexp,6,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,820,1,805,60,ALFA-3_C_a,13,BGdecembar2019_Ca_subject-60.csv,820Cyrillic,92,820,МЛАДЕЖ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571,Cyrillic,NA,1218.142857,1,3,13,ALFA-3_C_a.osexp,10,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,855,3,1309,60,ALFA-3_C_a,14,BGdecembar2019_Ca_subject-60.csv,855Cyrillic,127,855,ЗАПУМАЧКОГ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.66666667,Cyrillic,NA,1210.733333,1,1,14,ALFA-3_C_a.osexp,7,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,808,1,1107,60,ALFA-3_C_a,15,BGdecembar2019_Ca_subject-60.csv,808Cyrillic,80,808,ФИЗИЧКУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,Cyrillic,NA,1206.75,1,1,15,ALFA-3_C_a.osexp,10,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,815,1,1147,60,ALFA-3_C_a,16,BGdecembar2019_Ca_subject-60.csv,815Cyrillic,87,815,ЗАГАЂУЈЕМО,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.23529412,Cyrillic,NA,1193.470588,1,1,16,ALFA-3_C_a.osexp,9,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,824,1,981,60,ALFA-3_C_a,17,BGdecembar2019_Ca_subject-60.csv,824Cyrillic,96,824,ШЕТАЛИШТУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33333333,Cyrillic,NA,1192.777778,0,3,17,ALFA-3_C_a.osexp,10,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,851,1,1181,60,ALFA-3_C_a,18,BGdecembar2019_Ca_subject-60.csv,851Cyrillic,123,851,ЧЕКОЊАВАЊЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,Cyrillic,NA,1177.95,1,3,19,ALFA-3_C_a.osexp,6,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,844,3,1595,60,ALFA-3_C_a,20,BGdecembar2019_Ca_subject-60.csv,844Cyrillic,116,844,ЗМИШТЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571,Cyrillic,NA,1185.095238,1,3,20,ALFA-3_C_a.osexp,7,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,836,3,1328,60,ALFA-3_C_a,21,BGdecembar2019_Ca_subject-60.csv,836Cyrillic,108,836,ДУГМАЛИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.36363636,Cyrillic,NA,1166.772727,1,1,21,ALFA-3_C_a.osexp,5,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,807,1,782,60,ALFA-3_C_a,22,BGdecembar2019_Ca_subject-60.csv,807Cyrillic,79,807,ОЧИЈУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.95652174,Cyrillic,NA,1164.043478,1,3,22,ALFA-3_C_a.osexp,9,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,842,3,1104,60,ALFA-3_C_a,23,BGdecembar2019_Ca_subject-60.csv,842Cyrillic,114,842,ГОЗЛИЈУЋИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,Cyrillic,NA,1159.666667,1,3,23,ALFA-3_C_a.osexp,8,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,859,3,1059,60,ALFA-3_C_a,24,BGdecembar2019_Ca_subject-60.csv,859Cyrillic,131,859,ГЕЛАЧЕЊЕ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Cyrillic,NA,1162.16,0,1,24,ALFA-3_C_a.osexp,7,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,803,3,1222,60,ALFA-3_C_a,25,BGdecembar2019_Ca_subject-60.csv,803Cyrillic,75,803,МАШТАЛИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.18518519,Cyrillic,NA,1147.444444,1,3,26,ALFA-3_C_a.osexp,7,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,833,3,1307,60,ALFA-3_C_a,27,BGdecembar2019_Ca_subject-60.csv,833Cyrillic,105,833,ФИШТИЛИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571,Cyrillic,NA,1137.178571,1,1,27,ALFA-3_C_a.osexp,5,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,813,1,860,60,ALFA-3_C_a,28,BGdecembar2019_Ca_subject-60.csv,813Cyrillic,85,813,МОЖДА,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.20689655,Cyrillic,NA,1156.758621,1,1,28,ALFA-3_C_a.osexp,8,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,811,1,1705,60,ALFA-3_C_a,29,BGdecembar2019_Ca_subject-60.csv,811Cyrillic,83,811,ИЗГЛЕДАШ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.66666667,Cyrillic,NA,1161.866667,1,3,29,ALFA-3_C_a.osexp,8,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,858,3,1310,60,ALFA-3_C_a,30,BGdecembar2019_Ca_subject-60.csv,858Cyrillic,130,858,ШЕЛАТИЛА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.09677419,Cyrillic,NA,1152.580645,1,1,30,ALFA-3_C_a.osexp,6,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,816,1,874,60,ALFA-3_C_a,31,BGdecembar2019_Ca_subject-60.csv,816Cyrillic,88,816,УЧЕШЋЕ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,Cyrillic,NA,1150.03125,1,3,31,ALFA-3_C_a.osexp,5,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,850,3,1071,60,ALFA-3_C_a,32,BGdecembar2019_Ca_subject-60.csv,850Cyrillic,122,850,УКЉЕЖ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.87878788,Cyrillic,NA,1164.545455,1,1,32,ALFA-3_C_a.osexp,10,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,823,1,1629,60,ALFA-3_C_a,33,BGdecembar2019_Ca_subject-60.csv,823Cyrillic,95,823,ГЛЕДИШТИМА,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.23529412,Cyrillic,NA,1162.882353,1,1,33,ALFA-3_C_a.osexp,9,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,825,1,1108,60,ALFA-3_C_a,34,BGdecembar2019_Ca_subject-60.csv,825Cyrillic,97,825,ГЛУМАЧКОГ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.57142857,Cyrillic,NA,1156.285714,1,3,34,ALFA-3_C_a.osexp,6,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,831,3,932,60,ALFA-3_C_a,35,BGdecembar2019_Ca_subject-60.csv,831Cyrillic,103,831,ОЖМАЋУ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.88888889,Cyrillic,NA,1145.416667,1,1,35,ALFA-3_C_a.osexp,5,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,809,1,765,60,ALFA-3_C_a,36,BGdecembar2019_Ca_subject-60.csv,809Cyrillic,81,809,ДОШЛО,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.18918919,Cyrillic,NA,1135.540541,1,3,36,ALFA-3_C_a.osexp,6,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,843,3,780,60,ALFA-3_C_a,37,BGdecembar2019_Ca_subject-60.csv,843Cyrillic,115,843,ГЛОШТА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.47368421,Cyrillic,NA,1125.447368,1,1,37,ALFA-3_C_a.osexp,5,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,810,1,752,60,ALFA-3_C_a,38,BGdecembar2019_Ca_subject-60.csv,810Cyrillic,82,810,МУШКИ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.17948718,Cyrillic,NA,1129.923077,0,1,38,ALFA-3_C_a.osexp,8,Word,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,804,3,1300,60,ALFA-3_C_a,39,BGdecembar2019_Ca_subject-60.csv,804Cyrillic,76,804,ЗАЗИЂУЈУ,block_1_single_alph,Cyrillic,word
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.80487805,Cyrillic,NA,1113.195122,1,3,40,ALFA-3_C_a.osexp,7,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,848,3,1276,60,ALFA-3_C_a,41,BGdecembar2019_Ca_subject-60.csv,848Cyrillic,120,848,ЗИШТИЋИ,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0952381,Cyrillic,NA,1114.404762,1,3,41,ALFA-3_C_a.osexp,8,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,847,3,1164,60,ALFA-3_C_a,42,BGdecembar2019_Ca_subject-60.csv,847Cyrillic,119,847,МОТЕЉИМА,block_1_single_alph,Cyrillic,pseudoword
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.37209302,Cyrillic,NA,1121.860465,1,3,42,ALFA-3_C_a.osexp,7,Pseudoword,D:/ALFA_3_2019/Ca/subject-60.csv,NA,block_1_single_alph,NA,NA,838,3,1435,60,ALFA-3_C_a,43,BGdecembar2019_Ca_subject-60.csv,838Cyrillic,110,838,ДИШИЧКУ,block_1_single_alph,Cyrillic,pseudoword
