"participant_id","trial_id","stimulus","trial_order","lexicality","response","accuracy","rt"
"s4.dat","t220","BUMBAG",15,"pseudorec","3",1,821
"s4.dat","t112","ZVEČKA",16,"rec","3",1,441
"s4.dat","t112","TORTA",16,"rec","3",1,441
"s4.dat","t225","BULDOF",17,"pseudorec","3",1,1142
"s4.dat","t225","TUMOČ",17,"pseudorec","3",1,1142
"s4.dat","t24","AZERB",18,"rec","3",0,NA
"s4.dat","t24","RITPEL",18,"rec","3",0,NA
"s4.dat","t65","SAVEST",19,"rec","3",1,540
"s4.dat","t65","IDEJA",19,"rec","3",1,540
"s4.dat","t105","LOGIKA",20,"rec","3",1,530
"s4.dat","t105","OPREZ",20,"rec","3",1,530
"s4.dat","t14","OASOP",21,"rec","3",0,NA
"s4.dat","t14","HARTS",21,"rec","3",0,NA
"s4.dat","t29","NEMAK",22,"rec","3",1,1362
"s4.dat","t29","EĆEVC",22,"rec","3",1,1362
"s4.dat","t238","RASAL",23,"pseudorec","3",1,1462
"s4.dat","t238","JASTOM",23,"pseudorec","3",1,1462
"s4.dat","t69","ZNANJE",24,"rec","3",1,531
"s4.dat","t69","SUMNJA",24,"rec","3",1,531
"s4.dat","t71","SLUTNJA",25,"rec","3",1,591
"s4.dat","t71","RAZVOJ",25,"rec","3",1,591
"s4.dat","t196","SVRAL",26,"pseudorec","3",1,1182
"s4.dat","t196","BIZOK",26,"pseudorec","3",1,1182
"s4.dat","t203","TAPIZ",27,"pseudorec","3",1,1322
"s4.dat","t203","KONDOP",27,"pseudorec","3",1,1322
"s4.dat","t153","PER{UĐ",28,"pseudorec","None",0,NA
"s4.dat","t153","LOSIOR",28,"pseudorec","None",0,NA
"s4.dat","t55","LUBMUZ",30,"rec","3",0,NA
"s4.dat","t55","SUTKAK",30,"rec","3",0,NA
"s4.dat","t81","STRELA",31,"rec","3",1,461
"s4.dat","t81","KAMION",31,"rec","3",1,461
"s4.dat","t67","SEZONA",32,"rec","3",1,511
"s4.dat","t67","PROPIS",32,"rec","3",1,511
"s4.dat","t131","PORIG",33,"pseudorec","3",1,792
"s4.dat","t131","PATROZ",33,"pseudorec","3",1,792
"s4.dat","t154","REZOL",34,"pseudorec","3",1,1482
"s4.dat","t154","SKRON",34,"pseudorec","3",1,1482
"s4.dat","t166","SVETAF",35,"pseudorec","3",1,1102
"s4.dat","t166","BIOLOR",35,"pseudorec","3",1,1102
"s4.dat","t91","UCENA",36,"rec","3",1,611
"s4.dat","t91","NABOJ",36,"rec","3",1,611
"s4.dat","t25","AKUBAJ",37,"rec","3",1,1311
"s4.dat","t25","CANAL",37,"rec","3",1,1311
"s4.dat","t84","SVEĆA",38,"rec","3",1,561
"s4.dat","t84","ŠKOLJKA",38,"rec","3",1,561
"s4.dat","t122","PREGIT",39,"pseudorec","3",1,1372
"s4.dat","t122","FETUP",39,"pseudorec","3",1,1372
"s4.dat","t217","SERUP",40,"pseudorec","None",0,NA
"s4.dat","t217","REZAG",40,"pseudorec","None",0,NA
"s4.dat","t44","TELPAZ",42,"rec","3",0,NA
"s4.dat","t44","ATEJUS",42,"rec","3",0,NA
"s4.dat","t21","AJIPAK",43,"rec","3",1,1172
"s4.dat","t21","BELAG",43,"rec","3",1,1172
"s4.dat","t43","ADUŽOP",44,"rec","None",0,NA
"s4.dat","t43","ANEMAN",44,"rec","None",0,NA
"s4.dat","t37","ADŽUN",46,"rec","3",1,1322
"s4.dat","t37","ADUBOP",46,"rec","3",1,1322
"s4.dat","t66","PERIOD",47,"rec","3",1,611
"s4.dat","t66","OTPOR",47,"rec","3",1,611
"s4.dat","t212","TIRKIB",48,"pseudorec","3",1,1112
"s4.dat","t212","KRETEP",48,"pseudorec","3",1,1112
"s4.dat","t136","TURBAH",49,"pseudorec","3",1,831
"s4.dat","t136","AZBESČ",49,"pseudorec","3",1,831
"s4.dat","t152","KAJMAR",50,"pseudorec","3",1,871
"s4.dat","t152","VE{TAP",50,"pseudorec","3",1,871
"s4.dat","t183","POGAJ",51,"pseudorec","3",1,1202
"s4.dat","t183","GURMAB",51,"pseudorec","3",1,1202
"s4.dat","t232","TOALEB",52,"pseudorec","3",1,1462
"s4.dat","t232","FAZOR",52,"pseudorec","3",1,1462
"s4.dat","t189","LOGOK",53,"pseudorec","3",1,1171
"s4.dat","t189","BE}AŠ",53,"pseudorec","3",1,1171
"s4.dat","t184","BUBWAC",54,"pseudorec","3",1,1332
"s4.dat","t184","JEDWAZ",54,"pseudorec","3",1,1332
"s4.dat","t240","VOSKAB",55,"pseudorec","None",0,NA
"s4.dat","t240","TRILEN",55,"pseudorec","None",0,NA
"s4.dat","t33","VIZOPO",57,"rec","None",0,NA
"s4.dat","t33","EMONER",57,"rec","None",0,NA
"s4.dat","t169","GULAN",59,"pseudorec","3",1,811
"s4.dat","t169","CIGAF",59,"pseudorec","3",1,811
"s4.dat","t52","AKNUŠ",60,"rec","3",1,1072
"s4.dat","t52","NAZAF",60,"rec","3",1,1072
"s4.dat","t211","KEPEN",61,"pseudorec","3",1,1422
"s4.dat","t211","FLUOŠ",61,"pseudorec","3",1,1422
"s4.dat","t176","PUTEF",62,"pseudorec","3",1,1192
"s4.dat","t176","NAGIR",62,"pseudorec","3",1,1192
"s4.dat","t186","ZNALAB",63,"pseudorec","3",1,1092
"s4.dat","t186","MODUĐ",63,"pseudorec","3",1,1092
"s4.dat","t119","FLAUTA",64,"rec","3",1,621
"s4.dat","t119","KECELJA",64,"rec","3",1,621
"s4.dat","t168","JELEP",65,"pseudorec","3",1,1262
"s4.dat","t168","}UMEP",65,"pseudorec","3",1,1262
"s4.dat","t36","ALIDI",66,"rec","3",0,NA
"s4.dat","t36","SLUPMI",66,"rec","3",0,NA
"s4.dat","t11","SONAZ",67,"rec","None",0,NA
"s4.dat","t11","OASIMS",67,"rec","None",0,NA
"s4.dat","t94","TRENJE",69,"rec","3",1,842
"s4.dat","t94","DEOBA",69,"rec","3",1,842
"s4.dat","t138","MAGNEG",70,"pseudorec","3",1,971
"s4.dat","t138","KAPLAB",70,"pseudorec","3",1,971
"s4.dat","t7","SECORP",71,"rec","None",0,NA
"s4.dat","t7","TSIROK",71,"rec","None",0,NA
"s4.dat","t103","FIZIKA",73,"rec","3",1,771
"s4.dat","t103","NEDELO",73,"rec","3",1,771
"s4.dat","t26","AJIMZ",74,"rec","None",0,NA
"s4.dat","t26","NALBAJ",74,"rec","None",0,NA
"s4.dat","t123","TIGAŠ",76,"pseudorec","None",0,NA
"s4.dat","t123","NEUKUD",76,"pseudorec","None",0,NA
"s4.dat","t54","NVOLK",78,"rec","3",1,1042
"s4.dat","t54","AKUTŠ",78,"rec","3",1,1042
"s4.dat","t38","AREFA",79,"rec","3",1,962
"s4.dat","t38","AMGOD",79,"rec","3",1,962
"s4.dat","t172","MASEF",80,"pseudorec","3",1,921
"s4.dat","t172","LIMIR",80,"pseudorec","3",1,921
"s4.dat","t106","JOGURT",81,"rec","3",0,NA
"s4.dat","t106","KENGUR",81,"rec","3",0,NA
"s4.dat","t208","GREJAP",82,"pseudorec","3",1,1372
"s4.dat","t208","TIKEN",82,"pseudorec","3",1,1372
"s4.dat","t12","RIMEN",83,"rec","3",1,1091
"s4.dat","t12","ĆOMOP",83,"rec","3",1,1091
"s4.dat","t42","OLGUR",84,"rec","3",1,801
"s4.dat","t42","ROMAZ",84,"rec","3",1,801
"s4.dat","t117","KVAKA",85,"rec","3",1,741
"s4.dat","t117","ŠERPA",85,"rec","3",1,741
"s4.dat","t61","NEMOĆ",86,"rec","3",1,501
"s4.dat","t61","SUDBA",86,"rec","3",1,501
"s4.dat","t188","TENOZ",87,"pseudorec","3",1,941
"s4.dat","t188","KOKTEZ",87,"pseudorec","3",1,941
"s4.dat","t167","KOMFON",88,"pseudorec","3",1,921
"s4.dat","t167","KARBOZ",88,"pseudorec","3",1,921
"s4.dat","t118","RERNA",89,"rec","3",1,501
"s4.dat","t118","KAČKET",89,"rec","3",1,501
"s4.dat","t134","DIZEB",90,"pseudorec","3",1,812
"s4.dat","t134","LOTOG",90,"pseudorec","3",1,812
"s4.dat","t125","PANCIT",91,"pseudorec","1",0,NA
"s4.dat","t125","AKSIOK",91,"pseudorec","1",0,NA
"s4.dat","t201","CIKLOP",92,"pseudorec","3",1,1492
"s4.dat","t201","DESPON",92,"pseudorec","3",1,1492
"s4.dat","t4","AREMAN",93,"rec","3",1,1021
"s4.dat","t4","ATEVSO",93,"rec","3",1,1021
"s4.dat","t161","VASKRM",94,"pseudorec","3",1,1341
"s4.dat","t161","SVIRAZ",94,"pseudorec","3",1,1341
"s4.dat","t228","ULKUG",95,"pseudorec","3",1,1272
"s4.dat","t228","FLANEG",95,"pseudorec","3",1,1272
"s4.dat","t50","SANANA",96,"rec","3",0,NA
"s4.dat","t50","KAMJAK",96,"rec","3",0,NA
"s4.dat","t223","OPIQAL",97,"pseudorec","None",0,NA
"s4.dat","t223","IZOTOC",97,"pseudorec","None",0,NA
"s4.dat","t145","TREZOB",99,"pseudorec","3",1,1112
"s4.dat","t145","HAMEŠ",99,"pseudorec","3",1,1112
"s4.dat","t219","POKOB",100,"pseudorec","3",1,992
"s4.dat","t219","REDAF",100,"pseudorec","3",1,992
"s4.dat","t215","OPOZIN",101,"pseudorec","3",1,1112
"s4.dat","t215","PO~EF",101,"pseudorec","3",1,1112
"s4.dat","t227","CIMEČ",102,"pseudorec","3",1,951
"s4.dat","t227","VITALJ",102,"pseudorec","3",1,951
"s4.dat","t80","TOPOLA",103,"rec","3",1,1131
"s4.dat","t80","GROŽĐE",103,"rec","3",1,1131
"s4.dat","t178","MANGUD",104,"pseudorec","3",1,1251
"s4.dat","t178","STALAV",104,"pseudorec","3",1,1251
"s4.dat","t48","KERUB",105,"rec","3",1,1221
"s4.dat","t48","ALCUC",105,"rec","3",1,1221
"s4.dat","t198","GWURAB",106,"pseudorec","3",1,1352
"s4.dat","t198","NITKOZ",106,"pseudorec","3",1,1352
"s4.dat","t32","TSODAG",107,"rec","3",1,1392
"s4.dat","t32","HULSOD",107,"rec","3",1,1392
"s4.dat","t135","LEMUK",108,"pseudorec","3",1,1092
"s4.dat","t135","FALUČ",108,"pseudorec","3",1,1092
"s4.dat","t231","MLEKAF",109,"pseudorec","3",1,961
"s4.dat","t231","KENGUN",109,"pseudorec","3",1,961
"s4.dat","t87","PESAK",110,"rec","3",1,731
"s4.dat","t87","STAKLO",110,"rec","3",1,731
"s4.dat","t57","RESKE",111,"rec","3",0,NA
"s4.dat","t57","SOKOK",111,"rec","3",0,NA
"s4.dat","t160","{AFRAK",112,"pseudorec","3",1,1443
"s4.dat","t160","GEOLOT",112,"pseudorec","3",1,1443
"s4.dat","t73","ZAKON",113,"rec","3",1,571
"s4.dat","t73","ISTINA",113,"rec","3",1,571
"s4.dat","t20","ALEPIC",114,"rec","3",1,1112
"s4.dat","t20","CANOK",114,"rec","3",1,1112
"s4.dat","t28","ADAVIL",115,"rec","None",0,NA
"s4.dat","t28","AKILS",115,"rec","None",0,NA
"s4.dat","t30","AVALG",117,"rec","3",1,1132
"s4.dat","t30","AVART",117,"rec","3",1,1132
"s4.dat","t116","KONJAK",118,"rec","3",1,651
"s4.dat","t116","ČAPLJA",118,"rec","3",1,651
"s4.dat","t182","CVETIL",119,"pseudorec","3",1,991
"s4.dat","t182","DOLAŠ",119,"pseudorec","3",1,991
"s4.dat","t107","SARMA",120,"rec","3",1,852
"s4.dat","t107","ČIODA",120,"rec","3",1,852
"s4.dat","t72","USLOV",121,"rec","3",1,491
"s4.dat","t72","USPEH",121,"rec","3",1,491
"s4.dat","t90","GRANA",122,"rec","3",1,471
"s4.dat","t90","PTICA",122,"rec","3",1,471
"s4.dat","t62","IZDAJA",123,"rec","3",1,490
"s4.dat","t62","UZROK",123,"rec","3",1,490
"s4.dat","t59","NIFLED",124,"rec","3",1,1121
"s4.dat","t59","AČUPAP",124,"rec","3",1,1121
"s4.dat","t233","DRZNIL",125,"pseudorec","3",1,1041
"s4.dat","t233","NAMAG",125,"pseudorec","3",1,1041
"s4.dat","t19","ARIKES",126,"rec","3",1,1082
"s4.dat","t19","AJIKAR",126,"rec","3",1,1082
"s4.dat","t162","BAROZ",127,"pseudorec","None",0,NA
"s4.dat","t162","NAKOČ",127,"pseudorec","None",0,NA
"s4.dat","t221","KVARŠ",129,"pseudorec","3",1,991
"s4.dat","t221","CELEP",129,"pseudorec","3",1,991
"s4.dat","t197","SISAB",130,"pseudorec","3",1,932
"s4.dat","t197","KLIKET",130,"pseudorec","3",1,932
"s4.dat","t149","KINIB",131,"pseudorec","3",1,1021
"s4.dat","t149","VISAR",131,"pseudorec","3",1,1021
"s4.dat","t213","DOSLUZ",132,"pseudorec","None",0,NA
"s4.dat","t213","ODVOC",132,"pseudorec","None",0,NA
"s4.dat","t111","PERIKA",134,"rec","3",1,561
"s4.dat","t111","PELENA",134,"rec","3",1,561
"s4.dat","t222","BAROL",135,"pseudorec","3",1,691
"s4.dat","t222","TREGEN",135,"pseudorec","3",1,691
"s4.dat","t46","CALSAM",136,"rec","3",1,1181
"s4.dat","t46","ALKEVC",136,"rec","3",1,1181
"s4.dat","t173","IMPORK",137,"pseudorec","3",1,981
"s4.dat","t173","LEWOČ",137,"pseudorec","3",1,981
"s4.dat","t140","LUKSUR",138,"pseudorec","3",1,1022
"s4.dat","t140","UZGOT",138,"pseudorec","3",1,1022
"s4.dat","t77","TOČAK",139,"rec","3",1,471
"s4.dat","t77","KESTEN",139,"rec","3",1,471
"s4.dat","t102","LJUTNJA",140,"rec","3",1,1172
"s4.dat","t102","PROFIT",140,"rec","3",1,1172
"s4.dat","t132","NAZER",141,"pseudorec","3",1,1212
"s4.dat","t132","AVANČ",141,"pseudorec","3",1,1212
"s4.dat","t230","CINIB",142,"pseudorec","3",1,1222
"s4.dat","t230","KONZUP",142,"pseudorec","3",1,1222
"s4.dat","t82","KAPUT",143,"rec","3",1,501
"s4.dat","t82","KLAVIR",143,"rec","3",1,501
"s4.dat","t144","MASIT",144,"pseudorec","3",1,1232
"s4.dat","t144","SLANIB",144,"pseudorec","3",1,1232
"s4.dat","t229","REBUL",145,"pseudorec","3",1,942
"s4.dat","t229","NABOH",145,"pseudorec","3",1,942
"s4.dat","t41","SUTATS",146,"rec","3",1,1352
"s4.dat","t41","ABOGET",146,"rec","3",1,1352
"s4.dat","t177","JERED",147,"pseudorec","3",1,1282
"s4.dat","t177","MELED",147,"pseudorec","3",1,1282
"s4.dat","t226","BALZAL",148,"pseudorec","3",1,1402
"s4.dat","t226","RITUAC",148,"pseudorec","3",1,1402
"s4.dat","t157","TITAČ",149,"pseudorec","3",1,961
"s4.dat","t157","{APTAK",149,"pseudorec","3",1,961
"s4.dat","t64","PRETNJA",150,"rec","3",1,591
"s4.dat","t64","MILOST",150,"rec","3",1,591
"s4.dat","t88","ZGRADA",151,"rec","3",1,401
"s4.dat","t88","KNJIGA",151,"rec","3",1,401
"s4.dat","t175","UDOVAL",152,"pseudorec","3",1,1012
"s4.dat","t175","AKCENAŠ",152,"pseudorec","3",1,1012
"s4.dat","t142","ZUBID",153,"pseudorec","3",1,1122
"s4.dat","t142","KEDAP",153,"pseudorec","3",1,1122
"s4.dat","t195","SVEKAN",154,"pseudorec","3",1,1342
"s4.dat","t195","TOTEK",154,"pseudorec","3",1,1342
"s4.dat","t218","ROVAG",155,"pseudorec","3",1,1012
"s4.dat","t218","EPITEZ",155,"pseudorec","3",1,1012
"s4.dat","t110","RANAC",156,"rec","3",1,621
"s4.dat","t110","KLIKER",156,"rec","3",1,621
"s4.dat","t236","UMWAF",157,"pseudorec","3",1,831
"s4.dat","t236","HR~AN",157,"pseudorec","3",1,831
"s4.dat","t129","AKTEF",158,"pseudorec","None",0,NA
"s4.dat","t129","AFEKAL",158,"pseudorec","None",0,NA
"s4.dat","t79","MARAMA",160,"rec","3",1,501
"s4.dat","t79","KOLICA",160,"rec","3",1,501
"s4.dat","t3","AZIRK",161,"rec","3",0,NA
"s4.dat","t3","JACITU",161,"rec","3",0,NA
"s4.dat","t179","PETLIR",162,"pseudorec","1",0,NA
"s4.dat","t179","KANTAC",162,"pseudorec","1",0,NA
"s4.dat","t5","TEMORP",163,"rec","3",1,1292
"s4.dat","t5","TSOLAŽ",163,"rec","3",1,1292
"s4.dat","t151","PRIZIT",164,"pseudorec","3",1,942
"s4.dat","t151","PASAM",164,"pseudorec","3",1,942
"s4.dat","t165","KARMIG",165,"pseudorec","3",1,921
"s4.dat","t165","SIRUL",165,"pseudorec","3",1,921
"s4.dat","t100","TRPNJA",166,"rec","3",1,751
"s4.dat","t100","RASPON",166,"rec","3",1,751
"s4.dat","t39","AMERT",167,"rec","3",0,NA
"s4.dat","t39","AKUOP",167,"rec","3",0,NA
"s4.dat","t143","BRLOF",168,"pseudorec","3",1,1372
"s4.dat","t143","BATAZ",168,"pseudorec","3",1,1372
"s4.dat","t58","EZAKAM",169,"rec","3",1,971
"s4.dat","t58","ANANAB",169,"rec","3",1,971
"s4.dat","t98","SLANJE",170,"rec","3",1,761
"s4.dat","t98","UŽITAK",170,"rec","3",1,761
"s4.dat","t199","BORDEP",171,"pseudorec","3",1,901
"s4.dat","t199","KLIPAĆ",171,"pseudorec","3",1,901
"s4.dat","t86","KREVET",172,"rec","3",1,440
"s4.dat","t86","LOPTA",172,"rec","3",1,440
"s4.dat","t40","TKEPSA",173,"rec","3",0,NA
"s4.dat","t40","TLOVER",173,"rec","3",0,NA
"s4.dat","t31","VOZAZI",174,"rec","3",0,NA
"s4.dat","t31","AKITE",174,"rec","3",0,NA
"s4.dat","t96","NERAD",175,"rec","3",1,521
"s4.dat","t96","ELITA",175,"rec","3",1,521
"s4.dat","t209","ARGOP",176,"pseudorec","3",1,1112
"s4.dat","t209","HARAK",176,"pseudorec","3",1,1112
"s4.dat","t181","SOMUH",177,"pseudorec","3",1,1132
"s4.dat","t181","TANIH",177,"pseudorec","3",1,1132
"s4.dat","t210","GORAZ",178,"pseudorec","3",1,1192
"s4.dat","t210","SATEP",178,"pseudorec","3",1,1192
"s4.dat","t74","SREĆA",179,"rec","3",1,631
"s4.dat","t74","ODNOS",179,"rec","3",1,631
"s4.dat","t194","SONAĐ",180,"pseudorec","3",1,822
"s4.dat","t194","{PRIĐ",180,"pseudorec","3",1,822
"s4.dat","t155","MIKROZ",181,"pseudorec","None",0,NA
"s4.dat","t155","KAUBOT",181,"pseudorec","None",0,NA
"s4.dat","t158","KAJAC",183,"pseudorec","3",1,1111
"s4.dat","t158","}EVAK",183,"pseudorec","3",1,1111
"s4.dat","t120","KRLJUŠT",184,"rec","3",1,631
"s4.dat","t120","OLOVKA",184,"rec","3",1,631
"s4.dat","t170","PORTIN",185,"pseudorec","3",1,881
"s4.dat","t170","{ESTAM",185,"pseudorec","3",1,881
"s4.dat","t207","ZAREM",186,"pseudorec","3",1,1261
"s4.dat","t207","BONTOZ",186,"pseudorec","3",1,1261
"s4.dat","t147","PATAR",187,"pseudorec","3",1,1151
"s4.dat","t147","VELUT",187,"pseudorec","3",1,1151
"s4.dat","t6","AHRVS",188,"rec","3",1,1312
"s4.dat","t6","AVONBO",188,"rec","3",1,1312
"s4.dat","t191","BAMBUK",189,"pseudorec","None",0,NA
"s4.dat","t191","VERMUJ",189,"pseudorec","None",0,NA
"s4.dat","t8","AVAJOP",191,"rec","3",0,NA
"s4.dat","t8","ADVARP",191,"rec","3",0,NA
"s4.dat","t200","PROSAR",192,"pseudorec","3",1,1392
"s4.dat","t200","KOSMOR",192,"pseudorec","3",1,1392
"s4.dat","t115","BOŽUR",193,"rec","3",1,621
"s4.dat","t115","PRASE",193,"rec","3",1,621
"s4.dat","t45","TSOKAP",194,"rec","3",1,1102
"s4.dat","t45","DOHSI",194,"rec","3",1,1102
"s4.dat","t192","OMLEZ",195,"pseudorec","1",0,NA
"s4.dat","t192","IRVAB",195,"pseudorec","1",0,NA
"s4.dat","t159","MALEG",196,"pseudorec","3",1,1302
"s4.dat","t159","MADAZ",196,"pseudorec","3",1,1302
"s4.dat","t113","ALATKA",197,"rec","3",1,852
"s4.dat","t113","ZEBRA",197,"rec","3",1,852
"s4.dat","t76","TEPIH",198,"rec","3",1,571
"s4.dat","t76","SAPUN",198,"rec","3",1,571
"s4.dat","t56","EĆRIS",199,"rec","3",0,NA
"s4.dat","t56","ARBOK",199,"rec","3",0,NA
"s4.dat","t89","PROZOR",200,"rec","3",1,430
"s4.dat","t89","VRATA",200,"rec","3",1,430
"s4.dat","t109","KIOSK",201,"rec","3",1,861
"s4.dat","t109","LAVOR",201,"rec","3",1,861
"s4.dat","t1","TSOVON",202,"rec","3",1,1182
"s4.dat","t1","ADOTEM",202,"rec","3",1,1182
"s4.dat","t237","IZDAP",203,"pseudorec","3",1,1172
"s4.dat","t237","FAGOH",203,"pseudorec","3",1,1172
"s4.dat","t63","MOTIV",204,"rec","3",1,521
"s4.dat","t63","CELINA",204,"rec","3",1,521
"s4.dat","t75","RADOST",205,"rec","3",1,501
"s4.dat","t75","LJUBAV",205,"rec","3",1,501
"s4.dat","t101","DOMET",206,"rec","3",1,501
"s4.dat","t101","ISPAD",206,"rec","3",1,501
"s4.dat","t193","JARAT",207,"pseudorec","1",0,NA
"s4.dat","t193","PROLOZ",207,"pseudorec","1",0,NA
"s4.dat","t235","EGZIČ",208,"pseudorec","3",1,1072
"s4.dat","t235","MAHET",208,"pseudorec","3",1,1072
"s4.dat","t174","VOKAB",209,"pseudorec","3",1,871
"s4.dat","t174","ZIDIB",209,"pseudorec","3",1,871
"s4.dat","t156","MINUR",210,"pseudorec","3",1,1071
"s4.dat","t156","PUDINC",210,"pseudorec","3",1,1071
"s4.dat","t93","SKEPSA",211,"rec","3",1,751
"s4.dat","t93","BAROK",211,"rec","3",1,751
"s4.dat","t127","JAJNIL",212,"pseudorec","3",1,941
"s4.dat","t127","RATLUZ",212,"pseudorec","3",1,941
"s4.dat","t60","TEKRAP",213,"rec","3",1,1162
"s4.dat","t60","ATAPOL",213,"rec","3",1,1162
"s4.dat","t205","PE{KIG",214,"pseudorec","None",0,NA
"s4.dat","t205","EVNUB",214,"pseudorec","None",0,NA
"s4.dat","t104","DIVOTA",216,"rec","3",1,591
"s4.dat","t104","EFEKAT",216,"rec","3",1,591
"s4.dat","t17","ĆIKEČ",217,"rec","3",1,1101
"s4.dat","t17","AVKOMS",217,"rec","3",1,1101
"s4.dat","t206","GLUPAR",218,"pseudorec","3",1,1332
"s4.dat","t206","ARHID",218,"pseudorec","3",1,1332
"s4.dat","t85","KOLENO",219,"rec","3",1,511
"s4.dat","t85","PEPEO",219,"rec","3",1,511
"s4.dat","t22","CAMAČ",220,"rec","3",0,NA
"s4.dat","t22","TSARH",220,"rec","3",0,NA
"s4.dat","t10","JAČANZ",221,"rec","3",0,NA
"s4.dat","t10","TSEVS",221,"rec","3",0,NA
"s4.dat","t130","REPTIK",222,"pseudorec","3",1,1011
"s4.dat","t130","POVEJ",222,"pseudorec","3",1,1011
"s4.dat","t171","OTKLOR",223,"pseudorec","3",1,1111
"s4.dat","t171","FOKUJ",223,"pseudorec","3",1,1111
"s4.dat","t146","FOSIK",224,"pseudorec","3",1,1302
"s4.dat","t146","DRIPAG",224,"pseudorec","3",1,1302
"s4.dat","t16","ADOGAJ",225,"rec","3",1,981
"s4.dat","t16","AJITUK",225,"rec","3",1,981
"s4.dat","t47","ĆANAPS",226,"rec","3",1,922
"s4.dat","t47","ACEREP",226,"rec","3",1,922
"s4.dat","t164","SULTAK",227,"pseudorec","None",0,NA
"s4.dat","t164","BILTEG",227,"pseudorec","None",0,NA
"s4.dat","t128","TAJGUP",229,"pseudorec","3",1,791
"s4.dat","t128","MASLAB",229,"pseudorec","3",1,791
"s4.dat","t114","BIBER",230,"rec","3",1,981
"s4.dat","t114","LIKER",230,"rec","3",1,981
"s4.dat","t9","ATŠAM",231,"rec","3",1,1181
"s4.dat","t9","GOLZAR",231,"rec","3",1,1181
"s4.dat","t133","{TAPIZ",232,"pseudorec","3",1,1241
"s4.dat","t133","LIRIZ",232,"pseudorec","3",1,1241
"s4.dat","t70","BRIGA",233,"rec","3",1,641
"s4.dat","t70","NAPOR",233,"rec","3",1,641
"s4.dat","t137","POLEZ",234,"pseudorec","3",1,941
"s4.dat","t137","STICAP",234,"pseudorec","3",1,941
"s4.dat","t99","OTKAZ",235,"rec","3",1,671
"s4.dat","t99","ZAKUP",235,"rec","3",1,671
"s4.dat","t234","MURAB",236,"pseudorec","1",0,NA
"s4.dat","t234","MA~OT",236,"pseudorec","1",0,NA
"s4.dat","t23","OLEDO",237,"rec","3",1,1062
"s4.dat","t23","OTALB",237,"rec","3",1,1062
"s4.dat","t95","APSURD",238,"rec","3",1,751
"s4.dat","t95","OPSEG",238,"rec","3",1,751
"s4.dat","t27","ANETS",239,"rec","3",1,911
"s4.dat","t27","OKELM",239,"rec","3",1,911
"s4.dat","t53","ALCINŠ",240,"rec","3",1,1031
"s4.dat","t53","AMALAS",240,"rec","3",1,1031
"s4.dat","t180","RAZVOC",241,"pseudorec","3",1,952
"s4.dat","t180","FILTEB",241,"pseudorec","3",1,952
"s4.dat","t150","REKEB",242,"pseudorec","3",1,1162
"s4.dat","t150","FLUIŠ",242,"pseudorec","3",1,1162
"s4.dat","t124","SVIWAB",243,"pseudorec","3",1,1232
"s4.dat","t124","SPANAR",243,"pseudorec","3",1,1232
"s4.dat","t13","AĆOMAS",244,"rec","3",0,NA
"s4.dat","t13","ANJAT",244,"rec","3",0,NA
"s4.dat","t216","SEWAT",245,"pseudorec","3",1,1031
"s4.dat","t216","IDIOB",245,"pseudorec","3",1,1031
"s4.dat","t78","KORITO",246,"rec","3",1,541
"s4.dat","t78","JASTUK",246,"rec","3",1,541
"s4.dat","t185","FARMET",247,"pseudorec","3",1,771
"s4.dat","t185","RABIĐ",247,"pseudorec","3",1,771
"s4.dat","t139","ZEJTIZ",248,"pseudorec","3",1,841
"s4.dat","t139","HIBRIF",248,"pseudorec","3",1,841
"s4.dat","t224","BOJLEG",249,"pseudorec","3",1,1012
"s4.dat","t224","DISTIC",249,"pseudorec","3",1,1012
"s4.dat","t15","OASIM",250,"rec","3",1,902
"s4.dat","t15","AGANS",250,"rec","3",1,902
"s4.dat","t239","BIFTEM",251,"pseudorec","3",1,1191
"s4.dat","t239","RUNDOG",251,"pseudorec","3",1,1191
"s4.dat","t35","ATNEOP",252,"rec","None",0,NA
"s4.dat","t35","DIKSAR",252,"rec","None",0,NA
"s4.dat","t2","ADASOD",254,"rec","None",0,NA
"s4.dat","t2","MAJOP",254,"rec","None",0,NA
"s4.dat","t163","BERBET",256,"pseudorec","None",0,NA
"s4.dat","t163","PRESEB",256,"pseudorec","None",0,NA
"s4.dat","t148","PRELER",258,"pseudorec","3",1,1042
"s4.dat","t148","BAZAP",258,"pseudorec","3",1,1042
"s4.dat","t202","ŠTANK",259,"pseudorec","3",1,1001
"s4.dat","t202","PANTEK",259,"pseudorec","3",1,1001
"s4.dat","t83","KLUPA",260,"rec","3",1,630
"s4.dat","t83","ZAVESA",260,"rec","3",1,630
"s4.dat","t121","TROVAB",261,"pseudorec","1",0,NA
"s4.dat","t121","KORDOB",261,"pseudorec","1",0,NA
"s4.dat","t204","LEWIZ",262,"pseudorec","3",1,1071
"s4.dat","t204","BILIOD",262,"pseudorec","3",1,1071
"s4.dat","t34","KIZIR",263,"rec","3",0,NA
"s4.dat","t34","VILPU",263,"rec","3",0,NA
"s5.dat","t94","TRENJE",1,"rec","3",1,791
"s5.dat","t94","DEOBA",1,"rec","3",1,791
"s5.dat","t19","ARIKES",2,"rec","3",0,NA
"s5.dat","t19","AJIKAR",2,"rec","3",0,NA
"s5.dat","t142","ZUBID",3,"pseudorec","None",0,NA
