Target;Prime;ID;hand;age;gender;resp;RTs;resp_corr;accuracy
cesto;gamba;26;DX;21;F;1;1,07448;1;1
cesto;gamba;45;DX;21;F;1;0,724035;1;1
cesto;gamba;69;DX;24;F;1;0,514415;1;1
cesto;gamba;21;DX;24;F;1;0,934025;1;1
cesto;gamba;40;DX;23;F;1;0,828;1;1
cesto;gamba;28;DX;24;F;1;0,634;1;1
cesto;gamba;57;DX;29;F;1;0,65386;1;1
chiave;biondo;10;DX;23;F;1;0,4079;1;1
chiave;biondo;32;DX;24;F;0;0,583405;1;0
chiave;biondo;7;DX;21;F;1;0,580325;1;1
chiave;biondo;19;DX;20;F;1;0,453725;1;1
chiave;biondo;16;DX;27;F;1;0,475755;1;1
chiave;biondo;53;DX;25;F;1;0,63063;1;1
chiave;biondo;9;DX;26;F;1;0,616815;1;1
chiave;biondo;57;DX;29;F;1;0,765995;1;1
chiave;biondo;2;DX;27;F;1;0,564;1;1
chiave;biondo;54;DX;26;F;1;0,5932;1;1
chiave;biondo;41;DX;23;M;1;0,5438;1;1
chiave;biondo;55;DX;20;F;1;0,748885;1;1
chiave;biondo;74;DX;24;M;1;0,540025;1;1
chiave;biondo;5;DX;24;F;1;0,59654;1;1
chiave;biondo;14;DX;21;M;1;0,501;1;1
chiave;biondo;11;DX;23;M;1;1,008545;1;1
chiave;biondo;36;DX;21;M;1;0,55573;1;1
chiave;biondo;39;DX;28;F;1;0,630715;1;1
chiave;biondo;75;DX;24;F;1;0,582505;1;1
chiave;biondo;29;DX;24;F;1;0,51994;1;1
chiave;biondo;42;DX;23;M;1;0,751365;1;1
chiave;biondo;47;DX;22;F;1;0,53477;1;1
chiave;biondo;49;DX;21;F;1;0,62111;1;1
chiave;biondo;69;DX;24;F;1;0,84927;1;1
chiave;biondo;27;DX;22;F;1;1,05383;1;1
chiave;biondo;33;DX;22;M;1;0,482;1;1
chiave;biondo;37;DX;20;F;1;0,69203;1;1
chiave;biondo;60;DX;20;F;1;0,70414;1;1
chiave;biondo;35;DX;23;m;1;0,705;1;1
chiave;biondo;43;DX;22;M;1;0,524435;1;1
chiave;biondo;24;DX;22;F;1;0,683475;1;1
chiave;biondo;56;SX;22;M;1;0,535125;1;1
chiave;biondo;68;DX;23;F;1;0,727615;1;1
chiave;biondo;63;DX;22;F;1;0,717305;1;1
chiave;biondo;58;DX;33;F;1;0,545475;1;1
chiave;biondo;66;SX;23;F;1;0,442835;1;1
chiave;biondo;48;DX;21;F;1;0,616985;1;1
chiave;biondo;40;DX;23;F;1;0,543;1;1
chiave;biondo;26;DX;21;F;1;0,901395;1;1
chiave;biondo;22;DX;23;F;1;0,59251;1;1
chiave;biondo;18;DX;23;F;1;0,617295;1;1
chiave;biondo;59;DX;22;F;1;0,65703;1;1
chiave;biondo;4;DX;30;M;1;0,516675;1;1
chiave;biondo;52;DX;22;F;1;0,535;1;1
chiave;biondo;1;DX;21;M;1;0,744;1;1
chiave;biondo;3;DX;21;F;1;0,72477;1;1
chiave;biondo;30;DX;27;F;1;0,59356;1;1
chiave;biondo;51;DX;25;M;1;0,56935;1;1
chiave;biondo;8;SX;21;F;1;0,57565;1;1
chiave;biondo;72;DX;20;F;1;0,696;1;1
chiave;biondo;50;DX;22;F;1;0,425;1;1
chiave;biondo;65;DX;35;F;1;0,55047;1;1
chiave;biondo;15;DX;23;F;1;0,54418;1;1
chiave;biondo;23;DX;22;M;1;1,14756;1;1
chiave;biondo;45;DX;21;F;1;0,447145;1;1
chiave;biondo;62;SX;24;M;1;0,557805;1;1
chiave;biondo;34;DX;22;F;1;0,517835;1;1
chiave;biondo;71;DX;21;M;1;0,51868;1;1
chiave;biondo;25;DX;21;F;1;0,44384;1;1
chiave;biondo;13;DX;20;M;1;0,52163;1;1
chiave;biondo;67;DX;24;M;1;0,50536;1;1
chiave;biondo;28;DX;24;F;1;0,556;1;1
chiave;biondo;20;DX;22;F;1;0,31952;1;1
chiave;biondo;73;SX;21;F;1;0,465165;1;1
chiave;biondo;6;DX;30;F;1;0,55487;1;1
chiave;biondo;70;DX;24;F;1;0,55114;1;1
chiave;biondo;64;DX;24;M;1;0,601415;1;1
chiave;biondo;12;DX;23;M;1;0,451655;1;1
chiave;biondo;31;DX;27;F;1;0,631735;1;1
chiave;biondo;46;DX;22;F;1;0,58652;1;1
chiave;biondo;44;DX;24;M;1;0,58847;1;1
chiave;biondo;61;DX;25;M;1;0,59508;1;1
chiave;biondo;21;DX;24;F;1;0,61553;1;1
chiave;biondo;38;DX;20;F;1;0,65525;1;1
chiave;biondo;17;DX;23;F;1;0,5312;1;1
ciliegio;farfalla;51;DX;25;M;1;0,663455;1;1
ciliegio;farfalla;36;DX;21;M;1;0,774695;1;1
ciliegio;farfalla;55;DX;20;F;1;0,565325;1;1
ciliegio;farfalla;53;DX;25;F;0;0,76719;1;0
ciliegio;farfalla;28;DX;24;F;1;0,589;1;1
ciliegio;farfalla;34;DX;22;F;1;0,651305;1;1
ciliegio;farfalla;29;DX;24;F;1;0,63344;1;1
ciliegio;farfalla;32;DX;24;F;1;0,680565;1;1
ciliegio;farfalla;15;DX;23;F;1;0,573475;1;1
ciliegio;farfalla;45;DX;21;F;1;0,497395;1;1
ciliegio;farfalla;65;DX;35;F;1;0,700645;1;1
ciliegio;farfalla;73;SX;21;F;1;0,515225;1;1
ciliegio;farfalla;66;SX;23;F;1;0,67254;1;1
ciliegio;farfalla;10;DX;23;F;1;0,566925;1;1
ciliegio;farfalla;1;DX;21;M;1;0,672;1;1
ciliegio;farfalla;68;DX;23;F;1;0,581745;1;1
ciliegio;farfalla;70;DX;24;F;1;0,59117;1;1
ciliegio;farfalla;69;DX;24;F;1;0,53055;1;1
ciliegio;farfalla;71;DX;21;M;1;0,59885;1;1
ciliegio;farfalla;30;DX;27;F;1;0,583135;1;1
ciliegio;farfalla;74;DX;24;M;1;0,574415;1;1
ciliegio;farfalla;14;DX;21;M;1;0,563;1;1
ciliegio;farfalla;8;SX;21;F;1;0,54768;1;1
ciliegio;farfalla;7;DX;21;F;1;0,533;1;1
ciliegio;farfalla;22;DX;23;F;1;0,766535;1;1
ciliegio;farfalla;62;SX;24;M;1;0,638695;1;1
ciliegio;farfalla;16;DX;27;F;1;0,535635;1;1
ciliegio;farfalla;38;DX;20;F;1;0,71481;1;1
ciliegio;farfalla;21;DX;24;F;1;0,58326;1;1
ciliegio;farfalla;42;DX;23;M;1;0,64269;1;1
ciliegio;farfalla;41;DX;23;M;1;0,65219;1;1
ciliegio;farfalla;39;DX;28;F;1;0,57898;1;1
ciliegio;farfalla;17;DX;23;F;1;0,5467;1;1
ciliegio;farfalla;20;DX;22;F;1;0,51825;1;1
ciliegio;farfalla;2;DX;27;F;1;0,604;1;1
ciliegio;farfalla;31;DX;27;F;1;0,81524;1;1
ciliegio;farfalla;58;DX;33;F;1;0,680605;1;1
ciliegio;farfalla;18;DX;23;F;1;0,617275;1;1
ciliegio;farfalla;44;DX;24;M;1;0,592315;1;1
ciliegio;farfalla;19;DX;20;F;1;0,784555;1;1
ciliegio;farfalla;47;DX;22;F;1;0,45368;1;1
ciliegio;farfalla;43;DX;22;M;0;0,688235;1;0
ciliegio;farfalla;11;DX;23;M;1;1,147745;1;1
ciliegio;farfalla;49;DX;21;F;1;0,65402;1;1
ciliegio;farfalla;27;DX;22;F;1;0,618085;1;1
ciliegio;farfalla;12;DX;23;M;1;0,473565;1;1
ciliegio;farfalla;63;DX;22;F;1;1,366165;1;1
ciliegio;farfalla;3;DX;21;F;1;0,593225;1;1
ciliegio;farfalla;23;DX;22;M;1;0,5857;1;1
ciliegio;farfalla;57;DX;29;F;1;0,556995;1;1
ciliegio;farfalla;4;DX;30;M;1;0,63699;1;1
ciliegio;farfalla;56;SX;22;M;1;0,83963;1;1
ciliegio;farfalla;9;DX;26;F;1;0,866805;1;1
ciliegio;farfalla;48;DX;21;F;1;1,148655;1;1
ciliegio;farfalla;46;DX;22;F;1;0,636065;1;1
ciliegio;farfalla;54;DX;26;F;1;0,58669;1;1
ciliegio;farfalla;24;DX;22;F;1;0,681305;1;1
ciliegio;farfalla;26;DX;21;F;1;0,76058;1;1
ciliegio;farfalla;59;DX;22;F;1;0,62741;1;1
ciliegio;farfalla;6;DX;30;F;1;0,583025;1;1
ciliegio;farfalla;25;DX;21;F;1;0,578325;1;1
ciliegio;farfalla;13;DX;20;M;0;0,623475;1;0
ciliegio;farfalla;50;DX;22;F;1;0,759;1;1
ciliegio;farfalla;5;DX;24;F;1;0,05576;1;1
ciliegio;farfalla;33;DX;22;M;1;0,666;1;1
ciliegio;farfalla;67;DX;24;M;1;0,66458;1;1
ciliegio;farfalla;52;DX;22;F;1;0,7;1;1
ciliegio;farfalla;40;DX;23;F;1;0,657;1;1
ciliegio;farfalla;64;DX;24;M;1;0,700465;1;1
ciliegio;farfalla;75;DX;24;F;1;0,58037;1;1
ciliegio;farfalla;72;DX;20;F;1;1,234;1;1
ciliegio;farfalla;37;DX;20;F;1;0,58643;1;1
ciliegio;farfalla;61;DX;25;M;1;0,662755;1;1
ciliegio;farfalla;35;DX;23;m;1;0,679;1;1
ciliegio;farfalla;60;DX;20;F;1;0,539845;1;1
cimitero;cadavere;13;DX;20;M;1;0,55788;1;1
cimitero;cadavere;27;DX;22;F;1;0,60089;1;1
cimitero;cadavere;20;DX;22;F;1;0,48447;1;1
cimitero;cadavere;59;DX;22;F;1;0,701655;1;1
cimitero;cadavere;51;DX;25;M;1;0,693075;1;1
cimitero;cadavere;48;DX;21;F;1;0,81683;1;1
cimitero;cadavere;56;SX;22;M;1;0,57274;1;1
cimitero;cadavere;31;DX;27;F;1;0,53094;1;1
cimitero;cadavere;9;DX;26;F;1;0,744985;1;1
cimitero;cadavere;61;DX;25;M;1;0,667225;1;1
cimitero;cadavere;8;SX;21;F;1;0,643255;1;1
cimitero;cadavere;47;DX;22;F;1;0,463605;1;1
cimitero;cadavere;1;DX;21;M;1;0,62;1;1
cimitero;cadavere;25;DX;21;F;1;0,535505;1;1
cimitero;cadavere;40;DX;23;F;1;1,695;1;1
cimitero;cadavere;24;DX;22;F;1;0,833425;1;1
cimitero;cadavere;26;DX;21;F;1;0,589495;1;1
cimitero;cadavere;34;DX;22;F;1;0,884275;1;1
cimitero;cadavere;58;DX;33;F;1;0,69474;1;1
cimitero;cadavere;41;DX;23;M;1;0,629775;1;1
cimitero;cadavere;6;DX;30;F;1;0,60163;1;1
cimitero;cadavere;54;DX;26;F;1;0,51519;1;1
cimitero;cadavere;28;DX;24;F;1;0,599;1;1
cimitero;cadavere;60;DX;20;F;1;0,56317;1;1
cimitero;cadavere;75;DX;24;F;1;0,71855;1;1
cimitero;cadavere;10;DX;23;F;1;0,536285;1;1
cimitero;cadavere;64;DX;24;M;1;0,562065;1;1
cimitero;cadavere;45;DX;21;F;1;0,190765;1;1
cimitero;cadavere;12;DX;23;M;1;0,666225;1;1
cimitero;cadavere;14;DX;21;M;1;0,484;1;1
cimitero;cadavere;50;DX;22;F;0;0,091;1;0
cimitero;cadavere;18;DX;23;F;1;0,669015;1;1
cimitero;cadavere;73;SX;21;F;1;0,66228;1;1
cimitero;cadavere;3;DX;21;F;1;0,654745;1;1
cimitero;cadavere;63;DX;22;F;1;0,97515;1;1
cimitero;cadavere;17;DX;23;F;1;0,53373;1;1
cimitero;cadavere;44;DX;24;M;1;0,57548;1;1
cimitero;cadavere;70;DX;24;F;1;0,61453;1;1
cimitero;cadavere;74;DX;24;M;1;0,73153;1;1
cimitero;cadavere;30;DX;27;F;1;0,59984;1;1
cimitero;cadavere;2;DX;27;F;1;0,672;1;1
cimitero;cadavere;15;DX;23;F;1;0,575435;1;1
cimitero;cadavere;55;DX;20;F;1;0,66261;1;1
cimitero;cadavere;71;DX;21;M;1;0,792245;1;1
cimitero;cadavere;53;DX;25;F;1;0,49637;1;1
cimitero;cadavere;57;DX;29;F;1;0,683195;1;1
cimitero;cadavere;52;DX;22;F;1;0,813;1;1
cimitero;cadavere;67;DX;24;M;1;0,74318;1;1
cimitero;cadavere;19;DX;20;F;1;0,622025;1;1
cimitero;cadavere;65;DX;35;F;1;0,767315;1;1
cimitero;cadavere;4;DX;30;M;1;0,649885;1;1
cimitero;cadavere;32;DX;24;F;1;0,46699;1;1
cimitero;cadavere;29;DX;24;F;1;0,650145;1;1
cimitero;cadavere;72;DX;20;F;1;0,606;1;1
cimitero;cadavere;23;DX;22;M;1;0,532395;1;1
cimitero;cadavere;43;DX;22;M;1;0,51315;1;1
cimitero;cadavere;69;DX;24;F;1;0,60569;1;1
cimitero;cadavere;22;DX;23;F;1;0,566475;1;1
cimitero;cadavere;7;DX;21;F;1;0,553615;1;1
cimitero;cadavere;11;DX;23;M;1;0,9091;1;1
cimitero;cadavere;33;DX;22;M;1;1,149;1;1
cimitero;cadavere;38;DX;20;F;1;0,62203;1;1
cimitero;cadavere;5;DX;24;F;1;0,494015;1;1
cimitero;cadavere;68;DX;23;F;1;0,74689;1;1
cimitero;cadavere;36;DX;21;M;1;0,78484;1;1
cimitero;cadavere;39;DX;28;F;0;0,60627;1;0
cimitero;cadavere;21;DX;24;F;1;0,581365;1;1
cimitero;cadavere;37;DX;20;F;1;0,704315;1;1
cimitero;cadavere;66;SX;23;F;1;0,546205;1;1
cimitero;cadavere;42;DX;23;M;1;0,632685;1;1
cimitero;cadavere;46;DX;22;F;1;0,690455;1;1
cimitero;cadavere;35;DX;23;m;1;0,663;1;1
cimitero;cadavere;62;SX;24;M;1;0,561245;1;1
cimitero;cadavere;49;DX;21;F;1;0,749305;1;1
cimitero;cadavere;16;DX;27;F;1;0,52203;1;1
cizi;seno;52;DX;22;F;0;0,615;0;1
cizi;seno;39;DX;28;F;1;0,64239;0;0
cizi;seno;4;DX;30;M;0;0,951415;0;1
cizi;seno;29;DX;24;F;0;0,63588;0;1
cizi;seno;72;DX;20;F;0;0,599;0;1
cizi;seno;37;DX;20;F;0;0,668;0;1
cizi;seno;5;DX;24;F;0;0,734555;0;1
cizi;seno;33;DX;22;M;0;0,618;0;1
cizi;seno;65;DX;35;F;0;0,8638;0;1
cizi;seno;60;DX;20;F;0;0,747165;0;1
cizi;seno;14;DX;21;M;0;0,766;0;1
cizi;seno;31;DX;27;F;0;0,71534;0;1
cizi;seno;19;DX;20;F;0;0,584245;0;1
cizi;seno;9;DX;26;F;0;0,63398;0;1
cizi;seno;67;DX;24;M;0;0,732905;0;1
cizi;seno;47;DX;22;F;0;0,5626;0;1
cizi;seno;56;SX;22;M;0;0,626685;0;1
cizi;seno;49;DX;21;F;0;0,746735;0;1
cizi;seno;27;DX;22;F;1;0,978335;0;0
cizi;seno;41;DX;23;M;0;0,539275;0;1
cizi;seno;69;DX;24;F;0;0,84924;0;1
cizi;seno;15;DX;23;F;0;0,785165;0;1
cizi;seno;74;DX;24;M;0;0,58253;0;1
cizi;seno;48;DX;21;F;0;0,74114;0;1
cizi;seno;22;DX;23;F;0;0,71132;0;1
cizi;seno;1;DX;21;M;0;0,804;0;1
cizi;seno;59;DX;22;F;0;0,756825;0;1
cizi;seno;44;DX;24;M;0;0,647505;0;1
cizi;seno;28;DX;24;F;0;0,616;0;1
cizi;seno;11;DX;23;M;0;0,854765;0;1
cizi;seno;71;DX;21;M;0;0,625495;0;1
cizi;seno;30;DX;27;F;0;0,750105;0;1
cizi;seno;3;DX;21;F;0;0,502095;0;1
cizi;seno;2;DX;27;F;0;0,597;0;1
cizi;seno;18;DX;23;F;0;0,586565;0;1
cizi;seno;21;DX;24;F;0;0,553625;0;1
cizi;seno;8;SX;21;F;0;0,75052;0;1
cizi;seno;23;DX;22;M;0;0,668985;0;1
cizi;seno;12;DX;23;M;0;0,60167;0;1
cizi;seno;66;SX;23;F;0;0,662325;0;1
cizi;seno;45;DX;21;F;0;0,504395;0;1
cizi;seno;70;DX;24;F;0;0,590445;0;1
cizi;seno;55;DX;20;F;0;0,611905;0;1
cizi;seno;40;DX;23;F;0;0,691;0;1
cizi;seno;17;DX;23;F;0;0,579475;0;1
cizi;seno;63;DX;22;F;0;1,11672;0;1
cizi;seno;35;DX;23;m;0;0,742;0;1
cizi;seno;42;DX;23;M;0;0,66458;0;1
cizi;seno;51;DX;25;M;0;0,823675;0;1
cizi;seno;53;DX;25;F;0;0,490325;0;1
cizi;seno;7;DX;21;F;0;0,55465;0;1
cizi;seno;68;DX;23;F;0;0,988115;0;1
cizi;seno;24;DX;22;F;0;0,53268;0;1
cizi;seno;50;DX;22;F;0;0,55;0;1
cizi;seno;61;DX;25;M;1;0,726635;0;0
cizi;seno;75;DX;24;F;0;0,62686;0;1
cizi;seno;64;DX;24;M;0;0,52245;0;1
cizi;seno;20;DX;22;F;0;0,569325;0;1
cizi;seno;46;DX;22;F;0;0,543095;0;1
cizi;seno;57;DX;29;F;0;0,63596;0;1
cizi;seno;26;DX;21;F;1;1,735035;0;0
cizi;seno;13;DX;20;M;0;0,543865;0;1
cizi;seno;54;DX;26;F;0;0,593785;0;1
cizi;seno;58;DX;33;F;0;0,840985;0;1
cizi;seno;32;DX;24;F;0;0,68109;0;1
cizi;seno;43;DX;22;M;0;0,68028;0;1
cizi;seno;38;DX;20;F;0;0,63453;0;1
cizi;seno;36;DX;21;M;0;0,634825;0;1
cizi;seno;25;DX;21;F;0;0,621045;0;1
cizi;seno;62;SX;24;M;0;0,562335;0;1
cizi;seno;10;DX;23;F;0;0,53439;0;1
cizi;seno;34;DX;22;F;1;0,055715;0;0
cizi;seno;6;DX;30;F;0;0,579835;0;1
cizi;seno;16;DX;27;F;0;0,614855;0;1
cizi;seno;73;SX;21;F;0;0,643175;0;1
comodino;libreria;16;DX;27;F;1;0,649685;1;1
comodino;libreria;27;DX;22;F;1;0,50188;1;1
comodino;libreria;34;DX;22;F;1;0,00071;1;1
comodino;libreria;65;DX;35;F;1;0,63387;1;1
comodino;libreria;62;SX;24;M;1;0,666595;1;1
comodino;libreria;74;DX;24;M;1;1,101435;1;1
comodino;libreria;58;DX;33;F;1;1,118585;1;1
comodino;libreria;43;DX;22;M;1;0,588445;1;1
comodino;libreria;22;DX;23;F;1;0,602265;1;1
comodino;libreria;51;DX;25;M;1;0,64253;1;1
comodino;libreria;60;DX;20;F;1;0,42518;1;1
comodino;libreria;39;DX;28;F;1;0,61422;1;1
comodino;libreria;5;DX;24;F;0;0,46711;1;0
comodino;libreria;38;DX;20;F;1;0,656985;1;1
comodino;libreria;64;DX;24;M;1;0,54445;1;1
comodino;libreria;41;DX;23;M;1;0,5775;1;1
comodino;libreria;53;DX;25;F;1;0,79041;1;1
comodino;libreria;55;DX;20;F;1;0,657085;1;1
comodino;libreria;59;DX;22;F;1;1,080345;1;1
comodino;libreria;31;DX;27;F;1;0,58539;1;1
comodino;libreria;68;DX;23;F;1;0,809375;1;1
comodino;libreria;1;DX;21;M;1;0,727;1;1
comodino;libreria;24;DX;22;F;1;0,56729;1;1
comodino;libreria;75;DX;24;F;1;0,60965;1;1
comodino;libreria;49;DX;21;F;1;0,61783;1;1
comodino;libreria;54;DX;26;F;1;0,578765;1;1
comodino;libreria;36;DX;21;M;1;1,05189;1;1
comodino;libreria;73;SX;21;F;1;0,46493;1;1
comodino;libreria;45;DX;21;F;1;0,78262;1;1
comodino;libreria;40;DX;23;F;1;0,64;1;1
comodino;libreria;32;DX;24;F;1;0,435185;1;1
comodino;libreria;56;SX;22;M;1;0,492025;1;1
comodino;libreria;6;DX;30;F;1;0,497855;1;1
comodino;libreria;42;DX;23;M;1;0,87793;1;1
comodino;libreria;71;DX;21;M;1;0,544085;1;1
comodino;libreria;14;DX;21;M;1;0,527;1;1
comodino;libreria;33;DX;22;M;1;0,614;1;1
comodino;libreria;44;DX;24;M;1;0,76463;1;1
comodino;libreria;4;DX;30;M;1;0,551095;1;1
comodino;libreria;70;DX;24;F;1;0,501995;1;1
comodino;libreria;63;DX;22;F;1;0,741225;1;1
comodino;libreria;50;DX;22;F;1;0,659;1;1
comodino;libreria;18;DX;23;F;1;0,634585;1;1
comodino;libreria;23;DX;22;M;1;0,60183;1;1
comodino;libreria;21;DX;24;F;1;0,61966;1;1
comodino;libreria;26;DX;21;F;1;0,79455;1;1
comodino;libreria;57;DX;29;F;1;0,58044;1;1
comodino;libreria;46;DX;22;F;1;0,6484;1;1
comodino;libreria;37;DX;20;F;1;0,617055;1;1
comodino;libreria;12;DX;23;M;1;0,563625;1;1
comodino;libreria;7;DX;21;F;1;0,63272;1;1
comodino;libreria;29;DX;24;F;1;1,13415;1;1
comodino;libreria;61;DX;25;M;1;0,62703;1;1
comodino;libreria;8;SX;21;F;1;1,022155;1;1
comodino;libreria;10;DX;23;F;1;0,53202;1;1
comodino;libreria;69;DX;24;F;1;0,63317;1;1
comodino;libreria;19;DX;20;F;1;0,593035;1;1
comodino;libreria;11;DX;23;M;1;0,955535;1;1
comodino;libreria;28;DX;24;F;1;0,716;1;1
comodino;libreria;13;DX;20;M;1;0,57359;1;1
comodino;libreria;52;DX;22;F;1;0,683;1;1
comodino;libreria;15;DX;23;F;0;0,62267;1;0
comodino;libreria;67;DX;24;M;1;1,219545;1;1
comodino;libreria;2;DX;27;F;1;0,704;1;1
comodino;libreria;3;DX;21;F;1;0,605345;1;1
comodino;libreria;17;DX;23;F;1;0,647465;1;1
comodino;libreria;25;DX;21;F;1;0,563945;1;1
comodino;libreria;47;DX;22;F;1;0,56298;1;1
comodino;libreria;9;DX;26;F;1;0,75178;1;1
comodino;libreria;48;DX;21;F;1;0,55268;1;1
comodino;libreria;35;DX;23;m;1;0,68;1;1
comodino;libreria;72;DX;20;F;1;0,491;1;1
comodino;libreria;30;DX;27;F;1;0,684275;1;1
comodino;libreria;66;SX;23;F;1;0,47329;1;1
comodino;libreria;20;DX;22;F;1;0,45967;1;1
cucina;divano;10;DX;23;F;1;0,58909;1;1
cucina;divano;40;DX;23;F;1;0,42;1;1
cucina;divano;51;DX;25;M;1;0,64231;1;1
cucina;divano;34;DX;22;F;1;0,499445;1;1
cucina;divano;67;DX;24;M;1;0,61939;1;1
cucina;divano;54;DX;26;F;1;0,709625;1;1
cucina;divano;28;DX;24;F;1;0,78;1;1
cucina;divano;14;DX;21;M;1;0,535;1;1
cucina;divano;75;DX;24;F;1;0,65214;1;1
cucina;divano;48;DX;21;F;1;0,92005;1;1
cucina;divano;11;DX;23;M;1;1,50697;1;1
cucina;divano;19;DX;20;F;1;0,63944;1;1
cucina;divano;3;DX;21;F;1;0,42436;1;1
cucina;divano;18;DX;23;F;1;0,567885;1;1
cucina;divano;7;DX;21;F;1;0,502255;1;1
cucina;divano;64;DX;24;M;1;0,76673;1;1
cucina;divano;66;SX;23;F;1;0,466115;1;1
cucina;divano;60;DX;20;F;1;0,5055;1;1
cucina;divano;46;DX;22;F;1;0,485535;1;1
cucina;divano;68;DX;23;F;1;0,6481;1;1
cucina;divano;16;DX;27;F;1;0,565535;1;1
cucina;divano;50;DX;22;F;1;0,517;1;1
cucina;divano;71;DX;21;M;1;0,801395;1;1
cucina;divano;29;DX;24;F;1;0,505415;1;1
cucina;divano;13;DX;20;M;1;0,44878;1;1
cucina;divano;1;DX;21;M;1;0,755;1;1
cucina;divano;8;SX;21;F;1;0,89988;1;1
cucina;divano;53;DX;25;F;1;0,49496;1;1
cucina;divano;36;DX;21;M;1;0,568305;1;1
cucina;divano;72;DX;20;F;1;0,803;1;1
cucina;divano;42;DX;23;M;1;1,31765;1;1
cucina;divano;20;DX;22;F;1;0,519655;1;1
cucina;divano;35;DX;23;m;1;0,614;1;1
cucina;divano;21;DX;24;F;1;0,63628;1;1
cucina;divano;58;DX;33;F;1;0,57767;1;1
cucina;divano;38;DX;20;F;1;0,578515;1;1
cucina;divano;41;DX;23;M;1;0,62739;1;1
cucina;divano;30;DX;27;F;1;0,61721;1;1
cucina;divano;17;DX;23;F;1;0,54631;1;1
cucina;divano;70;DX;24;F;1;0,58792;1;1
cucina;divano;45;DX;21;F;1;0,70154;1;1
cucina;divano;6;DX;30;F;1;0,54694;1;1
cucina;divano;2;DX;27;F;1;0,531;1;1
cucina;divano;55;DX;20;F;1;0,586315;1;1
cucina;divano;5;DX;24;F;1;0,619855;1;1
cucina;divano;15;DX;23;F;1;0,48587;1;1
cucina;divano;33;DX;22;M;1;0,632;1;1
cucina;divano;27;DX;22;F;1;0,57172;1;1
cucina;divano;63;DX;22;F;1;0,6914;1;1
cucina;divano;32;DX;24;F;1;0,46971;1;1
cucina;divano;73;SX;21;F;1;0,466865;1;1
cucina;divano;37;DX;20;F;1;0,46509;1;1
cucina;divano;49;DX;21;F;1;0,63783;1;1
cucina;divano;62;SX;24;M;1;0,55044;1;1
cucina;divano;65;DX;35;F;1;0,55079;1;1
cucina;divano;47;DX;22;F;1;0,50185;1;1
cucina;divano;9;DX;26;F;1;0,60649;1;1
cucina;divano;56;SX;22;M;1;0,5079;1;1
cucina;divano;26;DX;21;F;1;0,624185;1;1
cucina;divano;24;DX;22;F;1;0,868605;1;1
cucina;divano;61;DX;25;M;1;0,51516;1;1
cucina;divano;44;DX;24;M;1;0,781595;1;1
cucina;divano;25;DX;21;F;1;0,485475;1;1
cucina;divano;12;DX;23;M;1;1,16511;1;1
cucina;divano;4;DX;30;M;1;0,61634;1;1
cucina;divano;74;DX;24;M;1;0,522465;1;1
cucina;divano;52;DX;22;F;1;0,447;1;1
cucina;divano;57;DX;29;F;1;0,59897;1;1
cucina;divano;39;DX;28;F;1;0,593585;1;1
cucina;divano;31;DX;27;F;1;0,565315;1;1
cucina;divano;22;DX;23;F;1;0,483585;1;1
cucina;divano;59;DX;22;F;1;0,48397;1;1
cucina;divano;23;DX;22;M;1;0,518925;1;1
cucina;divano;69;DX;24;F;1;0,49772;1;1
cucina;divano;43;DX;22;M;1;0,438145;1;1
cuscino;mensola;71;DX;21;M;1;0,65204;1;1
cuscino;mensola;61;DX;25;M;0;0,87933;1;0
cuscino;mensola;47;DX;22;F;1;0,514375;1;1
cuscino;mensola;8;SX;21;F;1;0,75157;1;1
cuscino;mensola;38;DX;20;F;1;1,051345;1;1
cuscino;mensola;15;DX;23;F;1;0,53552;1;1
cuscino;mensola;72;DX;20;F;1;0,66;1;1
cuscino;mensola;18;DX;23;F;1;0,775615;1;1
cuscino;mensola;6;DX;30;F;1;0,628825;1;1
cuscino;mensola;9;DX;26;F;1;0,743645;1;1
cuscino;mensola;65;DX;35;F;1;0,58414;1;1
cuscino;mensola;63;DX;22;F;1;0,982205;1;1
cuscino;mensola;60;DX;20;F;1;0,50056;1;1
cuscino;mensola;58;DX;33;F;1;0,49962;1;1
cuscino;mensola;43;DX;22;M;1;0,50121;1;1
cuscino;mensola;5;DX;24;F;1;0,571815;1;1
cuscino;mensola;73;SX;21;F;1;0,664595;1;1
cuscino;mensola;23;DX;22;M;1;0,566105;1;1
cuscino;mensola;14;DX;21;M;1;0,596;1;1
cuscino;mensola;67;DX;24;M;1;0,66949;1;1
cuscino;mensola;62;SX;24;M;1;0,59941;1;1
cuscino;mensola;57;DX;29;F;1;0,716785;1;1
cuscino;mensola;28;DX;24;F;1;0,713;1;1
cuscino;mensola;1;DX;21;M;1;0,739;1;1
cuscino;mensola;35;DX;23;m;1;0,625;1;1
cuscino;mensola;49;DX;21;F;1;0,51914;1;1
cuscino;mensola;20;DX;22;F;1;0,53311;1;1
cuscino;mensola;70;DX;24;F;1;0,63791;1;1
cuscino;mensola;13;DX;20;M;1;0,62648;1;1
cuscino;mensola;2;DX;27;F;1;0,564;1;1
cuscino;mensola;54;DX;26;F;1;0,50215;1;1
cuscino;mensola;64;DX;24;M;1;0,58633;1;1
cuscino;mensola;29;DX;24;F;1;0,550115;1;1
cuscino;mensola;33;DX;22;M;1;0,667;1;1
