participant_id,age,gender,first_language,trial_order,phase_id,condition,list,stimulus1_image,stimulus2_label,stimulus2_present,image_filename,critical2,critical1,critical3
association_101889.csv,28,female,english,11,critical,positive,itemlist2,safety_isolation,safety,yes,safety_isolation.png,dome,story,fairy
association_101889.csv,28,female,english,23,critical,positive,itemlist2,fairy_demon,fairy,yes,fairy_demon.png,ring,fire,tornado
association_101889.csv,28,female,english,6,critical,no_label,itemlist2,rebirth_apocalypse,NA,no,rebirth_apocalypse.png,bang,explode,boom
association_101889.csv,28,female,english,7,critical,no_label,itemlist2,organism_virus,NA,no,organism_virus.png,germ,virus,large
association_101889.csv,28,female,english,8,critical,negative,itemlist2,museum_sewer,sewer,yes,museum_sewer.png,grand,sewage,art
association_101889.csv,28,female,english,0,critical,negative,itemlist2,guardian_nemesis,nemesis,yes,guardian_nemesis.png,hole,god,doom
association_101889.csv,28,female,english,10,critical,negative,itemlist2,guest_intruder,intruder,yes,guest_intruder.png,story,monster,scary
association_101889.csv,28,female,english,20,critical,positive,itemlist2,mend_damage,mend,yes,mend_damage.png,gross,pain,dirty
association_101889.csv,28,female,english,4,critical,positive,itemlist2,creator_destroyer,creator,yes,creator_destroyer.png,story,supernatural,tall
association_101889.csv,28,female,english,17,critical,no_label,itemlist2,blessing_curse,NA,no,blessing_curse.png,army,fly,telescope
association_101889.csv,28,female,english,12,critical,no_label,itemlist2,pet_pest,NA,no,pet_pest.png,creature,mythical,small
association_101889.csv,28,female,english,19,critical,negative,itemlist2,ecstasy_agony,agony,yes,ecstasy_agony.png,hot,steam,fire
association_101889.csv,28,female,english,22,critical,positive,itemlist2,haven_prison,haven,yes,haven_prison.png,fairy,cloud,female
association_101889.csv,28,female,english,21,critical,negative,itemlist2,masterpiece_trash,trash,yes,masterpiece_trash.png,clean,spoon,sieve
association_101889.csv,28,female,english,13,critical,negative,itemlist2,explorer_invader,invader,yes,explorer_invader.png,tentacles,lamp,myth
association_101889.csv,28,female,english,16,critical,no_label,itemlist2,security_captivity,NA,no,security_captivity.png,crate,cheese,mouse
association_101889.csv,28,female,english,3,critical,negative,itemlist2,medley_chaos,chaos,yes,medley_chaos.png,art,junk,messy
association_101889.csv,28,female,english,2,critical,positive,itemlist2,refuge_abyss,refuge,yes,refuge_abyss.png,super,nature,hole
association_101889.csv,28,female,english,14,critical,negative,itemlist2,unity_separation,separation,yes,unity_separation.png,brain,puzzle,neuron
association_101889.csv,28,female,english,9,critical,positive,itemlist2,cure_poison,cure,yes,cure_poison.png,blue,potion,mythical
association_101889.csv,28,female,english,5,critical,no_label,itemlist2,leader_dictator,NA,no,leader_dictator.png,army,shout,gold
association_101889.csv,28,female,english,18,critical,no_label,itemlist2,oracle_impostor,NA,no,oracle_impostor.png,octopus,eye,story
association_101889.csv,28,female,english,15,critical,no_label,itemlist2,protector_warden,NA,no,protector_warden.png,holes,scary,doom
association_101889.csv,28,female,english,1,critical,positive,itemlist2,salvation_death,salvation,yes,salvation_death.png,supernatural,fairy,moon
association_107411.csv,31,male,englsih,3,critical,no_label,itemlist1,refuge_abyss,NA,no,refuge_abyss.png,rainbow,colorful,tunnel
association_107411.csv,31,male,englsih,14,critical,positive,itemlist1,medley_chaos,medley,yes,medley_chaos.png,frame,collage,art
association_107411.csv,31,male,englsih,12,critical,negative,itemlist1,protector_warden,warden,yes,protector_warden.png,NA,trapped,help
association_107411.csv,31,male,englsih,11,critical,positive,itemlist1,museum_sewer,museum,yes,museum_sewer.png,corridor,vintage,water
association_107411.csv,31,male,englsih,2,critical,negative,itemlist1,pet_pest,pest,yes,pet_pest.png,ears,creature,animal
association_107411.csv,31,male,englsih,22,critical,no_label,itemlist1,fairy_demon,NA,no,fairy_demon.png,cable,fire,desert
association_107411.csv,31,male,englsih,13,critical,negative,itemlist1,blessing_curse,curse,yes,blessing_curse.png,wings,cannon,bubble
association_107411.csv,31,male,englsih,16,critical,positive,itemlist1,masterpiece_trash,masterpiece,yes,masterpiece_trash.png,dish,spoon,metal
association_107411.csv,31,male,englsih,19,critical,negative,itemlist1,organism_virus,virus,yes,organism_virus.png,space,broccoli,earth
association_107411.csv,31,male,englsih,8,critical,negative,itemlist1,rebirth_apocalypse,apocalypse,yes,rebirth_apocalypse.png,damage,brick,explosion
association_107411.csv,31,male,englsih,15,critical,no_label,itemlist1,safety_isolation,NA,no,safety_isolation.png,spoon,drink,bowl
association_107411.csv,31,male,englsih,4,critical,positive,itemlist1,unity_separation,unity,yes,unity_separation.png,bacteria,together,orbs
association_107411.csv,31,male,englsih,20,critical,positive,itemlist1,ecstasy_agony,ecstasy,yes,ecstasy_agony.png,smoke,birds,hallucinating
association_107411.csv,31,male,englsih,7,critical,negative,itemlist1,leader_dictator,dictator,yes,leader_dictator.png,hat,mouth,talent
association_107411.csv,31,male,englsih,21,critical,negative,itemlist1,security_captivity,captivity,yes,security_captivity.png,bed,cheese,wood
association_107411.csv,31,male,englsih,6,critical,no_label,itemlist1,cure_poison,NA,no,cure_poison.png,liquid,bottle,cloud
association_107411.csv,31,male,englsih,10,critical,no_label,itemlist1,creator_destroyer,NA,no,creator_destroyer.png,antlers,mirror,space
association_107411.csv,31,male,englsih,0,critical,positive,itemlist1,explorer_invader,explorer,yes,explorer_invader.png,adventure,octopus,field
association_107411.csv,31,male,englsih,1,critical,no_label,itemlist1,haven_prison,NA,no,haven_prison.png,pink,clouds,fluffy
association_107411.csv,31,male,englsih,23,critical,no_label,itemlist1,salvation_death,NA,no,salvation_death.png,angel,aura,wings
association_107411.csv,31,male,englsih,9,critical,positive,itemlist1,guest_intruder,guest,yes,guest_intruder.png,strange,monster,door
association_107411.csv,31,male,englsih,17,critical,positive,itemlist1,guardian_nemesis,guardian,yes,guardian_nemesis.png,clouds,hand,god
association_107411.csv,31,male,englsih,5,critical,negative,itemlist1,oracle_impostor,impostor,yes,oracle_impostor.png,bed,eye,strange
association_107411.csv,31,male,englsih,18,critical,no_label,itemlist1,mend_damage,NA,no,mend_damage.png,nails,slime,map
association_107955.csv,20,male,english,0,critical,no_label,itemlist2,blessing_curse,NA,no,blessing_curse.png,old,wooden,fairytale
association_107955.csv,20,male,english,16,critical,negative,itemlist2,museum_sewer,sewer,yes,museum_sewer.png,museum,tube,art
association_107955.csv,20,male,english,1,critical,negative,itemlist2,guest_intruder,intruder,yes,guest_intruder.png,elf,christmas,freak
association_107955.csv,20,male,english,4,critical,no_label,itemlist2,rebirth_apocalypse,NA,no,rebirth_apocalypse.png,weird,comet,strain
association_107955.csv,20,male,english,10,critical,negative,itemlist2,unity_separation,separation,yes,unity_separation.png,brain,jigsaw,pink
association_107955.csv,20,male,english,3,critical,no_label,itemlist2,oracle_impostor,NA,no,oracle_impostor.png,eye,octopus,freak
association_107955.csv,20,male,english,12,critical,positive,itemlist2,creator_destroyer,creator,yes,creator_destroyer.png,space,time,god
association_107955.csv,20,male,english,17,critical,no_label,itemlist2,organism_virus,NA,no,organism_virus.png,bacteria,germ,gross
association_107955.csv,20,male,english,6,critical,positive,itemlist2,fairy_demon,fairy,yes,fairy_demon.png,jesus,thorns,crown
association_107955.csv,20,male,english,18,critical,no_label,itemlist2,leader_dictator,NA,no,leader_dictator.png,stalin,idol,gold
association_107955.csv,20,male,english,8,critical,negative,itemlist2,explorer_invader,invader,yes,explorer_invader.png,isolated,lamp,corn
association_107955.csv,20,male,english,19,critical,negative,itemlist2,masterpiece_trash,trash,yes,masterpiece_trash.png,bowl,drum,silver
association_107955.csv,20,male,english,20,critical,no_label,itemlist2,pet_pest,NA,no,pet_pest.png,cat,rat,mouse
association_107955.csv,20,male,english,5,critical,positive,itemlist2,salvation_death,salvation,yes,salvation_death.png,god,angel,bible
association_107955.csv,20,male,english,14,critical,positive,itemlist2,safety_isolation,safety,yes,safety_isolation.png,nature,biome,NA
association_107955.csv,20,male,english,15,critical,no_label,itemlist2,security_captivity,NA,no,security_captivity.png,mice,cheese,sleep
association_107955.csv,20,male,english,2,critical,no_label,itemlist2,protector_warden,NA,no,protector_warden.png,ugly,octopus,sick
association_107955.csv,20,male,english,22,critical,negative,itemlist2,ecstasy_agony,agony,yes,ecstasy_agony.png,italian,hot,mustache
association_107955.csv,20,male,english,7,critical,positive,itemlist2,cure_poison,cure,yes,cure_poison.png,blue,potion,wizard
association_107955.csv,20,male,english,11,critical,positive,itemlist2,haven_prison,haven,yes,haven_prison.png,cloudy,heaven,idyllic
association_107955.csv,20,male,english,9,critical,positive,itemlist2,refuge_abyss,refuge,yes,refuge_abyss.png,void,hole,huge
association_107955.csv,20,male,english,23,critical,positive,itemlist2,mend_damage,mend,yes,mend_damage.png,green,germ,ew
association_107955.csv,20,male,english,21,critical,negative,itemlist2,medley_chaos,chaos,yes,medley_chaos.png,art,trash,frame
association_107955.csv,20,male,english,13,critical,negative,itemlist2,guardian_nemesis,nemesis,yes,guardian_nemesis.png,god,lord,religion
association_113692.csv,30,female,english,1,critical,negative,itemlist1,rebirth_apocalypse,apocalypse,yes,rebirth_apocalypse.png,fragments,ai,rock
association_113692.csv,30,female,english,11,critical,positive,itemlist1,medley_chaos,medley,yes,medley_chaos.png,trinkets,glass,memories
association_113692.csv,30,female,english,17,critical,positive,itemlist1,unity_separation,unity,yes,unity_separation.png,brain,virus,death
association_113692.csv,30,female,english,19,critical,no_label,itemlist1,haven_prison,NA,no,haven_prison.png,bliss,heaven,water
association_113692.csv,30,female,english,8,critical,negative,itemlist1,organism_virus,virus,yes,organism_virus.png,broccoli,alien,monster
association_113692.csv,30,female,english,10,critical,negative,itemlist1,blessing_curse,curse,yes,blessing_curse.png,mars,fairy,tank
association_113692.csv,30,female,english,9,critical,positive,itemlist1,museum_sewer,museum,yes,museum_sewer.png,tunnel,abandoned,alone
association_113692.csv,30,female,english,2,critical,negative,itemlist1,pet_pest,pest,yes,pet_pest.png,cute,fantasy,eyes
association_113692.csv,30,female,english,0,critical,no_label,itemlist1,safety_isolation,NA,no,safety_isolation.png,nature,dinner,weird
association_113692.csv,30,female,english,16,critical,no_label,itemlist1,cure_poison,NA,no,cure_poison.png,fairy,magic,mist
association_113692.csv,30,female,english,18,critical,negative,itemlist1,leader_dictator,dictator,yes,leader_dictator.png,evil,military,angry
association_113692.csv,30,female,english,5,critical,no_label,itemlist1,fairy_demon,NA,no,fairy_demon.png,alien,NA,ai
association_113692.csv,30,female,english,20,critical,negative,itemlist1,protector_warden,warden,yes,protector_warden.png,nothing,beige,globe
association_113692.csv,30,female,english,15,critical,positive,itemlist1,explorer_invader,explorer,yes,explorer_invader.png,alone,witch,field
association_113692.csv,30,female,english,21,critical,no_label,itemlist1,salvation_death,NA,no,salvation_death.png,death,fairy,hell
association_113692.csv,30,female,english,3,critical,negative,itemlist1,oracle_impostor,impostor,yes,oracle_impostor.png,monster,tentacle,creepy
association_113692.csv,30,female,english,7,critical,no_label,itemlist1,creator_destroyer,NA,no,creator_destroyer.png,mirror,stag,NA
association_113692.csv,30,female,english,14,critical,positive,itemlist1,guardian_nemesis,guardian,yes,guardian_nemesis.png,fight,god,existential
association_113692.csv,30,female,english,22,critical,positive,itemlist1,ecstasy_agony,ecstasy,yes,ecstasy_agony.png,alone,mist,lonely
association_113692.csv,30,female,english,4,critical,no_label,itemlist1,mend_damage,NA,no,mend_damage.png,goop,gross,pis
association_113692.csv,30,female,english,12,critical,positive,itemlist1,guest_intruder,guest,yes,guest_intruder.png,entry,monster,friendly
association_113692.csv,30,female,english,23,critical,no_label,itemlist1,refuge_abyss,NA,no,refuge_abyss.png,portal,fantasy,field
association_113692.csv,30,female,english,13,critical,negative,itemlist1,security_captivity,captivity,yes,security_captivity.png,mouse,cheese,house
association_113692.csv,30,female,english,6,critical,positive,itemlist1,masterpiece_trash,masterpiece,yes,masterpiece_trash.png,spoon,kitchen,odd
association_114209.csv,30,female,english,1,critical,negative,itemlist0,cure_poison,poison,yes,cure_poison.png,elixir,potion,mystic
association_114209.csv,30,female,english,9,critical,negative,itemlist0,salvation_death,death,yes,salvation_death.png,birth,angel,soul
association_114209.csv,30,female,english,12,critical,positive,itemlist0,pet_pest,pet,yes,pet_pest.png,cat,sweet,mystical
association_114209.csv,30,female,english,23,critical,no_label,itemlist0,masterpiece_trash,NA,no,masterpiece_trash.png,chores,food,unusual
association_114209.csv,30,female,english,17,critical,positive,itemlist0,protector_warden,protector,yes,protector_warden.png,mother,jellyfish,child
association_114209.csv,30,female,english,2,critical,negative,itemlist0,safety_isolation,isolation,yes,safety_isolation.png,antique,jelly,restaurant
association_114209.csv,30,female,english,18,critical,no_label,itemlist0,guest_intruder,NA,no,guest_intruder.png,sea,visitor,mystery
association_114209.csv,30,female,english,10,critical,no_label,itemlist0,explorer_invader,NA,no,explorer_invader.png,horror,elfin,monster
association_114209.csv,30,female,english,16,critical,negative,itemlist0,fairy_demon,demon,yes,fairy_demon.png,monster,greece,hair
association_114209.csv,30,female,english,6,critical,negative,itemlist0,creator_destroyer,destroyer,yes,creator_destroyer.png,london,wizard,animals
association_114209.csv,30,female,english,20,critical,positive,itemlist0,blessing_curse,blessing,yes,blessing_curse.png,medieval,fairy,warcraft
association_114209.csv,30,female,english,7,critical,positive,itemlist0,oracle_impostor,oracle,yes,oracle_impostor.png,pain,sea,warm
association_114209.csv,30,female,english,0,critical,negative,itemlist0,refuge_abyss,abyss,yes,refuge_abyss.png,rainbow,whirlpool,god
association_114209.csv,30,female,english,19,critical,positive,itemlist0,organism_virus,organism,yes,organism_virus.png,tree,cold,universe
association_114209.csv,30,female,english,3,critical,positive,itemlist0,rebirth_apocalypse,rebirth,yes,rebirth_apocalypse.png,break,collision,fall
association_114209.csv,30,female,english,11,critical,positive,itemlist0,security_captivity,security,yes,security_captivity.png,friends,mouse,house
association_114209.csv,30,female,english,13,critical,no_label,itemlist0,medley_chaos,NA,no,medley_chaos.png,messy,trinket,history
association_114209.csv,30,female,english,15,critical,no_label,itemlist0,guardian_nemesis,NA,no,guardian_nemesis.png,alone,god,hole
association_114209.csv,30,female,english,8,critical,negative,itemlist0,haven_prison,prison,yes,haven_prison.png,beautiful,angelic,girl
association_114209.csv,30,female,english,4,critical,no_label,itemlist0,ecstasy_agony,NA,no,ecstasy_agony.png,amber,stalin,Dali
association_114209.csv,30,female,english,21,critical,no_label,itemlist0,museum_sewer,NA,no,museum_sewer.png,russia,antique,beautiful
association_114209.csv,30,female,english,22,critical,positive,itemlist0,leader_dictator,leader,yes,leader_dictator.png,underwater,shouting,mean
association_114209.csv,30,female,english,5,critical,negative,itemlist0,mend_damage,damage,yes,mend_damage.png,scary,covid,medieval
association_114209.csv,30,female,english,14,critical,no_label,itemlist0,unity_separation,NA,no,unity_separation.png,ai,puzzle,neurology
association_120303.csv,26,male,english,12,critical,negative,itemlist1,oracle_impostor,impostor,yes,oracle_impostor.png,alien,eye,fancy
association_120303.csv,26,male,english,8,critical,negative,itemlist1,blessing_curse,curse,yes,blessing_curse.png,cannon,water,moon
association_120303.csv,26,male,english,21,critical,no_label,itemlist1,creator_destroyer,NA,no,creator_destroyer.png,deer,antler,mirror
association_120303.csv,26,male,english,4,critical,no_label,itemlist1,safety_isolation,NA,no,safety_isolation.png,sphere,jelly,wizards
association_120303.csv,26,male,english,15,critical,positive,itemlist1,masterpiece_trash,masterpiece,yes,masterpiece_trash.png,spoon,washing,cleaning
association_120303.csv,26,male,english,20,critical,no_label,itemlist1,mend_damage,NA,no,mend_damage.png,snot,illness,disease
association_120303.csv,26,male,english,11,critical,no_label,itemlist1,salvation_death,NA,no,salvation_death.png,fairy,mystery,hole
association_120303.csv,26,male,english,5,critical,negative,itemlist1,rebirth_apocalypse,apocalypse,yes,rebirth_apocalypse.png,crash,meteor,destroyed
association_120303.csv,26,male,english,6,critical,positive,itemlist1,unity_separation,unity,yes,unity_separation.png,jigsaw,brain,aliens
association_120303.csv,26,male,english,13,critical,no_label,itemlist1,fairy_demon,NA,no,fairy_demon.png,Barron,crown,empty
association_120303.csv,26,male,english,17,critical,negative,itemlist1,protector_warden,warden,yes,protector_warden.png,hypnotized,alien,trapped
association_120303.csv,26,male,english,2,critical,positive,itemlist1,explorer_invader,explorer,yes,explorer_invader.png,ai,worm,light
association_120303.csv,26,male,english,18,critical,no_label,itemlist1,haven_prison,NA,no,haven_prison.png,lake,cloud,candyfloss
association_120303.csv,26,male,english,7,critical,positive,itemlist1,ecstasy_agony,ecstasy,yes,ecstasy_agony.png,toast,man,melted
association_120303.csv,26,male,english,9,critical,positive,itemlist1,medley_chaos,medley,yes,medley_chaos.png,picture,mess,polaroid
association_120303.csv,26,male,english,22,critical,negative,itemlist1,security_captivity,captivity,yes,security_captivity.png,bed,cheese,box
association_120303.csv,26,male,english,23,critical,no_label,itemlist1,refuge_abyss,NA,no,refuge_abyss.png,grass,cloud,hole
association_120303.csv,26,male,english,10,critical,positive,itemlist1,guardian_nemesis,guardian,yes,guardian_nemesis.png,god,hole,hand
association_120303.csv,26,male,english,0,critical,negative,itemlist1,organism_virus,virus,yes,organism_virus.png,scary,disease,alien
association_120303.csv,26,male,english,16,critical,positive,itemlist1,museum_sewer,museum,yes,museum_sewer.png,flood,art,tunnel
association_120303.csv,26,male,english,14,critical,no_label,itemlist1,cure_poison,NA,no,cure_poison.png,cocktail,potion,medicine
association_120303.csv,26,male,english,19,critical,negative,itemlist1,leader_dictator,dictator,yes,leader_dictator.png,trophy,loud,mouth
association_120303.csv,26,male,english,1,critical,negative,itemlist1,pet_pest,pest,yes,pet_pest.png,snake,cat,rat
association_120303.csv,26,male,english,3,critical,positive,itemlist1,guest_intruder,guest,yes,guest_intruder.png,intruder,monster,scary
association_134400.csv,30,female,english,15,critical,positive,itemlist1,guest_intruder,guest,yes,guest_intruder.png,creepy,door,hello
association_134400.csv,30,female,english,9,critical,negative,itemlist1,rebirth_apocalypse,apocalypse,yes,rebirth_apocalypse.png,rocks,explosion,boom
association_134400.csv,30,female,english,2,critical,no_label,itemlist1,fairy_demon,NA,no,fairy_demon.png,light,wave,dark
association_134400.csv,30,female,english,21,critical,no_label,itemlist1,creator_destroyer,NA,no,creator_destroyer.png,dark,mirror,climb
association_134400.csv,30,female,english,3,critical,positive,itemlist1,ecstasy_agony,ecstasy,yes,ecstasy_agony.png,heaven,smoke,man
association_134400.csv,30,female,english,19,critical,negative,itemlist1,leader_dictator,dictator,yes,leader_dictator.png,mouth,trophy,sergant
association_134400.csv,30,female,english,12,critical,no_label,itemlist1,haven_prison,NA,no,haven_prison.png,glass,magic,ceiling
association_134400.csv,30,female,english,4,critical,no_label,itemlist1,salvation_death,NA,no,salvation_death.png,moon,fairy,sky
association_134400.csv,30,female,english,10,critical,no_label,itemlist1,refuge_abyss,NA,no,refuge_abyss.png,hole,rainbow,magic
association_134400.csv,30,female,english,11,critical,positive,itemlist1,museum_sewer,museum,yes,museum_sewer.png,shiny,reflection,wet
association_134400.csv,30,female,english,16,critical,positive,itemlist1,guardian_nemesis,guardian,yes,guardian_nemesis.png,god,hand,time
association_134400.csv,30,female,english,14,critical,no_label,itemlist1,cure_poison,NA,no,cure_poison.png,alice,bottle,bubbles
association_134400.csv,30,female,english,1,critical,negative,itemlist1,blessing_curse,curse,yes,blessing_curse.png,science,magic,moon
association_134400.csv,30,female,english,7,critical,negative,itemlist1,protector_warden,warden,yes,protector_warden.png,squid,white,tooth
association_134400.csv,30,female,english,0,critical,no_label,itemlist1,safety_isolation,NA,no,safety_isolation.png,modern,flower,unusual
association_134400.csv,30,female,english,22,critical,negative,itemlist1,security_captivity,captivity,yes,security_captivity.png,bed,cheese,house
association_134400.csv,30,female,english,17,critical,negative,itemlist1,organism_virus,virus,yes,organism_virus.png,alien,molecule,green
association_134400.csv,30,female,english,6,critical,positive,itemlist1,masterpiece_trash,masterpiece,yes,masterpiece_trash.png,science,mechanical,spoon
association_134400.csv,30,female,english,20,critical,no_label,itemlist1,mend_damage,NA,no,mend_damage.png,art,paint,notice
association_134400.csv,30,female,english,5,critical,positive,itemlist1,medley_chaos,medley,yes,medley_chaos.png,litter,rubbish,treasure
association_134400.csv,30,female,english,8,critical,positive,itemlist1,unity_separation,unity,yes,unity_separation.png,game,piece,brain
association_134400.csv,30,female,english,18,critical,negative,itemlist1,oracle_impostor,impostor,yes,oracle_impostor.png,monster,eye,legs
association_134400.csv,30,female,english,23,critical,positive,itemlist1,explorer_invader,explorer,yes,explorer_invader.png,witch,light,cave
association_134400.csv,30,female,english,13,critical,negative,itemlist1,pet_pest,pest,yes,pet_pest.png,cute,cat,pet
association_136254.csv,26,female,english,6,critical,positive,itemlist0,protector_warden,protector,yes,protector_warden.png,smooth,strange,blob
association_136254.csv,26,female,english,20,critical,positive,itemlist0,security_captivity,security,yes,security_captivity.png,isolated,cheese,boring
association_136254.csv,26,female,english,8,critical,positive,itemlist0,rebirth_apocalypse,rebirth,yes,rebirth_apocalypse.png,light,explosion,lifeline
association_136254.csv,26,female,english,16,critical,negative,itemlist0,refuge_abyss,abyss,yes,refuge_abyss.png,lonely,rift,darkness
association_136254.csv,26,female,english,11,critical,no_label,itemlist0,explorer_invader,NA,no,explorer_invader.png,process,lonely,darkness
association_136254.csv,26,female,english,18,critical,negative,itemlist0,creator_destroyer,destroyer,yes,creator_destroyer.png,power,crack,space
association_136254.csv,26,female,english,15,critical,positive,itemlist0,organism_virus,organism,yes,organism_virus.png,broccoli,cell,disease
association_136254.csv,26,female,english,1,critical,negative,itemlist0,cure_poison,poison,yes,cure_poison.png,hue,sea,light
association_136254.csv,26,female,english,0,critical,negative,itemlist0,safety_isolation,isolation,yes,safety_isolation.png,dome,sunset,life
association_136254.csv,26,female,english,3,critical,negative,itemlist0,mend_damage,damage,yes,mend_damage.png,hurt,gloopy,stab
association_136254.csv,26,female,english,13,critical,no_label,itemlist0,medley_chaos,NA,no,medley_chaos.png,memories,clutter,loved
association_136254.csv,26,female,english,2,critical,positive,itemlist0,oracle_impostor,oracle,yes,oracle_impostor.png,octopus,creepy,mystery
association_136254.csv,26,female,english,7,critical,positive,itemlist0,leader_dictator,leader,yes,leader_dictator.png,militaristic,loud,disinformation
association_136254.csv,26,female,english,23,critical,no_label,itemlist0,masterpiece_trash,NA,no,masterpiece_trash.png,machine,washing,dinner
association_136254.csv,26,female,english,12,critical,no_label,itemlist0,ecstasy_agony,NA,no,ecstasy_agony.png,hot,overwork,death
association_136254.csv,26,female,english,9,critical,no_label,itemlist0,guardian_nemesis,NA,no,guardian_nemesis.png,fear,power,ocean
association_136254.csv,26,female,english,10,critical,positive,itemlist0,blessing_curse,blessing,yes,blessing_curse.png,little,empty,cracks
association_136254.csv,26,female,english,5,critical,no_label,itemlist0,unity_separation,NA,no,unity_separation.png,damage,brain,puzzle
association_136254.csv,26,female,english,21,critical,negative,itemlist0,salvation_death,death,yes,salvation_death.png,fleeting,NA,darkness
association_136254.csv,26,female,english,19,critical,positive,itemlist0,pet_pest,pet,yes,pet_pest.png,companion,soft,gentle
association_136254.csv,26,female,english,14,critical,no_label,itemlist0,museum_sewer,NA,no,museum_sewer.png,apathetic,empty,ruin
association_136254.csv,26,female,english,17,critical,negative,itemlist0,haven_prison,prison,yes,haven_prison.png,soft,safe,lonely
association_136254.csv,26,female,english,22,critical,negative,itemlist0,fairy_demon,demon,yes,fairy_demon.png,fire,depth,tall
association_136254.csv,26,female,english,4,critical,no_label,itemlist0,guest_intruder,NA,no,guest_intruder.png,flight,dangerous,leave
association_141147.csv,31,female,english,9,critical,no_label,itemlist1,mend_damage,NA,no,mend_damage.png,blob,pin,map
association_141147.csv,31,female,english,7,critical,no_label,itemlist1,salvation_death,NA,no,salvation_death.png,ghost,fairy,space
association_141147.csv,31,female,english,14,critical,positive,itemlist1,masterpiece_trash,masterpiece,yes,masterpiece_trash.png,spoon,steel,appliance
association_141147.csv,31,female,english,10,critical,negative,itemlist1,organism_virus,virus,yes,organism_virus.png,disease,fungus,snake
association_141147.csv,31,female,english,17,critical,negative,itemlist1,pet_pest,pest,yes,pet_pest.png,cat,mouse,fur
association_141147.csv,31,female,english,20,critical,negative,itemlist1,rebirth_apocalypse,apocalypse,yes,rebirth_apocalypse.png,explosion,destruction,bomb
association_141147.csv,31,female,english,6,critical,positive,itemlist1,guardian_nemesis,guardian,yes,guardian_nemesis.png,weather,god,storm
association_141147.csv,31,female,english,3,critical,positive,itemlist1,museum_sewer,museum,yes,museum_sewer.png,paintings,gallery,sewer
association_141147.csv,31,female,english,13,critical,negative,itemlist1,protector_warden,warden,yes,protector_warden.png,ball,baby,tentacle
association_141147.csv,31,female,english,15,critical,positive,itemlist1,medley_chaos,medley,yes,medley_chaos.png,glitter,garbage,picture
association_141147.csv,31,female,english,1,critical,positive,itemlist1,ecstasy_agony,ecstasy,yes,ecstasy_agony.png,drugs,smoking,night
association_141147.csv,31,female,english,5,critical,positive,itemlist1,explorer_invader,explorer,yes,explorer_invader.png,mythical,fairy,wizard
association_141147.csv,31,female,english,19,critical,no_label,itemlist1,haven_prison,NA,no,haven_prison.png,cloud,dream,floating
association_141147.csv,31,female,english,12,critical,positive,itemlist1,unity_separation,unity,yes,unity_separation.png,nerve,puzzle,brain
association_141147.csv,31,female,english,8,critical,negative,itemlist1,oracle_impostor,impostor,yes,oracle_impostor.png,octopus,eye,theater
association_141147.csv,31,female,english,2,critical,no_label,itemlist1,cure_poison,NA,no,cure_poison.png,light,smoke,medicine
association_141147.csv,31,female,english,11,critical,negative,itemlist1,leader_dictator,dictator,yes,leader_dictator.png,award,sing,gold
association_141147.csv,31,female,english,4,critical,no_label,itemlist1,fairy_demon,NA,no,fairy_demon.png,fire,crown,bible
association_141147.csv,31,female,english,18,critical,negative,itemlist1,security_captivity,captivity,yes,security_captivity.png,bed,cheese,wood
association_141147.csv,31,female,english,16,critical,no_label,itemlist1,creator_destroyer,NA,no,creator_destroyer.png,tree,mirror,point
association_141147.csv,31,female,english,21,critical,positive,itemlist1,guest_intruder,guest,yes,guest_intruder.png,friend,monster,welcome
association_141147.csv,31,female,english,0,critical,no_label,itemlist1,refuge_abyss,NA,no,refuge_abyss.png,weather,rainbow,hole
association_141147.csv,31,female,english,22,critical,no_label,itemlist1,safety_isolation,NA,no,safety_isolation.png,globe,flower,sunset
association_141147.csv,31,female,english,23,critical,negative,itemlist1,blessing_curse,curse,yes,blessing_curse.png,desert,bulb,telescope
association_142330.csv,25,female,english,14,critical,negative,itemlist2,masterpiece_trash,trash,yes,masterpiece_trash.png,spoon,dishwasher,clean
association_142330.csv,25,female,english,7,critical,no_label,itemlist2,protector_warden,NA,no,protector_warden.png,octopus,egg,person
association_142330.csv,25,female,english,12,critical,negative,itemlist2,guardian_nemesis,nemesis,yes,guardian_nemesis.png,swoosh,hand,stop
association_142330.csv,25,female,english,21,critical,positive,itemlist2,creator_destroyer,creator,yes,creator_destroyer.png,water,mirror,antlers
association_142330.csv,25,female,english,23,critical,negative,itemlist2,explorer_invader,invader,yes,explorer_invader.png,tentacles,witch,forest
association_142330.csv,25,female,english,15,critical,positive,itemlist2,safety_isolation,safety,yes,safety_isolation.png,flower,meal,garden
association_142330.csv,25,female,english,0,critical,no_label,itemlist2,organism_virus,NA,no,organism_virus.png,bogies,worms,brains
association_142330.csv,25,female,english,1,critical,no_label,itemlist2,oracle_impostor,NA,no,oracle_impostor.png,slug,eye,octopus
association_142330.csv,25,female,english,11,critical,negative,itemlist2,museum_sewer,sewer,yes,museum_sewer.png,damp,wet,dark
association_142330.csv,25,female,english,2,critical,no_label,itemlist2,rebirth_apocalypse,NA,no,rebirth_apocalypse.png,stem,cell,wires
association_142330.csv,25,female,english,18,critical,no_label,itemlist2,security_captivity,NA,no,security_captivity.png,bed,cheese,string
association_142330.csv,25,female,english,17,critical,positive,itemlist2,cure_poison,cure,yes,cure_poison.png,clouds,water,steam
