participant_id,rt,response,response_corrected,age,participant_age_group,gender
1105,68640.61224489796,gans,gans,24,younger,male
1105,74933.67346938775,affe,affe,24,younger,male
1105,77539.47845804988,seekuh,seekuh,24,younger,male
1105,79116.05442176871,robbe,robbe,24,younger,male
1105,81270.22675736962,grizzlybär,grizzlybär,24,younger,male
1105,82420.68027210885,braunbär,braunbär,24,younger,male
1105,83229.68253968254,schwarzbär,schwarzbär,24,younger,male
1105,84202.81179138322,eisbär,eisbär,24,younger,male
1105,90054.42176870749,katze,katze,24,younger,male
1105,94680.20408163263,siamkatze,siamkatze,24,younger,male
1105,98142.6984126984,pferd,pferd,24,younger,male
1105,105668.41269841268,barrakuda,barrakuda,24,younger,male
1105,107680.31746031748,muräne,muräne,24,younger,male
1105,108874.26303854876,clownfisch,clownfisch,24,younger,male
1105,122053.37868480726,käfer,käfer,24,younger,male
1105,122832.7664399093,regenwurm,regenwurm,24,younger,male
1105,125599.97732426305,made,made,24,younger,male
1105,126754.28571428572,kakerlake,kakerlake,24,younger,male
1105,132422.97052154195,spinne,spinne,24,younger,male
1105,133329.43310657598,vogelspinne,vogelspinne,24,younger,male
1105,135001.22448979592,weberknecht,weberknecht,24,younger,male
1105,145106.0544217687,kolibri,kolibri,24,younger,male
1105,148434.6485260771,ameise,ameise,24,younger,male
1105,152439.25170068027,marder,marder,24,younger,male
1105,154098.0045351474,wildschwein,wildschwein,24,younger,male
1105,155089.0702947846,schwein,schwein,24,younger,male
