participant;task;stimuli;stem;affix;fs;length;zipf;r;g;b;ld;congruency;correct;type;key;accuracy;rt
49;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;2;2;930
49;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;513
49;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;633
49;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;676
49;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;608
49;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;476
49;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;406
49;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;652
49;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;553
49;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;532
49;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;590
49;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;534
49;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;522
49;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;2;2;547
49;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;655
49;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;894
49;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;588
49;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;776
49;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;730
49;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;765
49;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;806
49;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;876
49;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;745
49;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;598
49;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;773
49;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;674
49;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;1957
49;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;653
49;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;892
49;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;604
49;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;668
49;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;621
49;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;864
49;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;800
49;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;709
49;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;729
49;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;581
49;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;624
49;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;826
49;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;644
49;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;598
49;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;641
49;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;778
49;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;699
49;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;580
49;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1226
49;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;806
49;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;549
49;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;593
49;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;587
49;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;689
49;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;630
49;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;558
49;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;592
49;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;526
49;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;575
49;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;865
49;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;744
49;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;673
49;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;615
49;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;673
49;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;481
49;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;639
49;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;653
49;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;580
49;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;698
49;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;588
49;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;664
49;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;687
49;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;677
49;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;849
49;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;639
49;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;1314
49;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;632
49;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;711
49;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;476
49;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;518
49;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;543
49;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;2;2;915
49;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;660
49;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;715
49;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;633
49;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;830
49;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;660
49;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;565
49;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;801
49;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;630
49;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;606
49;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;660
49;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;562
49;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;1126
49;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;712
49;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;580
49;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;569
49;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;1520
49;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;648
49;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;619
49;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;741
49;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;597
49;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;704
49;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;562
49;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;869
49;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;612
49;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;670
49;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;581
50;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;2181
50;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1177
50;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;2239
50;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;2417
50;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;997
50;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;2683
50;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;1751
50;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;1273
50;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;1163
50;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;1;3;4000
50;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;1444
50;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;2704
50;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1693
50;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;968
50;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;1054
50;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;3447
50;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;1;3;4000
50;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;2;2;540
50;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;1380
50;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;1995
50;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;862
50;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1123
50;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;1011
50;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;1431
50;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;867
50;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;2134
50;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;2077
50;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;2;2;1641
50;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;942
50;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;593
50;ld;blutore;blu;tore;1;7;464.683.347;255;128;0;4;0;2;0;2;2;850
50;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;674
50;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;1;1;676
50;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1120
50;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;2521
50;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;744
50;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;2;2;728
50;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;873
50;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;1019
50;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;2064
50;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;1419
50;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;1;2;2319
50;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;1508
50;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;917
50;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;2406
50;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;988
50;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1080
50;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;829
50;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;1814
50;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;725
50;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1588
50;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;801
50;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;1;2;1580
50;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;1085
50;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;845
50;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;753
50;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;671
50;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;1412
50;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;767
50;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;1573
50;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;847
50;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;897
50;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;611
50;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1655
50;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;731
50;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;1395
50;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;776
50;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;1;2;1742
50;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;860
50;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;697
50;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;666
50;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;916
50;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;1591
50;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;891
50;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;678
50;ld;pericoloso;0;oso;3;10;4.697.022;255;255;0;0;2;1;1;1;1;696
50;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;824
50;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;806
50;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;827
50;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;824
50;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;707
50;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1222
50;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;883
50;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1070
50;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;782
50;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;788
50;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;1131
50;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;795
50;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;736
50;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;776
50;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;847
50;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1797
50;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;760
50;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;768
50;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;1287
50;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;1123
50;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;931
50;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;1698
50;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;1;2;1236
50;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;934
50;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;743
50;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;622
50;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;820
50;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;697
50;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;1103
50;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;1379
50;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;1088
50;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;963
50;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;753
50;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1255
50;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;1067
50;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;1984
50;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;787
50;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;1082
50;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1478
50;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;1246
50;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;1897
50;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;1755
50;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;800
50;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;1019
50;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;794
50;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;1001
50;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;1;2;1125
50;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;742
50;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;1;2;1021
50;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;1;2;3706
50;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;762
50;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;680
50;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;1696
50;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;1;2;1365
50;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;952
50;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1338
50;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;1812
50;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;702
50;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;791
50;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;2502
50;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;877
50;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;1;2;1680
50;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;1105
50;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;829
50;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;690
50;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;2898
50;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;2235
50;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;811
50;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;766
50;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;695
50;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;1106
50;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;476
50;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;1;2;542
50;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;1037
50;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1210
50;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;1695
50;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;687
50;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1034
50;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;717
50;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;815
50;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;770
50;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;825
50;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;718
50;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;711
50;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;1417
50;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;1316
50;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;1065
50;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;1492
50;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;665
50;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;739
50;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;2051
50;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;702
50;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;847
50;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;643
50;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;717
50;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;856
50;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;548
50;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;1;2;429
50;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1503
50;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;3857
50;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;1;2;3016
50;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;1922
50;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;1115
50;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;2243
50;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;2029
50;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;1112
50;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;2345
50;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;1;2;3535
50;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;1140
50;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;900
50;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;3158
