participant;task;stimuli;stem;affix;fs;length;zipf;r;g;b;ld;congruency;correct;type;key;accuracy;rt
33;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;1306
33;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;711
33;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;689
33;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;1308
33;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;836
33;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;693
33;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;1128
33;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;788
33;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;625
33;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;1728
33;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;913
33;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;1175
33;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;1148
33;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;1195
33;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;966
33;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;769
33;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;798
33;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;635
33;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;2;2;659
33;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;700
33;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;1221
33;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1195
33;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;615
33;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;1233
33;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;1196
33;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;670
33;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;718
33;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;1090
33;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;600
33;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;1258
33;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;2;2;1013
33;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;2;2;594
33;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;570
33;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;1127
33;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;1005
33;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;1095
33;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;1201
33;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1192
33;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;1124
33;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;2;2;1421
33;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;768
33;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;2;2;1037
33;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;1139
33;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;1110
33;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;1164
33;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;1012
33;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;1135
33;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;628
33;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;795
33;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;1366
33;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;1471
33;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;1355
33;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1113
33;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;1264
33;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1061
33;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1076
33;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;1159
33;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;1489
33;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;1186
33;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;2;2;1175
33;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;1170
33;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;981
33;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;952
33;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1116
33;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;1009
33;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1169
34;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;1775
34;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;1281
34;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;2033
34;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;864
34;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;971
34;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;709
34;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;745
34;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;2;2;1486
34;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;715
34;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;564
34;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;824
34;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;2850
34;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;643
34;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;750
34;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;1190
34;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;682
34;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;809
34;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;694
34;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;676
34;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;550
34;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;707
34;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;817
34;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;694
34;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;510
34;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;619
34;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;583
34;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;623
34;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1220
34;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;610
34;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;619
34;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;1286
34;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;724
34;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;747
34;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;1974
34;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;709
34;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;561
34;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;640
34;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;668
34;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;418
34;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;671
34;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;591
34;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;598
34;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;834
34;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;717
34;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;623
34;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;733
34;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;528
34;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;583
34;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;611
34;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;433
34;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;2;2;356
34;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;497
34;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;657
34;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;522
34;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;2;2;457
34;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;556
34;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;456
34;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;675
34;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;626
34;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;905
34;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;511
34;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1174
34;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;830
34;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;452
34;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;679
34;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;524
34;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;563
34;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;518
34;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;585
34;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;536
34;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;616
34;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;373
34;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;362
34;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;2;2;373
34;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;680
34;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;1;1;797
34;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;634
34;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;691
34;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;591
34;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;537
34;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;609
34;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;434
34;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;596
34;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;706
34;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;750
34;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;461
34;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;645
34;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;713
34;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;510
34;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;1337
34;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;518
34;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;563
34;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;507
34;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;440
34;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;685
34;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;438
34;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;412
34;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;639
34;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;732
34;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;591
34;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;498
34;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;633
34;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;572
34;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;459
34;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;507
34;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;2;2;420
34;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;980
34;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;2;2;578
34;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;567
34;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;882
34;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;501
34;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;501
34;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;505
34;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;572
34;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;603
34;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;668
34;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;686
34;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;727
34;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;552
34;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;460
34;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;2;2;504
34;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;410
34;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;602
34;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;547
34;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;603
34;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;592
34;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;689
34;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;727
34;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;612
34;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;664
34;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;2;2;1165
34;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;557
34;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;527
34;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;525
34;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1046
34;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;861
34;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;558
34;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;462
34;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;2;2;458
34;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;625
34;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;645
34;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;1125
34;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;1062
34;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;473
34;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;758
34;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;465
34;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;669
34;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;715
34;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;470
34;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;711
34;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;699
34;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;538
34;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;551
34;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;558
34;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;521
34;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;407
34;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;517
34;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;466
34;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;542
34;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;621
34;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;503
34;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;624
34;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;620
34;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;408
34;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;1053
34;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;1;2;360
34;ld;blutore;blu;tore;1;7;464.683.347;255;128;0;4;0;2;0;2;2;484
34;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;514
34;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1320
34;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;983
34;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;465
34;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;471
34;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;467
34;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;522
34;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;725
34;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;624
34;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;522
34;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;721
34;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;572
34;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;818
34;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;527
34;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;1097
34;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;494
34;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;464
34;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;2;2;521
34;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;609
34;ld;pericoloso;0;oso;3;10;4.697.022;255;255;0;0;2;1;1;1;1;701
34;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;548
34;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;608
35;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;840
35;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;831
35;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;725
35;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;693
35;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;829
35;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;756
35;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;1365
35;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;1433
35;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;818
35;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;1168
35;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;1;2;2359
35;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;1207
35;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;749
35;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;871
35;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;629
35;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;961
35;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;831
35;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;785
35;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;825
35;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;634
35;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;874
35;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;641
35;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;720
35;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1419
35;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;1026
35;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;1059
35;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;735
35;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;1072
35;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;943
35;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;1217
35;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;604
35;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;819
35;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;732
35;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;812
35;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;882
35;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;654
35;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;3;2;1315
35;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1367
