"experiment","task","participant_id","age","gender","trial_id","trial_order","stimulus","sentence","context","response","rating_scale"
"exp1_aptness","aptness rating","S25",35,"Male",35,0,"acid_test",,0,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S33",29,"Male",36,0,"acid_test",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S31",31,"Male",37,0,"acid_test",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S34",47,"Female",38,0,"acid_test",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S22",56,"Female",39,0,"acid_test",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S36",55,"Male",40,0,"acid_test",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S45",29,"Male",41,0,"acid_test",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S28",54,"Male",42,0,"acid_test",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S49",49,"Male",43,0,"acid_test",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S39",24,"Female",44,0,"acid_test",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S48",25,"Male",45,0,"acid_test",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S4",41,"Female",46,0,"acid_test",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S19",51,"Male",47,0,"acid_test",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S18",35,"Male",48,0,"acid_test",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S47",26,"Male",49,0,"acid_test",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S46",59,"Female",50,1,"almond_eyes",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S9",39,"Female",51,1,"almond_eyes",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S14",27,"Male",52,1,"almond_eyes",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S22",56,"Female",53,1,"almond_eyes",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S33",29,"Male",54,1,"almond_eyes",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S11",27,"Female",55,1,"almond_eyes",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S5",32,"Male",56,1,"almond_eyes",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S42",35,"Male",57,1,"almond_eyes",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S35",25,"Male",58,1,"almond_eyes",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S1",29,"Male",59,1,"almond_eyes",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S2",38,"Male",60,1,"almond_eyes",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S34",47,"Female",61,1,"almond_eyes",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S19",51,"Male",62,1,"almond_eyes",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S16",30,"Male",63,1,"almond_eyes",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S47",26,"Male",64,1,"almond_eyes",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S24",57,"Female",65,1,"almond_eyes",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S13",66,"Male",66,1,"almond_eyes",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S23",31,"Male",67,1,"almond_eyes",,0,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S12",57,"Female",68,1,"almond_eyes",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S8",34,"Female",69,1,"almond_eyes",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S45",29,"Male",70,1,"almond_eyes",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S10",35,"Male",71,1,"almond_eyes",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S26",40,"Male",72,1,"almond_eyes",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S40",53,"Female",73,1,"almond_eyes",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S20",48,"Female",74,1,"almond_eyes",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S44",30,"Male",75,1,"almond_eyes",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S7",35,"Male",76,1,"almond_eyes",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S43",32,"Male",77,1,"almond_eyes",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S15",53,"Female",78,1,"almond_eyes",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S4",41,"Female",79,1,"almond_eyes",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S39",24,"Female",80,1,"almond_eyes",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S18",35,"Male",81,1,"almond_eyes",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S27",32,"Male",82,1,"almond_eyes",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S29",31,"Male",83,1,"almond_eyes",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S41",23,"Male",84,1,"almond_eyes",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S48",25,"Male",85,1,"almond_eyes",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S6",29,"Female",86,1,"almond_eyes",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S21",40,"Female",87,1,"almond_eyes",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S25",35,"Male",88,1,"almond_eyes",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S28",54,"Male",89,1,"almond_eyes",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S17",57,"Female",90,1,"almond_eyes",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S36",55,"Male",91,1,"almond_eyes",,0,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S49",49,"Male",92,1,"almond_eyes",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S32",38,"Male",93,1,"almond_eyes",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S30",30,"Male",94,1,"almond_eyes",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S38",35,"Male",95,1,"almond_eyes",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S31",31,"Male",96,1,"almond_eyes",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S37",60,"Female",97,1,"almond_eyes",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S3",51,"Male",98,1,"almond_eyes",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S17",57,"Female",99,2,"angry_sea",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S34",47,"Female",100,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S15",53,"Female",101,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S43",32,"Male",102,2,"angry_sea",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S23",31,"Male",103,2,"angry_sea",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S38",35,"Male",104,2,"angry_sea",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S13",66,"Male",105,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S45",29,"Male",106,2,"angry_sea",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S19",51,"Male",107,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S37",60,"Female",108,2,"angry_sea",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S29",31,"Male",109,2,"angry_sea",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S20",48,"Female",110,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S31",31,"Male",111,2,"angry_sea",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S39",24,"Female",112,2,"angry_sea",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S44",30,"Male",113,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S4",41,"Female",114,2,"angry_sea",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S14",27,"Male",115,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S36",55,"Male",116,2,"angry_sea",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S9",39,"Female",117,2,"angry_sea",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S1",29,"Male",118,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S25",35,"Male",119,2,"angry_sea",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S24",57,"Female",120,2,"angry_sea",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S6",29,"Female",121,2,"angry_sea",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S40",53,"Female",122,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S46",59,"Female",123,2,"angry_sea",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S21",40,"Female",124,2,"angry_sea",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S47",26,"Male",125,2,"angry_sea",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S12",57,"Female",126,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S18",35,"Male",127,2,"angry_sea",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S10",35,"Male",128,2,"angry_sea",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S35",25,"Male",129,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S27",32,"Male",130,2,"angry_sea",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S48",25,"Male",131,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S22",56,"Female",132,2,"angry_sea",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S2",38,"Male",133,2,"angry_sea",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S26",40,"Male",134,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S7",35,"Male",135,2,"angry_sea",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S42",35,"Male",136,2,"angry_sea",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S8",34,"Female",137,2,"angry_sea",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S3",51,"Male",138,2,"angry_sea",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S11",27,"Female",139,2,"angry_sea",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S16",30,"Male",140,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S49",49,"Male",141,2,"angry_sea",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S33",29,"Male",142,2,"angry_sea",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S5",32,"Male",143,2,"angry_sea",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S32",38,"Male",144,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S41",23,"Male",145,2,"angry_sea",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S30",30,"Male",146,2,"angry_sea",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S28",54,"Male",147,2,"angry_sea",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S49",49,"Male",148,3,"arm_candy",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S17",57,"Female",149,3,"arm_candy",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S48",25,"Male",150,3,"arm_candy",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S6",29,"Female",151,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S3",51,"Male",152,3,"arm_candy",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S43",32,"Male",153,3,"arm_candy",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S25",35,"Male",154,3,"arm_candy",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S11",27,"Female",155,3,"arm_candy",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S26",40,"Male",156,3,"arm_candy",,1,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S33",29,"Male",157,3,"arm_candy",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S31",31,"Male",158,3,"arm_candy",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S2",38,"Male",159,3,"arm_candy",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S1",29,"Male",160,3,"arm_candy",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S46",59,"Female",161,3,"arm_candy",,1,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S15",53,"Female",162,3,"arm_candy",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S44",30,"Male",163,3,"arm_candy",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S47",26,"Male",164,3,"arm_candy",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S41",23,"Male",165,3,"arm_candy",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S18",35,"Male",166,3,"arm_candy",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S37",60,"Female",167,3,"arm_candy",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S5",32,"Male",168,3,"arm_candy",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S19",51,"Male",169,3,"arm_candy",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S20",48,"Female",170,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S13",66,"Male",171,3,"arm_candy",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S23",31,"Male",172,3,"arm_candy",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S22",56,"Female",173,3,"arm_candy",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S16",30,"Male",174,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S39",24,"Female",175,3,"arm_candy",,1,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S30",30,"Male",176,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S42",35,"Male",177,3,"arm_candy",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S32",38,"Male",178,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S27",32,"Male",179,3,"arm_candy",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S29",31,"Male",180,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S21",40,"Female",181,3,"arm_candy",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S9",39,"Female",182,3,"arm_candy",,0,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S36",55,"Male",183,3,"arm_candy",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S12",57,"Female",184,3,"arm_candy",,1,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S28",54,"Male",185,3,"arm_candy",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S7",35,"Male",186,3,"arm_candy",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S45",29,"Male",187,3,"arm_candy",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S8",34,"Female",188,3,"arm_candy",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S35",25,"Male",189,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S14",27,"Male",190,3,"arm_candy",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S4",41,"Female",191,3,"arm_candy",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S10",35,"Male",192,3,"arm_candy",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S40",53,"Female",193,3,"arm_candy",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S24",57,"Female",194,3,"arm_candy",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S34",47,"Female",195,3,"arm_candy",,1,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S38",35,"Male",196,3,"arm_candy",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S45",29,"Male",197,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S39",24,"Female",198,4,"baby_blues",,1,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S33",29,"Male",199,4,"baby_blues",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S15",53,"Female",200,4,"baby_blues",,1,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S42",35,"Male",201,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S47",26,"Male",202,4,"baby_blues",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S8",34,"Female",203,4,"baby_blues",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S26",40,"Male",204,4,"baby_blues",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S3",51,"Male",205,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S9",39,"Female",206,4,"baby_blues",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S40",53,"Female",207,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S12",57,"Female",208,4,"baby_blues",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S44",30,"Male",209,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S27",32,"Male",210,4,"baby_blues",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S20",48,"Female",211,4,"baby_blues",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S36",55,"Male",212,4,"baby_blues",,0,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S21",40,"Female",213,4,"baby_blues",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S41",23,"Male",214,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S10",35,"Male",215,4,"baby_blues",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S31",31,"Male",216,4,"baby_blues",,0,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S29",31,"Male",217,4,"baby_blues",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S4",41,"Female",218,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S7",35,"Male",219,4,"baby_blues",,0,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S35",25,"Male",220,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S34",47,"Female",221,4,"baby_blues",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S25",35,"Male",222,4,"baby_blues",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S48",25,"Male",223,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S30",30,"Male",224,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S22",56,"Female",225,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S16",30,"Male",226,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S28",54,"Male",227,4,"baby_blues",,0,1,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S11",27,"Female",228,4,"baby_blues",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S2",38,"Male",229,4,"baby_blues",,0,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S19",51,"Male",230,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S17",57,"Female",231,4,"baby_blues",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S32",38,"Male",232,4,"baby_blues",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S49",49,"Male",233,4,"baby_blues",,0,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S6",29,"Female",234,4,"baby_blues",,1,4,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S5",32,"Male",235,4,"baby_blues",,1,2,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S14",27,"Male",236,4,"baby_blues",,1,6,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S18",35,"Male",237,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S38",35,"Male",238,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S23",31,"Male",239,4,"baby_blues",,0,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S13",66,"Male",240,4,"baby_blues",,1,3,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S46",59,"Female",241,4,"baby_blues",,1,5,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S37",60,"Female",242,4,"baby_blues",,1,7,"1 = not apt; 7 = very apt"
"exp1_aptness","aptness rating","S43",32,"Male",243,4,"baby_blues",,0,5,"1 = not apt; 7 = very apt"
