"Ps.number","Cue.number","Response.number","cues","Response","first_key_RT","Response_spelling","ZipfUK","Response_corrected"
2,1,1,"ALPHABET","LETTERS",1194.4,NA,4.56,"LETTERS"
2,1,2,"ALPHABET","WRITING",599.7,NA,4.76,"WRITING"
2,1,3,"ALPHABET","WORDS",601.9,NA,5.09,"WORDS"
2,1,4,"ALPHABET","READING",1120.1,NA,4.78,"READING"
2,1,5,"ALPHABET","SPEECH",531.2,NA,4.72,"SPEECH"
2,1,6,"ALPHABET","COMMUNICATE",656,NA,4.03,"COMMUNICATE"
2,1,7,"ALPHABET","COMMUNICATION",663.5,NA,4.16,"COMMUNICATION"
2,1,8,"ALPHABET","LANGUAGE",994.3,NA,4.82,"LANGUAGE"
2,1,9,"ALPHABET","CYRILLIC",1367.8,NA,2.26,"CYRILLIC"
2,1,10,"ALPHABET","ROMAN",939.6,NA,4.52,"ROMAN"
2,1,11,"ALPHABET","GREEK",983.7,NA,4.53,"GREEK"
2,1,12,"ALPHABET","SYMBOLS",3272.6,NA,3.77,"SYMBOLS"
2,1,13,"ALPHABET","WRITINGS",881.8,NA,3.12,"WRITINGS"
2,1,14,"ALPHABET","POETRY",1048,NA,4.1,"POETRY"
2,1,15,"ALPHABET","BOOKS",1171.2,NA,4.86,"BOOKS"
2,1,16,"ALPHABET","THOUGHTS",3927.9,NA,4.55,"THOUGHTS"
2,1,17,"ALPHABET","EDUCATED",7295.7,NA,3.97,"EDUCATED"
2,1,18,"ALPHABET","LEARNING",719.3,NA,4.66,"LEARNING"
2,1,19,"ALPHABET","WRITE",477.9,NA,4.89,"WRITE"
2,1,20,"ALPHABET","WORDS",459.2,NA,5.09,"WORDS"
5,1,1,"ALPHABET","LETTER",3603.4,NA,4.85,"LETTER"
5,1,2,"ALPHABET","WORD",5753.2,NA,5.29,"WORD"
5,1,3,"ALPHABET","STORY",2911.7,NA,5.42,"STORY"
5,1,4,"ALPHABET","SCHOOL",5170,NA,5.45,"SCHOOL"
5,1,5,"ALPHABET","LESSON",2995,NA,4.46,"LESSON"
5,1,6,"ALPHABET","26",4595.8,"TWENTY SIX",NA,"TWENTY SIX"
5,1,7,"ALPHABET","LETTERS",5371.7,NA,4.56,"LETTERS"
5,1,8,"ALPHABET","LEARNING",3955.1,NA,4.66,"LEARNING"
5,1,9,"ALPHABET","NAMES",7219.6,NA,4.81,"NAMES"
5,1,10,"ALPHABET","ACRONYM",5215.8,NA,3.19,"ACRONYM"
5,1,11,"ALPHABET","COMPANY",9366.9,NA,5.23,"COMPANY"
5,1,12,"ALPHABET","CAPITALS",13168.7,NA,3.31,"CAPITALS"
5,1,13,"ALPHABET","LEARNING",10415.6,NA,4.66,"LEARNING"
5,1,14,"ALPHABET","ROTE",1695.2,NA,2.25,"ROTE"
5,1,15,"ALPHABET","SPAGHETTI",14144.7,NA,3.79,"SPAGHETTI"
5,1,16,"ALPHABET","NAMES",12402.5,NA,4.81,"NAMES"
5,1,17,"ALPHABET","INDEX",10108,NA,3.67,"INDEX"
5,1,18,"ALPHABET","CATEGORIES",4098.3,"CATEGORY",3.97,"CATEGORY"
5,1,19,"ALPHABET","SPELLING",4114.4,NA,3.69,"SPELLING"
5,1,20,"ALPHABET","HOME",18646.3,NA,5.86,"HOME"
6,1,1,"ALPHABET","LETTERS",971.1,NA,4.56,"LETTERS"
6,1,2,"ALPHABET","WORDS",3071.2,NA,5.09,"WORDS"
6,1,3,"ALPHABET","SPAGHETTI",3089.3,NA,3.79,"SPAGHETTI"
6,1,4,"ALPHABET","SENTENCES",2368.6,NA,3.94,"SENTENCES"
6,1,5,"ALPHABET","RHYME",1088.5,NA,4,"RHYME"
6,1,6,"ALPHABET","CHILDREN",1232.3,NA,5.53,"CHILDREN"
6,1,7,"ALPHABET","LEARNING",2081.5,NA,4.66,"LEARNING"
6,1,8,"ALPHABET","READING",1537.3,NA,4.78,"READING"
6,1,9,"ALPHABET","WRITING",3183.6,NA,4.76,"WRITING"
6,1,10,"ALPHABET","LANGUAGES",1676,NA,3.87,"LANGUAGES"
6,1,11,"ALPHABET","26",3375.7,"TWENTY SIX",NA,"TWENTY SIX"
6,1,12,"ALPHABET","PHONETICS",5578.7,NA,1.74,"PHONETICS"
6,1,13,"ALPHABET","UNDERSTANDING",6300,NA,4.47,"UNDERSTANDING"
6,1,14,"ALPHABET","LISTS",4399.7,NA,3.87,"LISTS"
6,1,15,"ALPHABET","ENGLISH",6345.3,NA,5.1,"ENGLISH"
6,1,16,"ALPHABET","MATHS EQUATIONS",13080.1,"MATHS EQUATIONS",NA,"MATHS EQUATIONS"
6,1,17,"ALPHABET","ALGEBRA",2665.5,NA,2.86,"ALGEBRA"
6,1,18,"ALPHABET","KISSES",6147,"KISS",3.69,"KISS"
6,1,19,"ALPHABET","INITIALS",14607.7,NA,3.76,"INITIALS"
6,1,20,"ALPHABET","CAPITALS",4208.3,NA,3.31,"CAPITALS"
14,1,1,"ALPHABET","LETTERS",1412.4,NA,4.56,"LETTERS"
14,1,2,"ALPHABET","SONG",1266.2,NA,5.1,"SONG"
14,1,3,"ALPHABET","LANGUAGE",3538.8,NA,4.82,"LANGUAGE"
14,1,4,"ALPHABET","LEARN",2376.7,NA,5.01,"LEARN"
14,1,5,"ALPHABET","SEQUENCE",6666,NA,4.08,"SEQUENCE"
14,1,6,"ALPHABET","NUMBERS",633.7,NA,4.93,"NUMBERS"
14,1,7,"ALPHABET","SONG",3688.8,NA,5.1,"SONG"
14,1,8,"ALPHABET","SCHOOL",2029.8,NA,5.45,"SCHOOL"
14,1,9,"ALPHABET","NURSERY",932,NA,4.16,"NURSERY"
14,1,10,"ALPHABET","RHYME",1479.1,NA,4,"RHYME"
14,1,11,"ALPHABET","READING",4140.2,NA,4.78,"READING"
14,1,12,"ALPHABET","BOOKS",656.7,NA,4.86,"BOOKS"
14,1,13,"ALPHABET","ENGLISH",3604.9,NA,5.1,"ENGLISH"
14,1,14,"ALPHABET","APPLE",10896.8,NA,4.58,"APPLE"
14,1,15,"ALPHABET","DAUGHTER",9046.1,NA,4.97,"DAUGHTER"
14,1,16,"ALPHABET","SON",725.4,NA,5.17,"SON"
14,1,17,"ALPHABET","YOUNG",2654,NA,5.51,"YOUNG"
14,1,18,"ALPHABET","TODDLER",643.1,NA,3.51,"TODDLER"
14,1,19,"ALPHABET","PLAYGROUND",4109,NA,3.88,"PLAYGROUND"
14,1,20,"ALPHABET","BOOK",1366,NA,5.21,"BOOK"
16,1,1,"ALPHABET","SCHOOL",510,NA,5.45,"SCHOOL"
16,1,2,"ALPHABET","STUDENT",234.7,NA,4.61,"STUDENT"
16,1,3,"ALPHABET","LEARNING",230.4,NA,4.66,"LEARNING"
16,1,4,"ALPHABET","READING",1245.3,NA,4.78,"READING"
16,1,5,"ALPHABET","LETTERS",284.5,NA,4.56,"LETTERS"
16,1,6,"ALPHABET","SYMBOLS",714.1,NA,3.77,"SYMBOLS"
16,1,7,"ALPHABET","CHART",2020,NA,3.99,"CHART"
16,1,8,"ALPHABET","GAME",1300.9,NA,5.54,"GAME"
16,1,9,"ALPHABET","ROUTINE",3858.6,NA,4.39,"ROUTINE"
16,1,10,"ALPHABET","SPEECH",3854.6,NA,4.72,"SPEECH"
16,1,11,"ALPHABET","LANGUAGE",1158.1,NA,4.82,"LANGUAGE"
16,1,12,"ALPHABET","DEVELOPMENT",349.2,NA,4.71,"DEVELOPMENT"
16,1,13,"ALPHABET","ENGLISH",356.2,NA,5.1,"ENGLISH"
16,1,14,"ALPHABET","NOVELS",433.6,NA,3.98,"NOVELS"
16,1,15,"ALPHABET","READING",1935.3,NA,4.78,"READING"
16,1,16,"ALPHABET","UNDERSTANDING",2809.9,NA,4.47,"UNDERSTANDING"
16,1,17,"ALPHABET","GROWTH",1129,NA,4.91,"GROWTH"
16,1,18,"ALPHABET","CONNECTIONS",1615,NA,4.07,"CONNECTIONS"
16,1,19,"ALPHABET","PICTURES",4423.8,NA,4.8,"PICTURES"
16,1,20,"ALPHABET","ANIMATIONS",722.8,NA,2.62,"ANIMATIONS"
21,1,1,"ALPHABET","LANGUAGE",4780.6,NA,4.82,"LANGUAGE"
21,1,2,"ALPHABET","ENGLISH",802.8,NA,5.1,"ENGLISH"
21,1,3,"ALPHABET","CHILDREN",3636.2,NA,5.53,"CHILDREN"
21,1,4,"ALPHABET","LEARNING",474.6,NA,4.66,"LEARNING"
21,1,5,"ALPHABET","SCHOOL",356.3,NA,5.45,"SCHOOL"
21,1,6,"ALPHABET","EASY",2701.7,NA,5.32,"EASY"
21,1,7,"ALPHABET","HARD",1700.2,NA,5.58,"HARD"
21,1,8,"ALPHABET","NURSERY",1252.7,NA,4.16,"NURSERY"
21,1,9,"ALPHABET","TEACHERS",1205.3,NA,4.51,"TEACHERS"
21,1,10,"ALPHABET","BOOK",1564.8,NA,5.21,"BOOK"
21,1,11,"ALPHABET","TODDLERS",3596.4,NA,3.03,"TODDLERS"
21,1,12,"ALPHABET","EUROPEAN",4790.2,NA,5.06,"EUROPEAN"
21,1,13,"ALPHABET","PASSWORDS",627.3,NA,2.72,"PASSWORDS"
21,1,14,"ALPHABET","VOCABULARY",5236.9,NA,3.43,"VOCABULARY"
21,1,15,"ALPHABET","SPEECH",1607.3,NA,4.72,"SPEECH"
21,1,16,"ALPHABET","READING",1305.6,NA,4.78,"READING"
21,1,17,"ALPHABET","COMMUNICATING",1048.4,NA,3.57,"COMMUNICATING"
21,1,18,"ALPHABET","WORDSKILL",1595.8,NA,NA,"WORDSKILL"
21,1,19,"ALPHABET","STORY",5596.2,NA,5.42,"STORY"
21,1,20,"ALPHABET","ESSAY",1701.7,NA,3.41,"ESSAY"
27,1,1,"ALPHABET","LETTERS",840.2,NA,4.56,"LETTERS"
27,1,2,"ALPHABET","STREET",3612.6,NA,5.2,"STREET"
27,1,3,"ALPHABET","PHONETIC",755.7,NA,2.61,"PHONETIC"
27,1,4,"ALPHABET","LEARN",1083.5,NA,5.01,"LEARN"
27,1,5,"ALPHABET","TWENTY-SIX",1282.1,"TWENTY SIX",NA,"TWENTY SIX"
27,1,6,"ALPHABET","VOWELS",758.2,NA,3.2,"VOWELS"
27,1,7,"ALPHABET","CONSANANTS",493.7,NA,2.47,"CONSANANTS"
27,1,8,"ALPHABET","SPELL",2531.6,NA,4.31,"SPELL"
27,1,9,"ALPHABET","CHILD",1180.9,NA,5.14,"CHILD"
27,1,10,"ALPHABET","SCHOOL",773.6,NA,5.45,"SCHOOL"
27,1,11,"ALPHABET","PAINTING",739.6,NA,4.77,"PAINTING"
27,1,12,"ALPHABET","WALL",729.8,NA,5.05,"WALL"
27,1,13,"ALPHABET","KEYBOARD",1219.6,NA,3.64,"KEYBOARD"
27,1,14,"ALPHABET","TYPE",895.7,NA,4.93,"TYPE"
27,1,15,"ALPHABET","WRITE",13234.7,NA,4.89,"WRITE"
27,1,16,"ALPHABET","PRINCE",8065,NA,4.74,"PRINCE"
27,1,17,"ALPHABET","SOUNDS",6499.8,NA,5.1,"SOUNDS"
27,1,18,"ALPHABET","SHAPES",597.5,NA,4.22,"SHAPES"
27,1,19,"ALPHABET","LEFT",1473.5,NA,5.66,"LEFT"
27,1,20,"ALPHABET","RIGHT",850.5,NA,6.36,"RIGHT"
34,1,1,"ALPHABET","SONG",902.1,NA,5.1,"SONG"
34,1,2,"ALPHABET","VOWELS",428.1,NA,3.2,"VOWELS"
34,1,3,"ALPHABET","CONSTANANTS",513.7,NA,2.47,"CONSTANANTS"
34,1,4,"ALPHABET","LETTERS",966.5,NA,4.56,"LETTERS"
34,1,5,"ALPHABET","WORDS",1112.5,NA,5.09,"WORDS"
34,1,6,"ALPHABET","STORIES",797.9,"STORY",4.87,"STORY"
34,1,7,"ALPHABET","BOOKS",793.1,NA,4.86,"BOOKS"
34,1,8,"ALPHABET","LEARNING",587,NA,4.66,"LEARNING"
34,1,9,"ALPHABET","NURSERY",454.8,NA,4.16,"NURSERY"
34,1,10,"ALPHABET","TEACHING",1047.1,NA,4.42,"TEACHING"
34,1,11,"ALPHABET","BLOCKS",3703.3,NA,4.21,"BLOCKS"
34,1,12,"ALPHABET","SOUP",8545,NA,4.41,"SOUP"
34,1,13,"ALPHABET","SPAGHETTI",947.1,NA,3.79,"SPAGHETTI"
34,1,14,"ALPHABET","RHYMES",8067.2,NA,3.61,"RHYMES"
34,1,15,"ALPHABET","READING",5132.6,NA,4.78,"READING"
34,1,16,"ALPHABET","LIBRARY",1324.8,NA,4.34,"LIBRARY"
34,1,17,"ALPHABET","TEACHER",4797.5,NA,4.68,"TEACHER"
34,1,18,"ALPHABET","PARENTS",2223,NA,5.07,"PARENTS"
34,1,19,"ALPHABET","STORYBOOK",3743.3,NA,2.57,"STORYBOOK"
34,1,20,"ALPHABET","MUSIC",12879.2,NA,5.35,"MUSIC"
35,1,1,"ALPHABET","LETTERS",904.3,NA,4.56,"LETTERS"
35,1,2,"ALPHABET","VENACULAR",867.6,NA,1.47,"VENACULAR"
35,1,3,"ALPHABET","SPELLING",656.1,NA,3.69,"SPELLING"
35,1,4,"ALPHABET","PHONICS",8285.9,NA,2.3,"PHONICS"
35,1,5,"ALPHABET","NAMES",2174.9,NA,4.81,"NAMES"
35,1,6,"ALPHABET","CAPITAL",3276,NA,4.77,"CAPITAL"
35,1,7,"ALPHABET","LOWER CASE",616,NA,NA,"LOWER CASE"
35,1,8,"ALPHABET","CONSTANANT",2695.8,NA,2.47,"CONSTANANT"
35,1,9,"ALPHABET","VERB",1855.7,NA,3.06,"VERB"
35,1,10,"ALPHABET","NOUN",2925.5,NA,2.82,"NOUN"
35,1,11,"ALPHABET","ADJECTIVE",9875.2,NA,3.04,"ADJECTIVE"
35,1,12,"ALPHABET","SETENCE",954,"SENTENCE",4.34,"SENTENCE"
35,1,13,"ALPHABET","WORDS",895.2,NA,5.09,"WORDS"
35,1,14,"ALPHABET","LANGUAGE",8315.3,NA,4.82,"LANGUAGE"
35,1,15,"ALPHABET","LITERACY",595.8,NA,3.46,"LITERACY"
35,1,16,"ALPHABET","READING",1004.9,NA,4.78,"READING"
35,1,17,"ALPHABET","WRITING",1327.6,NA,4.76,"WRITING"
35,1,18,"ALPHABET","BOOKS",2406.2,NA,4.86,"BOOKS"
35,1,19,"ALPHABET","CHART",2015.1,NA,3.99,"CHART"
35,1,20,"ALPHABET","LEARNING",5606.1,NA,4.66,"LEARNING"
38,1,1,"ALPHABET","GREEK",766.2,NA,4.53,"GREEK"
38,1,2,"ALPHABET","LETTERS",495.5,NA,4.56,"LETTERS"
38,1,3,"ALPHABET","WORDS",440.7,NA,5.09,"WORDS"
38,1,4,"ALPHABET","ORDER",1308.5,NA,5.15,"ORDER"
38,1,5,"ALPHABET","NUMBERS",387.7,NA,4.93,"NUMBERS"
38,1,6,"ALPHABET","COMPANY",4890.9,NA,5.23,"COMPANY"
38,1,7,"ALPHABET","GOOGLE",352.9,NA,3.99,"GOOGLE"
38,1,8,"ALPHABET","SPELL",18859.1,NA,4.31,"SPELL"
1,2,1,"BATTLE","WAR",2081.4,NA,5.34,"WAR"
1,2,2,"BATTLE","FIGHT",1969.2,NA,5.04,"FIGHT"
1,2,3,"BATTLE","ARMY",255.2,NA,4.91,"ARMY"
1,2,4,"BATTLE","SOLDIERS",2068.6,NA,4.62,"SOLDIERS"
1,2,5,"BATTLE","COUNTYS",4935.5,NA,1.17,"COUNTYS"
1,2,6,"BATTLE","WEAPONS",5479.3,NA,4.38,"WEAPONS"
1,2,7,"BATTLE","HURT",761,NA,4.82,"HURT"
1,2,8,"BATTLE","FIGHTING",4169.7,NA,4.87,"FIGHTING"
1,2,9,"BATTLE","COMBAT",547,NA,4.03,"COMBAT"
1,2,10,"BATTLE","CASULTIES",2054.4,"CASUALTY",3.92,"CASUALTY"
1,2,11,"BATTLE","HURTD",1579.8,"HURT",4.82,"HURT"
1,2,12,"BATTLE","WOUNDS",989.4,NA,3.84,"WOUNDS"
1,2,13,"BATTLE","SCARS",1079,NA,3.64,"SCARS"
1,2,14,"BATTLE","WRONG",1039.8,NA,5.58,"WRONG"
1,2,15,"BATTLE","BOMBS",2917.8,NA,4.11,"BOMBS"
1,2,16,"BATTLE","DESTRUCTION",1182.7,NA,4.07,"DESTRUCTION"
1,2,17,"BATTLE","CRY",6533.8,NA,4.56,"CRY"
1,2,18,"BATTLE","WEAP",1186.8,"WEEP",3.4,"WEEP"
1,2,19,"BATTLE","AVENGE",1869.8,NA,2.76,"AVENGE"
1,2,20,"BATTLE","REASONS",1319.4,NA,4.73,"REASONS"
3,2,1,"BATTLE","1066",1804,NA,NA,"1066"
3,2,2,"BATTLE","HASTINGS",619.8,"HASTINGS",3.77,"HASTINGS"
3,2,3,"BATTLE","WAR",258.5,NA,5.34,"WAR"
3,2,4,"BATTLE","KILLING",2591.7,NA,4.52,"KILLING"
3,2,5,"BATTLE","SAVING",884.1,NA,4.49,"SAVING"
3,2,6,"BATTLE","PEOPLE",657.3,NA,6.35,"PEOPLE"
3,2,7,"BATTLE","GUNS",586.2,NA,4.36,"GUNS"
3,2,8,"BATTLE","AMMUNITION",350,NA,3.61,"AMMUNITION"
3,2,9,"BATTLE","MEN",451.6,NA,5.37,"MEN"
3,2,10,"BATTLE","WOMEN",380,"WOMAN",5.28,"WOMAN"
3,2,11,"BATTLE","HORSES",950.2,NA,4.68,"HORSES"
3,2,12,"BATTLE","BOMBS",1804.4,NA,4.11,"BOMBS"
3,2,13,"BATTLE","GRANADES",936,NA,3.36,"GRANADES"
3,2,14,"BATTLE","FIGHT",4788.8,NA,5.04,"FIGHT"
3,2,15,"BATTLE","FLIGHT",997,NA,4.58,"FLIGHT"
3,2,16,"BATTLE","HEROS",1089.5,NA,2.55,"HEROS"
3,2,17,"BATTLE","NOISE",2674.6,NA,4.78,"NOISE"
3,2,18,"BATTLE","COMOTION",1910.4,"COMMOTION",3.13,"COMMOTION"
3,2,19,"BATTLE","DEATH",381,NA,5.14,"DEATH"
3,2,20,"BATTLE","DYING",1049.7,NA,4.5,"DYING"
10,2,1,"BATTLE","HASTINGS",517.4,"HASTINGS",3.77,"HASTINGS"
10,2,2,"BATTLE","HAROLD",3327,NA,3.99,"HAROLD"
10,2,3,"BATTLE","EYE",8472.9,NA,5.13,"EYE"
10,2,4,"BATTLE","GLASSES",1621.1,NA,4.37,"GLASSES"
10,2,5,"BATTLE","VISION",615.7,NA,4.56,"VISION"
10,2,6,"BATTLE","MARVEL",1135.7,NA,3.43,"MARVEL"
10,2,7,"BATTLE","IRON MAN",1784.8,NA,NA,"IRON MAN"
10,2,8,"BATTLE","HERO",2576.8,NA,4.53,"HERO"
10,2,9,"BATTLE","FIREMAN",2080.9,NA,3.48,"FIREMAN"
10,2,10,"BATTLE","FIRE",4990.9,NA,5.18,"FIRE"
10,2,11,"BATTLE","WATER",1341.7,NA,5.53,"WATER"
10,2,12,"BATTLE","LAKE",4373,NA,4.49,"LAKE"
10,2,13,"BATTLE","FISH",889.5,NA,5.19,"FISH"
10,2,14,"BATTLE","SWIMMING",666,NA,4.55,"SWIMMING"
10,2,15,"BATTLE","FLOATING",4803.5,NA,4.11,"FLOATING"
10,2,16,"BATTLE","DEAD",1667.1,NA,5.15,"DEAD"
10,2,17,"BATTLE","BODY",3699.4,NA,5.18,"BODY"
10,2,18,"BATTLE","COLD",1878.5,NA,5.11,"COLD"
10,2,19,"BATTLE","FRIDGE",1624.8,NA,4.31,"FRIDGE"
10,2,20,"BATTLE","MILK",1286.6,NA,4.73,"MILK"
11,2,1,"BATTLE","FIGHT",905.5,NA,5.04,"FIGHT"
11,2,2,"BATTLE","HASTINGS",624,"HASTINGS",3.77,"HASTINGS"
11,2,3,"BATTLE","GROUND",1809.1,NA,5.19,"GROUND"
11,2,4,"BATTLE","WW1",658.8,NA,1.87,"WW1"
11,2,5,"BATTLE","WW2",737.5,NA,1.9,"WW2"
11,2,6,"BATTLE","RUSSIA",3728.4,NA,4.48,"RUSSIA"
11,2,7,"BATTLE","UKRAINE",1431.2,NA,3.76,"UKRAINE"
11,2,8,"BATTLE","KNIGHTS",1543.6,NA,3.75,"KNIGHTS"
11,2,9,"BATTLE","ARMY",2021.6,NA,4.91,"ARMY"
11,2,10,"BATTLE","CALVERY",1551.3,"CAVALRY",3.6,"CAVALRY"
11,2,11,"BATTLE","SOILDERS",1877.9,"SOLDIER",4.36,"SOLDIER"
11,2,12,"BATTLE","DEATH",4338.2,NA,5.14,"DEATH"
11,2,13,"BATTLE","DYING",2103.5,NA,4.5,"DYING"
11,2,14,"BATTLE","DEAD",1508.3,NA,5.15,"DEAD"
11,2,15,"BATTLE","WON",5216.6,NA,5.36,"WON"
11,2,16,"BATTLE","LOST",607.3,NA,5.42,"LOST"
11,2,17,"BATTLE","CASUALTY",385.4,NA,3.92,"CASUALTY"
11,2,18,"BATTLE","HOSPITAL",677.4,NA,5.08,"HOSPITAL"
11,2,19,"BATTLE","EXCHALIBER",547.4,"EXCALIBER",1.7,"EXCALIBER"
11,2,20,"BATTLE","WAR",2626.1,NA,5.34,"WAR"
18,2,1,"BATTLE","FIGHT",1058.6,NA,5.04,"FIGHT"
18,2,2,"BATTLE","SOLDIER",477.3,NA,4.36,"SOLDIER"
18,2,3,"BATTLE","ARMY",1079.2,NA,4.91,"ARMY"
18,2,4,"BATTLE","NAVY",344.8,NA,4.28,"NAVY"
18,2,5,"BATTLE","RAF",1001.3,NA,4.17,"RAF"
18,2,6,"BATTLE","CADETS",1114.1,NA,3.67,"CADETS"
18,2,7,"BATTLE","WAR",2374.1,NA,5.34,"WAR"
18,2,8,"BATTLE","PUNCH",2493.2,NA,4.32,"PUNCH"
18,2,9,"BATTLE","KICK",332.8,NA,4.91,"KICK"
18,2,10,"BATTLE","HAIR PULL",3449.8,NA,NA,"HAIR PULL"
18,2,11,"BATTLE","PUSH",3299,NA,4.92,"PUSH"
18,2,12,"BATTLE","SHOVE",497.7,NA,3.78,"SHOVE"
18,2,13,"BATTLE","COURAGE",16251.3,NA,4.21,"COURAGE"
18,2,14,"BATTLE","BRAVE",918,NA,4.64,"BRAVE"
18,2,15,"BATTLE","WIN",1414.7,NA,5.49,"WIN"
18,2,16,"BATTLE","LOSE",536.3,NA,5.11,"LOSE"
18,2,17,"BATTLE","MENTAL",8197.3,NA,4.43,"MENTAL"
18,2,18,"BATTLE","PHYSICAL",747.3,NA,4.45,"PHYSICAL"
18,2,19,"BATTLE","HARD",3644.7,NA,5.58,"HARD"
18,2,20,"BATTLE","SAD",606.2,NA,4.81,"SAD"
24,2,1,"BATTLE","WAR",449.5,NA,5.34,"WAR"
24,2,2,"BATTLE","SOILDERS",232.2,"SOLDIER",4.36,"SOLDIER"
24,2,3,"BATTLE","ARMY",423.8,NA,4.91,"ARMY"
24,2,4,"BATTLE","RAF",1672.1,NA,4.17,"RAF"
24,2,5,"BATTLE","FIGHTING",3284.6,NA,4.87,"FIGHTING"
24,2,6,"BATTLE","WORLD",6687.1,NA,5.88,"WORLD"
24,2,7,"BATTLE","ILLNESSES",3686.6,"ILLNESS",3.4,"ILLNESS"
24,2,8,"BATTLE","HEALTH",1084.8,NA,5.14,"HEALTH"
24,2,9,"BATTLE","COUNSELLING",2482,"COUNSELING",3.59,"COUNSELING"
24,2,10,"BATTLE","DEMONS",484.9,NA,3.47,"DEMONS"
24,2,11,"BATTLE","COURTS",7159.7,NA,4.21,"COURTS"
24,2,12,"BATTLE","PEOPLE",10450.7,NA,6.35,"PEOPLE"
24,2,13,"BATTLE","SYSTEMS",648,NA,4.32,"SYSTEMS"
24,2,14,"BATTLE","AXE",12586,NA,3.85,"AXE"
24,2,15,"BATTLE","CONFLICT",11543.4,NA,4.36,"CONFLICT"
24,2,16,"BATTLE","DISAGREEMENT",1364.7,NA,3.52,"DISAGREEMENT"
24,2,17,"BATTLE","RIGHTS",1742.1,NA,4.76,"RIGHTS"
24,2,18,"BATTLE","NATO",5413.1,NA,4.21,"NATO"
24,2,19,"BATTLE","PUNISHMENT",4916.6,NA,4.06,"PUNISHMENT"
24,2,20,"BATTLE","LOSS",2635.2,NA,4.67,"LOSS"
25,2,1,"BATTLE","FIGHT",1075.8,NA,5.04,"FIGHT"
25,2,2,"BATTLE","FOUGHT",2875,NA,4.47,"FOUGHT"
25,2,3,"BATTLE","HILL",570.1,NA,4.71,"HILL"
25,2,4,"BATTLE","CASTLE",591.6,NA,4.68,"CASTLE"
25,2,5,"BATTLE","STONE",2054.5,NA,4.84,"STONE"
25,2,6,"BATTLE","COLD",550.5,NA,5.11,"COLD"
25,2,7,"BATTLE","HOT",2554.3,NA,5.14,"HOT"
25,2,8,"BATTLE","GREEN",1227.8,NA,5.22,"GREEN"
25,2,9,"BATTLE","GRASS",747,NA,4.58,"GRASS"
25,2,10,"BATTLE","DEW",5364.8,NA,3.09,"DEW"
25,2,11,"BATTLE","HALT",823.9,NA,3.94,"HALT"
25,2,12,"BATTLE","NEWS",12457.4,NA,5.41,"NEWS"
25,2,13,"BATTLE","WALES",583.3,"WALES",5.35,"WALES"
25,2,14,"BATTLE","WALL",1818.2,NA,5.05,"WALL"
25,2,15,"BATTLE","THICK",768.3,NA,4.52,"THICK"
25,2,16,"BATTLE","STAIRS",499.4,NA,4.42,"STAIRS"
25,2,17,"BATTLE","GUARD",1976.9,NA,4.33,"GUARD"
25,2,18,"BATTLE","METAL",739.9,NA,4.63,"METAL"
25,2,19,"BATTLE","SPIKE",2293.2,NA,3.77,"SPIKE"
25,2,20,"BATTLE","FLOOR",2306.9,NA,5.04,"FLOOR"
28,2,1,"BATTLE","ABBEY",772,NA,4.27,"ABBEY"
28,2,2,"BATTLE","1066",722.6,NA,NA,"1066"
28,2,3,"BATTLE","HASTINGS",1533.3,"HASTINGS",3.77,"HASTINGS"
28,2,4,"BATTLE","FEAR",2005,NA,4.84,"FEAR"
28,2,5,"BATTLE","NORMANS",433.2,"NORMANS",3.45,"NORMANS"
28,2,6,"BATTLE","SAXONS",589.1,"SAXONS",3.33,"SAXONS"
28,2,7,"BATTLE","MARKET",2692.1,NA,5.22,"MARKET"
28,2,8,"BATTLE","TAPESTRY",6894.1,NA,3.42,"TAPESTRY"
28,2,9,"BATTLE","WORK",11458.3,NA,5.99,"WORK"
28,2,10,"BATTLE","CONFLICT",3767.7,NA,4.36,"CONFLICT"
28,2,11,"BATTLE","WAR",5621.1,NA,5.34,"WAR"
28,2,12,"BATTLE","SCHOOL GROUND",4606.1,NA,NA,"SCHOOL GROUND"
28,2,13,"BATTLE","ROBERTSBRIDGE",3727.1,NA,1.74,"ROBERTSBRIDGE"
28,2,14,"BATTLE","ARROWS",4605,NA,3.68,"ARROWS"
28,2,15,"BATTLE","MEMORBILIA",4100.5,"MEMORABILIA",3.85,"MEMORABILIA"
28,2,16,"BATTLE","HOME",7003,NA,5.86,"HOME"
28,2,17,"BATTLE","TRAIN STATIN",14461.2,"TRAIN STATION",NA,"TRAIN STATION"
28,2,18,"BATTLE","POPPY",13397.8,NA,3.98,"POPPY"
28,2,19,"BATTLE","CASTLES",7171.5,NA,3.7,"CASTLES"
28,2,20,"BATTLE","ANGLO",6080.3,NA,3.91,"ANGLO"
36,2,1,"BATTLE","FIGHT",2794,NA,5.04,"FIGHT"
36,2,2,"BATTLE","WIN",617.7,NA,5.49,"WIN"
36,2,3,"BATTLE","LOSE",482.1,NA,5.11,"LOSE"
36,2,4,"BATTLE","CONFLICT",2168,NA,4.36,"CONFLICT"
36,2,5,"BATTLE","CLASH",956.2,NA,3.92,"CLASH"
36,2,6,"BATTLE","ARGUE",1194.6,NA,4.44,"ARGUE"
36,2,7,"BATTLE","COMBAT",651,NA,4.03,"COMBAT"
36,2,8,"BATTLE","ASSAULT",3922,NA,4.11,"ASSAULT"
