"Ps.number","Cue.number","Response.number","cues","Response","first_key_RT","Response_spelling","ZipfUK","Response_corrected"
39,6,13,"DIAGRAM","LECTURE",961.4,NA,3.74,"LECTURE"
39,6,14,"DIAGRAM","LESSON",315.3,NA,4.46,"LESSON"
39,6,15,"DIAGRAM","BOOK",761.3,NA,5.21,"BOOK"
39,6,16,"DIAGRAM","SUMMARY",5389.8,NA,3.64,"SUMMARY"
39,6,17,"DIAGRAM","ANALYZE",1433.2,NA,1.3,"ANALYZE"
7,7,1,"DOORMAT","TRAMP",647,NA,3.51,"TRAMP"
7,7,2,"DOORMAT","TRAMPLED",604.1,"TRAMPLE",2.99,"TRAMPLE"
7,7,3,"DOORMAT","OUTDOOR",1915,NA,3.95,"OUTDOOR"
7,7,4,"DOORMAT","INDOOR",333.2,NA,3.8,"INDOOR"
7,7,5,"DOORMAT","DIRTY",851.6,NA,4.57,"DIRTY"
7,7,6,"DOORMAT","RUB",1324.6,NA,4.08,"RUB"
7,7,7,"DOORMAT","FOOT",539.6,NA,4.92,"FOOT"
7,7,8,"DOORMAT","FEET",628,"FOOT",5.08,"FOOT"
7,7,9,"DOORMAT","STAND",1084.3,NA,5.25,"STAND"
7,7,10,"DOORMAT","WELCOME",501.2,NA,5.42,"WELCOME"
7,7,11,"DOORMAT","GOODBYE",579.7,NA,4.77,"GOODBYE"
7,7,12,"DOORMAT","RUBBER",1780.1,NA,4.06,"RUBBER"
7,7,13,"DOORMAT","CARPET",763.2,NA,4.25,"CARPET"
7,7,14,"DOORMAT","VELVET",1499.7,NA,3.63,"VELVET"
7,7,15,"DOORMAT","LILAC",1588.2,NA,3.02,"LILAC"
7,7,16,"DOORMAT","ESSENTIALS",9619.2,NA,3.29,"ESSENTIALS"
7,7,17,"DOORMAT","GRIP",7554.3,NA,4.14,"GRIP"
7,7,18,"DOORMAT","BACKING",500.1,NA,4.18,"BACKING"
7,7,19,"DOORMAT","COLOURS",3555.7,"COLORS",4.69,"COLORS"
7,7,20,"DOORMAT","BLACK",868.3,NA,5.26,"BLACK"
8,7,1,"DOORMAT","WET",344,NA,4.76,"WET"
8,7,2,"DOORMAT","RAIN",118,NA,5.08,"RAIN"
8,7,3,"DOORMAT","DRY",232,NA,4.96,"DRY"
8,7,4,"DOORMAT","DOOR",1244,NA,5.26,"DOOR"
8,7,5,"DOORMAT","ENTRANCE",512,NA,4.23,"ENTRANCE"
8,7,6,"DOORMAT","HOUSE",333,NA,5.83,"HOUSE"
8,7,7,"DOORMAT","BUILDING",738,NA,5.24,"BUILDING"
8,7,8,"DOORMAT","WIPE",1525,NA,4,"WIPE"
8,7,9,"DOORMAT","SHOES",1064,NA,4.66,"SHOES"
8,7,10,"DOORMAT","BOOTS",703,NA,4.36,"BOOTS"
8,7,11,"DOORMAT","FOOTWEAR",513,NA,3.24,"FOOTWEAR"
8,7,12,"DOORMAT","DIRTY",3021,NA,4.57,"DIRTY"
12,7,1,"DOORMAT","DOORWAY",463,NA,3.71,"DOORWAY"
12,7,2,"DOORMAT","ENTRANCE",266,NA,4.23,"ENTRANCE"
12,7,3,"DOORMAT","WALK",833,NA,5.19,"WALK"
12,7,4,"DOORMAT","DIRTY",1350,NA,4.57,"DIRTY"
12,7,5,"DOORMAT","FEET",400,"FOOT",5.08,"FOOT"
12,7,6,"DOORMAT","SHOES",253,NA,4.66,"SHOES"
12,7,7,"DOORMAT","MATERIAL",5827,NA,4.57,"MATERIAL"
12,7,8,"DOORMAT","RECTANGLE",268,NA,3.38,"RECTANGLE"
12,7,9,"DOORMAT","PHRASE",2010,NA,4.29,"PHRASE"
12,7,10,"DOORMAT","INDIVIDUAL",1684,NA,4.71,"INDIVIDUAL"
12,7,11,"DOORMAT","PROTECT",2586,NA,4.81,"PROTECT"
12,7,12,"DOORMAT","FLOOR",223,NA,5.04,"FLOOR"
12,7,13,"DOORMAT","RUG",283,NA,3.57,"RUG"
12,7,14,"DOORMAT","SUBMISSIVE",4039,NA,2.54,"SUBMISSIVE"
12,7,15,"DOORMAT","NON-DOMINANT",2378,NA,NA,"NON-DOMINANT"
12,7,16,"DOORMAT","WALKED-OVER",1318,NA,NA,"WALKED-OVER"
12,7,17,"DOORMAT","PUSHOVER",268,NA,2.96,"PUSHOVER"
12,7,18,"DOORMAT","BROWN",2679,NA,5.01,"BROWN"
12,7,19,"DOORMAT","SPIKY",754,NA,3.51,"SPIKY"
12,7,20,"DOORMAT","HOUSE",1649,NA,5.83,"HOUSE"
13,7,1,"DOORMAT","DOOR",719,NA,5.26,"DOOR"
13,7,2,"DOORMAT","MAT",695,NA,3.76,"MAT"
13,7,3,"DOORMAT","SHOES",2686,NA,4.66,"SHOES"
13,7,4,"DOORMAT","WIPE",1256,NA,4,"WIPE"
13,7,5,"DOORMAT","HOUSE",3281,NA,5.83,"HOUSE"
13,7,6,"DOORMAT","HOME",480,NA,5.86,"HOME"
13,7,7,"DOORMAT","WET",7013,NA,4.76,"WET"
13,7,8,"DOORMAT","WEATHER",858,NA,5.12,"WEATHER"
13,7,9,"DOORMAT","HELPFUL",4658,NA,4.21,"HELPFUL"
13,7,10,"DOORMAT","DRY",1274,NA,4.96,"DRY"
13,7,11,"DOORMAT","HELPFUL",2314,NA,4.21,"HELPFUL"
13,7,12,"DOORMAT","FRONT DOOR",3672,NA,NA,"FRONT DOOR"
13,7,13,"DOORMAT","HOME",1489,NA,5.86,"HOME"
13,7,14,"DOORMAT","DOORBELL",1410,NA,3.51,"DOORBELL"
13,7,15,"DOORMAT","MATS",3824,NA,3.19,"MATS"
13,7,16,"DOORMAT","MATERIA",3984,"MATERIAL",1.7,"MATERIAL"
13,7,17,"DOORMAT","MATERIAL",982,NA,4.57,"MATERIAL"
13,7,18,"DOORMAT","SLIPPERS",4908,NA,3.58,"SLIPPERS"
13,7,19,"DOORMAT","POST",2151,NA,4.87,"POST"
13,7,20,"DOORMAT","GUESTS",2399,NA,4.62,"GUESTS"
15,7,1,"DOORMAT","HOUSE",1680.6,NA,5.83,"HOUSE"
15,7,2,"DOORMAT","HOME",879.9,NA,5.86,"HOME"
15,7,3,"DOORMAT","KEYS",1235.2,NA,4.33,"KEYS"
15,7,4,"DOORMAT","FEET",7153.1,"FOOT",5.08,"FOOT"
15,7,5,"DOORMAT","MUD",759.2,NA,4.37,"MUD"
15,7,6,"DOORMAT","WIPING",746.8,"WIPE",3.35,"WIPE"
15,7,7,"DOORMAT","HOMELY",1929.9,NA,3.5,"HOMELY"
15,7,8,"DOORMAT","STURDY",9435.4,NA,3.42,"STURDY"
15,7,9,"DOORMAT","THICK",774.8,NA,4.52,"THICK"
15,7,10,"DOORMAT","TRODDEN",1164.9,NA,2.89,"TRODDEN"
15,7,11,"DOORMAT","DURABLE",1396.2,NA,3.16,"DURABLE"
15,7,12,"DOORMAT","WELCOMING",3217.2,NA,3.88,"WELCOMING"
15,7,13,"DOORMAT","RECTANGLE",4170.3,NA,3.38,"RECTANGLE"
15,7,14,"DOORMAT","BRISTLY",6943.5,NA,2.23,"BRISTLY"
15,7,15,"DOORMAT","SCRAPING",3385.3,NA,3.32,"SCRAPING"
15,7,16,"DOORMAT","WORN",1493.1,NA,4.26,"WORN"
15,7,17,"DOORMAT","PUSHOVER",9112.8,NA,2.96,"PUSHOVER"
15,7,18,"DOORMAT","WEAK",11160.6,NA,4.33,"WEAK"
15,7,19,"DOORMAT","DOOR",16766.6,NA,5.26,"DOOR"
22,7,1,"DOORMAT","PUSHOVER",589.1,NA,2.96,"PUSHOVER"
22,7,2,"DOORMAT","CLEAN",2750.4,NA,4.97,"CLEAN"
22,7,3,"DOORMAT","FEET",621.2,"FOOT",5.08,"FOOT"
22,7,4,"DOORMAT","SHOWS",356.2,NA,4.99,"SHOWS"
22,7,5,"DOORMAT","SHOES",905.6,NA,4.66,"SHOES"
22,7,6,"DOORMAT","DOOR",4683.6,NA,5.26,"DOOR"
22,7,7,"DOORMAT","OUTSIDE",1509.3,NA,5.32,"OUTSIDE"
22,7,8,"DOORMAT","RAIN",478.9,NA,5.08,"RAIN"
22,7,9,"DOORMAT","WET",579.4,NA,4.76,"WET"
22,7,10,"DOORMAT","DIRTY",1658.5,NA,4.57,"DIRTY"
22,7,11,"DOORMAT","CLEAN",2670.7,NA,4.97,"CLEAN"
22,7,12,"DOORMAT","FLOOR",8573.8,NA,5.04,"FLOOR"
22,7,13,"DOORMAT","CARPET",2718.4,NA,4.25,"CARPET"
22,7,14,"DOORMAT","STORM",3940.8,NA,4.46,"STORM"
22,7,15,"DOORMAT","SNOW",458.7,NA,4.79,"SNOW"
22,7,16,"DOORMAT","BOOTS",1491.9,NA,4.36,"BOOTS"
22,7,17,"DOORMAT","DRY",2773.1,NA,4.96,"DRY"
22,7,18,"DOORMAT","DIRT",1706.2,NA,4,"DIRT"
22,7,19,"DOORMAT","DIRTY",1165.3,NA,4.57,"DIRTY"
22,7,20,"DOORMAT","CLEAN",3129.4,NA,4.97,"CLEAN"
23,7,1,"DOORMAT","MUD",1108.6,NA,4.37,"MUD"
23,7,2,"DOORMAT","SHOES",1415.9,NA,4.66,"SHOES"
23,7,3,"DOORMAT","DOOR",1002,NA,5.26,"DOOR"
23,7,4,"DOORMAT","HOUSE",645.4,NA,5.83,"HOUSE"
23,7,5,"DOORMAT","HOME",327.8,NA,5.86,"HOME"
23,7,6,"DOORMAT","BOOTS",842,NA,4.36,"BOOTS"
23,7,7,"DOORMAT","WEAK",834.1,NA,4.33,"WEAK"
23,7,8,"DOORMAT","ENTER",5051.4,NA,4.42,"ENTER"
23,7,9,"DOORMAT","EXIT",967.7,NA,4.05,"EXIT"
23,7,10,"DOORMAT","BROWN",4531.2,NA,5.01,"BROWN"
23,7,11,"DOORMAT","WIPE",2312.6,NA,4,"WIPE"
23,7,12,"DOORMAT","WET",3973.1,NA,4.76,"WET"
23,7,13,"DOORMAT","STAND",2274.8,NA,5.25,"STAND"
23,7,14,"DOORMAT","PASSIVE",12131.5,NA,3.28,"PASSIVE"
23,7,15,"DOORMAT","INTROVERT",6817.2,NA,2.13,"INTROVERT"
23,7,16,"DOORMAT","DUST",10029.7,NA,4.39,"DUST"
30,7,1,"DOORMAT","WIPE",1032.5,NA,4,"WIPE"
30,7,2,"DOORMAT","SHY",208,NA,4.27,"SHY"
30,7,3,"DOORMAT","DIRT",582.3,NA,4,"DIRT"
30,7,4,"DOORMAT","SLOGAN",1607.9,NA,3.65,"SLOGAN"
30,7,5,"DOORMAT","MUD",4885.9,NA,4.37,"MUD"
30,7,6,"DOORMAT","WELCOME",1564.9,NA,5.42,"WELCOME"
30,7,7,"DOORMAT","RECTANGLE",3780.2,NA,3.38,"RECTANGLE"
30,7,8,"DOORMAT","ENTRANCE",1863.5,NA,4.23,"ENTRANCE"
30,7,9,"DOORMAT","ENTER",2361.1,NA,4.42,"ENTER"
30,7,10,"DOORMAT","DOOR",391.5,NA,5.26,"DOOR"
30,7,11,"DOORMAT","QUIET",4991.4,NA,4.86,"QUIET"
30,7,12,"DOORMAT","INVISIBLE",2741.4,NA,4.01,"INVISIBLE"
30,7,13,"DOORMAT","PRICKLY",8254.2,NA,3.36,"PRICKLY"
30,7,14,"DOORMAT","HAY",280.5,NA,4.06,"HAY"
30,7,15,"DOORMAT","BROWN",1865.9,NA,5.01,"BROWN"
30,7,16,"DOORMAT","FIRST",7455.5,NA,6.17,"FIRST"
30,7,17,"DOORMAT","THICK",6785.7,NA,4.52,"THICK"
30,7,18,"DOORMAT","WRITING",6181.5,NA,4.76,"WRITING"
30,7,19,"DOORMAT","PARCEL",1520.2,NA,3.85,"PARCEL"
30,7,20,"DOORMAT","HIDE",297.2,NA,4.66,"HIDE"
33,7,1,"DOORMAT","HARD",2791.9,NA,5.58,"HARD"
33,7,2,"DOORMAT","SHOES",608.2,NA,4.66,"SHOES"
33,7,3,"DOORMAT","FEET",552.7,"FOOT",5.08,"FOOT"
33,7,4,"DOORMAT","OUTSIDE",800.6,NA,5.32,"OUTSIDE"
33,7,5,"DOORMAT","INSIDE",384.5,NA,5.36,"INSIDE"
33,7,6,"DOORMAT","BRISTLY",928.8,NA,2.23,"BRISTLY"
33,7,7,"DOORMAT","BROWN",3336,NA,5.01,"BROWN"
33,7,8,"DOORMAT","HOME",1960.6,NA,5.86,"HOME"
33,7,9,"DOORMAT","BOOTS",3559.9,NA,4.36,"BOOTS"
33,7,10,"DOORMAT","TRAINERS",2232.6,NA,3.88,"TRAINERS"
33,7,11,"DOORMAT","ENTER",4296.9,NA,4.42,"ENTER"
33,7,12,"DOORMAT","LEAVE",1464.1,NA,5.49,"LEAVE"
33,7,13,"DOORMAT","ARRIVE",3064.5,NA,4.47,"ARRIVE"
33,7,14,"DOORMAT","ROUGH",5512.6,NA,4.46,"ROUGH"
33,7,15,"DOORMAT","DIRTY",1964.8,NA,4.57,"DIRTY"
33,7,16,"DOORMAT","VACCUM",5127.8,"VACUUM",1.6,"VACUUM"
33,7,17,"DOORMAT","STAND",8008.5,NA,5.25,"STAND"
33,7,18,"DOORMAT","WIPE",888.8,NA,4,"WIPE"
33,7,19,"DOORMAT","DARK",7160.6,NA,4.94,"DARK"
33,7,20,"DOORMAT","CHANGABLE",6768.5,"CHANGEABLE",1.54,"CHANGEABLE"
39,7,1,"DOORMAT","SHOES",1347.5,NA,4.66,"SHOES"
39,7,2,"DOORMAT","HALLWAY",718.6,NA,3.93,"HALLWAY"
39,7,3,"DOORMAT","HOME",884.1,NA,5.86,"HOME"
39,7,4,"DOORMAT","CLEAN",446.3,NA,4.97,"CLEAN"
39,7,5,"DOORMAT","WIPE",380.6,NA,4,"WIPE"
39,7,6,"DOORMAT","DIRTY",2209.3,NA,4.57,"DIRTY"
39,7,7,"DOORMAT","WELCOMING",345.5,NA,3.88,"WELCOMING"
39,7,8,"DOORMAT","HYGIENIC",1286.1,NA,2.89,"HYGIENIC"
39,7,9,"DOORMAT","BRISTLE",16054.5,NA,2.65,"BRISTLE"
39,7,10,"DOORMAT","BROWN",1655.4,NA,5.01,"BROWN"
2,8,1,"ENAMEL","HARD",1202,NA,5.58,"HARD"
2,8,2,"ENAMEL","SURFACE",1575.4,NA,4.63,"SURFACE"
2,8,3,"ENAMEL","TEETH",619.9,NA,4.7,"TEETH"
2,8,4,"ENAMEL","WHITE",1175.8,NA,5.25,"WHITE"
2,8,5,"ENAMEL","COATING",1807.7,NA,3.42,"COATING"
2,8,6,"ENAMEL","MOUTH",607.4,NA,4.78,"MOUTH"
2,8,7,"ENAMEL","DENTIST",767.8,NA,3.76,"DENTIST"
2,8,8,"ENAMEL","ORAL",2455.8,NA,3.42,"ORAL"
2,8,9,"ENAMEL","DENTAL",2467.6,NA,3.56,"DENTAL"
2,8,10,"ENAMEL","DENTYNE",791.6,NA,NA,"DENTYNE"
2,8,11,"ENAMEL","LACQUER",3363.4,NA,3.06,"LACQUER"
2,8,12,"ENAMEL","VARNISH",1079.6,NA,3.38,"VARNISH"
2,8,13,"ENAMEL","PROTECTION",1427.4,NA,4.46,"PROTECTION"
2,8,14,"ENAMEL","PROTECTIVE",607.5,NA,3.83,"PROTECTIVE"
2,8,15,"ENAMEL","COVER",927.4,NA,4.86,"COVER"
2,8,16,"ENAMEL","OUTER",1967.5,NA,4.01,"OUTER"
2,8,17,"ENAMEL","OUTSIDE",570.3,NA,5.32,"OUTSIDE"
2,8,18,"ENAMEL","MOLARS",923.8,NA,2.59,"MOLARS"
2,8,19,"ENAMEL","TOOTH",4305.1,NA,4.09,"TOOTH"
2,8,20,"ENAMEL","DECAY",1841.2,NA,3.49,"DECAY"
5,8,1,"ENAMEL","TEETH",4092.2,NA,4.7,"TEETH"
5,8,2,"ENAMEL","BATH",2734.2,NA,4.65,"BATH"
5,8,3,"ENAMEL","PAINTWORK",2279.5,NA,3.15,"PAINTWORK"
5,8,4,"ENAMEL","DECORATION",6219.6,NA,4.13,"DECORATION"
5,8,5,"ENAMEL","HARD",12374,NA,5.58,"HARD"
5,8,6,"ENAMEL","RESISTANT",1992.5,NA,3.42,"RESISTANT"
5,8,7,"ENAMEL","SCRATCH PROOF",2643.9,NA,NA,"SCRATCH PROOF"
5,8,8,"ENAMEL","WHITE",15791.1,NA,5.25,"WHITE"
5,8,9,"ENAMEL","BATHROOM",10403.6,NA,4.81,"BATHROOM"
5,8,10,"ENAMEL","TILES",9199.9,NA,4.08,"TILES"
5,8,11,"ENAMEL","BLACK",12604.5,NA,5.26,"BLACK"
6,8,1,"ENAMEL","PAINT",1011.7,NA,4.7,"PAINT"
6,8,2,"ENAMEL","GLOSS",776,NA,3.38,"GLOSS"
6,8,3,"ENAMEL","EMULSION",1783.3,NA,2.96,"EMULSION"
6,8,4,"ENAMEL","NAIL",2504.9,NA,4.18,"NAIL"
6,8,5,"ENAMEL","VARNISH",368.1,NA,3.38,"VARNISH"
6,8,6,"ENAMEL","PROTECTION",4331,NA,4.46,"PROTECTION"
6,8,7,"ENAMEL","COLOURS",2288.3,"COLORS",4.69,"COLORS"
6,8,8,"ENAMEL","CHIPPED",2863.7,NA,3.51,"CHIPPED"
6,8,9,"ENAMEL","SCRAPE",3872.2,NA,3.61,"SCRAPE"
6,8,10,"ENAMEL","CAR",2695.5,NA,5.44,"CAR"
6,8,11,"ENAMEL","HARD",13416.3,NA,5.58,"HARD"
6,8,12,"ENAMEL","SETTING",2374.6,NA,4.65,"SETTING"
6,8,13,"ENAMEL","SMOOTHJ",8559.7,"SMOOTH",4.36,"SMOOTH"
6,8,14,"ENAMEL","BRUSH",5871.4,NA,4.29,"BRUSH"
6,8,15,"ENAMEL","SMELL",3838.6,NA,4.84,"SMELL"
6,8,16,"ENAMEL","TOXIC",1431.9,NA,3.88,"TOXIC"
6,8,17,"ENAMEL","HARDWEA",18650.4,"HARDWEAR",NA,"HARDWEAR"
14,8,1,"ENAMEL","DECORATE",985.8,NA,3.7,"DECORATE"
14,8,2,"ENAMEL","TEETH",4817.8,NA,4.7,"TEETH"
14,8,3,"ENAMEL","COLORFUL",4141.6,NA,4.12,"COLORFUL"
14,8,4,"ENAMEL","GLOSSY",1984.4,NA,3.37,"GLOSSY"
14,8,5,"ENAMEL","GLASSY",9631.2,NA,2.59,"GLASSY"
14,8,6,"ENAMEL","TEETH",4267.6,NA,4.7,"TEETH"
14,8,7,"ENAMEL","TOOTHPASTE",603.3,NA,3.35,"TOOTHPASTE"
14,8,8,"ENAMEL","PAINT",8287.9,NA,4.7,"PAINT"
14,8,9,"ENAMEL","COATING",615.7,NA,3.42,"COATING"
14,8,10,"ENAMEL","HARD",2079.7,NA,5.58,"HARD"
14,8,11,"ENAMEL","ART",3464.1,NA,5.15,"ART"
14,8,12,"ENAMEL","CRAFT",15054.4,NA,4.06,"CRAFT"
14,8,13,"ENAMEL","DENTIST",11858,NA,3.76,"DENTIST"
14,8,14,"ENAMEL","TOOTHBRUSH",647.1,NA,3.48,"TOOTHBRUSH"
14,8,15,"ENAMEL","PLATE",12976,NA,4.73,"PLATE"
14,8,16,"ENAMEL","CUP",634.4,NA,5.09,"CUP"
14,8,17,"ENAMEL","MUG",1133.7,NA,3.93,"MUG"
14,8,18,"ENAMEL","PAINT",5688.1,NA,4.7,"PAINT"
14,8,19,"ENAMEL","VARSE",5122,NA,NA,"VARSE"
14,8,20,"ENAMEL","OLD",2089.5,NA,5.79,"OLD"
16,8,1,"ENAMEL","NAIL-POLISH",826.9,NA,NA,"NAIL-POLISH"
16,8,2,"ENAMEL","CUPS",1965.7,NA,3.97,"CUPS"
16,8,3,"ENAMEL","PLATES",1007.5,NA,4.29,"PLATES"
16,8,4,"ENAMEL","FORKS",1682.7,NA,3.37,"FORKS"
16,8,5,"ENAMEL","KNIVES",482.1,"KNIFE",3.79,"KNIFE"
16,8,6,"ENAMEL","ART",1139.6,NA,5.15,"ART"
16,8,7,"ENAMEL","DECORATION",385.3,NA,4.13,"DECORATION"
16,8,8,"ENAMEL","TEETH",1210.7,NA,4.7,"TEETH"
16,8,9,"ENAMEL","BREAK",434.8,NA,5.23,"BREAK"
16,8,10,"ENAMEL","WORN",1338.9,NA,4.26,"WORN"
16,8,11,"ENAMEL","ROBUSGT",2782,"ROBUST",3.93,"ROBUST"
16,8,12,"ENAMEL","FRAGILE",15277.4,NA,3.99,"FRAGILE"
16,8,13,"ENAMEL","COVERTED",1674.8,"COVERT",3.25,"COVERT"
16,8,14,"ENAMEL","IGNORED",2521.6,"IGNORE",3.95,"IGNORE"
16,8,15,"ENAMEL","EXPENSIVE",5208.4,NA,4.79,"EXPENSIVE"
16,8,16,"ENAMEL","CHARITU",16169.3,"CHARITY",4.78,"CHARITY"
16,8,17,"ENAMEL","ANTIQUE",3412.6,NA,4.23,"ANTIQUE"
16,8,18,"ENAMEL","HOME",5384.5,NA,5.86,"HOME"
16,8,19,"ENAMEL","FAMILY",935,NA,5.68,"FAMILY"
16,8,20,"ENAMEL","HEIRLOME",1502.6,"HEIRLOOM",3.27,"HEIRLOOM"
21,8,1,"ENAMEL","NAIL",2559.2,NA,4.18,"NAIL"
21,8,2,"ENAMEL","VARNISH",1310.5,NA,3.38,"VARNISH"
21,8,3,"ENAMEL","SHINY",1991.4,NA,4.15,"SHINY"
21,8,4,"ENAMEL","PAINT",4611.9,NA,4.7,"PAINT"
21,8,5,"ENAMEL","CHIPPED",3727,NA,3.51,"CHIPPED"
21,8,6,"ENAMEL","SMOOTH",1415.7,NA,4.36,"SMOOTH"
21,8,7,"ENAMEL","SPARKLING",7850,NA,3.76,"SPARKLING"
21,8,8,"ENAMEL","PROTECTION",1133.9,NA,4.46,"PROTECTION"
21,8,9,"ENAMEL","LONGLASTING",1778.8,NA,NA,"LONGLASTING"
21,8,10,"ENAMEL","PEARLISED",3208.1,"PEARLISE",1.39,"PEARLISE"
21,8,11,"ENAMEL","PAINTINGS",7046.1,NA,4.34,"PAINTINGS"
21,8,12,"ENAMEL","REPAIRS",3038.1,NA,3.75,"REPAIRS"
21,8,13,"ENAMEL","COLOURS",4736.8,"COLORS",4.69,"COLORS"
21,8,14,"ENAMEL","GOLD",2836.5,NA,5.1,"GOLD"
21,8,15,"ENAMEL","SILVER",474.2,NA,5.01,"SILVER"
21,8,16,"ENAMEL","CLEAR",622.3,NA,5.37,"CLEAR"
21,8,17,"ENAMEL","COATS",4151.8,NA,3.76,"COATS"
21,8,18,"ENAMEL","SMELLY",1951.7,NA,3.87,"SMELLY"
21,8,19,"ENAMEL","MASK",3334.9,NA,4.04,"MASK"
21,8,20,"ENAMEL","PROTECTION",2230.8,NA,4.46,"PROTECTION"
27,8,1,"ENAMEL","TEETH",1257,NA,4.7,"TEETH"
27,8,2,"ENAMEL","MATERIAL",15714.5,NA,4.57,"MATERIAL"
27,8,3,"ENAMEL","TISSUE",4976.4,NA,3.97,"TISSUE"
27,8,4,"ENAMEL","WHITE",12125,NA,5.25,"WHITE"
27,8,5,"ENAMEL","DENTIST",1235.9,NA,3.76,"DENTIST"
27,8,6,"ENAMEL","COATING",10987.6,NA,3.42,"COATING"
27,8,7,"ENAMEL","PAINT",774.2,NA,4.7,"PAINT"
27,8,8,"ENAMEL","GLOSSY",8236.1,NA,3.37,"GLOSSY"
27,8,9,"ENAMEL","DAMAGE",2482.1,NA,4.81,"DAMAGE"
27,8,10,"ENAMEL","YELLOW",938.6,NA,4.84,"YELLOW"
27,8,11,"ENAMEL","ROT",2170.1,NA,3.78,"ROT"
27,8,12,"ENAMEL","STRENGTH",10800.5,NA,4.65,"STRENGTH"
27,8,13,"ENAMEL","BITE",2615.4,NA,4.45,"BITE"
27,8,14,"ENAMEL","COLOURS",9034.8,"COLORS",4.69,"COLORS"
27,8,15,"ENAMEL","DECORATION",17640.4,NA,4.13,"DECORATION"
34,8,1,"ENAMEL","PAINT",657.9,NA,4.7,"PAINT"
34,8,2,"ENAMEL","TEETH",322.4,NA,4.7,"TEETH"
34,8,3,"ENAMEL","HARD",391.3,NA,5.58,"HARD"
34,8,4,"ENAMEL","SOLID",434.6,NA,4.57,"SOLID"
34,8,5,"ENAMEL","STRONG",629.4,NA,5.25,"STRONG"
34,8,6,"ENAMEL","LONG WEARING",1677.1,NA,NA,"LONG WEARING"
34,8,7,"ENAMEL","NAIL POLISH",412.2,NA,NA,"NAIL POLISH"
34,8,8,"ENAMEL","COLOURS",842.4,"COLORS",4.69,"COLORS"
34,8,9,"ENAMEL","CLEAR",413.7,NA,5.37,"CLEAR"
34,8,10,"ENAMEL","TOUGH",1624,NA,5.12,"TOUGH"
34,8,11,"ENAMEL","WORN",4289.7,NA,4.26,"WORN"
34,8,12,"ENAMEL","DECAYED",3734.8,NA,2.6,"DECAYED"
34,8,13,"ENAMEL","DAMAGED",5038.5,"DAMAGE",4.37,"DAMAGE"
34,8,14,"ENAMEL","BATH",946.9,NA,4.65,"BATH"
34,8,15,"ENAMEL","CHIPPED",1014.8,NA,3.51,"CHIPPED"
34,8,16,"ENAMEL","WHITE",17228.8,NA,5.25,"WHITE"
34,8,17,"ENAMEL","SHINY",9389.2,NA,4.15,"SHINY"
34,8,18,"ENAMEL","SOLID",9665.4,NA,4.57,"SOLID"
34,8,19,"ENAMEL","THINING",9623.5,"THINNING",2.93,"THINNING"
34,8,20,"ENAMEL","YELLOW",2695.6,NA,4.84,"YELLOW"
35,8,1,"ENAMEL","TEETH",975.8,NA,4.7,"TEETH"
35,8,2,"ENAMEL","WHITE",3915.4,NA,5.25,"WHITE"
35,8,3,"ENAMEL","METAL",2235.7,NA,4.63,"METAL"
35,8,4,"ENAMEL","GLAZE",2886.3,NA,3.76,"GLAZE"
35,8,5,"ENAMEL","PROTECT",525.2,NA,4.81,"PROTECT"
35,8,6,"ENAMEL","POLISH",270.2,NA,4.18,"POLISH"
35,8,7,"ENAMEL","FILM",4956,NA,5.26,"FILM"
35,8,8,"ENAMEL","FRONT",3196.1,NA,5.42,"FRONT"
35,8,9,"ENAMEL","COVER",5705.5,NA,4.86,"COVER"
35,8,10,"ENAMEL","CLEAN",3685.7,NA,4.97,"CLEAN"
35,8,11,"ENAMEL","ERRODE",1275.4,"ERODE",2.65,"ERODE"
35,8,12,"ENAMEL","STAIN",1888.7,NA,3.53,"STAIN"
35,8,13,"ENAMEL","SCALE",3606.2,NA,4.72,"SCALE"
35,8,14,"ENAMEL","CROCKERY",10575.2,NA,3.02,"CROCKERY"
35,8,15,"ENAMEL","PLATE",3733.9,NA,4.73,"PLATE"
35,8,16,"ENAMEL","BOWL",1154.2,NA,4.69,"BOWL"
35,8,17,"ENAMEL","BATH",3275.3,NA,4.65,"BATH"
35,8,18,"ENAMEL","RESTORE",12074.6,NA,4.08,"RESTORE"
35,8,19,"ENAMEL","REPLACE",7083.5,NA,4.33,"REPLACE"
35,8,20,"ENAMEL","WHITEN",12056.2,NA,2.17,"WHITEN"
38,8,1,"ENAMEL","TOOTH",874.7,NA,4.09,"TOOTH"
38,8,2,"ENAMEL","DECAY",1038.4,NA,3.49,"DECAY"
38,8,3,"ENAMEL","DENTIST",590.3,NA,3.76,"DENTIST"
38,8,4,"ENAMEL","PAIN",653.7,NA,4.85,"PAIN"
38,8,5,"ENAMEL","PROTECTION",1980.4,NA,4.46,"PROTECTION"
38,8,6,"ENAMEL","TOOTHBRUSH",821.8,NA,3.48,"TOOTHBRUSH"
38,8,7,"ENAMEL","TOOTHPASTE",608.3,NA,3.35,"TOOTHPASTE"
38,8,8,"ENAMEL","BATHROOM",1480,NA,4.81,"BATHROOM"
38,8,9,"ENAMEL","CERAMIC",518,NA,3.6,"CERAMIC"
38,8,10,"ENAMEL","NERVE",536.6,NA,4.25,"NERVE"
38,8,11,"ENAMEL","GUM",1259.4,NA,3.72,"GUM"
38,8,12,"ENAMEL","BRUSHING",948.5,NA,3.49,"BRUSHING"
